Date,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool 03ton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London Harrow Stanmore,London N. Kensington,London Teddington Bushy Park,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
2010-01-07,20,6,8,36,No data,18,29,10,No data,No data,No data,No data,12,13,No data,13,18,9,No data,14,16,16,12,14,No data,No data,11,18,10,11,17,14,13,No data,17,No data,61,No data,15,13,33,6,36,10,12
2010-01-22,20,20,3,14,No data,12,9,11,No data,No data,No data,No data,11,18,No data,16,17,21,No data,14,16,17,10,12,No data,16,20,8,21,19,11,9,No data,16,9,No data,19,No data,14,16,22,13,25,6,22
2010-01-24,20,14,5,12,No data,8,19,13,No data,No data,No data,No data,20,12,No data,13,18,20,No data,23,21,28,17,20,No data,15,14,15,32,21,16,19,No data,12,20,No data,18,No data,16,26,15,9,22,4,22
2010-02-05,20,18,17,20,No data,23,8,11,No data,No data,No data,No data,9,25,No data,25,18,34,No data,14,16,17,13,13,No data,22,No data,12,22,24,14,6,No data,25,10,No data,24,No data,No data,13,25,22,31,16,30
2010-02-15,20,6,1,9,No data,12,20,9,No data,No data,No data,No data,15,4,No data,No data,30,28,No data,No data,17,19,18,17,No data,No data,20,16,16,25,31,11,No data,14,24,No data,24,No data,28,14,19,14,28,5,21
2010-02-16,20,No data,0,14,No data,6,6,6,No data,No data,No data,No data,17,14,No data,9,12,15,No data,12,11,16,8,9,No data,No data,10,10,15,12,8,7,No data,8,7,No data,12,No data,8,16,15,8,18,No data,14
2010-02-17,20,No data,10,29,No data,24,29,20,No data,No data,No data,No data,39,22,No data,25,24,32,No data,42,41,45,36,36,No data,No data,32,22,48,33,27,No data,No data,No data,33,No data,32,No data,34,No data,22,24,39,28,27
2010-02-18,20,No data,13,42,No data,20,36,30,No data,No data,No data,No data,23,19,No data,39,37,45,No data,36,No data,37,43,41,No data,28,24,32,45,51,34,14,No data,No data,34,No data,31,No data,28,40,33,21,34,26,43
2010-02-19,20,9,21,14,No data,19,13,18,No data,No data,No data,No data,15,24,No data,14,No data,24,No data,18,No data,23,16,19,No data,23,14,15,17,24,17,13,No data,No data,17,No data,20,No data,18,20,20,10,29,13,24
2010-02-20,20,10,10,21,No data,16,17,17,No data,No data,No data,No data,13,18,No data,18,16,30,No data,21,20,24,19,20,No data,26,18,16,27,28,20,19,No data,No data,21,No data,26,No data,21,24,18,14,35,11,26
