Date,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool 03ton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London Harrow Stanmore,London N. Kensington,London Teddington Bushy Park,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
21/05/2011,15,8,1,12,NaN,4,10,9,NaN,NaN,NaN,NaN,12,8,NaN,7,NaN,10,NaN,9,11,11,11,NaN,NaN,7,10,14,10,6,NaN,8,10,7,8,12,12,NaN,11,NaN,10,12,NaN,4,12
03/03/2012,25,18,16,15,24,25,23,20,NaN,NaN,NaN,NaN,28,28,NaN,24,27,30,NaN,26,31,26,32,30,NaN,32,20,19,33,24,26,9,33,26,27,28,26,NaN,28,25,23,23,NaN,27,25
06/03/2012,15,10,2,10,14,11,13,9,NaN,NaN,NaN,NaN,17,13,NaN,9,15,14,NaN,16,17,13,14,15,NaN,21,11,7,25,8,11,5,16,14,13,20,17,NaN,10,NaN,19,15,NaN,8,9
15/03/2012,5,25,20,NaN,34,42,41,44,NaN,NaN,NaN,NaN,55,30,NaN,45,38,54,NaN,52,69,NaN,61,72,NaN,58,30,32,53,42,40,51,64,56,46,53,55,NaN,63,NaN,38,NaN,NaN,NaN,51
16/03/2012,15,12,NaN,9,18,14,19,15,NaN,NaN,NaN,NaN,39,12,NaN,27,18,22,NaN,33,33,NaN,30,33,NaN,27,12,16,36,18,17,8,29,17,26,38,17,NaN,25,NaN,18,NaN,NaN,14,20
16/04/2012,5,5,2,7,9,5,14,NaN,NaN,NaN,NaN,NaN,10,11,NaN,10,10,15,NaN,8,10,11,9,10,NaN,11,8,9,8,12,9,NaN,11,10,8,16,13,NaN,9,6,12,14,13,7,11
14/04/2013,15,14,3,10,8,NaN,11,11,NaN,NaN,NaN,NaN,14,3,NaN,10,12,NaN,NaN,9,NaN,10,8,7,NaN,NaN,9,12,13,8,9,15,10,5,NaN,11,8,NaN,10,5,6,NaN,8,4,7
15/04/2013,15,8,4,11,11,NaN,12,13,NaN,NaN,NaN,NaN,16,6,NaN,12,14,NaN,NaN,13,NaN,13,10,11,NaN,NaN,11,16,15,11,12,20,14,8,NaN,13,11,NaN,14,7,10,6,10,8,9
20/04/2013,5,8,3,10,15,NaN,20,16,NaN,NaN,NaN,NaN,13,5,NaN,11,14,NaN,NaN,11,NaN,8,8,10,NaN,NaN,12,16,13,15,11,14,11,10,NaN,10,20,NaN,12,6,18,5,16,8,16
05/05/2013,15,NaN,4,7,9,NaN,7,10,NaN,NaN,NaN,NaN,13,5,NaN,11,NaN,NaN,NaN,13,NaN,11,9,9,NaN,8,8,17,9,10,10,12,8,7,6,16,11,NaN,11,9,7,5,8,5,10
06/05/2013,5,NaN,6,15,12,NaN,10,12,NaN,NaN,NaN,NaN,13,6,NaN,14,NaN,NaN,NaN,16,NaN,14,13,14,NaN,10,13,NaN,18,14,12,18,12,14,11,NaN,13,NaN,18,12,10,13,NaN,11,11
27/05/2013,25,13,2,7,12,NaN,10,11,NaN,NaN,NaN,NaN,17,4,NaN,14,NaN,NaN,NaN,15,11,12,12,NaN,NaN,NaN,11,16,11,10,10,11,13,10,9,17,12,NaN,14,9,10,11,NaN,8,11
01/03/2014,15,7,3,9,13,7,16,11,NaN,NaN,NaN,NaN,12,NaN,5,22,NaN,16,24,24,19,20,NaN,24,NaN,17,13,13,19,21,NaN,14,NaN,14,12,23,19,15,NaN,20,18,8,21,NaN,20
02/03/2014,25,8,2,9,5,3,5,5,NaN,NaN,NaN,NaN,7,NaN,2,9,NaN,8,10,10,8,7,NaN,10,NaN,6,8,6,13,6,NaN,9,NaN,6,3,14,7,6,NaN,9,7,7,8,NaN,11
