Date,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool 03ton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London Harrow Stanmore,London N. Kensington,London Teddington Bushy Park,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
2010-02-22,22,11,12,17,No data,11,13,12,No data,No data,No data,No data,8,15,No data,8,16,12,No data,13,15,16,10,11,No data,8,12,14,16,15,12,10,No data,No data,11,No data,12,No data,10,16,13,7,17,11,15
2010-12-19,22,No data,4,19,No data,No data,31,28,No data,No data,No data,No data,16,12,No data,23,40,23,No data,18,21,No data,14,19,No data,26,10,31,17,26,31,20,20,20,19,10,No data,No data,21,18,27,14,No data,31,18
2012-05-18,22,5,2,8,24,16,No data,23,No data,No data,No data,No data,17,10,No data,17,22,19,No data,18,22,21,21,21,No data,20,11,20,22,18,19,No data,16,19,21,20,19,No data,20,No data,21,No data,16,18,13
2013-01-22,22,7,7,No data,30,No data,20,18,No data,No data,No data,No data,24,11,No data,34,29,No data,No data,28,No data,31,28,No data,No data,29,23,17,31,35,26,10,19,31,27,23,29,No data,18,No data,31,20,31,No data,31
2013-03-19,22,12,3,12,25,No data,22,No data,No data,No data,No data,No data,15,7,No data,28,24,24,No data,29,No data,24,27,29,No data,22,14,19,32,29,22,11,17,23,17,19,27,No data,19,21,28,11,26,28,19
2013-04-09,22,8,7,20,39,No data,38,39,No data,No data,No data,No data,30,9,No data,30,43,No data,No data,35,No data,31,31,34,No data,No data,18,39,46,32,No data,24,25,24,26,47,37,No data,26,No data,36,16,32,35,25
2014-05-01,22,7,4,8,19,16,9,9,No data,No data,No data,No data,11,5,2,14,16,18,18,19,17,14,17,20,17,19,6,12,31,22,No data,4,12,18,7,26,24,25,10,No data,27,7,23,20,10
2014-05-19,22,21,19,14,21,15,20,19,No data,No data,No data,No data,19,20,16,27,22,22,24,33,31,No data,28,32,No data,17,23,22,21,25,No data,24,21,17,No data,37,21,22,19,27,21,25,19,No data,26
2016-04-12,22,10,4,14,12,12,14,13,16,7,14,12,15,9,12,24,12,16,18,6,6,7,10,7,3,17,16,14,12,25,No data,No data,10,14,6,7,19,15,8,7,21,15,15,15,17
2016-04-13,22,8,2,11,12,12,10,16,11,11,12,7,18,6,5,16,10,10,16,11,9,10,11,10,7,15,5,14,19,22,No data,No data,13,13,9,11,16,13,17,12,19,6,14,16,10
2016-05-10,22,18,15,20,22,17,22,26,23,15,22,No data,15,18,18,23,26,21,21,23,25,26,22,22,22,23,20,24,19,22,No data,10,13,18,20,25,21,23,14,23,20,19,19,19,20
