Date,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool 03ton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London Harrow Stanmore,London N. Kensington,London Teddington Bushy Park,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
2010-01-13,24,17,13,14,No data,19,38,38,No data,No data,No data,No data,39,22,No data,35,42,37,No data,51,56,56,51,No data,No data,No data,30,37,35,39,47,14,No data,24,50,No data,24,No data,36,51,36,20,26,18,35
2010-03-24,24,20,4,12,No data,No data,18,21,No data,No data,No data,No data,35,8,No data,28,18,21,No data,31,29,33,24,27,No data,No data,17,20,46,20,22,14,No data,12,23,No data,16,No data,29,40,19,8,18,10,24
2010-10-01,24,9,3,8,No data,No data,5,7,No data,No data,No data,No data,5,9,No data,5,10,13,No data,6,9,8,6,7,No data,No data,9,14,6,9,8,6,5,5,5,4,9,No data,8,6,8,12,No data,4,10
2010-11-17,24,No data,10,21,No data,No data,8,10,No data,No data,No data,No data,12,16,No data,18,21,30,No data,19,20,No data,17,17,No data,No data,No data,10,18,21,15,7,7,14,15,18,17,No data,4,21,21,18,No data,16,26
2010-12-28,24,No data,5,27,No data,No data,18,No data,No data,No data,No data,No data,17,20,No data,16,No data,29,No data,19,20,No data,17,19,No data,21,21,24,18,19,20,10,17,14,22,13,No data,No data,15,22,20,21,No data,No data,18
2011-01-07,24,No data,3,No data,No data,No data,17,15,No data,No data,No data,No data,11,11,No data,9,No data,18,No data,18,22,15,15,19,No data,13,18,17,No data,20,16,No data,13,11,20,15,20,No data,11,17,15,14,No data,No data,12
2011-01-10,24,No data,2,18,No data,No data,9,8,No data,No data,No data,No data,11,9,No data,7,No data,17,No data,10,13,7,11,10,No data,6,15,14,No data,9,10,No data,12,7,15,9,11,No data,14,11,11,16,No data,No data,9
2011-02-15,24,8,5,13,No data,12,7,6,No data,No data,No data,No data,8,10,No data,11,16,No data,No data,8,13,8,10,10,No data,12,20,9,No data,No data,9,No data,8,12,8,9,16,No data,6,10,17,No data,No data,No data,19
2011-04-22,24,24,27,60,No data,No data,No data,40,No data,No data,No data,No data,40,30,No data,63,58,57,No data,69,60,69,57,59,No data,48,44,39,65,63,No data,33,29,50,52,No data,54,No data,38,No data,54,36,No data,49,63
2011-05-08,24,23,5,No data,No data,3,7,6,No data,No data,No data,No data,11,17,No data,17,13,12,No data,10,11,No data,10,8,No data,3,14,10,11,No data,No data,8,7,7,7,No data,12,No data,7,No data,10,17,No data,5,13
2011-06-12,24,6,5,15,No data,4,6,6,No data,No data,No data,No data,9,13,No data,7,No data,9,No data,6,9,7,8,8,No data,5,8,10,9,6,No data,4,6,7,7,8,10,No data,No data,No data,11,No data,No data,6,No data
2011-07-05,24,9,13,16,No data,No data,10,9,No data,No data,No data,No data,15,17,No data,13,No data,22,No data,15,15,16,No data,16,No data,14,18,No data,18,13,9,8,13,No data,14,17,18,No data,15,No data,16,24,No data,10,No data
2011-09-10,24,11,2,No data,No data,No data,11,No data,No data,No data,No data,No data,9,8,No data,No data,6,12,No data,8,11,No data,10,10,No data,10,10,No data,10,8,6,9,10,6,10,9,No data,No data,9,8,11,14,No data,4,9
2011-09-16,24,4,5,No data,No data,No data,No data,No data,No data,No data,No data,No data,15,10,No data,No data,10,15,No data,14,18,No data,15,16,No data,18,8,No data,15,16,10,No data,11,14,13,17,No data,No data,No data,20,18,11,No data,13,14
2011-10-26,24,11,1,7,7,8,10,6,No data,No data,No data,No data,7,8,No data,10,7,17,No data,12,11,5,14,11,No data,10,15,No data,5,10,8,4,8,10,8,7,9,No data,10,6,14,17,No data,6,18
2012-05-07,24,8,7,10,12,12,15,10,No data,No data,No data,No data,17,19,No data,11,11,17,No data,11,14,15,14,15,No data,14,14,10,17,10,No data,No data,11,14,14,12,13,No data,13,No data,15,No data,13,15,11
2012-07-02,24,7,1,No data,4,3,No data,No data,No data,No data,No data,No data,8,No data,No data,8,4,14,No data,8,10,7,5,4,No data,10,8,3,No data,5,5,No data,5,5,6,11,6,No data,7,6,No data,No data,4,3,No data
2012-08-13,24,17,12,6,No data,10,5,No data,No data,No data,No data,No data,11,No data,No data,14,7,20,No data,8,12,8,7,6,No data,No data,11,4,14,9,9,8,6,No data,10,No data,11,No data,9,4,12,12,9,6,No data
2012-08-17,24,13,1,5,6,No data,7,No data,No data,No data,No data,No data,13,No data,No data,7,8,14,No data,12,14,11,7,8,No data,14,No data,6,10,9,9,12,No data,7,11,No data,No data,No data,11,5,9,5,5,4,6
2012-08-27,24,11,1,6,6,No data,5,No data,No data,No data,No data,No data,13,No data,No data,7,6,18,No data,7,11,9,5,7,No data,8,10,5,10,6,No data,10,6,6,9,No data,10,No data,8,4,9,5,5,5,7
2013-01-18,24,8,9,No data,28,No data,16,16,No data,No data,No data,No data,28,14,No data,25,28,No data,No data,31,No data,34,32,32,No data,No data,21,17,28,29,28,14,16,22,No data,31,24,No data,16,23,29,18,23,24,27
2013-04-17,24,10,1,10,10,No data,8,11,No data,No data,No data,No data,15,4,No data,11,13,No data,No data,11,No data,11,10,10,No data,No data,13,14,17,9,11,14,12,8,No data,13,10,No data,11,7,9,7,9,7,8
2013-07-24,24,No data,No data,No data,6,No data,7,No data,No data,No data,No data,No data,7,No data,No data,22,6,No data,No data,11,8,No data,9,9,No data,15,No data,No data,No data,13,11,8,9,No data,6,18,18,No data,11,7,15,No data,16,9,20
2013-10-03,24,25,No data,15,14,No data,14,14,No data,No data,No data,No data,14,15,No data,23,17,No data,22,21,22,21,21,23,19,17,23,11,18,23,No data,7,19,14,15,20,18,No data,18,16,19,26,14,13,27
2013-10-21,24,9,No data,7,4,No data,5,4,No data,No data,No data,No data,5,6,4,6,3,7,6,9,7,No data,6,8,5,5,6,4,4,3,6,5,10,5,2,10,8,No data,9,5,6,7,5,3,7
2013-12-23,24,6,3,6,3,No data,5,6,No data,No data,No data,No data,4,6,4,5,4,5,5,5,5,5,No data,5,No data,3,5,6,4,3,7,No data,9,5,No data,No data,7,3,8,4,6,7,7,6,5
2013-12-31,24,8,3,5,5,No data,6,6,No data,No data,No data,No data,4,5,4,7,5,9,8,5,7,5,7,6,No data,6,7,7,6,6,8,No data,9,5,1,No data,9,6,9,4,7,10,7,7,7
2014-01-01,24,8,2,5,3,No data,6,4,No data,No data,No data,No data,5,7,3,4,4,6,4,5,5,4,6,5,No data,1,6,7,4,3,7,No data,11,4,0,No data,7,3,7,4,4,7,6,5,6
2014-01-31,24,16,No data,15,13,No data,No data,15,No data,No data,No data,No data,No data,15,11,14,11,20,17,14,16,No data,16,No data,No data,16,No data,No data,13,15,15,No data,18,18,10,No data,19,15,16,6,No data,No data,19,No data,18
2014-02-14,24,6,3,11,6,No data,8,7,No data,No data,No data,No data,6,5,4,7,5,9,8,No data,No data,5,6,7,No data,7,6,8,5,No data,8,10,10,5,2,No data,8,6,9,4,7,5,8,No data,7
2014-02-17,24,14,7,6,8,No data,8,7,No data,No data,No data,No data,6,13,9,12,9,17,9,No data,No data,8,10,11,No data,9,20,8,10,10,11,No data,11,9,5,No data,11,12,9,6,10,15,11,No data,15
2014-08-08,24,11,No data,8,14,8,No data,10,No data,No data,13,No data,No data,No data,7,8,18,11,No data,No data,No data,No data,18,No data,No data,12,No data,14,No data,11,11,11,16,No data,9,20,15,11,16,No data,17,11,13,10,10
2014-11-10,24,22,8,16,12,16,8,8,No data,No data,12,No data,9,No data,12,16,13,29,13,11,13,7,12,14,8,14,26,6,10,26,9,8,8,13,10,6,17,19,11,6,14,No data,20,11,20
2014-11-14,24,20,6,8,10,7,7,7,No data,No data,10,No data,11,No data,6,11,11,18,8,14,14,No data,11,15,9,11,14,4,12,No data,No data,6,6,No data,7,8,13,15,11,10,9,No data,12,6,12
2015-07-04,24,6,3,5,8,6,10,9,9,No data,11,No data,No data,4,5,No data,15,No data,13,14,15,21,15,16,No data,9,No data,8,16,No data,11,11,10,8,8,11,8,11,8,13,10,No data,7,5,No data
2015-07-20,24,6,2,3,4,4,7,8,5,No data,7,No data,6,4,5,8,9,10,7,5,6,No data,9,5,No data,No data,No data,7,No data,No data,5,6,4,5,4,No data,6,6,4,4,8,5,No data,4,4
2015-08-19,24,9,2,6,4,3,No data,4,4,No data,6,No data,No data,4,5,No data,10,9,9,6,7,10,7,8,9,6,No data,4,13,6,8,No data,7,4,No data,6,5,7,5,6,6,5,4,1,4
2015-09-13,24,No data,1,No data,5,5,3,4,6,No data,7,No data,5,No data,3,8,No data,11,6,6,5,No data,No data,7,8,7,No data,7,9,6,8,7,6,6,5,6,5,10,5,6,8,7,6,4,6
2015-10-05,24,No data,17,16,9,16,4,6,14,No data,No data,No data,9,21,20,20,10,25,15,10,9,11,9,9,No data,15,28,5,21,16,9,7,6,18,5,9,12,No data,No data,11,16,23,14,12,20
