Date,PM-1000,W,S,F,Z,G,Dir,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool 03ton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London Harrow Stanmore,London N. Kensington,London Teddington Bushy Park,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
19/09/2010,10.1,9.5,6,11.2,10.9,12.5,237.7,15,5,No data,6,No data,No data,5,6,No data,No data,No data,No data,8,9,No data,4,10,7,No data,8,8,10,7,6,No data,No data,8,11,6,8,9,8,6,3,6,6,6,No data,10,8,8,9,No data,2,8
20/09/2010,9.4,5.9,-1.6,6.2,-0.7,6.2,285.1,16,5,No data,8,No data,No data,7,9,No data,No data,No data,No data,7,6,No data,4,14,10,No data,8,10,10,8,9,No data,No data,5,14,7,6,11,5,6,7,7,7,9,No data,11,8,9,8,No data,5,9
21/09/2010,15.1,2.1,15.4,15.6,4.1,15.7,187.9,14,6,No data,13,No data,No data,13,12,No data,No data,No data,No data,13,10,No data,12,16,20,No data,14,15,13,12,14,No data,No data,11,17,14,9,16,14,12,10,13,14,12,No data,18,14,16,14,No data,7,15
22/09/2010,16,2.8,5.5,6.2,40,20.9,207.1,20,12,No data,10,No data,No data,15,17,No data,No data,No data,No data,17,10,No data,16,19,26,No data,18,18,20,17,18,No data,No data,15,21,23,14,17,19,14,16,14,12,21,No data,19,16,No data,18,No data,12,22
23/09/2010,13.9,-6,-10.9,12.5,40,23.6,29,20,5,0,7,No data,No data,4,6,No data,No data,No data,No data,11,7,No data,7,10,10,No data,15,15,15,13,14,No data,No data,10,10,15,17,10,5,8,6,9,10,9,No data,11,13,No data,12,No data,3,12
24/09/2010,13.6,-6,-20.2,21.1,-7.7,21.4,16.6,18,4,0,6,No data,No data,6,7,No data,No data,No data,No data,6,6,No data,No data,13,6,No data,9,12,10,8,10,No data,No data,5,12,6,10,11,4,6,3,6,6,7,No data,9,9,No data,8,No data,2,6
25/09/2010,15.7,-0.2,-13.4,13.4,-31.4,20.6,1.1,0,3,1,6,No data,No data,7,7,No data,No data,No data,No data,8,6,No data,0,10,7,No data,6,8,8,6,7,No data,No data,4,No data,5,6,8,6,6,5,5,4,8,No data,9,8,No data,6,No data,3,6
26/09/2010,14.3,-3.9,-2.3,4.6,-17.7,10,58.9,0,5,2,11,No data,No data,8,7,No data,No data,No data,No data,7,7,No data,1,12,8,No data,7,9,8,6,7,No data,No data,6,No data,5,5,12,8,7,6,8,4,9,No data,11,6,No data,8,No data,4,7
27/09/2010,13.4,-5.5,6.7,8.7,-9.5,9.9,140.2,3,8,2,13,No data,No data,16,13,No data,No data,No data,No data,7,9,No data,8,16,11,No data,9,12,12,7,10,No data,No data,9,No data,12,6,13,8,9,8,8,8,10,No data,13,9,No data,11,No data,7,10
28/09/2010,13,2.8,16.7,17,-4.1,17.1,189.3,14,14,8,12,No data,No data,14,16,No data,No data,No data,No data,17,14,No data,17,23,27,No data,23,25,23,20,23,No data,No data,21,No data,14,12,21,9,11,17,13,18,22,No data,18,20,No data,22,No data,18,25
29/09/2010,15.2,4.5,4.2,6.1,12,8.6,227.1,25,10,5,9,No data,No data,7,8,No data,No data,No data,No data,10,13,No data,11,11,19,No data,11,12,11,10,10,No data,No data,14,No data,16,26,11,8,6,8,7,13,13,No data,10,13,No data,15,No data,6,16
30/09/2010,10,4.8,14.5,15.3,8.5,15.9,198.5,14,7,1,10,No data,No data,9,9,No data,No data,No data,No data,7,11,No data,7,12,14,No data,9,13,11,8,12,No data,No data,11,18,10,13,9,8,7,10,6,7,15,No data,12,10,13,11,No data,7,11
01/10/2010,1.2,8.9,22.2,23.9,47.5,33.7,201.9,24,9,3,8,No data,No data,5,7,No data,No data,No data,No data,5,9,No data,5,10,13,No data,6,9,8,6,7,No data,No data,9,14,6,9,8,6,5,5,5,4,9,No data,8,6,8,12,No data,4,10
02/10/2010,-1.1,8.6,23.3,24.9,14.1,25.8,200.2,14,9,2,7,No data,No data,7,12,No data,No data,No data,No data,6,7,No data,7,11,15,No data,8,11,9,8,8,No data,No data,9,16,7,10,9,9,5,6,5,4,11,No data,10,7,10,10,No data,5,12
03/10/2010,-4.5,8.9,8.3,12.2,36.9,22.1,227.1,20,8,1,8,No data,No data,8,7,No data,No data,No data,No data,8,7,No data,5,11,11,No data,6,9,9,8,8,No data,No data,11,15,7,8,10,9,7,5,6,5,9,No data,10,8,9,11,No data,5,12
04/10/2010,-9,12,23.3,26.2,3.1,26.3,207.2,15,9,1,8,No data,No data,11,9,No data,No data,No data,No data,7,6,No data,15,14,18,No data,14,16,16,12,13,No data,No data,10,16,13,13,13,7,6,10,8,10,15,No data,11,14,9,10,No data,5,14
05/10/2010,-7.9,20,23.2,30.7,15.9,31.7,220.9,15,8,4,8,No data,No data,9,11,No data,No data,No data,No data,6,8,No data,6,13,13,No data,8,12,11,8,9,No data,No data,11,18,8,8,13,9,8,8,7,6,10,No data,11,8,13,12,No data,6,12
06/10/2010,-0.8,17.8,11.5,21.2,8.7,21.6,237.2,15,5,1,9,No data,No data,6,8,No data,No data,No data,No data,6,6,No data,5,12,11,No data,6,9,9,No data,No data,No data,No data,9,12,5,7,9,5,4,6,5,3,9,No data,8,6,No data,9,No data,4,9
07/10/2010,8.1,-0.8,21.3,21.3,-34,27.3,177.9,4,9,3,11,No data,No data,8,10,No data,No data,No data,No data,15,9,No data,8,12,17,No data,14,17,14,No data,No data,No data,No data,11,11,12,11,12,9,11,8,No data,8,11,No data,14,11,12,13,No data,7,13
08/10/2010,13.5,-15.8,21.2,26.5,-14.7,27.5,143.3,13,12,10,22,No data,No data,32,34,No data,No data,No data,No data,36,17,No data,33,41,36,No data,38,43,40,36,No data,No data,No data,25,32,31,37,39,21,33,28,No data,30,25,No data,33,36,34,21,No data,27,36
09/10/2010,16.9,-18.6,12.4,22.4,-6.6,22.6,123.6,13,18,18,23,No data,No data,39,41,No data,No data,No data,No data,33,26,No data,32,39,34,No data,35,36,37,No data,No data,No data,No data,31,37,35,No data,42,32,33,26,No data,28,30,No data,36,35,34,33,No data,26,35
10/10/2010,17.1,-15,2.4,15.2,-6.9,15.6,99.2,12,17,25,26,No data,No data,30,30,No data,No data,No data,No data,22,30,No data,24,34,32,No data,26,29,28,No data,No data,No data,No data,29,30,19,37,36,24,25,29,No data,20,30,No data,28,26,31,31,No data,25,30
