Date,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool 03ton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London Harrow Stanmore,London N. Kensington,London Teddington Bushy Park,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
2010-05-10,8,2,1,6,No data,No data,9,12,No data,No data,No data,No data,7,4,No data,3,12,9,No data,11,No data,13,8,9,No data,No data,6,12,5,10,10,9,10,No data,8,No data,11,No data,No data,7,14,6,13,6,7
2010-05-24,8,5,6,8,No data,No data,No data,No data,No data,No data,No data,No data,18,11,No data,10,21,23,No data,15,14,20,13,16,No data,No data,14,16,14,No data,17,13,16,18,11,No data,23,No data,No data,14,28,15,22,9,19
2010-06-19,8,4,No data,6,No data,No data,11,14,No data,No data,No data,No data,7,5,No data,0,10,6,No data,8,7,10,7,7,No data,No data,5,13,5,11,10,10,6,4,No data,4,7,No data,7,6,9,8,12,3,6
2010-12-08,8,No data,6,20,No data,No data,24,19,No data,No data,No data,No data,16,12,No data,2,21,8,No data,21,23,18,13,17,No data,13,8,16,No data,13,23,No data,17,17,17,12,23,No data,20,20,32,8,No data,10,9
2011-03-27,8,No data,6,26,No data,23,52,53,No data,No data,No data,No data,47,14,No data,8,39,24,No data,39,46,45,48,46,No data,23,20,55,19,22,No data,78,49,30,48,No data,33,No data,55,No data,35,19,No data,30,27
2011-07-21,8,2,2,10,No data,No data,14,No data,No data,No data,No data,No data,16,10,No data,3,No data,7,No data,11,17,13,12,12,No data,8,5,No data,8,7,9,5,16,7,13,14,12,No data,13,10,12,12,No data,6,No data
2012-03-05,8,7,1,11,7,4,7,6,No data,No data,No data,No data,7,13,No data,5,7,8,No data,5,10,8,No data,No data,No data,9,5,4,9,3,6,2,7,7,7,5,7,No data,6,3,10,10,No data,5,4
2012-06-13,8,4,2,11,12,10,No data,No data,No data,No data,No data,No data,12,No data,No data,7,10,No data,No data,9,12,7,9,No data,No data,14,5,12,8,12,10,No data,6,14,8,9,14,No data,10,No data,21,No data,13,18,7
2012-09-21,8,5,0,7,8,No data,8,8,No data,No data,No data,No data,14,1,No data,4,10,9,No data,8,11,9,8,7,No data,8,6,7,10,8,7,10,11,5,6,10,11,No data,16,No data,10,2,5,5,4
2012-10-08,8,6,2,10,21,No data,12,13,No data,No data,No data,No data,12,6,No data,18,18,34,No data,14,18,15,14,14,No data,26,11,13,19,28,13,10,10,23,12,14,29,No data,12,10,27,10,20,25,26
2012-11-28,8,4,0,6,8,0,5,No data,No data,No data,No data,No data,8,3,No data,4,8,6,No data,6,10,5,5,4,No data,7,4,4,6,6,No data,9,7,7,3,6,8,No data,8,No data,10,2,8,4,3
2013-05-21,8,4,No data,6,15,No data,11,11,No data,No data,No data,No data,22,6,No data,4,No data,No data,No data,14,15,14,15,16,No data,No data,7,15,4,15,20,12,25,7,21,13,12,No data,24,6,12,4,8,7,5
2013-10-10,8,4,No data,4,3,No data,4,4,No data,No data,No data,No data,4,3,No data,4,4,4,6,8,6,No data,5,6,6,2,3,3,4,2,6,3,8,4,2,8,6,No data,6,3,6,6,4,3,5
2014-06-29,8,7,5,7,8,3,No data,8,No data,No data,7,No data,7,4,4,6,7,5,7,8,8,4,6,No data,No data,5,4,12,6,7,5,8,12,No data,No data,No data,10,7,10,5,9,7,7,5,7
2014-07-10,8,10,9,10,9,4,No data,7,No data,No data,9,No data,7,8,7,No data,No data,No data,8,11,11,7,9,14,No data,6,6,10,5,No data,6,No data,13,8,No data,No data,12,8,10,No data,11,10,8,3,11
2014-09-06,8,No data,6,8,20,No data,No data,30,No data,No data,24,No data,No data,9,5,11,31,14,35,48,48,38,44,No data,No data,16,No data,27,21,33,31,30,37,12,31,43,14,27,30,No data,16,No data,No data,3,12
