Date,PM-1000,W,S,F,Z,G,Dir,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool 03ton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London Harrow Stanmore,London N. Kensington,London Teddington Bushy Park,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
05/01/2011,0.8,9.2,1.6,9.3,59.1,31,260.3,20,No data,-1,No data,No data,No data,11,10,No data,No data,No data,No data,14,8,No data,7,No data,9,No data,13,16,No data,13,14,No data,6,7,14,No data,9,13,No data,17,4,15,12,No data,No data,15,14,No data,10,No data,3,8
06/01/2011,-4.5,2.8,-13.5,13.8,7,14.2,348.5,18,No data,1,No data,No data,No data,27,13,No data,No data,No data,No data,12,9,No data,9,No data,11,No data,18,18,No data,16,18,No data,13,7,16,No data,19,22,No data,15,7,22,12,21,No data,14,19,18,9,No data,4,9
07/01/2011,-1.4,1.2,11.7,11.8,12.9,13.4,185.8,24,No data,3,No data,No data,No data,17,15,No data,No data,No data,No data,11,11,No data,9,No data,18,No data,18,22,15,15,19,No data,13,18,17,No data,20,16,No data,13,11,20,15,20,No data,11,17,15,14,No data,No data,12
08/01/2011,0.7,14.6,-5.9,15.8,64.3,35.8,292.1,20,No data,3,13,No data,No data,8,7,No data,No data,No data,No data,7,11,No data,4,No data,14,No data,9,10,9,7,9,No data,8,11,10,No data,8,8,No data,11,7,10,8,14,No data,9,10,10,13,No data,No data,8
09/01/2011,5.8,18.8,-8.4,20.5,0.3,20.5,294.1,17,No data,1,13,No data,No data,13,8,No data,No data,No data,No data,11,7,No data,3,No data,9,No data,11,11,8,10,12,No data,6,5,15,No data,8,10,No data,16,6,12,8,13,No data,19,12,No data,8,No data,No data,7
10/01/2011,6.2,4.7,16.4,17.1,31.3,23.2,196,24,No data,2,18,No data,No data,9,8,No data,No data,No data,No data,11,9,No data,7,No data,17,No data,10,13,7,11,10,No data,6,15,14,No data,9,10,No data,12,7,15,9,11,No data,14,11,11,16,No data,No data,9
11/01/2011,7.1,7.3,-12.1,14.2,-0.2,14.2,328.8,17,No data,1,11,No data,No data,8,7,No data,No data,No data,No data,9,12,No data,4,No data,13,No data,11,13,10,11,10,No data,8,8,11,No data,11,10,No data,12,10,12,8,13,No data,9,11,13,12,No data,No data,8
12/01/2011,6.6,14.1,7.3,15.9,25.5,20.4,242.6,25,No data,2,17,No data,No data,4,4,No data,No data,No data,No data,9,20,No data,13,No data,24,No data,8,11,8,8,9,No data,13,23,9,10,14,7,No data,8,9,9,8,19,No data,7,10,11,20,No data,No data,13
13/01/2011,5.5,13.5,5.2,14.5,23.7,18.7,249.1,26,No data,0,15,No data,No data,5,5,No data,No data,No data,No data,8,16,No data,11,No data,17,No data,7,10,10,6,6,No data,8,12,9,7,8,7,No data,9,9,7,8,12,No data,No data,8,10,14,No data,No data,11
14/01/2011,2.1,24,10.2,26.1,29.1,29.9,247,25,No data,1,11,No data,No data,7,7,No data,No data,No data,No data,10,12,No data,9,No data,11,No data,7,11,9,6,7,No data,7,8,10,7,7,8,No data,8,7,9,8,12,No data,6,7,8,13,No data,No data,9
15/01/2011,-2.1,34.6,24.2,42.2,21.2,43.5,235,15,No data,0,7,No data,No data,9,8,No data,No data,No data,No data,14,8,No data,3,No data,7,No data,9,13,11,9,9,No data,4,5,11,9,6,10,No data,12,10,14,10,7,No data,8,10,7,9,No data,No data,5
16/01/2011,3.4,27.6,12.2,30.2,6.2,30.4,246.2,15,No data,3,10,No data,5,10,6,No data,No data,No data,No data,13,12,No data,5,No data,10,No data,10,13,12,11,10,No data,4,6,11,9,7,11,No data,13,6,15,11,8,No data,10,10,9,12,No data,No data,7
17/01/2011,14.7,11.3,0,11.4,-6,11.7,270.2,16,No data,1,13,No data,10,11,12,No data,No data,No data,No data,15,14,No data,17,No data,20,No data,9,13,11,7,9,No data,13,9,15,11,20,10,No data,9,11,13,10,21,No data,No data,11,21,15,No data,11,11
18/01/2011,22.3,13.2,-8.1,15.5,-35.3,23.5,301.5,0,No data,1,13,No data,9,15,8,No data,No data,No data,No data,13,12,No data,6,No data,13,No data,12,16,13,10,13,No data,11,10,13,18,20,15,No data,17,10,13,11,17,No data,13,14,21,11,No data,6,9
19/01/2011,25.9,5.2,2.1,5.7,-53.2,27.2,247.9,0,No data,2,29,No data,8,28,16,No data,No data,No data,No data,20,No data,No data,6,No data,15,No data,19,25,19,17,23,No data,28,11,16,13,20,21,No data,19,24,23,16,35,No data,18,18,25,12,No data,9,9
20/01/2011,29.1,5.1,1.8,5.4,-47.5,24.3,250.3,0,No data,5,42,No data,22,31,17,No data,No data,No data,No data,16,No data,No data,19,No data,19,No data,17,23,16,15,19,No data,36,19,18,10,27,25,No data,24,28,30,15,36,No data,23,18,No data,14,No data,16,13
21/01/2011,33.1,4.3,-4,5.9,-43.8,22.7,312.3,0,No data,7,70,No data,25,28,23,No data,No data,No data,No data,20,No data,No data,20,No data,26,No data,30,30,25,23,26,No data,33,16,27,22,35,27,No data,28,31,35,22,40,No data,27,26,No data,20,No data,15,20
22/01/2011,33.9,-1,-7.8,7.9,-45.4,24,7.7,0,No data,2,77,No data,23,38,22,No data,No data,No data,No data,19,16,No data,6,No data,16,No data,18,22,16,14,18,No data,49,10,32,12,18,23,No data,22,39,25,15,45,No data,21,18,No data,15,No data,14,12
23/01/2011,31.8,-0.8,-10.6,10.6,-45.1,24.9,4.1,0,No data,6,34,No data,18,25,12,No data,No data,No data,No data,12,14,No data,3,No data,10,No data,11,14,9,10,11,No data,22,6,21,10,14,18,No data,14,22,17,8,23,No data,13,10,24,11,No data,11,9
24/01/2011,26.2,13.5,-15.7,20.7,-27.1,24.8,319.4,7,No data,1,11,No data,6,15,9,No data,No data,No data,No data,13,10,No data,3,No data,9,No data,16,18,14,12,15,No data,8,8,16,11,14,12,No data,15,11,17,12,13,No data,12,15,No data,10,No data,5,6
25/01/2011,18.2,10.3,-16.7,19.6,0.1,19.6,328.3,17,6,0,10,No data,6,17,14,No data,No data,No data,No data,11,10,No data,8,16,10,No data,15,15,13,9,13,No data,10,7,10,15,14,11,No data,No data,9,15,13,15,No data,13,16,No data,12,No data,6,9
26/01/2011,17.7,-12.3,-10.2,16,2.9,16,50.4,11,6,1,10,No data,5,13,10,No data,No data,No data,No data,9,8,No data,1,17,8,No data,14,17,11,10,12,No data,6,6,14,9,12,13,No data,No data,8,15,10,13,No data,12,12,No data,10,No data,8,7
27/01/2011,19.7,-5.7,1.3,5.8,-34.8,18.3,102.9,0,10,0,13,No data,3,7,5,No data,No data,No data,No data,8,11,No data,0,11,8,No data,8,11,6,6,8,No data,5,6,9,5,9,8,No data,13,5,11,6,9,No data,9,8,No data,9,No data,6,8
28/01/2011,19.3,1,2.4,2.6,-33.8,17.1,203.7,0,10,1,15,No data,9,No data,11,No data,No data,No data,No data,15,12,No data,12,16,15,No data,12,16,11,9,No data,No data,13,15,14,9,16,13,No data,15,12,13,10,19,No data,13,14,13,19,No data,14,14
29/01/2011,20.1,-2.2,-2.7,3.5,-33.5,17.1,39.2,0,16,6,26,No data,17,No data,16,No data,No data,No data,No data,24,18,No data,16,22,22,No data,28,32,26,24,No data,No data,20,26,18,20,No data,19,No data,34,17,26,26,23,No data,27,31,24,33,No data,31,20
30/01/2011,15.7,12.8,3.8,13.4,-31.8,20.8,253.4,0,11,11,23,No data,26,No data,13,No data,No data,No data,No data,12,20,No data,21,20,31,No data,12,15,10,10,No data,No data,30,23,18,14,No data,12,No data,18,33,No data,9,39,No data,18,12,27,26,No data,29,26
31/01/2011,12.7,22.2,12.7,25.6,-28.2,29.2,240.2,5,10,3,19,No data,34,No data,25,No data,No data,No data,No data,14,8,No data,39,48,38,No data,22,26,20,No data,No data,No data,42,16,32,24,No data,30,No data,23,44,No data,16,49,No data,33,17,41,22,No data,33,29
01/02/2011,12.7,25.8,0.5,25.9,-30,29.9,268.9,6,6,1,14,No data,8,18,19,No data,No data,No data,No data,17,8,No data,20,25,18,No data,29,No data,23,23,No data,No data,15,No data,21,28,No data,18,No data,20,11,No data,26,21,No data,25,28,17,12,No data,8,16
02/02/2011,8.7,31.9,11.2,33.8,5.9,34,250.7,16,6,0,9,No data,7,11,9,No data,No data,No data,No data,15,6,No data,9,16,11,No data,20,No data,12,11,No data,No data,7,No data,11,14,No data,12,No data,15,8,No data,11,11,No data,16,12,No data,11,No data,5,8
03/02/2011,5.7,33.6,24.6,41.7,-15.8,42.4,233.9,15,3,1,9,No data,6,10,9,No data,No data,No data,No data,13,7,No data,6,14,7,No data,No data,13,8,9,10,No data,6,No data,9,9,No data,9,No data,10,5,No data,9,10,No data,12,10,7,9,No data,4,6
04/02/2011,0.1,35.2,8.5,36.3,12.9,36.8,256.5,16,5,1,10,No data,12,11,13,No data,No data,No data,No data,14,7,No data,3,15,10,No data,12,12,11,8,9,No data,8,5,13,8,No data,8,No data,14,6,No data,12,10,No data,12,12,7,10,No data,8,8
05/02/2011,5.6,25.9,4.8,26.4,-7.3,26.6,259.5,16,6,0,13,No data,7,6,9,No data,No data,No data,No data,11,8,No data,4,13,10,No data,9,9,10,7,7,No data,7,6,13,4,No data,6,No data,11,6,No data,10,10,No data,8,10,11,9,No data,3,6
06/02/2011,9.3,19.2,7.1,20.5,9,21,249.8,16,10,-1,17,No data,7,6,5,No data,No data,No data,No data,9,8,No data,3,11,10,No data,5,8,8,6,6,No data,4,8,12,5,No data,8,No data,10,4,No data,7,7,No data,8,7,13,10,No data,3,6
07/02/2011,7.2,20.6,-13.7,24.8,29.9,28.9,303.6,27,4,0,9,No data,6,9,8,No data,No data,No data,No data,11,8,No data,No data,13,6,No data,10,12,11,9,10,No data,2,7,12,8,No data,10,No data,11,4,No data,11,8,No data,10,12,7,9,No data,3,5
08/02/2011,9.2,8.6,14.5,16.9,-45,28.1,210.8,0,5,0,11,No data,7,No data,14,No data,No data,No data,No data,16,9,No data,No data,18,15,No data,18,16,14,13,15,No data,8,9,18,13,No data,14,No data,15,8,No data,14,13,No data,17,15,12,11,No data,6,No data
09/02/2011,10.7,10.1,16.4,19.2,16,20.8,211.7,15,15,2,14,No data,23,No data,26,No data,No data,No data,No data,24,9,No data,No data,30,33,No data,26,26,25,25,25,No data,23,29,29,27,No data,25,No data,25,24,No data,25,29,No data,23,26,25,33,No data,23,No data
10/02/2011,5.9,4.8,3.6,6,-28.6,15.5,232.8,0,13,0,15,No data,7,11,11,No data,No data,No data,No data,26,9,No data,11,20,10,No data,19,22,18,17,19,No data,12,11,16,No data,No data,13,No data,17,12,No data,22,18,No data,13,22,18,16,No data,13,17
11/02/2011,8.8,3.5,15.7,16.1,9,16.7,192.7,14,10,2,18,No data,13,12,8,No data,No data,No data,No data,14,10,No data,11,20,21,No data,13,17,15,16,14,No data,13,13,14,No data,No data,12,No data,17,15,No data,15,15,No data,14,15,15,13,No data,15,20
12/02/2011,7.4,5.2,17,17.8,11.9,18.7,196.8,14,7,1,12,No data,8,11,13,No data,No data,No data,No data,11,12,No data,8,8,15,No data,12,16,14,12,12,No data,5,11,13,No data,No data,11,No data,10,11,12,16,14,No data,7,15,12,14,No data,7,17
13/02/2011,1.8,3.3,11.7,12.2,44.2,25.2,196,20,10,0,12,No data,6,8,6,No data,No data,No data,No data,11,10,No data,5,12,14,No data,9,11,9,9,9,No data,5,15,9,No data,No data,8,No data,8,6,7,12,10,No data,6,12,7,16,No data,6,14
14/02/2011,0.4,5.7,9.1,10.8,28.8,18,212,20,8,-1,17,No data,4,6,3,No data,No data,No data,No data,6,6,No data,7,12,No data,No data,7,10,7,8,7,No data,5,9,9,No data,No data,No data,No data,3,7,7,8,11,No data,5,8,9,12,No data,5,14
15/02/2011,-6.7,-5.8,21.6,22.4,37.3,29.1,164.9,24,8,5,13,No data,12,7,6,No data,No data,No data,No data,8,10,No data,11,16,No data,No data,8,13,8,10,10,No data,12,20,9,No data,No data,9,No data,8,12,8,9,16,No data,6,10,17,No data,No data,No data,19
16/02/2011,-2.8,-11.8,14.5,18.7,32,24.6,141,23,9,1,14,No data,11,11,No data,No data,No data,No data,No data,11,16,No data,13,17,No data,No data,10,14,11,10,11,No data,13,14,14,No data,No data,12,No data,11,12,10,13,16,No data,9,12,16,No data,No data,No data,20
17/02/2011,6.6,-2,6.6,6.9,3.9,7.2,163.2,14,16,9,25,No data,27,30,28,No data,No data,No data,No data,34,21,No data,25,37,35,No data,31,40,34,33,36,No data,28,30,31,28,No data,33,No data,29,No data,34,31,34,No data,25,No data,No data,29,No data,29,34
18/02/2011,9.1,-6.2,24.9,25.7,-0.2,25.7,165.9,14,26,23,34,No data,43,50,51,No data,No data,No data,No data,58,31,No data,38,56,43,No data,59,62,58,54,59,No data,44,38,56,49,49,56,No data,60,No data,No data,61,49,No data,51,No data,No data,36,No data,49,48
19/02/2011,9.4,-0.6,16.5,16.5,3.1,16.6,177.7,14,25,9,19,No data,22,20,19,No data,No data,No data,No data,26,20,No data,51,34,53,No data,38,38,No data,29,32,No data,22,29,25,51,47,24,No data,22,23,27,47,27,No data,14,No data,31,31,No data,25,55
20/02/2011,10.9,-2.3,26.6,26.7,1.2,26.7,174.9,14,21,18,17,No data,26,21,19,No data,No data,No data,No data,43,23,No data,39,43,46,No data,47,50,No data,43,43,No data,30,37,25,43,44,35,No data,27,30,34,49,35,No data,22,No data,35,36,No data,28,49
21/02/2011,11.8,-1.2,15.8,15.8,11.5,16.8,175.5,14,22,20,19,No data,29,33,34,No data,No data,No data,No data,47,26,No data,38,58,52,No data,58,No data,No data,55,53,No data,34,34,37,42,56,No data,No data,45,32,49,64,40,No data,37,No data,45,33,No data,37,47
22/02/2011,12.9,6.3,13.8,15.2,9.4,15.9,204.7,15,22,7,16,No data,35,24,27,No data,No data,No data,No data,47,21,No data,52,42,49,No data,57,No data,No data,50,51,No data,31,34,30,44,41,36,No data,50,33,43,No data,39,No data,No data,No data,36,37,No data,29,44
23/02/2011,8.7,17.7,14.8,23.1,11,23.7,230.1,15,16,-1,11,No data,13,8,8,No data,No data,No data,No data,25,10,No data,23,18,22,No data,18,No data,No data,18,19,No data,14,20,13,30,15,17,No data,20,13,17,No data,21,No data,No data,No data,14,19,No data,10,22
24/02/2011,10,21.4,12.8,24.9,-26.3,28.2,239,5,11,4,14,No data,7,9,9,No data,No data,No data,No data,13,12,No data,16,17,19,No data,13,No data,16,12,13,No data,No data,10,11,12,8,12,No data,15,11,8,No data,16,No data,13,No data,11,13,No data,5,17
25/02/2011,11.1,25,11.5,27.5,-12.5,28.2,245.3,15,7,1,13,No data,No data,10,10,No data,No data,No data,No data,8,8,No data,12,15,14,No data,11,14,14,12,12,No data,No data,7,13,11,9,11,No data,15,7,8,23,No data,No data,13,No data,10,11,No data,3,16
26/02/2011,13.8,11.4,-11.7,16.4,1.5,16.4,315.9,17,7,2,10,No data,No data,6,5,No data,No data,No data,No data,6,11,No data,3,12,7,No data,5,7,8,5,5,No data,No data,6,7,6,7,6,No data,9,4,3,13,10,No data,5,No data,9,9,No data,3,10
27/02/2011,21.7,6.6,-14.3,15.8,-9.7,16.5,335.1,17,4,0,9,No data,No data,8,4,No data,No data,No data,No data,8,8,No data,2,13,8,No data,6,9,8,8,7,No data,No data,5,8,7,6,10,No data,9,4,5,12,10,No data,9,No data,8,9,No data,4,8
28/02/2011,28.3,1.9,0.1,2,-29.4,14.8,266.2,0,9,3,18,No data,No data,14,11,No data,No data,No data,No data,29,15,No data,13,21,16,No data,26,26,No data,19,21,No data,No data,15,17,31,14,16,No data,18,12,14,34,17,No data,17,No data,16,19,No data,9,19
01/12/2011,2.3,16.5,-4.7,17.2,6.5,17.5,285.7,16,6,1,8,9,6,15,12,No data,No data,No data,No data,8,8,No data,11,10,12,No data,7,10,7,8,10,No data,2,7,8,10,10,8,8,10,6,8,6,7,No data,10,8,15,8,No data,6,7
02/12/2011,2.8,30.2,10.1,31.8,-2.1,31.9,251.5,16,6,1,8,5,4,15,8,No data,No data,No data,No data,9,6,No data,11,8,12,No data,10,16,10,13,17,No data,5,8,10,12,14,7,5,13,7,10,10,10,No data,14,11,12,7,No data,4,9
03/12/2011,-4.5,31.6,-13,34.2,6.9,34.4,292.3,16,3,2,6,5,7,10,11,No data,No data,No data,No data,8,10,No data,7,6,9,No data,7,11,7,8,12,No data,1,5,7,6,7,6,4,11,5,8,7,4,No data,9,8,10,7,No data,5,4
04/12/2011,-3.3,19.8,-10.4,22.3,16.4,23.8,297.6,17,2,0,2,3,4,7,7,No data,No data,No data,No data,5,7,No data,5,4,7,No data,6,9,6,7,9,No data,-1,4,3,5,5,4,2,7,2,6,8,3,No data,6,7,8,6,No data,3,3
05/12/2011,2,22.6,-9.7,24.6,7.9,24.9,293.3,17,5,0,3,4,4,7,7,No data,No data,No data,No data,5,7,No data,5,3,8,No data,7,9,6,6,8,No data,7,4,4,6,4,4,3,8,3,5,5,4,No data,7,6,8,6,No data,4,3
06/12/2011,2.4,24.7,-5.7,25.4,11.5,26,283.1,16,4,1,6,4,4,7,6,No data,No data,No data,No data,6,8,No data,5,4,10,No data,6,11,6,6,No data,No data,11,7,4,5,5,4,3,12,5,6,5,4,No data,8,7,8,7,No data,3,5
07/12/2011,4.3,25,-17.5,30.6,16.7,31.7,305,17,4,0,5,5,7,8,8,No data,No data,No data,No data,8,9,No data,5,5,9,No data,6,10,6,6,No data,No data,10,6,5,5,7,5,6,8,6,6,7,6,No data,8,5,8,8,No data,6,3
08/12/2011,2.7,41.3,1.2,41.3,86,59.6,268.3,20,5,2,4,4,8,8,8,No data,No data,No data,No data,9,9,No data,6,4,10,No data,6,9,6,8,9,No data,10,8,5,5,6,4,5,No data,6,6,7,5,No data,9,6,9,9,No data,4,5
09/12/2011,4.8,20.1,-17.9,26.9,-5.4,27.1,311.6,17,6,2,6,5,5,10,12,No data,No data,No data,No data,8,12,No data,6,5,9,No data,7,11,7,8,10,No data,9,6,3,6,6,5,9,9,6,7,6,5,No data,9,7,8,7,No data,4,5
10/12/2011,5.8,18.7,-0.7,18.7,-17.3,20.6,272.1,16,7,1,10,8,5,15,14,No data,No data,No data,No data,16,12,No data,12,8,14,No data,10,15,10,15,18,No data,12,9,10,9,9,6,12,18,6,11,10,6,No data,16,12,11,9,No data,6,10
11/12/2011,0.7,20.6,8.8,22.5,24.9,25.7,246.8,25,7,1,11,4,4,7,6,No data,No data,No data,No data,16,9,No data,7,5,10,No data,7,12,6,13,12,No data,8,9,5,9,8,4,1,14,6,8,9,4,No data,8,7,10,9,No data,5,8
12/12/2011,-7.1,22.5,15.8,27.5,2.9,27.6,234.9,15,6,1,6,5,4,7,6,No data,No data,No data,No data,7,7,No data,7,4,10,No data,6,10,6,7,9,No data,8,8,6,8,5,4,3,7,5,5,7,5,No data,7,6,9,8,No data,3,6
13/12/2011,18.2,40,12.8,42,64.6,53,252.3,26,4,2,5,3,6,8,9,No data,No data,No data,No data,6,7,No data,6,2,8,No data,4,8,3,5,6,No data,7,8,No data,4,4,1,4,7,5,4,4,5,No data,6,4,8,8,No data,4,4
14/12/2011,12.7,30.2,-1.9,30.3,36.2,35.3,273.6,26,4,0,12,3,5,7,4,No data,No data,No data,No data,4,7,No data,7,2,10,No data,5,9,5,6,8,No data,10,6,No data,4,5,3,1,7,6,5,5,5,No data,7,4,8,8,No data,5,5
15/12/2011,-4.1,16.2,-3.6,16.6,12.7,17.8,282.4,16,8,1,10,5,6,9,5,No data,No data,No data,No data,6,16,No data,12,4,16,No data,6,10,5,7,10,No data,14,17,No data,7,9,4,5,7,8,6,5,8,No data,9,5,11,16,No data,7,14
16/12/2011,-5.9,5.5,-16.4,17.3,25.6,21.5,341.4,28,9,2,12,8,7,7,7,No data,No data,No data,No data,5,11,No data,11,8,14,No data,6,10,No data,7,10,No data,17,11,No data,8,13,5,3,7,14,6,5,16,No data,5,6,20,13,No data,7,11
17/12/2011,10.3,11.6,-19.8,23,-2.5,23,329.7,17,2,1,6,6,3,8,8,No data,No data,No data,No data,12,10,No data,7,8,10,No data,11,14,No data,11,15,No data,15,7,No data,10,14,6,5,10,12,9,11,14,No data,9,11,14,9,No data,3,6
18/12/2011,13.5,11.6,-12,16.7,-19.6,19.4,316.2,7,4,1,8,8,6,23,10,No data,No data,No data,No data,10,10,No data,6,8,9,No data,8,11,No data,9,14,No data,19,5,No data,9,14,6,11,10,11,6,9,16,No data,10,9,15,7,No data,4,8
19/12/2011,10.3,16.3,1.2,16.3,18,18.7,265.7,26,7,1,6,8,No data,17,11,No data,No data,No data,No data,15,9,No data,15,9,15,No data,12,17,No data,17,18,No data,12,10,No data,14,14,9,8,19,10,11,14,10,No data,18,12,14,9,No data,5,14
20/12/2011,10.5,16.2,-6.6,17.5,-18.4,19.8,292,6,6,0,9,5,No data,9,13,No data,No data,No data,No data,10,10,No data,7,6,11,No data,7,11,9,7,12,No data,11,7,No data,8,7,6,4,11,6,7,8,No data,No data,11,6,12,8,No data,6,5
21/12/2011,12.3,20.4,0.9,20.4,-10.8,21.1,267.6,16,11,1,9,6,No data,10,12,No data,No data,No data,No data,10,13,No data,15,6,17,No data,9,13,10,9,13,No data,11,13,No data,14,13,5,5,12,7,8,9,No data,No data,10,9,13,12,No data,5,12
22/12/2011,10.5,26,9.6,27.7,-32.9,32.2,249.8,6,7,1,8,6,No data,11,11,No data,No data,No data,No data,11,8,No data,9,6,11,No data,9,14,11,10,13,No data,13,8,No data,10,9,8,5,12,7,8,11,No data,No data,10,10,13,10,No data,5,6
23/12/2011,11.6,21.6,-11.5,24.5,-1.4,24.5,298,17,6,1,5,4,No data,7,5,No data,No data,No data,No data,7,8,No data,6,4,7,No data,5,8,6,6,8,No data,7,5,No data,6,5,4,3,10,3,6,6,5,No data,6,5,9,9,No data,3,3
24/12/2011,11.8,37.4,11,39,-22.8,40.6,253.7,16,4,1,4,5,No data,8,8,No data,No data,No data,No data,8,6,No data,6,4,9,No data,5,9,6,6,10,No data,No data,6,No data,5,5,4,5,7,5,6,7,6,No data,8,5,10,8,No data,4,4
25/12/2011,8.6,48.3,10.1,49.3,-4.6,49.4,258.2,16,6,0,2,3,No data,6,5,No data,No data,No data,No data,11,6,No data,2,3,7,No data,5,6,6,5,8,No data,No data,4,No data,5,1,4,3,8,3,5,6,2,No data,6,4,7,8,No data,1,3
26/12/2011,14.4,37.6,12.8,39.8,-9.9,40.1,251.2,16,4,4,6,4,No data,6,5,No data,No data,No data,No data,10,11,No data,6,3,11,No data,5,7,7,5,8,No data,No data,9,No data,5,4,3,2,10,7,6,6,7,No data,7,6,10,13,No data,6,7
27/12/2011,21.1,9.8,15.2,18,-31.2,23.9,212.7,5,5,0,4,5,No data,9,9,No data,No data,No data,No data,12,9,No data,7,4,8,No data,7,10,8,8,11,No data,No data,6,No data,7,5,5,5,11,8,8,9,4,No data,10,6,10,10,No data,4,5
28/12/2011,14.1,43.1,-10.6,44.4,55,52.3,283.8,26,3,2,5,5,No data,9,8,No data,No data,No data,No data,11,10,No data,6,6,8,No data,9,10,10,10,10,No data,No data,7,No data,9,4,6,5,11,6,9,10,7,No data,9,9,10,10,No data,6,5
29/12/2011,14,31.7,-16.3,35.6,15.8,36.5,297.2,17,3,1,4,4,No data,9,9,No data,No data,No data,No data,7,8,No data,4,5,7,No data,7,9,7,7,10,No data,10,4,No data,6,3,5,5,9,6,6,7,5,No data,8,6,9,8,No data,6,4
30/12/2011,10.7,18.5,10.8,21.4,-4.4,21.5,239.8,15,5,1,7,7,No data,9,9,No data,No data,No data,No data,8,11,No data,7,7,11,No data,8,11,8,10,13,No data,11,8,8,8,8,6,2,9,6,8,9,6,No data,9,7,12,11,No data,7,7
31/12/2011,1.1,27.9,9.9,29.6,10.6,30.1,250.5,16,5,1,4,3,No data,5,4,No data,No data,No data,No data,5,9,No data,5,3,8,No data,4,7,5,5,8,No data,10,5,2,7,3,4,1,7,3,5,4,4,No data,5,5,No data,7,No data,1,3
01/01/2012,-5.6,25.9,10.9,28.2,15.4,29.2,247.2,15,6,2,5,5,No data,7,7,No data,No data,No data,No data,6,9,No data,6,3,7,No data,4,8,6,5,8,No data,10,6,5,6,3,4,2,8,6,6,4,4,No data,6,4,No data,8,No data,5,5
02/01/2012,-3,34,8.8,35.2,9.3,35.5,255.5,16,2,3,5,3,No data,6,6,No data,No data,No data,No data,6,8,No data,6,2,8,No data,3,7,5,5,8,No data,7,5,3,5,3,3,3,7,5,4,5,4,No data,6,4,No data,8,No data,4,4
03/01/2012,-3.7,34.8,-21.4,40.9,78.1,56.5,301.5,27,4,No data,3,4,No data,7,7,No data,No data,No data,No data,7,8,No data,4,3,8,No data,4,7,4,6,8,No data,8,5,4,5,3,4,6,9,6,6,5,5,No data,No data,5,No data,9,No data,5,4
04/01/2012,4.5,40,0,40,1.2,40,270.1,16,3,No data,4,3,No data,10,10,No data,No data,No data,No data,10,6,No data,5,4,7,No data,6,8,6,8,10,No data,6,5,5,7,4,5,5,10,6,7,7,6,No data,No data,5,No data,9,No data,5,3
05/01/2012,4.5,17.8,-33.5,37.9,-2.1,37.9,332,17,3,0,7,6,No data,11,10,No data,No data,No data,No data,No data,10,No data,4,5,8,No data,5,8,6,8,9,No data,7,5,7,5,5,6,7,9,6,8,6,7,No data,No data,5,No data,8,No data,6,3
06/01/2012,15.8,25.1,4.8,25.6,-14.8,26.7,259.1,16,5,1,7,6,7,11,10,No data,No data,No data,No data,11,10,No data,11,7,10,No data,9,11,9,10,12,No data,11,6,8,6,7,No data,8,11,6,12,9,10,No data,No data,8,No data,9,No data,6,5
07/01/2012,14.6,26.2,-16.2,30.9,-18,32.1,301.7,17,6,3,5,5,6,11,10,No data,No data,No data,No data,10,10,No data,6,5,9,No data,6,9,8,9,10,No data,9,6,5,7,8,7,5,9,8,9,8,8,No data,No data,8,No data,10,No data,8,5
08/01/2012,18,19.6,2.8,19.9,-29.1,24.6,261.8,6,7,1,6,5,4,11,10,No data,No data,No data,No data,15,10,No data,6,6,8,No data,8,11,10,11,11,No data,9,5,8,8,8,7,5,12,5,10,9,6,No data,No data,8,No data,9,No data,5,4
09/01/2012,20,17,-4.7,17.7,-33.2,24.3,285.5,6,5,2,8,5,5,9,6,No data,No data,No data,No data,12,10,No data,6,7,10,No data,10,12,11,12,13,No data,No data,7,7,8,9,9,6,10,7,10,10,9,No data,No data,10,No data,10,No data,6,4
10/01/2012,21.5,22.4,2.9,22.6,-21.9,25.1,262.7,16,6,2,5,6,5,6,5,No data,No data,No data,No data,11,9,No data,13,6,12,No data,7,11,9,10,10,No data,No data,7,4,11,7,7,5,10,6,7,10,11,No data,9,9,No data,10,No data,5,7
11/01/2012,20.4,23.5,4.7,24,-34.2,29.5,258.8,6,7,No data,4,4,4,7,6,No data,No data,No data,No data,11,9,No data,8,6,9,No data,8,11,9,10,11,No data,11,6,5,8,5,5,18,11,5,9,7,7,No data,13,9,No data,9,No data,2,2
12/01/2012,20.9,14.1,-15,20.6,-34.9,27,316.7,7,4,2,7,4,5,12,8,No data,No data,No data,No data,10,8,No data,4,No data,8,No data,6,12,8,9,12,No data,10,5,5,8,7,No data,10,11,6,8,No data,7,No data,10,7,No data,8,No data,6,4
