Date,PM-1000,W,S,F,Z,G,Dir,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool 03ton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London Harrow Stanmore,London N. Kensington,London Teddington Bushy Park,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
17/03/2016,27,-4,0.2,4,-34.1,17.5,92.5,0,2,No data,23,24,12,29,29,24,34,24,No data,34,12,15,10,22,12,20,26,No data,26,28,28,29,26,9,30,21,No data,28,37,31,14,28,No data,27,26,34,28,28,9,23,25,8
18/03/2016,24.5,-4.6,-5.1,6.9,-34,18.3,41.9,0,2,4,26,27,17,30,37,18,19,17,No data,18,4,11,5,16,8,13,11,13,11,11,11,16,18,4,37,4,No data,18,No data,22,17,12,No data,16,14,22,10,24,4,17,18,5
19/03/2016,23.9,-2.6,-6.2,6.8,-37.8,20,23.1,0,2,7,9,11,7,5,10,10,7,8,No data,6,8,10,5,8,6,8,4,6,4,5,5,7,11,6,10,3,7,8,10,7,11,3,4,8,7,7,5,15,6,10,14,4
20/03/2016,20.1,4,-7.6,8.6,-40.8,22.1,332.6,0,6,9,7,11,13,15,15,9,12,11,No data,10,12,12,9,9,9,8,5,8,6,8,6,No data,12,11,17,7,11,9,13,9,14,6,8,13,9,11,8,17,10,15,13,12
21/03/2016,16.2,12,-6.7,13.7,-36.7,22.9,299.1,0,3,4,9,15,6,19,19,12,20,16,7,17,5,7,13,17,11,19,15,16,15,18,16,No data,17,8,20,16,21,18,No data,13,11,15,17,16,8,17,17,18,8,11,10,10
22/03/2016,11.9,6.2,-0.7,6.2,-32.6,17.5,276.4,0,1,1,9,18,6,16,18,14,20,18,16,26,3,5,10,17,13,22,21,21,20,20,21,20,17,6,17,17,21,18,No data,20,10,19,24,16,10,22,27,23,6,10,8,11
23/03/2016,10.7,11.5,4.4,12.3,-24.8,17.5,248.9,0,9,8,16,25,13,29,23,24,33,27,14,22,No data,12,21,29,18,26,29,29,26,29,27,30,20,14,26,21,25,34,No data,33,17,32,31,20,No data,32,29,23,14,19,16,16
24/03/2016,5.3,19.5,5.9,20.4,3.1,20.4,253.1,16,3,2,7,11,5,8,6,10,14,12,6,20,No data,6,19,12,12,13,16,19,16,18,18,17,12,8,9,23,15,14,14,No data,11,13,20,11,No data,11,20,10,9,11,4,No data
25/03/2016,2.4,18.5,16.9,25,-28.4,28.8,227.6,5,4,2,9,7,6,6,8,9,7,6,7,9,No data,6,9,7,9,9,6,8,7,7,6,9,9,7,9,9,9,10,11,No data,6,5,8,7,8,6,8,9,6,6,4,6
26/03/2016,-4.3,11.6,24.1,26.7,42.6,34.1,205.6,25,9,0,5,4,5,4,5,5,8,3,3,11,3,2,6,3,6,3,5,7,7,7,6,7,6,No data,6,9,6,8,10,8,5,4,8,5,5,6,8,7,6,5,4,5
27/03/2016,-7.4,20,13.4,24.1,39.9,31.3,236.2,25,2,0,4,3,3,2,4,5,6,2,5,7,3,4,4,2,4,5,2,4,3,4,3,4,3,No data,5,4,3,6,8,5,4,1,4,3,4,4,5,4,3,4,2,4
28/03/2016,-6.3,10.7,-9.2,14.1,64.4,35.1,310.8,20,2,0,3,4,4,2,2,4,4,2,4,6,4,3,4,2,3,3,No data,3,3,3,3,No data,4,No data,4,3,4,5,8,4,5,1,3,3,3,3,3,4,2,4,2,3
29/03/2016,-0.1,10,7.4,12.4,21.4,16.4,233.5,25,4,1,6,4,3,2,3,4,5,3,6,6,4,4,7,2,5,4,2,3,3,4,3,5,5,No data,5,4,9,5,8,5,4,1,4,4,4,4,3,No data,4,4,2,5
30/03/2016,8.5,7.5,-3.8,8.4,13.7,10.8,296.9,27,5,0,7,5,3,3,4,7,6,4,5,6,No data,6,8,5,7,5,3,5,4,5,6,5,5,No data,5,6,9,6,8,4,6,4,3,5,6,5,4,No data,5,6,2,7
31/03/2016,10.3,5,1.7,5.2,-45.2,23.2,251.1,0,5,1,8,No data,6,7,7,8,8,9,5,10,4,7,11,9,8,13,10,10,9,No data,10,11,10,No data,9,10,13,10,8,9,9,9,No data,12,10,7,14,13,9,No data,4,7
01/04/2016,7.5,15.4,28.7,32.6,11.4,33.1,208.2,15,7,0,7,No data,8,7,8,8,11,11,6,14,3,3,12,9,12,11,15,15,13,15,14,11,11,11,9,11,11,No data,12,12,9,11,No data,11,9,11,11,14,7,No data,6,10
02/04/2016,6.6,1.4,11.3,11.3,-14.1,13.4,186.8,4,6,1,9,9,7,9,12,13,16,12,6,26,6,7,15,11,11,14,17,18,17,18,18,15,13,12,11,20,15,No data,16,19,9,12,No data,9,12,14,21,12,10,No data,7,11
03/04/2016,5.2,-3.8,10.2,10.9,20.3,14.9,159.9,24,15,10,10,20,19,21,21,26,19,22,10,22,14,13,21,20,21,18,19,20,19,22,20,16,21,20,22,28,21,No data,22,19,19,18,No data,21,24,18,24,24,19,No data,19,19
04/04/2016,6.3,-1.7,-0.6,1.7,26.3,13.3,71.1,20,19,8,9,13,8,8,10,17,9,No data,11,10,16,14,23,9,18,13,8,10,8,11,8,6,13,20,11,11,17,No data,No data,6,12,7,No data,14,17,6,10,22,15,No data,8,19
05/04/2016,6.5,11.9,-6.5,13.6,13.3,15.1,298.7,17,6,0,4,7,5,7,7,6,9,No data,4,10,5,3,9,7,5,10,7,8,7,9,8,5,5,6,7,11,11,No data,No data,9,6,7,No data,4,4,8,10,9,4,No data,3,5
06/04/2016,6.4,21,-10.6,23.5,46.8,33.2,296.8,27,3,0,3,4,4,4,5,5,7,3,3,7,3,3,5,3,3,6,3,5,4,6,5,3,4,5,6,6,4,No data,No data,5,5,3,No data,4,3,5,5,5,3,No data,3,3
07/04/2016,12.9,8.8,-19.1,21,15.1,22.3,335.2,17,3,0,5,4,5,4,5,4,6,3,6,6,4,4,5,3,3,4,4,5,4,5,4,5,5,4,5,5,5,No data,No data,6,4,3,No data,5,3,5,6,9,3,5,5,5
08/04/2016,9.5,9.2,7.5,11.8,17.3,14.7,230.6,25,5,1,5,7,6,6,8,9,8,7,6,9,5,5,13,5,7,12,9,9,8,8,9,5,9,7,7,13,12,No data,No data,8,7,4,No data,10,8,8,10,10,6,9,6,10
09/04/2016,6.3,-2.5,4.4,5,35.5,18.5,150.9,20,8,0,8,5,5,4,4,5,5,4,8,6,3,3,8,4,5,5,4,5,4,7,4,3,8,7,6,7,6,No data,No data,4,5,3,No data,7,4,4,5,8,7,7,4,5
10/04/2016,10.7,-22.3,14.1,26.4,22.6,28.7,122.3,13,6,3,8,7,10,6,7,9,8,10,7,10,7,6,10,5,9,5,7,7,6,9,7,5,9,5,8,7,8,No data,No data,7,9,7,No data,10,8,6,7,11,5,10,10,8
11/04/2016,15.4,-19.9,3.3,20.2,16.6,21.8,99.4,12,9,8,12,27,17,19,17,23,23,30,11,19,10,13,20,28,16,26,24,26,25,30,26,22,23,14,19,27,22,No data,No data,16,14,22,No data,24,22,16,27,24,15,22,23,15
12/04/2016,11.5,-12.6,1.3,12.6,24.1,17.4,95.7,22,10,4,14,12,12,14,13,16,7,14,12,15,9,12,24,12,16,18,6,6,7,10,7,3,17,16,14,12,25,No data,No data,10,14,6,7,19,15,8,7,21,15,15,15,17
13/04/2016,11.6,-10.7,-1.8,10.8,12.6,12.5,80.5,22,8,2,11,12,12,10,16,11,11,12,7,18,6,5,16,10,10,16,11,9,10,11,10,7,15,5,14,19,22,No data,No data,13,13,9,11,16,13,17,12,19,6,14,16,10
14/04/2016,10.9,-5.6,1,5.7,-1.9,5.8,100.6,-1,6,2,9,23,No data,7,9,15,13,20,10,18,6,8,10,20,7,16,11,11,11,12,12,8,16,7,11,28,15,No data,No data,15,9,10,16,16,14,14,15,21,No data,17,14,6
15/04/2016,7.4,-2.9,-13.1,13.5,16.4,15.7,12.4,28,3,2,5,13,6,8,8,15,8,11,7,8,6,5,8,11,10,7,8,7,8,11,7,5,12,7,13,8,13,No data,7,6,9,7,9,12,14,7,8,17,No data,9,11,5
16/04/2016,7.7,1.1,-15.6,15.6,-6.4,15.9,356,18,1,-1,4,6,2,5,3,3,6,3,7,12,4,3,3,5,3,3,5,7,5,6,6,4,4,2,5,3,4,No data,3,6,5,5,6,3,3,5,6,10,3,3,3,2
17/04/2016,8.8,17.8,-3.9,18.2,-32.5,24.4,282.4,6,2,0,5,6,6,5,5,5,7,5,4,11,4,4,5,6,3,8,7,5,7,8,7,5,8,2,8,6,6,No data,4,6,8,7,7,10,5,5,8,11,4,7,3,5
18/04/2016,14.6,20.4,-13.4,24.4,-11.1,25,303.1,17,No data,1,6,4,4,5,6,5,7,3,5,10,5,5,6,4,4,5,8,10,9,9,10,6,5,5,9,6,7,No data,6,6,5,6,9,5,4,7,10,7,4,4,3,4
19/04/2016,22,2.6,1.7,3.1,-43,21.7,236.2,0,No data,4,7,8,5,8,9,8,13,7,8,12,7,7,7,7,6,7,7,9,7,9,8,6,12,6,10,8,9,No data,6,7,8,7,9,11,7,8,8,11,6,8,6,6
20/04/2016,23.7,-1.9,3.3,3.9,-39.2,20,149.8,0,No data,2,15,11,12,9,9,8,11,9,10,13,7,7,11,7,10,8,8,10,8,10,9,7,12,13,10,7,9,No data,10,8,11,8,9,11,8,9,9,11,15,12,10,9
21/04/2016,23.6,-7.2,-3.5,8,-16.5,11.5,64.2,0,No data,6,14,11,9,14,14,12,18,11,7,20,8,8,13,10,10,9,11,15,11,12,14,12,15,14,15,6,9,No data,18,14,9,12,15,13,18,15,13,10,11,11,12,9
22/04/2016,23.8,-9.3,-4,10.1,-9.4,11.2,66.7,11,No data,2,9,9,4,9,11,11,13,8,8,10,5,6,6,7,4,6,7,10,7,10,10,8,12,5,12,6,9,No data,14,9,6,9,8,8,8,11,7,12,5,7,8,5
23/04/2016,21.5,-0.5,-12.7,12.7,-18,15.6,2,8,No data,1,6,6,2,6,5,7,8,5,6,10,4,5,4,6,3,5,6,7,5,7,7,5,8,4,7,3,6,No data,6,7,5,5,5,6,5,7,6,11,5,6,4,5
24/04/2016,20.6,6.4,-10.8,12.6,-6.9,13,329.6,17,No data,1,5,7,3,4,4,6,7,5,3,10,3,3,5,7,3,4,7,6,6,6,7,5,7,5,6,4,5,No data,5,7,5,6,7,5,5,5,9,10,5,5,5,5
25/04/2016,16.5,2.1,-24,24.1,23.5,26.8,355,18,No data,0,7,5,1,3,4,5,6,4,6,7,4,3,5,5,3,6,6,8,7,7,7,No data,5,3,6,No data,7,No data,2,5,3,5,8,3,3,5,8,7,3,3,3,3
26/04/2016,15.8,-3.8,-24.4,24.7,4.9,24.8,8.9,18,2,-1,6,6,1,3,3,4,6,3,7,7,3,2,4,4,2,5,5,6,5,6,5,No data,4,3,5,No data,6,No data,3,4,3,3,5,4,3,4,6,7,3,3,3,3
27/04/2016,15.5,4,-13.9,14.5,2.5,14.5,344,18,2,No data,7,8,3,3,4,6,7,8,4,9,2,3,5,6,4,8,7,9,7,9,9,No data,6,4,5,5,6,No data,3,5,5,5,9,5,5,5,8,10,5,4,3,4
28/04/2016,15.5,7.4,0.5,7.4,35.5,19.2,266.3,20,3,-1,4,5,3,6,5,6,7,5,4,9,3,3,12,5,6,8,9,9,9,7,8,7,8,6,5,9,8,No data,5,6,5,5,10,7,4,5,9,6,5,5,2,7
29/04/2016,14.6,5,-17.1,17.8,36.2,25.4,343.7,20,4,0,5,3,3,2,4,5,6,2,5,7,4,4,4,4,3,4,4,4,4,4,4,4,5,3,4,3,6,No data,4,4,5,4,5,5,3,6,4,6,3,4,2,4
30/04/2016,17,12.2,0.3,12.2,-17.4,14.9,268.6,6,3,0,5,5,4,6,7,6,6,4,5,10,4,3,5,6,6,6,5,5,5,6,6,5,10,4,6,9,9,No data,4,5,7,5,7,9,4,5,6,8,5,7,3,No data
01/05/2016,16.4,17.3,9.9,19.9,-15,21.3,240.2,15,6,0,6,8,6,5,8,8,8,7,5,11,3,4,10,6,8,9,8,7,8,8,7,6,6,8,7,10,8,No data,5,6,7,5,10,6,6,7,9,8,6,6,3,7
02/05/2016,12.3,24.7,2.2,24.7,12.3,25.5,264.9,16,4,1,6,6,5,5,6,6,8,4,5,10,4,4,7,5,4,7,5,7,7,8,7,6,5,5,7,7,6,No data,6,6,6,6,7,5,4,7,7,8,4,4,3,5
03/05/2016,16.5,19.8,1,19.8,-30.7,25.1,267.2,6,3,1,8,5,6,6,6,6,7,4,6,10,4,4,6,4,6,7,7,7,8,7,7,6,7,5,7,7,9,No data,6,6,7,6,8,6,5,6,8,9,5,6,4,7
04/05/2016,14.8,16.8,20.6,26.6,-19.1,28.3,219.2,15,7,4,9,9,7,8,10,9,10,8,6,13,6,6,10,7,9,10,9,10,8,10,10,11,10,8,10,13,10,No data,7,9,8,6,10,No data,7,11,11,11,8,9,6,9
05/05/2016,14.1,13.8,11.2,17.7,-5.1,17.9,230.9,15,7,3,8,13,12,12,13,13,12,12,5,15,7,6,15,11,13,11,14,16,14,15,15,11,15,12,13,18,13,No data,15,11,13,10,17,No data,13,13,No data,14,16,13,12,12
06/05/2016,13.5,-3.6,-1.5,3.9,-1.9,4,66.8,-1,12,8,9,21,20,16,19,25,15,19,No data,21,11,12,28,16,22,18,28,27,27,21,24,18,24,21,17,21,22,No data,15,11,20,15,31,22,27,16,No data,22,20,20,23,22
07/05/2016,12.4,-14.6,1.3,14.6,14.2,16.2,95,12,13,13,20,37,27,18,21,44,18,36,No data,20,16,14,35,32,28,31,30,32,29,32,30,27,38,21,24,26,41,No data,17,21,29,31,25,36,41,27,29,39,17,31,37,26
08/05/2016,12.9,-16.4,10.6,19.5,29.1,24.3,122.9,23,21,17,23,15,24,12,13,31,13,15,No data,15,24,23,38,14,28,13,21,17,20,14,14,12,22,32,14,27,23,No data,11,10,24,13,28,23,34,11,25,19,32,22,24,24
09/05/2016,15.8,-17.2,8.2,19,17.1,20.9,115.4,13,20,15,21,18,16,15,15,23,13,17,No data,14,20,19,20,16,18,15,24,21,24,18,19,17,22,21,15,13,18,No data,10,10,17,17,22,21,23,12,21,18,19,18,18,15
10/05/2016,15.6,-15.7,0.9,15.7,18.1,18.1,93.3,22,18,15,20,22,17,22,26,23,15,22,No data,15,18,18,23,26,21,21,23,25,26,22,22,22,23,20,24,19,22,No data,10,13,18,20,25,21,23,14,23,20,19,19,19,20
11/05/2016,12,-15.1,-1.8,15.2,6.9,15.6,83.1,12,15,15,21,31,21,11,19,30,12,29,No data,20,16,16,23,27,21,29,28,26,No data,23,24,22,28,19,20,29,32,No data,12,15,21,18,27,26,28,17,28,28,18,22,23,20
12/05/2016,11.8,-15.1,-4.9,15.8,7.2,16.2,71.9,12,9,7,17,27,16,25,24,23,29,27,No data,28,11,9,19,26,17,25,25,27,26,25,23,24,24,15,24,18,23,No data,20,26,16,22,No data,21,21,26,26,23,14,18,20,16
13/05/2016,14.5,-11,-6.5,12.8,-16,15.1,59.3,1,4,3,10,15,10,19,20,12,20,14,No data,18,6,6,9,14,7,12,13,17,16,14,14,14,13,7,19,10,11,No data,24,17,9,13,No data,11,9,17,13,13,6,10,10,6
14/05/2016,19,-0.8,-7.4,7.5,-24.5,14.3,5.8,0,5,2,7,8,6,10,12,9,8,8,7,12,6,6,10,9,6,6,7,8,7,8,8,7,9,5,13,6,7,No data,11,8,7,7,No data,7,7,9,8,12,5,7,5,6
15/05/2016,20.5,4.9,-4.4,6.5,-21.1,12.4,312.2,0,2,3,6,9,5,12,13,10,10,9,7,17,6,5,6,9,8,9,11,11,10,13,11,11,10,5,12,6,9,No data,12,14,8,10,No data,10,9,13,10,13,6,8,5,8
16/05/2016,18.3,6.1,-4.1,7.3,-18.4,11.8,303.8,0,2,1,7,8,4,9,9,8,8,8,6,20,5,4,13,9,6,11,12,13,13,12,13,11,9,6,13,8,8,No data,15,12,6,7,No data,8,6,9,11,10,6,5,4,7
17/05/2016,11.8,8.6,9.1,12.5,3.2,12.7,223.3,15,5,4,15,8,6,8,9,9,9,9,8,13,7,8,11,8,8,10,11,12,12,13,12,10,11,7,9,12,10,No data,10,10,9,10,14,10,6,10,13,10,7,11,5,7
18/05/2016,9.8,0.1,-9.5,9.5,28.4,17.1,359.7,20,9,1,6,6,4,4,4,7,3,6,4,9,4,4,10,6,5,8,7,8,7,8,7,No data,8,6,5,8,8,No data,3,7,6,4,8,5,6,No data,7,9,7,6,4,7
19/05/2016,9.5,9.6,14.2,17.1,22.4,20.5,214.1,25,6,No data,8,7,4,4,4,8,4,8,5,10,5,5,18,6,6,9,9,10,10,9,9,No data,11,9,5,13,10,No data,6,7,7,4,11,6,6,No data,11,9,9,6,4,11
20/05/2016,8.2,15.2,10.8,18.7,9.6,19.3,234.6,15,2,No data,7,7,6,8,8,7,6,7,6,11,4,4,11,7,7,8,7,8,8,7,8,No data,10,6,8,7,8,No data,8,9,7,5,8,6,5,No data,7,9,5,6,4,7
21/05/2016,5.4,10,8.5,13.1,32.4,20.8,229.5,20,5,0,5,5,5,5,6,5,4,3,3,12,3,3,7,4,5,6,8,9,9,8,7,No data,10,6,5,8,6,No data,7,8,5,4,10,4,4,No data,9,8,5,4,3,5
22/05/2016,9.9,5.4,-4.5,7,15.8,10.6,310,20,3,1,5,6,4,5,6,6,2,5,4,9,5,3,7,7,5,6,5,5,8,7,5,No data,7,5,5,8,6,No data,3,8,5,3,7,6,4,No data,7,9,5,5,3,6
23/05/2016,17.9,0.5,-7,7,-27.8,15.5,355.9,0,5,1,6,7,3,5,4,5,3,6,5,10,4,3,5,5,5,5,6,7,8,7,6,No data,7,5,5,7,7,No data,3,6,7,3,7,6,4,No data,7,11,6,5,3,No data
24/05/2016,19.7,-9.5,1,9.5,-30.8,18.1,95.8,0,3,2,11,7,5,5,6,8,4,6,6,12,6,6,6,5,6,6,6,7,7,6,6,4,9,7,6,5,6,No data,7,9,5,3,6,6,6,No data,7,8,7,6,6,6
25/05/2016,20.2,-10.1,-6,11.7,-6.9,12.2,59.3,11,5,2,3,7,5,6,7,6,5,6,6,8,6,5,5,7,5,6,7,8,6,7,7,5,8,6,8,4,7,No data,7,9,6,4,6,7,4,No data,7,8,5,6,4,6
26/05/2016,18.5,-7.2,-2.9,7.8,-0.9,7.8,68.3,12,7,2,6,11,3,10,9,9,10,10,7,17,7,7,9,9,6,10,12,13,13,11,12,9,9,4,9,7,14,No data,12,14,6,8,9,8,5,No data,11,14,4,No data,3,5
27/05/2016,17.8,-5.7,2.2,6.1,-11.5,8.4,111.4,2,8,2,8,19,19,15,17,16,14,14,9,25,8,9,12,11,19,9,17,18,18,16,18,15,21,6,16,7,13,No data,16,20,21,13,18,17,16,No data,19,16,5,No data,17,13
28/05/2016,16.4,-6,1.6,6.3,-5.5,6.8,104.9,12,7,5,15,17,18,22,22,12,24,16,14,20,9,9,9,15,10,12,17,21,19,21,21,19,19,6,21,10,12,No data,32,24,17,18,14,13,12,No data,17,16,5,No data,18,7
29/05/2016,15.7,-5.3,-3.6,6.4,-12.4,8.9,56.1,1,8,6,13,18,14,17,16,17,14,15,10,17,11,12,9,15,12,15,15,15,15,15,13,13,16,9,17,11,14,No data,23,15,12,11,14,13,15,No data,14,17,9,No data,15,8
30/05/2016,20.2,-6,-10.2,11.8,-15.8,14.2,30.5,1,8,4,8,11,9,13,15,10,9,10,8,10,8,13,7,12,6,9,8,8,8,11,9,8,11,6,14,8,9,No data,12,No data,9,8,10,7,7,No data,9,14,6,No data,9,5
31/05/2016,24,-8.2,-16.4,18.3,-9.6,18.9,26.6,11,5,3,6,7,4,6,5,9,5,6,5,8,7,8,7,7,6,7,6,7,6,7,6,4,7,7,6,8,7,No data,6,No data,4,3,6,4,6,No data,6,9,7,No data,4,6
