Date,PM-1000,W,S,F,Z,G,Dir,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool 03ton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London Harrow Stanmore,London N. Kensington,London Teddington Bushy Park,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
14/08/2010,21.3,-1.4,-3.7,4,-3.7,4.4,20.5,-1,6,No data,10,No data,No data,7,8,No data,No data,No data,No data,12,5,No data,5,14,9,No data,14,14,15,12,15,No data,No data,6,11,11,No data,9,5,9,6,9,10,9,No data,No data,20,12,9,No data,4,10
15/08/2010,21.5,-2.8,-3.6,4.5,-22.1,12,37.3,0,5,No data,15,No data,No data,17,19,No data,No data,No data,No data,16,7,No data,6,22,15,No data,14,16,16,14,15,No data,No data,8,22,8,No data,19,18,18,11,16,12,14,No data,No data,15,20,12,No data,11,12
16/08/2010,16.9,4,-2.2,4.6,2.4,4.7,298.5,-1,5,No data,14,No data,No data,11,12,No data,No data,No data,No data,11,10,No data,5,21,12,No data,11,No data,14,10,12,No data,No data,8,16,6,No data,16,13,14,13,14,9,13,No data,No data,13,19,11,No data,6,14
17/08/2010,10.7,9.2,-7.8,12.1,7.1,12.6,310.4,17,9,No data,8,No data,No data,7,7,No data,No data,No data,No data,8,6,No data,6,13,8,No data,10,No data,13,10,12,No data,No data,8,11,8,No data,10,6,8,6,9,11,11,No data,No data,9,12,11,No data,4,8
18/08/2010,7.1,11.3,-1.8,11.4,22.1,15.9,279.2,26,6,No data,8,No data,No data,6,7,No data,No data,No data,No data,7,6,No data,4,12,7,No data,7,8,10,No data,9,No data,No data,5,11,5,No data,7,5,8,4,7,No data,8,No data,No data,6,9,8,No data,3,8
19/08/2010,7.6,5.2,10,11.2,8.9,12.1,207.3,15,7,No data,9,No data,No data,6,7,No data,No data,No data,No data,7,5,No data,7,11,11,No data,7,7,10,No data,8,No data,No data,6,11,5,No data,7,6,8,6,7,6,8,No data,No data,6,9,10,No data,3,10
20/08/2010,10.8,12.8,13.7,18.8,39.5,27.3,223,20,9,No data,9,No data,No data,6,7,No data,No data,No data,No data,8,4,No data,5,11,8,No data,7,10,11,No data,10,No data,No data,6,10,5,No data,7,8,11,3,8,7,8,No data,No data,7,8,10,No data,2,7
21/08/2010,12.8,18.5,5.4,19.3,12.7,20.3,253.7,16,6,No data,8,No data,No data,5,6,No data,No data,No data,No data,7,4,No data,5,10,9,No data,5,8,9,No data,9,No data,No data,6,8,5,No data,7,5,8,4,6,6,9,No data,No data,5,8,9,No data,3,9
22/08/2010,10.2,6.8,1.3,6.9,1.4,6.9,258.7,16,3,No data,8,No data,No data,5,7,No data,No data,No data,No data,5,4,No data,7,11,9,No data,5,No data,10,No data,8,No data,No data,5,12,5,No data,7,4,7,4,6,5,10,No data,No data,5,8,9,No data,4,8
23/08/2010,4.8,4.2,-6.6,7.8,40.7,21.8,327.7,20,6,No data,8,No data,No data,6,7,No data,No data,No data,No data,6,7,No data,6,11,8,No data,4,No data,8,No data,No data,No data,No data,7,11,4,No data,5,4,6,5,6,No data,8,No data,No data,5,10,10,No data,No data,9
24/08/2010,6.7,15.1,-13.8,20.5,10.8,21.2,312.3,17,4,No data,7,No data,No data,5,6,No data,No data,No data,No data,6,5,No data,2,10,6,No data,6,No data,9,4,6,No data,No data,4,11,4,No data,7,6,7,3,6,5,6,No data,No data,5,7,7,No data,No data,7
25/08/2010,10.3,0.6,2.1,2.2,-7.7,4.5,194.5,0,5,No data,10,No data,No data,6,6,No data,No data,No data,No data,6,7,No data,5,12,9,No data,7,8,10,No data,8,No data,No data,5,12,6,No data,6,6,6,7,6,7,No data,No data,7,6,11,8,No data,5,8
26/08/2010,9.6,-3.9,-1.1,4.1,-4.4,4.6,73.8,2,5,No data,9,No data,No data,No data,5,No data,No data,No data,No data,6,7,No data,No data,9,9,No data,6,8,9,No data,8,No data,No data,6,10,4,No data,4,6,6,7,6,5,No data,No data,7,5,9,8,No data,6,7
27/08/2010,12.9,3.5,-11.3,11.8,-8.4,12.6,342.8,18,6,No data,7,No data,No data,6,7,No data,No data,No data,No data,7,10,No data,1,11,7,No data,6,9,8,No data,No data,No data,No data,7,11,4,No data,7,4,7,4,7,5,No data,No data,8,5,11,10,No data,4,8
28/08/2010,17.9,13.3,-11.7,17.7,-5.1,17.9,311.2,17,4,No data,7,No data,No data,5,7,No data,No data,No data,No data,8,4,No data,1,10,6,No data,7,7,10,5,7,No data,No data,5,11,5,No data,6,7,7,4,10,5,No data,No data,9,6,8,7,No data,3,6
29/08/2010,18.6,3.4,-23.1,23.3,4.4,23.4,351.6,18,5,No data,7,No data,No data,10,6,No data,No data,No data,No data,7,4,No data,2,11,5,No data,5,6,8,5,6,No data,No data,4,11,5,No data,7,5,6,3,7,3,No data,No data,8,5,8,7,No data,3,6
30/08/2010,20.7,1.4,-3.5,3.8,-41.1,20.9,338.1,0,6,No data,9,No data,No data,No data,7,No data,No data,No data,No data,10,7,No data,4,13,8,No data,8,8,9,7,10,No data,No data,6,13,7,No data,11,6,8,7,8,5,No data,No data,11,8,10,8,No data,4,11
31/08/2010,18.5,1.4,3.8,4.1,-35.6,18.3,201,0,9,No data,No data,No data,No data,No data,13,No data,No data,No data,No data,11,7,No data,10,15,14,No data,9,10,11,8,11,No data,No data,9,17,4,No data,13,11,10,No data,12,6,No data,No data,16,8,17,15,No data,9,14
01/06/2011,19.5,23,6,23.8,-17.8,25.4,255.3,16,5,4,11,No data,6,11,10,No data,No data,No data,No data,9,9,No data,9,No data,12,No data,12,13,14,14,No data,No data,9,8,15,12,8,No data,5,10,10,10,14,14,No data,9,No data,10,12,No data,6,14
02/06/2011,26.6,8.5,1,8.6,-43.4,23.3,263,0,5,2,13,No data,3,14,13,No data,No data,No data,No data,16,9,No data,12,No data,16,No data,18,20,21,21,No data,No data,11,10,19,17,11,No data,8,16,11,16,19,17,No data,22,No data,17,14,No data,7,No data
03/06/2011,29,0.4,2,2,-26,13.2,191.3,0,10,7,No data,No data,No data,11,9,No data,No data,No data,No data,13,19,No data,10,No data,13,No data,10,12,13,No data,No data,No data,11,14,16,8,7,No data,13,No data,No data,10,12,19,No data,11,No data,11,18,No data,9,No data
04/06/2011,26,-10.4,-6.7,12.4,-20.6,16.1,57.2,1,5,4,12,No data,7,7,5,No data,No data,No data,No data,13,9,No data,6,No data,12,No data,10,12,13,No data,No data,No data,10,8,11,7,5,No data,6,No data,8,10,10,17,No data,10,No data,11,13,No data,10,No data
05/06/2011,15.2,-5.9,-3.9,7.1,-12.6,9.5,56.4,1,5,4,14,No data,5,11,8,No data,No data,No data,No data,12,10,No data,5,No data,8,No data,10,12,14,No data,No data,No data,5,7,16,11,7,No data,5,No data,9,9,13,12,No data,10,No data,13,11,No data,7,No data
06/06/2011,7.6,5.5,0,5.6,22.8,12.7,270.4,20,9,3,10,No data,1,10,6,No data,No data,No data,No data,9,10,No data,7,No data,10,No data,12,15,15,No data,No data,No data,2,7,13,8,11,No data,4,No data,6,11,11,11,No data,9,No data,14,14,No data,3,No data
07/06/2011,9.3,-0.4,1.9,2,54.3,27.2,168.2,20,11,2,11,No data,3,7,6,No data,No data,No data,No data,10,8,No data,12,No data,10,No data,11,12,13,No data,12,No data,4,9,9,15,8,No data,4,No data,8,9,14,11,No data,No data,No data,9,12,No data,4,No data
08/06/2011,10.8,6,-4.8,7.7,46.6,24.6,308.6,20,11,2,11,No data,3,6,4,No data,No data,No data,No data,10,8,No data,4,No data,8,No data,7,8,9,No data,7,No data,3,10,9,8,3,No data,4,11,5,6,8,9,No data,No data,No data,8,10,No data,3,No data
09/06/2011,12,13.7,-0.3,13.7,12,15,271.5,16,4,1,10,No data,1,6,6,No data,No data,No data,No data,10,8,No data,5,No data,8,No data,6,9,9,8,8,No data,2,6,9,7,5,No data,4,7,4,5,8,10,No data,No data,No data,10,8,No data,4,No data
10/06/2011,15.4,3.2,3.3,4.6,12.4,7.7,224.9,20,4,1,10,No data,2,6,6,No data,No data,No data,No data,9,8,No data,6,No data,9,No data,7,9,8,8,10,No data,7,9,10,8,10,No data,4,8,9,6,8,15,No data,No data,No data,13,No data,No data,5,No data
11/06/2011,15.9,1.9,-3.7,4.2,2.9,4.4,333.1,-1,6,9,12,No data,1,7,10,No data,No data,No data,No data,9,12,No data,5,No data,9,No data,9,11,12,9,10,No data,113,7,12,11,11,No data,4,9,8,9,9,13,No data,No data,No data,12,23,No data,5,No data
12/06/2011,12.8,-5,12.4,13.3,19.7,16.6,158,24,6,5,15,No data,4,6,6,No data,No data,No data,No data,9,13,No data,7,No data,9,No data,6,9,7,8,8,No data,5,8,10,9,6,No data,4,6,7,7,8,10,No data,No data,No data,11,No data,No data,6,No data
13/06/2011,12.6,7.6,-7.7,10.8,23.8,16.1,315.5,20,4,2,10,No data,2,6,5,No data,No data,No data,No data,10,10,No data,4,No data,7,No data,6,8,8,7,7,No data,6,7,11,6,No data,3,5,6,4,6,7,9,No data,No data,No data,7,No data,No data,4,No data
14/06/2011,11.8,6.2,4.4,7.6,-27.1,15.6,234.4,0,5,2,12,No data,No data,10,8,No data,No data,No data,No data,12,10,No data,8,No data,14,No data,11,12,12,9,11,No data,15,9,14,11,9,7,7,8,10,9,12,19,No data,No data,No data,14,No data,No data,7,No data
15/06/2011,9.9,7.6,8.6,11.5,-1.8,11.5,221.8,15,10,2,14,No data,No data,10,8,No data,No data,No data,No data,13,9,No data,10,No data,13,No data,9,11,No data,9,10,No data,12,12,14,11,6,5,7,9,10,10,12,13,No data,No data,No data,11,No data,No data,5,No data
16/06/2011,8.2,8.8,3.9,9.7,15.6,12.4,246.4,25,8,3,12,No data,4,7,7,No data,No data,No data,No data,11,12,No data,8,No data,11,No data,9,11,11,8,9,No data,11,10,11,8,5,5,4,8,8,8,10,11,No data,No data,No data,10,No data,No data,5,No data
17/06/2011,5.4,0.6,14.4,14.5,33.4,22.1,182.4,20,9,3,11,No data,5,8,7,No data,No data,No data,No data,8,10,No data,6,No data,11,No data,8,11,9,8,11,No data,12,10,11,7,6,4,4,8,7,7,9,12,No data,No data,No data,11,14,No data,5,No data
18/06/2011,7.4,3.6,-7.1,8,43.9,23.4,332.8,20,7,4,13,No data,5,8,7,No data,No data,No data,No data,9,11,No data,6,No data,10,No data,5,8,8,6,7,No data,11,10,10,6,5,4,4,8,6,6,7,12,No data,No data,No data,9,13,No data,6,No data
19/06/2011,10.4,6.5,-3.4,7.4,2.3,7.5,297.7,17,6,4,11,No data,4,8,6,No data,No data,No data,No data,10,13,No data,6,No data,7,No data,7,8,9,7,8,No data,10,8,10,8,6,4,5,8,7,8,8,12,No data,No data,No data,9,13,No data,4,No data
20/06/2011,11.2,-0.8,1.9,2,8.2,4.6,158.2,20,5,2,14,No data,No data,8,7,No data,No data,No data,No data,8,10,No data,7,No data,12,No data,9,11,No data,8,11,No data,13,10,13,8,7,4,5,7,10,7,8,15,No data,No data,No data,10,16,No data,6,No data
21/06/2011,11.2,0.6,4.3,4.4,36.5,18.8,188.6,20,5,5,14,No data,4,8,7,No data,No data,No data,No data,12,12,No data,7,No data,11,No data,9,11,No data,8,10,No data,10,9,13,8,5,5,8,11,6,8,10,10,No data,No data,No data,7,14,No data,5,No data
22/06/2011,12.9,3.8,-8.7,9.5,40.1,22.2,336.8,20,4,1,11,No data,3,7,6,No data,No data,No data,No data,10,7,No data,6,No data,8,No data,8,10,10,7,8,No data,9,7,11,8,5,4,4,9,8,6,10,11,No data,No data,No data,9,12,No data,4,No data
23/06/2011,16.4,7.9,-9.4,12.3,5.9,12.7,319.9,17,4,1,10,No data,No data,8,7,No data,No data,No data,No data,11,8,No data,4,No data,7,No data,7,9,10,7,7,No data,9,7,11,7,5,4,4,8,5,7,8,11,No data,No data,No data,8,11,No data,4,No data
24/06/2011,16.2,3.8,6.2,7.3,-18,11.6,211.1,0,4,1,11,No data,No data,7,7,No data,No data,No data,No data,7,8,No data,5,No data,9,No data,8,10,9,8,8,No data,9,6,11,7,6,5,5,6,4,7,9,10,No data,No data,No data,9,11,No data,4,No data
25/06/2011,16.2,10.6,8.4,13.5,9,14.2,231.8,15,8,1,No data,No data,No data,5,5,No data,No data,No data,No data,9,11,No data,7,No data,13,No data,6,8,8,No data,6,No data,10,7,9,7,No data,2,7,10,5,6,9,10,No data,No data,No data,6,13,No data,3,No data
26/06/2011,15.2,7.8,13.4,15.6,4.6,15.7,210.3,15,6,2,No data,No data,No data,7,6,No data,No data,No data,No data,10,10,No data,No data,No data,No data,No data,9,11,11,No data,10,No data,10,6,No data,12,No data,3,6,10,No data,8,16,No data,No data,No data,No data,9,No data,No data,5,No data
27/06/2011,14.2,5.9,-1.5,6.1,8.6,7.5,284.1,26,6,5,12,No data,No data,17,14,No data,No data,No data,No data,15,12,No data,No data,No data,No data,No data,17,21,18,No data,17,No data,13,17,No data,21,No data,9,12,14,No data,13,16,No data,No data,No data,No data,17,No data,No data,9,No data
28/06/2011,17.1,4.7,-3.2,5.6,1.5,5.7,304.3,-1,6,2,11,No data,No data,11,7,No data,No data,No data,No data,21,10,No data,8,No data,No data,No data,21,21,23,No data,20,No data,7,8,No data,14,10,11,6,18,5,17,18,11,No data,No data,No data,10,16,No data,4,No data
29/06/2011,20.2,10.1,-2.3,10.4,-8.6,11.2,282.6,16,5,2,10,No data,No data,7,5,No data,No data,No data,No data,9,10,No data,5,No data,8,No data,8,8,10,6,9,No data,8,6,No data,9,8,4,3,8,6,7,10,11,No data,No data,No data,12,11,No data,4,No data
30/06/2011,22.7,7.4,-6.2,9.6,-20.6,14.1,309.9,0,5,1,10,No data,No data,8,6,No data,No data,No data,No data,9,8,No data,3,No data,8,No data,9,11,10,7,10,No data,8,6,No data,6,7,4,4,8,6,7,10,11,No data,No data,No data,11,11,No data,3,No data
01/07/2011,20.8,4.2,-0.1,4.2,-39,19.9,271.2,0,5,3,12,No data,No data,12,7,No data,No data,No data,No data,8,10,No data,4,No data,9,No data,8,11,10,9,11,No data,7,6,No data,7,7,6,5,9,5,9,9,11,No data,No data,No data,12,11,No data,3,No data
02/07/2011,15.3,2.4,3.6,4.3,-27.3,14.3,213.9,0,5,6,17,No data,No data,68,11,No data,No data,No data,No data,12,13,No data,6,No data,15,No data,15,15,15,14,16,No data,15,11,No data,7,11,11,9,12,10,13,13,19,No data,13,No data,16,17,No data,9,No data
03/07/2011,13.8,3.3,2.7,4.3,-23.3,12.4,230.7,0,10,6,17,No data,No data,18,13,No data,No data,No data,No data,15,12,No data,11,No data,15,No data,16,17,16,No data,18,No data,12,12,No data,10,14,12,12,15,No data,16,16,17,No data,17,No data,16,19,No data,6,No data
04/07/2011,13.2,-2.5,10.6,10.9,-16.6,13.7,167,4,8,10,19,No data,No data,18,14,No data,No data,No data,No data,14,18,No data,17,No data,19,No data,14,15,15,No data,17,No data,16,17,No data,12,17,16,15,13,No data,18,14,20,No data,16,No data,18,24,No data,13,No data
05/07/2011,10.6,-0.4,16.3,16.3,22.3,19.7,178.6,24,9,13,16,No data,No data,10,9,No data,No data,No data,No data,15,17,No data,13,No data,22,No data,15,15,16,No data,16,No data,14,18,No data,18,13,9,8,13,No data,14,17,18,No data,15,No data,16,24,No data,10,No data
06/07/2011,8.9,-3.8,7,7.9,57.3,29.7,151.8,20,8,5,11,No data,No data,7,5,No data,No data,No data,No data,8,12,No data,10,No data,12,No data,7,10,10,No data,9,No data,8,11,No data,8,6,5,4,9,6,7,10,14,No data,7,No data,10,15,No data,5,No data
07/07/2011,7.1,-1.2,10.7,10.8,57.7,30.8,173.4,20,10,5,13,No data,No data,8,7,No data,No data,No data,No data,7,9,No data,6,No data,10,No data,5,9,8,No data,7,No data,8,8,No data,5,5,4,5,8,6,7,7,13,No data,7,5,9,12,No data,5,No data
08/07/2011,8.8,0.1,2.8,2.8,42.3,21.3,183,20,9,5,14,No data,No data,8,7,No data,No data,No data,No data,7,13,No data,6,No data,12,No data,5,10,8,No data,8,No data,9,12,No data,6,8,3,4,9,6,7,7,13,No data,8,5,10,16,No data,5,No data
09/07/2011,14.3,6.6,-6.5,9.3,29.2,17.3,314.3,20,8,6,14,No data,No data,10,10,No data,No data,No data,No data,11,13,No data,8,No data,12,No data,9,11,11,No data,11,No data,12,8,No data,7,10,5,8,12,8,9,10,16,No data,10,7,13,12,No data,6,No data
10/07/2011,18.9,4.9,-5.9,7.7,12.4,9.9,319.9,27,5,5,14,No data,No data,11,10,No data,No data,No data,No data,14,12,No data,9,No data,12,No data,12,13,14,No data,13,No data,13,8,No data,9,11,7,6,10,11,11,12,18,No data,11,10,15,13,No data,8,No data
11/07/2011,21.3,-2.4,-5,5.5,-6.6,6.4,25.8,1,7,3,33,No data,No data,18,13,No data,No data,No data,No data,23,11,No data,9,No data,16,No data,17,15,17,No data,17,No data,13,8,No data,12,10,8,10,13,11,10,21,18,No data,11,13,16,14,No data,6,No data
12/07/2011,19.5,-7.3,-4.3,8.5,-23,14.3,59.7,0,5,4,18,No data,No data,12,10,No data,No data,No data,No data,15,10,No data,5,No data,10,No data,12,15,14,No data,13,No data,9,7,No data,8,7,8,9,13,7,12,14,12,No data,12,12,12,12,No data,6,No data
13/07/2011,18,-0.6,-0.3,0.7,-23.2,11.6,64.9,0,4,4,18,No data,No data,12,9,No data,No data,No data,No data,11,11,No data,3,No data,8,No data,7,10,9,No data,9,No data,7,7,No data,6,7,6,10,10,7,8,7,9,No data,9,No data,11,12,No data,5,No data
14/07/2011,17,5.9,-1.8,6.2,-15.6,10,286.7,0,6,5,15,No data,No data,14,13,No data,No data,No data,No data,13,14,No data,5,No data,11,No data,9,11,11,No data,9,No data,9,8,No data,6,8,8,9,11,10,11,8,12,No data,11,No data,14,13,No data,6,No data
15/07/2011,12,7.9,10.6,13.2,2.3,13.3,216.9,15,6,4,No data,No data,No data,13,11,No data,No data,No data,No data,14,10,No data,11,No data,15,No data,13,15,14,13,11,No data,11,12,No data,10,9,7,6,12,11,11,16,13,No data,12,12,13,17,No data,7,No data
16/07/2011,5.6,7.3,-0.7,7.4,77.1,39.2,275.1,20,6,2,No data,No data,No data,6,5,No data,No data,No data,No data,6,9,No data,5,No data,8,No data,6,9,9,5,6,No data,6,7,No data,7,5,2,2,6,4,5,7,No data,No data,6,3,8,11,No data,2,No data
17/07/2011,4.1,8.2,-20.2,21.8,69.5,41,337.9,20,3,2,8,No data,No data,6,5,No data,No data,No data,No data,8,9,No data,5,No data,7,No data,5,8,8,6,6,No data,5,5,No data,5,3,2,3,6,4,5,7,8,No data,5,4,6,9,No data,3,No data
18/07/2011,4,6.4,-15.4,16.7,60.8,34.7,337.3,20,7,3,11,No data,No data,8,7,No data,No data,No data,No data,6,13,No data,4,No data,6,No data,6,9,8,7,7,No data,7,6,No data,5,5,3,2,4,6,6,7,9,No data,6,3,10,11,No data,4,No data
19/07/2011,8.8,5.2,-16.6,17.4,18.3,19.7,342.6,28,6,4,9,No data,No data,8,6,No data,No data,No data,No data,8,13,No data,8,No data,11,No data,9,13,12,9,10,No data,10,8,No data,7,9,5,3,9,8,8,11,12,No data,6,7,14,16,No data,4,No data
20/07/2011,12.6,-1.3,-7.5,7.6,10.7,9.3,9.9,28,4,2,10,No data,No data,9,No data,No data,No data,No data,No data,10,11,No data,9,No data,10,No data,8,12,12,10,10,No data,8,9,No data,9,9,7,3,8,6,8,12,11,No data,9,8,No data,14,No data,3,No data
21/07/2011,16.4,-3.1,-8.9,9.4,-11.7,11.1,19.3,8,2,2,10,No data,No data,14,No data,No data,No data,No data,No data,16,10,No data,3,No data,7,No data,11,17,13,12,12,No data,8,5,No data,8,7,9,5,16,7,13,14,12,No data,13,10,12,12,No data,6,No data
22/07/2011,16.1,0.3,-9.5,9.5,-29.4,17.5,357.9,0,4,1,10,No data,No data,10,No data,No data,No data,No data,No data,11,8,No data,2,No data,7,No data,6,11,9,6,8,No data,6,4,No data,4,6,6,6,13,6,7,9,No data,No data,8,3,11,12,No data,7,No data
23/07/2011,13.2,2.2,-13,13.1,-8.4,13.8,350.4,18,5,2,10,No data,No data,10,No data,No data,No data,No data,No data,10,9,No data,3,No data,7,No data,7,9,9,7,8,No data,9,5,No data,6,7,4,6,9,6,9,8,No data,No data,8,4,12,11,No data,4,No data
24/07/2011,11,5.6,-12.7,13.9,3,14,336.2,17,5,3,10,No data,No data,10,No data,No data,No data,No data,No data,10,9,No data,4,No data,9,No data,7,9,10,7,7,No data,6,6,No data,6,6,4,3,9,5,9,10,No data,No data,9,6,12,13,No data,4,No data
25/07/2011,12.2,2.2,-9,9.3,13.4,11.5,346,28,5,3,10,No data,No data,10,No data,No data,No data,No data,No data,11,No data,No data,5,No data,10,No data,9,11,13,9,10,No data,9,6,No data,7,10,5,3,10,8,8,12,No data,No data,8,7,13,13,No data,4,No data
26/07/2011,15.9,-0.2,-4.1,4.1,-14.2,8.2,3.5,0,4,3,11,No data,No data,9,No data,No data,No data,No data,No data,16,No data,No data,4,No data,11,No data,10,No data,13,12,11,No data,9,7,No data,5,9,No data,6,14,10,13,10,No data,No data,16,7,12,12,No data,5,No data
27/07/2011,20.2,2.3,3.2,4,-5.8,4.9,215.5,5,5,6,No data,No data,No data,18,No data,No data,No data,No data,No data,14,13,No data,6,No data,12,No data,11,No data,13,13,12,No data,12,7,No data,11,11,9,6,11,10,11,14,No data,No data,13,10,No data,12,No data,13,No data
28/07/2011,22.9,0.3,-8.8,8.8,-18.3,12.7,358,0,6,2,10,No data,No data,19,No data,No data,No data,No data,No data,24,10,No data,14,No data,21,No data,16,20,19,16,14,No data,18,11,No data,10,18,17,9,19,12,17,20,No data,No data,19,16,No data,18,No data,8,No data
29/07/2011,21.3,-0.8,-3.2,3.3,-29.9,15.3,15,0,3,3,11,No data,No data,23,No data,No data,No data,No data,No data,20,10,No data,2,No data,9,No data,17,23,21,15,15,No data,9,6,No data,7,9,13,13,23,6,18,19,No data,No data,26,15,14,10,No data,8,No data
30/07/2011,17.4,0.8,5.9,6,-21.6,12.3,187.7,0,6,9,No data,No data,No data,17,No data,No data,No data,No data,No data,9,11,No data,2,No data,13,No data,9,13,11,11,9,No data,11,7,No data,5,11,8,22,13,No data,10,8,No data,No data,15,5,13,11,No data,12,No data
31/07/2011,12.8,6.9,13.6,15.3,13.7,16.8,207,15,10,7,No data,No data,No data,21,No data,No data,No data,No data,No data,12,12,No data,11,No data,18,No data,12,17,14,15,13,No data,19,16,No data,10,14,14,17,11,19,15,14,No data,No data,15,9,18,20,No data,16,No data
01/08/2011,12.5,-0.4,4.5,4.5,-0.5,4.5,174.3,-1,20,1,No data,No data,No data,17,No data,No data,No data,No data,No data,17,9,No data,11,No data,No data,No data,15,17,18,14,13,No data,No data,18,No data,13,15,10,6,16,14,13,18,No data,No data,15,14,19,28,No data,6,No data
02/08/2011,13.8,0.3,1.6,1.6,-4.4,2.7,192.3,0,23,2,No data,No data,No data,10,No data,No data,No data,No data,No data,20,11,No data,20,No data,16,No data,18,17,21,16,No data,No data,No data,18,No data,19,8,7,5,15,9,13,18,No data,No data,12,15,14,31,No data,5,No data
03/08/2011,14.6,-2,5.6,5.9,12.7,8.7,160.2,20,20,5,No data,No data,No data,11,No data,No data,No data,No data,No data,22,14,No data,26,No data,No data,No data,15,17,18,No data,No data,No data,No data,10,No data,22,13,10,4,No data,14,13,24,No data,No data,16,27,18,19,No data,6,No data
04/08/2011,12.8,1.6,0.3,1.6,30.1,15.1,257.7,20,19,6,No data,No data,No data,7,No data,No data,No data,No data,No data,9,16,No data,15,No data,22,No data,6,10,10,9,No data,No data,No data,22,No data,8,8,3,3,No data,10,6,9,12,No data,7,6,13,23,No data,5,No data
05/08/2011,10,9.6,-3.5,10.2,1.4,10.2,290.3,16,6,3,No data,No data,No data,9,No data,No data,No data,No data,No data,11,9,No data,4,No data,9,No data,8,12,11,8,9,No data,No data,5,No data,7,8,6,5,11,7,8,11,11,No data,9,8,14,11,No data,3,No data
06/08/2011,5.7,0.8,-0.7,1.1,21.4,10.7,307.5,20,8,2,No data,No data,No data,7,No data,No data,No data,No data,No data,8,11,No data,10,No data,11,No data,8,11,12,No data,9,No data,No data,6,No data,8,13,6,5,9,7,8,11,13,No data,9,9,13,11,No data,5,No data
07/08/2011,4.4,6.6,-3.9,7.7,48.8,25.6,300.7,20,4,1,No data,No data,No data,6,No data,No data,No data,No data,No data,7,8,No data,3,No data,7,No data,5,8,8,No data,6,No data,No data,4,No data,4,4,3,3,8,4,6,8,9,No data,6,5,6,9,No data,2,No data
08/08/2011,11.9,10.2,-23,25.1,25.1,28.1,336.1,17,3,1,No data,No data,No data,8,No data,No data,No data,No data,No data,8,9,No data,No data,No data,8,No data,5,9,10,No data,6,No data,No data,4,No data,5,7,3,3,7,6,7,8,10,No data,6,5,8,9,No data,4,No data
09/08/2011,18.6,8.3,-10.6,13.5,-39.3,23.8,322,0,No data,1,No data,No data,No data,8,No data,No data,No data,No data,No data,8,8,No data,No data,No data,6,No data,8,10,10,No data,8,No data,No data,5,No data,4,5,5,5,9,4,6,14,10,No data,7,7,8,9,No data,3,No data
10/08/2011,15.9,11,4.7,12,15.9,14.4,246.9,25,No data,0,No data,No data,No data,7,No data,No data,No data,No data,No data,8,10,No data,No data,6,8,No data,10,13,14,No data,10,No data,No data,6,No data,6,7,5,5,11,5,8,12,10,No data,9,8,8,8,No data,2,No data
11/08/2011,12.6,0.8,-1.7,1.8,22.8,11.5,334.2,20,5,0,No data,No data,No data,7,No data,No data,No data,No data,No data,9,8,No data,No data,3,7,No data,6,10,11,No data,8,No data,No data,4,No data,5,5,3,3,10,No data,6,10,10,No data,7,6,7,9,No data,1,No data
12/08/2011,9,2.8,13.9,14.2,10.6,15.1,191.6,14,10,1,No data,No data,No data,7,No data,No data,No data,No data,No data,7,8,No data,No data,4,14,No data,7,11,11,No data,9,No data,No data,8,No data,6,10,5,4,7,No data,6,9,13,No data,6,6,13,10,No data,5,No data
13/08/2011,4.9,13.6,8.9,16.3,34.2,23.6,236.8,20,8,0,No data,No data,No data,6,No data,No data,No data,No data,No data,7,7,No data,No data,3,11,No data,5,8,10,No data,7,No data,No data,7,No data,9,5,3,4,6,No data,5,8,9,No data,6,5,6,12,No data,2,No data
14/08/2011,5.3,15,1.7,15.1,9.7,15.8,263.7,16,5,1,No data,No data,No data,7,No data,No data,No data,No data,No data,8,8,No data,No data,3,8,No data,6,8,10,No data,7,No data,No data,6,No data,4,5,3,4,8,No data,7,9,8,No data,6,6,7,10,No data,3,No data
15/08/2011,10.4,10.6,4.6,11.5,-12.5,13.1,246.6,5,5,2,No data,No data,No data,9,No data,No data,No data,No data,No data,8,9,No data,No data,5,9,No data,7,9,11,No data,8,No data,No data,5,No data,4,6,4,7,8,No data,8,11,10,No data,7,6,7,9,No data,2,No data
16/08/2011,14,8.1,-1.5,8.2,13.2,10.5,280.3,26,6,1,No data,No data,No data,6,No data,No data,No data,No data,No data,8,8,No data,No data,4,9,No data,8,11,12,11,9,No data,No data,6,No data,7,5,4,6,9,No data,8,10,9,No data,9,7,7,10,No data,2,No data
