Date,PM-1000,W,S,F,Z,G,Dir,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool 03ton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London Harrow Stanmore,London N. Kensington,London Teddington Bushy Park,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
16/07/2010,10,18.3,-0.7,18.3,56.2,33.5,272.2,20,5,No data,5,No data,No data,6,No data,No data,No data,No data,No data,8,5,No data,4,9,7,No data,9,No data,9,8,8,No data,No data,4,7,6,No data,7,6,8,4,6,6,6,No data,7,7,9,7,No data,2,7
17/07/2010,14.1,17.8,1.5,17.8,-3.9,17.9,265.1,16,3,No data,6,No data,No data,6,No data,No data,No data,No data,No data,8,4,No data,5,10,9,No data,8,No data,10,7,7,No data,No data,5,8,7,No data,6,6,6,4,6,5,7,No data,6,8,9,7,No data,3,9
18/07/2010,15.6,13.1,9,15.9,-10.6,16.7,235.6,15,5,No data,4,No data,No data,8,No data,No data,No data,No data,No data,8,4,No data,3,10,7,No data,9,No data,10,9,9,No data,No data,4,8,6,No data,8,7,6,4,8,7,6,No data,6,9,8,6,No data,2,8
19/07/2010,15.3,6.1,10.6,12.2,1.7,12.3,209.9,15,5,No data,7,No data,No data,29,No data,No data,No data,No data,No data,10,4,No data,No data,12,9,No data,9,No data,11,10,10,No data,No data,No data,10,8,No data,11,7,11,7,10,9,9,No data,10,10,12,9,No data,3,10
20/07/2010,13.3,-1.1,1.5,1.8,28.7,14.5,143.4,20,6,No data,8,No data,No data,6,No data,No data,No data,No data,No data,13,5,No data,11,10,10,No data,14,No data,16,13,14,No data,No data,No data,7,23,No data,10,6,15,9,11,14,10,No data,11,17,12,11,No data,2,11
21/07/2010,11.1,-2.4,-7.2,7.6,36.7,19.9,18.4,20,3,No data,7,No data,No data,5,No data,No data,No data,No data,No data,6,11,No data,No data,9,10,No data,6,No data,9,6,6,No data,No data,No data,12,12,No data,8,5,5,5,5,5,8,No data,5,6,7,6,No data,3,10
22/07/2010,16,-1.5,-7.1,7.3,-2.3,7.4,11.9,18,3,No data,7,No data,No data,8,No data,No data,No data,No data,No data,8,5,No data,No data,11,9,No data,9,No data,10,8,9,No data,No data,No data,No data,No data,No data,10,6,6,6,6,7,10,No data,6,8,14,No data,No data,5,6
23/07/2010,18.4,4.2,1.1,4.3,-15.5,8.9,254.9,0,5,No data,10,No data,No data,13,No data,No data,No data,No data,No data,14,8,No data,No data,14,9,No data,10,No data,11,9,10,No data,No data,No data,No data,No data,No data,12,8,10,7,11,7,10,No data,10,9,14,No data,No data,4,10
24/07/2010,18,7.2,7.8,10.6,-6.2,11.1,222.6,15,6,No data,8,No data,No data,7,No data,No data,No data,No data,No data,13,9,No data,No data,14,12,No data,12,No data,13,11,12,No data,No data,No data,13,No data,No data,15,6,9,7,11,10,11,No data,9,10,11,11,No data,2,10
25/07/2010,16.7,8.4,-5.7,10.2,3,10.3,304,17,6,No data,6,No data,No data,9,No data,No data,No data,No data,No data,7,6,No data,4,11,9,No data,8,No data,10,9,9,No data,No data,No data,11,No data,No data,12,6,8,5,8,7,8,No data,7,8,13,9,No data,4,9
26/07/2010,14.3,11.1,-0.9,11.1,-7.4,11.7,274.7,16,7,No data,6,No data,No data,7,No data,No data,No data,No data,No data,9,7,No data,6,10,8,No data,8,No data,11,No data,8,No data,No data,No data,10,No data,No data,10,6,6,7,6,8,9,No data,6,9,13,No data,No data,2,8
27/07/2010,14.2,11.8,-1.3,11.8,-2.2,11.9,276.5,16,6,No data,5,No data,No data,11,No data,No data,No data,No data,No data,10,No data,No data,6,11,7,No data,11,No data,14,No data,12,No data,No data,No data,20,No data,No data,No data,6,9,4,10,11,8,No data,8,13,12,No data,No data,2,9
28/07/2010,16.5,7.5,-5.3,9.2,1.2,9.2,304.9,17,4,No data,6,No data,No data,9,No data,No data,No data,No data,No data,9,6,No data,3,10,8,No data,7,No data,10,7,8,No data,No data,No data,12,No data,No data,No data,5,No data,4,7,6,7,No data,6,8,10,8,No data,No data,7
29/07/2010,14.5,4.2,-7.1,8.3,-18.6,12.4,329.1,0,4,No data,7,No data,No data,6,No data,No data,No data,No data,No data,7,7,No data,3,10,7,No data,8,No data,10,6,8,No data,No data,No data,11,7,No data,8,6,8,4,7,6,7,No data,6,7,9,8,No data,1,7
30/07/2010,10.6,10.3,2.3,10.6,4.6,10.8,257.2,16,6,No data,8,No data,No data,8,No data,No data,No data,No data,No data,8,6,No data,8,12,11,No data,9,No data,11,8,10,No data,No data,No data,11,8,No data,9,6,9,6,7,9,9,No data,7,10,13,9,No data,3,12
31/07/2010,11.4,11.2,-2.5,11.5,20,15.2,282.7,26,2,No data,5,No data,No data,5,No data,No data,No data,No data,No data,7,6,No data,4,9,7,No data,8,No data,11,7,9,No data,No data,No data,8,8,No data,8,4,7,4,6,7,7,No data,5,9,10,7,No data,1,7
01/08/2010,15,3,-6,6.7,11.7,8.9,334,27,2,No data,5,No data,No data,6,No data,No data,No data,No data,No data,7,5,No data,3,10,9,No data,7,No data,10,7,8,No data,No data,No data,10,7,No data,8,5,7,3,6,6,6,No data,5,8,9,8,No data,2,8
