Date,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool 03ton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London Harrow Stanmore,London N. Kensington,London Teddington Bushy Park,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
2010-01-16,25,13,2,12,No data,10,10,12,No data,No data,No data,No data,12,8,No data,19,13,20,No data,15,18,17,13,No data,No data,No data,18,11,21,16,13,7,No data,13,12,No data,15,No data,12,17,18,9,21,8,23
2010-04-06,25,9,1,7,No data,No data,9,13,No data,No data,No data,No data,12,4,No data,5,7,10,No data,12,12,14,9,10,No data,No data,8,10,13,8,11,7,No data,5,11,No data,9,No data,No data,12,12,No data,14,5,10
2010-07-04,25,6,No data,7,No data,No data,6,8,No data,No data,No data,No data,8,6,No data,5,10,8,No data,No data,7,11,No data,9,No data,No data,5,7,8,No data,7,No data,9,5,7,7,6,No data,6,9,9,8,No data,2,8
2010-09-10,25,10,No data,7,No data,No data,10,12,No data,No data,No data,No data,10,3,No data,6,15,11,No data,9,14,13,No data,11,No data,No data,7,15,11,15,13,9,10,6,10,8,7,No data,13,10,9,9,No data,3,10
2010-09-29,25,10,5,9,No data,No data,7,8,No data,No data,No data,No data,10,13,No data,11,11,19,No data,11,12,11,10,10,No data,No data,14,No data,16,26,11,8,6,8,7,13,13,No data,10,13,No data,15,No data,6,16
2011-01-12,25,No data,2,17,No data,No data,4,4,No data,No data,No data,No data,9,20,No data,13,No data,24,No data,8,11,8,8,9,No data,13,23,9,10,14,7,No data,8,9,9,8,19,No data,7,10,11,20,No data,No data,13
2011-01-14,25,No data,1,11,No data,No data,7,7,No data,No data,No data,No data,10,12,No data,9,No data,11,No data,7,11,9,6,7,No data,7,8,10,7,7,8,No data,8,7,9,8,12,No data,6,7,8,13,No data,No data,9
2011-03-30,25,18,10,15,No data,27,14,11,No data,No data,No data,No data,20,22,No data,37,24,33,No data,23,26,24,24,24,No data,No data,32,16,43,22,16,4,23,31,18,No data,29,No data,21,No data,27,32,No data,27,40
2011-06-16,25,8,3,12,No data,4,7,7,No data,No data,No data,No data,11,12,No data,8,No data,11,No data,9,11,11,8,9,No data,11,10,11,8,5,5,4,8,8,8,10,11,No data,No data,No data,10,No data,No data,5,No data
2011-08-10,25,No data,0,No data,No data,No data,7,No data,No data,No data,No data,No data,8,10,No data,No data,6,8,No data,10,13,14,No data,10,No data,No data,6,No data,6,7,5,5,11,5,8,12,10,No data,9,8,8,8,No data,2,No data
2011-09-11,25,7,2,No data,No data,No data,8,No data,No data,No data,No data,No data,10,7,No data,No data,4,9,No data,6,10,No data,9,9,No data,7,6,No data,6,3,4,8,No data,7,7,10,No data,No data,8,9,8,11,No data,5,10
2011-10-17,25,3,1,4,5,3,7,No data,No data,No data,No data,No data,12,6,No data,6,4,No data,No data,11,11,No data,10,12,No data,3,5,No data,9,4,4,5,12,5,7,11,3,No data,12,8,7,9,No data,3,9
2011-10-27,25,7,3,6,12,8,16,11,No data,No data,No data,No data,11,8,No data,12,10,21,No data,15,16,9,17,14,No data,15,18,10,11,17,10,6,13,11,12,10,14,No data,15,10,19,21,No data,11,18
2011-12-11,25,7,1,11,4,4,7,6,No data,No data,No data,No data,16,9,No data,7,5,10,No data,7,12,6,13,12,No data,8,9,5,9,8,4,1,14,6,8,9,4,No data,8,7,10,9,No data,5,8
2012-01-25,25,10,No data,4,5,8,No data,3,No data,No data,No data,No data,9,9,No data,9,5,16,No data,8,12,9,10,12,No data,7,11,No data,12,7,4,1,13,6,9,No data,6,No data,7,11,7,13,No data,3,10
2012-03-03,25,18,16,15,24,25,23,20,No data,No data,No data,No data,28,28,No data,24,27,30,No data,26,31,26,32,30,No data,32,20,19,33,24,26,9,33,26,27,28,26,No data,28,25,23,23,No data,27,25
2012-09-09,25,12,8,13,15,No data,18,No data,No data,No data,No data,No data,22,No data,No data,12,16,25,No data,18,26,18,16,21,No data,17,17,13,27,15,15,20,14,15,14,16,21,No data,18,12,No data,12,16,15,16
2012-10-02,25,6,2,7,4,No data,4,5,No data,No data,No data,No data,8,4,No data,6,5,10,No data,6,9,5,4,4,No data,7,8,4,10,5,4,9,6,5,2,7,9,No data,7,2,8,3,5,4,5
2012-11-19,25,8,0,No data,6,2,5,6,No data,No data,No data,No data,15,2,No data,8,8,13,No data,12,13,9,11,9,No data,9,10,5,15,7,No data,8,8,6,8,14,4,No data,12,7,9,8,5,6,8
2012-11-20,25,9,2,6,6,3,4,7,No data,No data,No data,No data,11,3,No data,7,7,12,No data,8,12,8,6,6,No data,10,10,4,13,7,No data,9,8,5,4,21,5,No data,No data,5,9,5,5,5,6
