Date,PM-1000,W,S,F,Z,G,Dir,LWT,Birmingham A4540 Roadside,Birmingham Tyburn Roadside,Bury Roadside,Camden Kerbside,Carlisle Roadside,Chatham Roadside,Chepstow A48,Chesterfield Roadside,Glasgow High Street,Glasgow Kerbside,Haringey Roadside,Leamington Spa Rugby Road,Leeds Headingley Kerbside,London Marylebone Road,Sandy Roadside,Stanford-le-Hope Roadside,Stockton-on-Tees A1305 Roadside,Stockton-on-Tees Eaglescliffe,Storrington Roadside,Swansea Roadside,York Fishergate
05/12/2011,2,22.6,-9.7,24.6,7.9,24.9,293.3,17,No data,49,66,58,26,35,56,21,No data,79,34,No data,40,140,49,46,No data,8,16,34,28
06/12/2011,2.4,24.7,-5.7,25.4,11.5,26,283.1,16,No data,56,77,68,38,39,75,22,No data,100,45,No data,45,155,52,45,No data,16,19,38,38
07/12/2011,4.3,25,-17.5,30.6,16.7,31.7,305,17,No data,48,33,41,26,32,50,13,No data,53,23,No data,27,109,35,36,No data,7,19,24,18
08/12/2011,2.7,41.3,1.2,41.3,86,59.6,268.3,20,No data,30,48,49,13,27,33,11,No data,31,34,No data,24,120,29,21,No data,7,9,18,19
09/12/2011,4.8,20.1,-17.9,26.9,-5.4,27.1,311.6,17,No data,52,62,60,46,41,60,47,No data,78,39,No data,46,138,49,45,No data,13,22,58,38
10/12/2011,5.8,18.7,-0.7,18.7,-17.3,20.6,272.1,16,No data,53,96,84,36,56,58,33,No data,93,56,No data,60,140,54,72,No data,11,44,71,49
11/12/2011,0.7,20.6,8.8,22.5,24.9,25.7,246.8,25,No data,31,53,65,25,23,37,18,No data,58,53,No data,35,114,27,20,No data,14,12,31,31
12/12/2011,-7.1,22.5,15.8,27.5,2.9,27.6,234.9,15,No data,43,72,60,29,32,45,25,No data,77,40,No data,43,131,41,30,No data,12,11,44,35
13/12/2011,18.2,40,12.8,42,64.6,53,252.3,26,No data,33,63,42,13,24,45,19,No data,31,25,No data,21,121,27,16,No data,5,10,12,21
14/12/2011,12.7,30.2,-1.9,30.3,36.2,35.3,273.6,26,No data,37,83,75,26,35,54,29,No data,61,47,No data,37,151,39,28,No data,8,17,27,32
15/12/2011,-4.1,16.2,-3.6,16.6,12.7,17.8,282.4,16,No data,58,94,58,58,34,53,70,No data,125,41,No data,65,139,47,30,No data,26,15,44,51
16/12/2011,-5.9,5.5,-16.4,17.3,25.6,21.5,341.4,28,No data,57,86,66,75,39,53,36,No data,118,26,No data,57,74,44,33,No data,36,29,32,47
17/12/2011,10.3,11.6,-19.8,23,-2.5,23,329.7,17,No data,54,83,58,58,52,57,42,No data,96,34,No data,41,86,39,44,No data,19,32,32,38
18/12/2011,13.5,11.6,-12,16.7,-19.6,19.4,316.2,7,No data,66,76,62,57,46,56,45,No data,88,37,No data,40,80,48,44,No data,18,37,42,42
19/12/2011,10.3,16.3,1.2,16.3,18,18.7,265.7,26,No data,69,82,86,51,58,57,42,No data,110,64,No data,57,149,56,70,No data,21,30,47,59
20/12/2011,10.5,16.2,-6.6,17.5,-18.4,19.8,292,6,No data,59,56,70,58,48,63,26,No data,94,39,No data,44,102,49,58,No data,13,38,42,42
21/12/2011,12.3,20.4,0.9,20.4,-10.8,21.1,267.6,16,No data,67,50,64,36,54,54,41,No data,80,41,No data,48,104,50,59,No data,16,31,22,44
22/12/2011,10.5,26,9.6,27.7,-32.9,32.2,249.8,6,No data,51,57,75,22,40,No data,33,No data,39,48,No data,30,125,42,56,No data,10,23,28,29
23/12/2011,11.6,21.6,-11.5,24.5,-1.4,24.5,298,17,No data,23,38,64,31,22,39,11,No data,67,31,No data,33,79,22,14,No data,9,11,16,28
24/12/2011,11.8,37.4,11,39,-22.8,40.6,253.7,16,No data,25,43,69,9,26,39,8,No data,37,36,No data,18,84,22,25,No data,5,12,33,21
25/12/2011,8.6,48.3,10.1,49.3,-4.6,49.4,258.2,16,No data,9,19,24,4,7,10,6,No data,11,20,No data,8,50,9,7,No data,4,5,4,7
26/12/2011,14.4,37.6,12.8,39.8,-9.9,40.1,251.2,16,No data,11,36,No data,4,9,17,5,No data,13,21,No data,10,71,15,9,No data,4,7,9,10
27/12/2011,21.1,9.8,15.2,18,-31.2,23.9,212.7,5,No data,21,46,No data,19,23,35,11,No data,77,35,No data,22,105,27,13,No data,12,15,21,24
28/12/2011,14.1,43.1,-10.6,44.4,55,52.3,283.8,26,No data,18,36,No data,8,22,35,10,No data,26,26,No data,10,102,21,23,No data,4,12,11,12
29/12/2011,14,31.7,-16.3,35.6,15.8,36.5,297.2,17,No data,23,27,No data,14,20,32,8,No data,51,21,No data,16,111,20,22,No data,3,11,9,15
30/12/2011,10.7,18.5,10.8,21.4,-4.4,21.5,239.8,15,No data,51,62,No data,25,33,44,23,No data,118,40,No data,48,102,35,34,No data,17,22,38,40
31/12/2011,1.1,27.9,9.9,29.6,10.6,30.1,250.5,16,No data,20,35,44,11,17,29,8,No data,48,24,No data,16,86,18,19,No data,7,10,10,19
01/01/2012,-5.6,25.9,10.9,28.2,15.4,29.2,247.2,15,No data,12,35,46,9,12,20,7,No data,16,29,No data,12,84,14,10,No data,6,8,7,16
02/01/2012,-3,34,8.8,35.2,9.3,35.5,255.5,16,No data,20,47,50,11,19,32,7,No data,26,28,No data,13,90,18,17,No data,4,13,14,20
03/01/2012,-3.7,34.8,-21.4,40.9,78.1,56.5,301.5,27,No data,22,29,40,11,18,28,9,No data,30,23,No data,15,No data,18,18,No data,4,10,11,10
04/01/2012,4.5,40,0,40,1.2,40,270.1,16,No data,34,48,No data,12,22,37,12,No data,40,25,No data,21,99,30,26,No data,4,13,11,16
05/01/2012,4.5,17.8,-33.5,37.9,-2.1,37.9,332,17,No data,26,21,No data,No data,23,33,5,No data,54,12,No data,19,45,18,18,No data,7,19,13,16
06/01/2012,15.8,25.1,4.8,25.6,-14.8,26.7,259.1,16,No data,58,79,No data,48,48,48,19,No data,60,35,No data,42,94,42,42,No data,12,31,30,38
07/01/2012,14.6,26.2,-16.2,30.9,-18,32.1,301.7,17,No data,29,22,47,27,32,39,6,No data,35,22,No data,23,72,26,30,No data,4,19,16,16
08/01/2012,18,19.6,2.8,19.9,-29.1,24.6,261.8,6,No data,33,35,60,18,35,40,10,No data,40,31,No data,23,78,30,36,No data,8,20,36,20
09/01/2012,20,17,-4.7,17.7,-33.2,24.3,285.5,6,No data,67,74,69,No data,43,48,27,No data,49,45,No data,49,109,47,54,No data,14,19,22,30
10/01/2012,21.5,22.4,2.9,22.6,-21.9,25.1,262.7,16,No data,44,87,74,No data,39,46,19,No data,48,46,No data,42,120,50,44,No data,7,22,22,40
11/01/2012,20.4,23.5,4.7,24,-34.2,29.5,258.8,6,No data,37,69,71,No data,43,52,16,No data,46,44,No data,40,121,43,46,No data,9,35,21,25
12/01/2012,20.9,14.1,-15,20.6,-34.9,27,316.7,7,No data,41,45,82,32,37,34,13,No data,56,37,No data,27,88,39,45,No data,10,33,28,26
13/01/2012,24.6,4.4,1.8,4.8,-52.5,26.7,248.2,0,No data,93,114,132,58,58,38,33,No data,125,58,No data,79,71,72,63,No data,52,51,70,61
14/01/2012,18.7,0,14.8,14.8,-41.8,25.6,180,0,No data,94,105,122,39,52,43,41,No data,107,73,No data,86,86,62,75,No data,48,46,59,63
15/01/2012,17.4,-3,15,15.3,-26.6,20.3,168.5,4,No data,57,74,103,32,44,24,36,No data,83,64,No data,No data,72,34,23,No data,60,33,19,46
16/01/2012,16.3,3.9,14.1,14.6,-34,22.4,195.5,0,No data,89,143,120,51,61,43,47,No data,98,73,No data,No data,104,69,69,No data,51,58,57,63
17/01/2012,16.4,10.6,17.6,20.5,-21.2,23.1,211.1,5,No data,101,162,123,50,64,48,57,No data,88,91,No data,110,121,83,70,No data,58,44,74,66
18/01/2012,12.1,25.8,-3.4,26,-24,28.6,277.5,16,No data,61,91,75,26,28,48,36,No data,No data,47,No data,112,105,50,34,No data,26,14,31,50
19/01/2012,10.7,28.6,-6.2,29.3,-3.1,29.4,282.2,16,No data,53,65,46,23,No data,45,No data,No data,No data,29,No data,31,99,46,34,No data,8,12,21,24
20/01/2012,13.8,23.5,-6.3,24.3,-7.5,24.6,284.9,16,No data,50,39,50,31,No data,49,13,No data,No data,31,No data,41,103,42,44,No data,12,16,16,38
21/01/2012,6.4,34.3,-22.4,41,12.1,41.4,303.2,17,No data,23,20,31,11,No data,39,6,No data,39,17,No data,18,No data,22,19,No data,7,12,10,13
22/01/2012,11.2,19.4,-20.4,28.2,8.9,28.5,316.4,17,No data,23,17,34,12,No data,34,5,No data,39,20,No data,11,No data,21,21,No data,7,15,13,13
23/01/2012,15.7,13,-11.8,17.6,-4.6,17.7,312.3,17,No data,66,54,59,32,No data,57,13,No data,62,42,No data,32,No data,52,63,No data,14,37,48,40
24/01/2012,15.6,12.6,5.7,13.8,5.8,14.1,245.6,15,No data,73,123,94,35,No data,61,40,No data,115,69,No data,68,146,64,72,No data,31,34,32,54
25/01/2012,6.1,17.4,27.1,32.2,35.7,36.8,212.7,25,No data,41,76,66,18,No data,31,14,No data,59,43,No data,52,128,45,38,No data,33,9,27,46
26/01/2012,9.8,15.3,4.7,16,63.4,35.5,252.9,20,No data,43,88,65,32,32,51,16,No data,106,47,No data,44,127,48,28,No data,12,9,36,47
27/01/2012,21.4,10.9,-9.6,14.5,26.8,19.8,311.3,27,No data,54,86,71,47,52,65,24,No data,105,51,No data,47,126,55,54,No data,32,20,43,56
28/01/2012,27.8,4.4,3.7,5.8,-9.5,7.5,229.6,5,No data,58,81,89,44,42,22,25,No data,115,48,No data,56,50,39,37,No data,38,39,48,52
29/01/2012,27.1,-0.1,15.6,15.6,-17.6,17.9,179.4,4,No data,67,89,70,45,34,27,31,No data,72,42,No data,55,58,25,35,No data,40,32,50,46
30/01/2012,25,-4.8,17.8,18.5,5.8,18.7,164.9,14,No data,78,94,99,66,48,37,34,No data,90,53,No data,58,62,46,46,No data,69,46,36,54
31/01/2012,25.7,-9.6,13.3,16.4,-18.7,18.9,144,3,No data,No data,84,82,54,39,37,36,No data,94,54,No data,53,63,30,49,No data,No data,55,58,37
01/02/2012,30.4,-4.3,10.1,11,-36.1,21.1,156.9,0,No data,No data,97,56,72,20,29,37,No data,118,44,No data,57,No data,26,34,No data,No data,32,45,41
02/02/2012,29.6,1.4,6.3,6.5,-40.1,21.1,192.9,0,No data,71,116,63,81,17,36,41,No data,108,48,No data,75,No data,52,30,No data,44,31,62,66
03/02/2012,32,8.3,8.7,12,-23.5,16.8,224,5,No data,110,135,124,66,42,49,39,No data,90,58,No data,78,76,80,50,No data,27,56,64,69
04/02/2012,26.8,20.5,16.7,26.5,9.8,26.9,231,15,No data,67,86,93,40,38,62,30,No data,77,63,No data,65,89,52,39,No data,28,33,63,49
05/02/2012,25.9,13.2,-4.2,13.9,3.4,14,287.7,16,No data,52,91,82,60,27,37,37,No data,73,54,No data,38,69,43,37,No data,25,26,36,49
06/02/2012,31.1,3.9,-1,4,-13.3,7.8,283.8,0,No data,83,115,112,53,63,46,48,No data,112,78,No data,67,92,69,66,No data,45,44,No data,73
07/02/2012,31.8,5.4,16.6,17.4,-35.7,25,198.2,0,No data,77,107,88,43,52,46,42,No data,105,66,No data,70,83,44,56,No data,40,47,No data,59
08/02/2012,31.2,8.8,18.2,20.3,-23.5,23.4,205.9,5,No data,62,122,68,41,22,38,41,No data,92,48,No data,80,51,24,34,No data,30,31,62,72
09/02/2012,32.1,6.2,3.9,7.3,-15.5,10.7,237.7,0,No data,69,116,103,55,44,57,39,No data,121,68,No data,81,92,58,54,No data,45,44,68,56
10/02/2012,32.2,7.8,14.3,16.3,-3.9,16.4,208.7,15,No data,71,112,113,42,52,55,47,No data,94,77,No data,71,100,50,53,No data,37,45,51,43
11/02/2012,31.5,3.1,1.8,3.6,-9,5.8,240.5,0,No data,72,86,111,39,63,55,44,No data,97,83,No data,68,84,75,74,No data,42,52,63,59
12/02/2012,30.7,5.8,-5.4,8,-30.4,17.2,312.9,0,No data,44,97,108,26,60,46,25,No data,47,70,No data,48,91,60,64,No data,32,56,44,45
13/02/2012,28.1,7.4,-22.8,24,-2.8,24.1,341.9,18,No data,51,54,80,31,54,46,17,No data,69,47,No data,40,77,47,53,No data,No data,44,23,32
14/02/2012,24.5,11.9,-24.1,26.9,-19.8,28.6,333.6,17,No data,37,43,82,38,41,30,10,No data,57,29,No data,33,57,38,35,No data,No data,37,13,33
15/02/2012,23,12.1,-21.2,24.4,-37.1,30.7,330.3,7,No data,29,57,80,34,30,28,10,No data,50,22,No data,28,45,25,27,No data,No data,35,9,26
16/02/2012,19.9,20.1,-9.1,22.1,-18.2,23.9,294.3,17,No data,51,51,68,21,58,71,16,No data,55,34,No data,37,104,46,56,No data,No data,40,28,27
17/02/2012,13.5,24.4,2.8,24.6,-18.2,26.2,263.5,16,No data,51,67,62,19,42,60,20,No data,51,43,No data,43,130,47,55,No data,No data,19,21,40
18/02/2012,8.9,22.1,-16.8,27.8,31.8,32,307.2,27,No data,25,29,42,14,19,39,7,No data,37,22,No data,16,90,29,18,No data,No data,12,15,14
19/02/2012,18.7,13,-7.1,14.8,-45.3,27.1,298.8,0,No data,41,37,69,20,32,39,8,No data,44,33,No data,30,62,47,34,No data,No data,38,34,26
20/02/2012,15.9,31.4,2.3,31.5,-17.4,32.7,265.8,16,No data,49,89,90,13,53,61,12,No data,40,66,No data,36,134,50,55,No data,No data,28,30,32
21/02/2012,15.7,23.9,12.7,27.1,-11.2,27.7,242,15,No data,45,79,57,13,33,56,9,No data,39,38,No data,31,123,36,26,No data,9,16,17,25
22/02/2012,9.2,29.4,4.7,29.8,9.8,30.2,260.9,16,No data,31,56,54,9,21,40,10,No data,29,31,No data,19,105,27,15,No data,7,10,13,18
23/02/2012,11.9,29.8,4,30.1,-11.4,30.7,262.3,16,No data,40,57,44,14,36,55,11,No data,34,31,No data,22,103,32,44,No data,6,22,23,19
24/02/2012,17.3,21.1,-11.9,24.2,-35.4,30,299.5,7,No data,51,60,47,25,39,67,14,No data,42,31,No data,30,113,39,45,No data,8,20,30,23
25/02/2012,19.9,14.8,-4.4,15.5,-25.1,19.9,286.5,6,No data,54,47,76,15,43,41,17,No data,55,34,No data,35,59,56,38,No data,5,35,36,25
26/02/2012,18.5,16,9.4,18.6,-32,24.5,239.6,5,No data,41,62,77,15,37,40,13,No data,44,51,No data,33,97,58,40,No data,7,32,43,37
27/02/2012,11.9,23.7,3.3,23.9,-26.2,27.3,262.1,6,No data,44,74,52,16,43,58,14,No data,39,40,No data,36,108,46,47,No data,6,18,29,30
28/02/2012,13.4,15.9,2.7,16.1,-38.7,25.2,260.4,0,No data,58,42,56,21,50,68,No data,No data,66,42,No data,32,106,45,62,No data,10,26,44,22
01/12/2012,16.2,5.8,-16.7,17.6,0.1,17.6,341,18,No data,67,No data,82,45,61,51,17,No data,90,55,51,55,89,56,63,No data,13,46,47,43
02/12/2012,14.5,7.2,4.3,8.4,9,9.5,239.4,25,No data,59,No data,82,49,54,47,34,No data,88,56,42,63,112,56,62,No data,30,41,63,61
03/12/2012,9.7,12.1,-4.3,12.8,45.6,26.1,289.4,20,No data,62,No data,67,32,39,66,33,No data,88,52,26,58,116,64,59,No data,20,22,43,42
04/12/2012,10.4,4.2,-9.7,10.6,44.7,24.7,336.7,20,No data,75,No data,68,43,47,70,28,No data,134,49,33,50,118,59,72,No data,33,35,49,47
05/12/2012,11.2,0.5,-16,16,-8.6,16.6,358.2,18,No data,60,No data,117,46,46,31,18,No data,116,51,40,60,75,51,60,No data,19,55,39,33
06/12/2012,8.7,23,9.2,24.8,38.2,31.3,248.3,26,No data,57,No data,86,30,47,46,27,No data,74,62,33,45,131,53,52,No data,16,36,47,45
07/12/2012,13.8,-3.8,-25.8,26.1,24.6,28.8,8.5,18,No data,36,No data,73,39,27,24,11,No data,101,27,16,47,65,31,31,No data,26,27,14,33
08/12/2012,18.7,18.8,-7.5,20.2,-14.5,21.5,291.7,16,No data,56,No data,79,34,41,56,22,No data,80,40,31,45,77,45,46,No data,8,34,74,39
09/12/2012,18.1,8.9,-23.6,25.2,4.6,25.3,339.3,18,No data,23,No data,40,14,23,41,5,No data,50,22,10,16,73,19,25,No data,3,20,21,12
10/12/2012,22.4,-5.9,-5.8,8.3,-34.6,19.2,45.3,0,No data,61,No data,109,56,28,No data,22,No data,110,32,34,59,49,45,29,No data,31,44,62,36
11/12/2012,23,-2,5.5,5.8,-34.9,18.4,160,0,No data,94,No data,124,46,56,No data,43,No data,147,51,58,79,74,63,53,No data,31,52,81,54
12/12/2012,13.1,-0.3,9.4,9.4,-5,9.8,177.9,14,No data,78,No data,152,53,65,No data,46,No data,135,97,56,88,137,75,88,No data,33,54,63,60
13/12/2012,1.9,-5.1,13.2,14.2,-3.9,14.3,158.9,14,No data,83,No data,107,50,51,No data,54,No data,112,54,55,89,94,52,61,No data,49,46,60,59
14/12/2012,-8.9,-10.4,18.3,21.1,73.9,42.5,150.3,20,No data,50,No data,78,46,18,50,33,No data,101,43,33,69,No data,25,21,No data,34,13,28,34
15/12/2012,-9,15.3,6.3,16.5,58.5,33.6,247.7,20,No data,35,No data,60,19,20,41,12,No data,63,46,14,36,No data,28,12,No data,9,9,28,41
16/12/2012,-1.9,8.3,15.2,17.3,38.1,25.8,208.6,20,No data,47,No data,68,19,23,44,25,No data,77,52,24,66,No data,36,26,No data,20,14,27,42
17/12/2012,6.8,5.3,-0.4,5.3,48.1,24.6,274.7,20,No data,52,No data,75,38,39,66,22,No data,104,50,25,75,No data,49,41,No data,30,19,38,53
18/12/2012,13.2,-1.6,7.3,7.5,-20.7,12.8,167.7,0,No data,72,No data,103,48,48,49,27,No data,112,45,47,66,73,59,54,No data,44,41,70,47
19/12/2012,10.9,-3.4,28.1,28.3,-10.3,28.8,173.1,14,No data,62,No data,96,21,22,43,29,No data,77,51,45,62,92,26,45,No data,20,32,41,21
20/12/2012,8.9,-11.6,13.3,17.7,37.1,25.6,138.7,20,No data,48,No data,81,35,16,54,30,No data,87,38,26,66,92,22,27,No data,28,15,42,30
21/12/2012,10.8,-1.2,11.2,11.3,10.2,12.4,173.9,14,No data,69,No data,73,49,51,66,23,No data,104,51,36,64,120,54,61,No data,44,25,58,38
22/12/2012,5.4,-1.3,26.5,26.6,55.3,38.3,177.2,20,No data,36,No data,71,29,14,41,31,No data,93,40,14,63,90,28,20,No data,34,8,25,27
23/12/2012,0.6,20.9,-0.7,20.9,42.6,29.8,272,20,No data,27,No data,42,9,14,37,9,No data,38,25,13,20,76,26,14,No data,6,8,23,19
24/12/2012,-3.7,8.1,9.8,12.7,36.6,22.2,219.4,20,No data,52,No data,50,22,16,40,25,No data,78,43,24,67,69,25,17,No data,18,8,44,46
25/12/2012,-3.5,14.7,-5.3,15.6,46.8,28.1,289.9,20,No data,20,No data,26,14,7,24,7,No data,28,24,10,33,59,15,14,No data,9,4,8,22
26/12/2012,1.7,11.5,7.1,13.5,32,21,238.2,20,No data,16,No data,39,15,9,24,6,No data,61,27,8,21,76,20,12,No data,9,5,9,22
27/12/2012,5.2,5.8,-6.7,8.8,-1,8.8,319.2,17,No data,45,No data,51,38,23,41,26,No data,90,28,20,50,70,32,20,No data,23,13,27,38
28/12/2012,1.2,27,27.5,38.6,16.2,39.4,224.5,15,No data,25,No data,55,8,19,23,9,No data,48,45,10,38,82,23,15,No data,10,7,11,26
29/12/2012,-8,25.7,11.6,28.2,22.4,30.3,245.8,15,No data,20,No data,31,13,11,34,10,No data,49,26,8,21,67,16,13,No data,4,6,15,24
30/12/2012,-2.2,39.5,6.3,40,9.5,40.3,260.9,16,No data,15,No data,34,8,13,30,7,No data,33,20,7,15,74,15,8,No data,1,5,7,14
31/12/2012,-5.1,27.5,-3.3,27.7,38.6,33.8,276.8,26,No data,22,No data,38,14,12,31,12,No data,41,29,11,27,72,16,8,No data,4,6,11,21
01/01/2013,4.7,19.9,-15.9,25.5,0.3,25.5,308.5,17,No data,23,No data,37,10,21,36,6,No data,33,36,10,13,86,23,26,No data,2,19,35,11
02/01/2013,13.2,24.2,2.9,24.4,-17.7,26,263.1,16,No data,50,No data,66,22,34,51,17,No data,41,61,22,35,103,43,46,No data,8,26,30,28
03/01/2013,19.1,19.4,2,19.6,-50.1,31.8,264,0,No data,48,No data,41,20,42,50,15,No data,41,42,23,37,92,39,45,No data,4,20,32,27
04/01/2013,22.7,16,5.3,16.9,-49.4,29.9,251.6,0,No data,48,No data,38,32,42,58,16,No data,57,30,29,28,83,42,46,No data,8,26,49,18
05/01/2013,23.3,14.5,14.4,20.4,-16.2,22,225.1,15,No data,34,No data,50,24,32,50,19,No data,61,43,21,41,88,36,38,No data,8,15,47,33
06/01/2013,20.4,10.2,17.7,20.4,-26.2,24.2,209.8,5,No data,35,No data,59,33,30,33,21,No data,77,47,19,43,85,37,39,No data,22,17,33,31
07/01/2013,15.8,9.5,13.6,16.6,-9.9,17.3,214.8,15,No data,36,No data,55,44,28,40,19,No data,101,50,21,46,85,37,20,No data,19,13,45,38
08/01/2013,18.5,17.7,3.9,18.1,0.5,18.1,257.6,16,No data,47,No data,62,34,29,46,21,No data,65,51,26,52,99,40,26,No data,No data,12,44,35
09/01/2013,14.5,8.2,-2.2,8.5,-32,18.1,284.9,0,No data,69,No data,111,49,47,32,35,No data,67,58,54,46,72,65,57,No data,No data,48,70,42
10/01/2013,15.3,1.8,3.7,4.1,13.6,7.9,205.3,20,No data,78,No data,98,48,72,46,54,No data,109,61,53,58,84,77,72,No data,30,51,60,45
11/01/2013,15.1,1.7,13.3,13.4,3.9,13.5,187.1,14,No data,76,No data,106,41,57,53,47,No data,123,71,49,72,88,67,67,No data,24,50,76,40
12/01/2013,16.9,-11,10.5,15.2,20.2,18.3,133.7,23,No data,46,No data,72,47,33,17,45,No data,114,50,39,63,78,25,37,No data,26,28,28,31
13/01/2013,19,9.5,2.6,9.8,1.3,9.8,254.8,16,No data,51,No data,78,32,22,27,29,No data,77,41,40,54,44,43,28,No data,21,34,48,35
14/01/2013,16.7,6.3,-11.6,13.2,30.4,20.1,331.4,20,No data,55,No data,74,40,48,54,28,No data,99,62,32,68,99,54,46,No data,32,33,38,38
15/01/2013,10.2,1.9,2.7,3.3,-9.6,5.8,215.2,0,No data,71,No data,99,56,38,42,No data,No data,119,43,55,71,58,58,44,No data,49,43,71,40
16/01/2013,9.1,2.6,12.2,12.5,-8.3,13.1,192,14,No data,68,No data,108,42,55,53,55,No data,89,57,51,84,74,51,60,No data,42,47,61,50
17/01/2013,9,0.1,25.3,25.3,-20.2,27.3,180.2,14,No data,62,No data,126,40,61,58,No data,No data,104,79,57,92,116,54,76,No data,46,53,59,44
18/01/2013,4,-7.4,24.9,26,30.4,30.1,163.6,24,No data,50,No data,78,27,36,23,38,No data,85,50,41,71,87,29,32,No data,32,28,30,23
19/01/2013,3.5,-14.1,6.4,15.5,8.3,16,114.5,13,No data,39,No data,55,37,22,25,33,No data,108,39,26,55,50,15,29,No data,19,26,44,27
20/01/2013,-0.2,-13.8,9.4,16.8,2,16.8,124.3,13,No data,26,No data,76,24,19,19,20,No data,84,42,18,42,42,13,21,No data,10,28,44,12
21/01/2013,3,-13.3,6,14.7,30.5,21.1,114.4,20,No data,No data,No data,89,32,52,61,36,No data,93,76,45,51,126,56,60,No data,22,49,66,25
22/01/2013,8.7,-13.7,5.7,14.8,24.7,19.3,112.4,22,No data,No data,No data,96,57,49,31,56,No data,97,74,53,79,109,65,55,No data,58,40,50,46
23/01/2013,10.7,-7.7,11.1,13.5,16.3,15.7,145.4,23,No data,63,No data,76,61,52,36,48,No data,123,49,36,82,89,25,59,No data,58,60,67,50
24/01/2013,12.4,2.4,11.4,11.6,-17.4,14.5,191.9,4,No data,85,No data,99,No data,45,50,57,No data,99,60,No data,91,82,53,57,No data,54,60,68,60
25/01/2013,6,9.3,23.7,25.4,21.1,27.5,201.5,14,No data,71,No data,97,No data,38,57,38,No data,93,72,No data,79,123,59,46,No data,44,41,59,48
26/01/2013,-1.7,19.8,13.4,23.9,1.3,23.9,235.8,15,No data,47,No data,60,26,29,42,19,No data,85,50,27,56,103,39,37,No data,18,22,41,37
27/01/2013,12.8,34.9,6,35.4,36.1,39.7,260.3,26,No data,19,No data,33,9,13,30,6,No data,34,30,10,18,91,18,18,No data,4,8,10,14
28/01/2013,-8.4,29.8,34.3,45.4,31.3,48,221,15,No data,38,No data,53,14,21,37,11,No data,46,49,18,31,119,29,26,No data,6,12,18,21
29/01/2013,-7.4,21.9,26.7,34.5,31.1,37.9,219.3,15,No data,32,No data,45,18,17,40,14,No data,57,37,15,39,107,26,15,No data,10,7,17,23
30/01/2013,-3.9,42.7,-13.4,44.8,17.6,45.6,287.4,16,No data,35,No data,35,17,18,41,13,No data,43,29,14,24,No data,30,21,No data,1,16,17,11
31/01/2013,4.9,23.7,-3.7,24,32.2,28.9,279,26,No data,39,No data,36,16,23,43,17,No data,43,32,17,23,No data,28,20,No data,1,14,13,13
01/02/2013,4.8,2.1,-15.6,15.8,30.8,22,352.2,28,No data,55,No data,69,36,50,55,24,No data,92,49,28,48,95,55,58,No data,9,47,23,27
02/02/2013,14.5,7.8,-11.4,13.8,-43.4,25.7,325.9,0,No data,49,No data,78,41,24,23,15,No data,80,33,35,53,43,32,23,No data,14,36,33,27
03/02/2013,8.1,27.4,-11.1,29.6,-6.7,29.8,292,16,No data,35,No data,58,14,30,38,10,No data,36,52,27,27,104,36,40,No data,2,18,27,20
04/02/2013,1.1,42.9,-8.2,43.6,-7.5,43.8,280.9,16,No data,32,No data,35,23,24,50,11,No data,33,27,11,21,88,32,27,No data,1,25,16,11
05/02/2013,4.4,20.1,-22.4,30.1,66.6,44.9,318,20,No data,40,No data,34,32,24,50,15,No data,62,30,16,27,100,34,30,No data,5,24,15,20
06/02/2013,15.6,0.8,-29.4,29.4,-16.1,30.5,358.5,18,No data,33,No data,78,31,20,17,8,No data,85,25,17,41,47,28,21,No data,16,25,10,22
07/02/2013,18.8,9.6,-6.4,11.6,12.6,13.2,303.8,27,No data,77,No data,73,62,45,60,25,No data,77,39,50,49,66,56,46,No data,22,48,42,35
08/02/2013,19.6,7.7,-11,13.4,-19,16.4,325.2,7,No data,65,No data,103,51,43,30,18,No data,105,50,55,61,70,54,51,No data,31,53,23,45
09/02/2013,16.1,4.9,7.6,9,-6.4,9.6,212.5,15,No data,59,No data,73,32,35,54,29,No data,111,54,36,64,91,52,41,No data,27,29,46,52
10/02/2013,8,-6.8,11.7,13.6,70.1,37.6,149.9,20,No data,32,No data,66,27,7,24,26,No data,88,33,25,46,69,11,12,No data,16,13,34,14
11/02/2013,10.4,-8.3,4,9.3,36,20.3,115.8,20,No data,52,No data,72,37,26,31,34,No data,85,47,31,53,61,19,45,No data,20,43,52,28
12/02/2013,15.3,-1,10.5,10.6,-10.1,11.7,174.6,14,No data,61,No data,76,47,29,36,45,No data,99,47,39,72,54,22,48,No data,33,51,55,41
13/02/2013,12.4,19,29.1,34.8,23.2,36.7,213.1,15,No data,62,No data,79,30,22,45,37,No data,71,52,37,60,92,34,28,No data,27,35,52,33
14/02/2013,12.1,18.7,-2,18.8,41.4,27.9,276,20,No data,69,No data,59,31,47,59,29,No data,60,40,40,61,82,53,47,No data,18,31,28,37
15/02/2013,14.8,10.1,-1.3,10.1,-15.1,12.6,277.6,6,No data,100,No data,85,36,63,No data,29,No data,87,60,48,50,105,68,76,No data,18,57,63,36
16/02/2013,13.3,8.5,16.5,18.6,-29.8,23.8,207.2,5,No data,92,No data,95,35,42,57,38,No data,107,82,45,66,112,62,78,No data,18,40,62,49
17/02/2013,11.7,0.8,21.9,21.9,-21,24.3,182.1,14,No data,55,No data,85,26,40,35,34,No data,78,61,40,67,89,41,54,No data,33,28,41,33
