Date,PM-1000,W,S,F,Z,G,Dir,LWT,Birmingham A4540 Roadside,Birmingham Tyburn Roadside,Bury Roadside,Camden Kerbside,Carlisle Roadside,Chatham Roadside,Chepstow A48,Chesterfield Roadside,Christchurch Barrack Road,Glasgow High Street,Glasgow Kerbside,Greenock A8 Roadside,Haringey Roadside,Leamington Spa Rugby Road,Leeds Headingley Kerbside,London Marylebone Road,Sandy Roadside,Sheffield Barnsley Road,Stanford-le-Hope Roadside,Stockton-on-Tees A1305 Roadside,Stockton-on-Tees Eaglescliffe,Storrington Roadside,Swansea Roadside,York Fishergate
21/10/2010,15.1,17.8,-9.3,20.1,-11.2,20.8,297.6,17,No data,9,15,No data,7,10,17,No data,No data,No data,12,No data,12,No data,9,33,No data,No data,No data,No data,No data,10,10,No data
22/10/2010,11.9,12.4,2.3,12.7,15.6,14.9,259.5,26,No data,10,13,15,7,10,18,No data,No data,No data,16,No data,13,No data,9,33,No data,No data,17,No data,3,9,8,No data
23/10/2010,9.8,-1,-14.6,14.6,32.8,22,4.1,20,No data,9,13,11,9,8,15,No data,No data,No data,22,No data,9,No data,10,13,No data,No data,11,No data,3,7,4,No data
24/10/2010,14.6,-0.3,-11.3,11.3,-40.1,23,1.5,0,No data,9,15,13,12,8,14,No data,No data,No data,20,No data,9,No data,10,8,No data,No data,10,No data,3,No data,4,No data
25/10/2010,18.2,8.2,9.6,12.6,-37,22.4,220.6,0,No data,18,25,19,15,11,16,No data,No data,No data,28,No data,17,No data,13,19,No data,No data,18,No data,6,No data,6,No data
26/10/2010,13.4,18,13.3,22.4,16.9,23.9,233.5,15,No data,8,19,11,9,9,16,No data,No data,No data,16,No data,14,No data,14,25,No data,No data,14,No data,9,6,3,No data
27/10/2010,6.3,25.4,5.1,25.9,0.2,25.9,258.6,16,No data,9,14,14,9,8,18,No data,No data,No data,12,No data,12,No data,10,26,No data,No data,9,No data,5,7,5,No data
28/10/2010,3.9,17.1,17.3,24.3,-2.8,24.4,224.6,15,No data,8,No data,12,8,No data,16,No data,No data,No data,16,No data,11,No data,12,28,No data,No data,13,No data,6,8,6,No data
29/10/2010,-6.1,18.6,19,26.6,56.6,38.8,224.4,20,No data,9,No data,16,7,No data,17,No data,No data,No data,14,No data,15,No data,12,27,No data,No data,11,No data,9,11,7,No data
30/10/2010,11,16.2,15,22.1,5.2,22.3,227.3,15,No data,8,14,13,7,No data,13,No data,No data,No data,14,No data,No data,No data,15,18,No data,No data,6,No data,8,6,5,No data
31/10/2010,2.3,-3.5,-7.1,7.9,-9.5,9.2,26.1,1,No data,23,25,17,15,No data,19,No data,No data,No data,24,No data,16,No data,33,13,No data,No data,15,No data,17,13,8,No data
01/11/2010,6.5,15.2,20.4,25.4,-1.4,25.4,216.7,15,No data,28,22,28,10,No data,25,No data,No data,No data,22,No data,23,No data,15,29,No data,No data,19,No data,9,18,11,No data
02/11/2010,-1.7,34.8,8.5,35.8,16.5,36.8,256.2,16,No data,10,14,13,9,No data,19,No data,No data,No data,14,No data,13,No data,10,27,No data,No data,11,No data,6,10,10,No data
03/11/2010,3.3,23.5,-0.6,23.6,-11.6,24.3,271.4,16,No data,8,14,9,8,No data,14,No data,No data,No data,13,No data,8,No data,15,23,No data,No data,8,No data,6,8,4,No data
04/11/2010,9.8,21.3,3.3,21.6,9.8,22.1,261.2,16,No data,10,11,11,No data,9,15,No data,No data,No data,20,No data,9,No data,10,25,No data,No data,11,No data,7,9,7,No data
05/11/2010,17.5,10.6,-3.1,11,10.8,12.3,286.3,16,No data,29,30,13,No data,14,16,No data,No data,No data,25,No data,12,No data,23,26,No data,No data,11,No data,9,8,15,No data
06/11/2010,18.4,3.3,-4.9,5.9,9.9,7.7,325.9,27,No data,34,37,33,No data,45,21,No data,No data,No data,38,No data,48,No data,48,27,No data,No data,49,No data,16,17,18,No data
07/11/2010,2.6,12.2,5.7,13.5,-20.9,17.1,245.1,5,No data,37,35,35,No data,42,21,No data,No data,No data,17,No data,61,No data,29,38,No data,No data,39,No data,8,30,8,No data
08/11/2010,15.2,-14.2,15.7,21.2,101.5,55,138,20,No data,9,11,12,No data,8,13,No data,No data,No data,18,No data,11,No data,14,14,No data,No data,8,No data,7,10,7,No data
