Date,PM-1000,W,S,F,Z,G,Dir,LWT,Birmingham A4540 Roadside,Birmingham Tyburn Roadside,Bury Roadside,Camden Kerbside,Carlisle Roadside,Chatham Roadside,Chepstow A48,Chesterfield Roadside,Christchurch Barrack Road,Glasgow High Street,Glasgow Kerbside,Greenock A8 Roadside,Haringey Roadside,Leamington Spa Rugby Road,Leeds Headingley Kerbside,London Marylebone Road,Sandy Roadside,Sheffield Barnsley Road,Stanford-le-Hope Roadside,Stockton-on-Tees A1305 Roadside,Stockton-on-Tees Eaglescliffe,Storrington Roadside,Swansea Roadside,York Fishergate
08/07/2011,8.8,0.1,2.8,2.8,42.3,21.3,183,20,No data,10,16,9,10,9,No data,8,No data,No data,19,No data,10,No data,18,No data,No data,No data,3,No data,9,8,No data,No data
09/07/2011,14.3,6.6,-6.5,9.3,29.2,17.3,314.3,20,No data,12,15,10,9,11,No data,10,No data,No data,13,No data,12,No data,14,21,No data,No data,7,No data,8,9,No data,No data
10/07/2011,18.9,4.9,-5.9,7.7,12.4,9.9,319.9,27,No data,14,20,14,8,13,No data,11,No data,No data,11,No data,15,No data,15,22,No data,No data,11,No data,9,11,No data,No data
11/07/2011,21.3,-2.4,-5,5.5,-6.6,6.4,25.8,1,No data,17,21,18,8,17,No data,11,No data,No data,20,No data,16,No data,16,18,No data,No data,15,No data,13,14,No data,No data
12/07/2011,19.5,-7.3,-4.3,8.5,-23,14.3,59.7,0,No data,14,15,16,9,15,No data,9,No data,No data,16,No data,16,No data,16,11,No data,No data,11,No data,6,16,No data,No data
13/07/2011,18,-0.6,-0.3,0.7,-23.2,11.6,64.9,0,No data,13,12,15,10,9,No data,8,No data,No data,17,No data,11,No data,12,8,No data,No data,6,No data,6,12,No data,No data
14/07/2011,17,5.9,-1.8,6.2,-15.6,10,286.7,0,No data,16,14,16,11,12,No data,8,No data,No data,14,No data,12,No data,15,11,No data,No data,7,No data,8,13,No data,No data
15/07/2011,12,7.9,10.6,13.2,2.3,13.3,216.9,15,No data,14,19,18,10,17,No data,11,No data,No data,12,No data,17,No data,14,27,No data,No data,13,No data,10,13,No data,No data
16/07/2011,5.6,7.3,-0.7,7.4,77.1,39.2,275.1,20,No data,7,10,9,4,10,8,6,No data,No data,8,No data,9,No data,10,19,No data,No data,4,No data,5,6,No data,No data
17/07/2011,4.1,8.2,-20.2,21.8,69.5,41,337.9,20,No data,6,10,6,4,9,7,5,No data,No data,9,No data,8,No data,10,16,No data,No data,6,No data,5,7,No data,No data
18/07/2011,4,6.4,-15.4,16.7,60.8,34.7,337.3,20,No data,9,13,8,5,10,9,7,No data,No data,No data,No data,9,No data,10,22,No data,No data,7,No data,5,7,No data,No data
19/07/2011,8.8,5.2,-16.6,17.4,18.3,19.7,342.6,28,No data,11,16,15,8,12,10,9,No data,No data,No data,No data,12,No data,14,22,No data,No data,10,No data,9,10,No data,No data
20/07/2011,12.6,-1.3,-7.5,7.6,10.7,9.3,9.9,28,No data,15,13,15,10,15,9,10,No data,No data,27,No data,13,No data,14,22,No data,No data,9,No data,14,10,No data,No data
21/07/2011,16.4,-3.1,-8.9,9.4,-11.7,11.1,19.3,8,No data,17,12,22,10,16,11,9,No data,No data,24,No data,17,No data,13,14,No data,No data,11,No data,5,17,No data,No data
22/07/2011,16.1,0.3,-9.5,9.5,-29.4,17.5,357.9,0,No data,14,12,15,8,9,10,8,No data,No data,24,No data,11,No data,13,9,No data,No data,5,No data,4,10,No data,No data
23/07/2011,13.2,2.2,-13,13.1,-8.4,13.8,350.4,18,No data,11,12,11,6,10,7,7,No data,No data,22,No data,9,No data,10,8,No data,No data,7,No data,4,10,No data,No data
24/07/2011,11,5.6,-12.7,13.9,3,14,336.2,17,No data,9,11,10,5,12,6,8,No data,No data,14,No data,21,No data,10,9,No data,No data,7,No data,7,10,No data,No data
25/07/2011,12.2,2.2,-9,9.3,13.4,11.5,346,28,No data,12,15,11,9,13,9,12,No data,No data,16,No data,15,No data,14,12,No data,No data,9,No data,2,12,No data,No data
26/07/2011,15.9,-0.2,-4.1,4.1,-14.2,8.2,3.5,0,No data,16,14,8,9,13,8,12,No data,No data,24,No data,15,No data,No data,12,No data,No data,No data,No data,4,19,No data,No data
27/07/2011,20.2,2.3,3.2,4,-5.8,4.9,215.5,5,No data,17,18,10,10,16,16,13,No data,No data,20,No data,16,No data,No data,14,No data,No data,No data,No data,12,14,No data,No data
28/07/2011,22.9,0.3,-8.8,8.8,-18.3,12.7,358,0,No data,25,23,16,12,21,17,17,No data,No data,18,No data,20,No data,No data,18,No data,No data,No data,No data,12,22,No data,No data
29/07/2011,21.3,-0.8,-3.2,3.3,-29.9,15.3,15,0,No data,20,15,18,9,22,22,11,No data,No data,23,No data,22,No data,No data,20,No data,No data,No data,No data,5,25,No data,No data
30/07/2011,17.4,0.8,5.9,6,-21.6,12.3,187.7,0,No data,17,18,10,12,12,14,11,No data,No data,25,No data,14,No data,No data,11,No data,No data,No data,No data,10,11,No data,No data
31/07/2011,12.8,6.9,13.6,15.3,13.7,16.8,207,15,No data,18,26,12,15,12,18,16,No data,No data,19,No data,20,No data,No data,24,No data,No data,No data,No data,15,12,No data,No data
01/08/2011,12.5,-0.4,4.5,4.5,-0.5,4.5,174.3,-1,No data,21,26,14,15,16,18,15,No data,No data,20,No data,22,No data,No data,24,No data,No data,No data,No data,19,17,No data,No data
02/08/2011,13.8,0.3,1.6,1.6,-4.4,2.7,192.3,0,No data,12,20,15,9,19,10,12,No data,No data,25,No data,24,No data,18,26,No data,No data,No data,No data,17,23,No data,No data
03/08/2011,14.6,-2,5.6,5.9,12.7,8.7,160.2,20,No data,18,20,15,13,20,10,17,No data,No data,20,No data,22,No data,21,31,No data,No data,No data,No data,19,17,No data,No data
04/08/2011,12.8,1.6,0.3,1.6,30.1,15.1,257.7,20,No data,11,19,7,13,11,9,12,No data,No data,23,No data,10,No data,28,25,No data,No data,No data,No data,19,9,No data,No data
05/08/2011,10,9.6,-3.5,10.2,1.4,10.2,290.3,16,No data,13,10,8,7,13,9,9,No data,No data,13,No data,12,No data,11,21,No data,No data,No data,No data,6,10,No data,No data
06/08/2011,5.7,0.8,-0.7,1.1,21.4,10.7,307.5,20,No data,11,12,9,12,13,9,14,No data,No data,25,No data,12,No data,16,21,No data,No data,No data,No data,11,9,No data,No data
07/08/2011,4.4,6.6,-3.9,7.7,48.8,25.6,300.7,20,No data,8,10,4,4,8,6,5,No data,No data,10,No data,9,No data,11,16,No data,No data,No data,No data,5,7,No data,No data
08/08/2011,11.9,10.2,-23,25.1,25.1,28.1,336.1,17,No data,10,12,7,5,10,No data,7,No data,No data,12,No data,No data,No data,12,13,No data,No data,No data,No data,4,10,No data,No data
09/08/2011,18.6,8.3,-10.6,13.5,-39.3,23.8,322,0,No data,10,10,8,6,15,6,6,No data,No data,10,No data,No data,No data,12,9,No data,No data,9,No data,4,12,No data,No data
10/08/2011,15.9,11,4.7,12,15.9,14.4,246.9,25,No data,55,15,8,6,13,8,No data,No data,No data,17,No data,No data,No data,12,22,8,No data,7,No data,5,9,No data,No data
11/08/2011,12.6,0.8,-1.7,1.8,22.8,11.5,334.2,20,No data,13,13,7,8,12,7,No data,No data,No data,24,No data,No data,No data,11,22,6,No data,4,No data,11,10,No data,No data
12/08/2011,9,2.8,13.9,14.2,10.6,15.1,191.6,14,No data,13,18,7,5,11,8,No data,No data,No data,25,No data,No data,No data,21,23,9,No data,4,No data,12,8,No data,No data
13/08/2011,4.9,13.6,8.9,16.3,34.2,23.6,236.8,20,No data,8,11,5,4,9,7,No data,No data,No data,14,No data,No data,No data,12,16,6,No data,2,No data,7,8,No data,No data
14/08/2011,5.3,15,1.7,15.1,9.7,15.8,263.7,16,No data,7,10,6,5,9,8,No data,No data,No data,12,No data,No data,No data,11,14,6,No data,3,No data,5,8,No data,No data
15/08/2011,10.4,10.6,4.6,11.5,-12.5,13.1,246.6,5,No data,9,14,6,5,11,8,No data,No data,No data,15,No data,No data,No data,11,16,7,No data,5,No data,4,10,No data,No data
16/08/2011,14,8.1,-1.5,8.2,13.2,10.5,280.3,26,No data,9,12,7,4,10,7,No data,No data,No data,20,No data,No data,No data,12,23,8,No data,5,No data,5,9,No data,No data
17/08/2011,15.5,2.5,-2.9,3.9,-10.1,6.4,318.8,0,No data,No data,15,7,6,8,6,7,No data,No data,13,No data,No data,No data,12,10,8,No data,5,No data,4,12,No data,No data
18/08/2011,15.9,-3.5,-3.5,4.9,-13.4,8.3,45.2,0,No data,No data,18,8,9,10,7,13,No data,No data,21,No data,No data,No data,20,8,8,No data,4,No data,9,11,No data,No data
19/08/2011,11.4,10.1,13.7,17.1,-6.6,17.4,216.3,15,No data,15,18,13,4,18,11,11,No data,No data,20,No data,No data,No data,14,29,14,No data,12,No data,6,13,No data,No data
20/08/2011,11.8,14,13.1,19.2,3.6,19.3,226.8,15,No data,11,12,13,4,13,8,7,No data,No data,23,No data,No data,No data,11,23,11,No data,10,No data,6,12,No data,No data
21/08/2011,13.1,11.6,-1.8,11.7,15.9,14.2,279,26,No data,11,13,9,5,14,9,9,No data,No data,22,No data,No data,No data,12,17,11,No data,12,No data,9,13,No data,No data
22/08/2011,16.3,3.4,-2.9,4.5,-20.5,11.2,310.2,0,No data,16,16,10,8,13,8,9,No data,No data,21,No data,No data,No data,13,13,9,No data,8,No data,7,12,No data,No data
23/08/2011,15.1,-3.8,5.1,6.4,10.9,8.4,142.9,23,No data,16,16,12,11,14,10,12,No data,No data,29,No data,No data,No data,16,11,11,No data,10,No data,10,13,No data,No data
24/08/2011,12.3,5.3,5.4,7.6,19,12.1,225,20,No data,12,19,12,7,18,8,10,No data,No data,22,No data,No data,No data,16,27,15,No data,12,No data,8,11,No data,No data
25/08/2011,10.7,-1.7,11,11.1,36.6,21.4,171.2,20,No data,11,16,10,8,10,6,8,No data,No data,24,No data,No data,No data,17,21,8,No data,6,No data,11,7,No data,No data
26/08/2011,11.5,-1.6,-6.8,7,30.8,16.9,13.3,20,No data,18,18,10,20,12,8,12,No data,No data,29,No data,No data,No data,26,22,10,No data,8,No data,17,8,No data,No data
27/08/2011,15.1,10.8,-14.8,18.4,21.7,21.3,323.8,27,No data,10,15,4,6,13,8,10,No data,No data,15,No data,No data,No data,15,17,9,No data,9,No data,9,8,No data,No data
28/08/2011,14.9,14.2,-22.4,26.6,16.8,27.8,327.5,17,No data,8,11,4,2,10,7,8,No data,No data,10,No data,No data,No data,10,15,6,No data,5,No data,4,8,No data,No data
29/08/2011,14.1,11.1,-14.5,18.3,-16.8,20.1,322.4,17,No data,7,9,4,3,11,5,6,No data,No data,10,No data,No data,No data,11,8,5,No data,5,No data,3,9,No data,No data
30/08/2011,12.6,4.9,-6.7,8.4,-23.5,14.4,323.7,0,No data,12,11,7,4,13,6,6,No data,No data,11,No data,No data,No data,11,10,8,No data,6,No data,4,9,No data,No data
31/08/2011,12,-1.4,-0.5,1.4,-28.2,14.2,70.5,0,No data,15,20,12,11,18,7,10,No data,No data,20,No data,No data,No data,17,14,12,No data,12,No data,6,14,No data,No data
01/06/2012,17.1,-2.5,-2.3,3.4,-30.2,15.5,46.7,0,No data,16,23,No data,No data,19,18,18,No data,No data,23,No data,17,No data,22,23,16,No data,12,No data,12,15,16,9
02/06/2012,14.9,-10.3,3.5,10.9,-8.9,11.8,108.8,12,No data,9,24,15,No data,16,27,16,No data,No data,20,No data,17,9,18,23,10,No data,10,No data,12,27,22,10
03/06/2012,13.4,-7,-4.6,8.4,-2.2,8.5,56.6,11,No data,3,11,11,No data,15,8,9,No data,No data,17,No data,13,4,11,17,10,No data,10,No data,5,19,8,6
04/06/2012,14.5,-0.7,-6.6,6.6,-22.5,13.1,6,0,No data,5,11,7,No data,10,6,11,No data,No data,13,No data,11,7,13,9,9,No data,7,No data,6,10,9,8
05/06/2012,10.9,0.3,8.7,8.8,2.3,8.8,182.3,14,No data,7,19,13,No data,12,9,14,No data,No data,18,No data,16,8,16,20,13,No data,9,No data,12,13,9,12
06/06/2012,5.3,-1.9,4.2,4.6,36.5,18.8,155.2,20,No data,7,16,9,No data,14,9,10,No data,No data,No data,No data,12,5,16,18,11,No data,8,No data,8,12,10,13
07/06/2012,3.6,-12.2,10.1,15.9,54.6,31.6,129.6,20,No data,5,16,11,No data,13,7,10,No data,No data,No data,No data,13,6,16,16,11,No data,7,No data,11,12,10,10
08/06/2012,6.7,5.3,-10.3,11.6,64.5,34.3,332.6,20,No data,2,13,7,5,14,7,5,No data,No data,No data,No data,10,3,10,16,No data,No data,8,No data,7,13,9,7
09/06/2012,10.3,5.1,-7,8.6,22,14,323.8,20,No data,6,11,5,8,12,8,8,No data,No data,No data,No data,9,4,10,12,No data,No data,6,No data,10,10,10,7
10/06/2012,10.4,-3.9,-2.6,4.7,10.8,7.2,57,20,No data,8,15,11,8,14,6,10,No data,No data,No data,No data,14,7,12,15,No data,No data,9,No data,17,12,10,11
11/06/2012,10.2,-7.9,-5.5,9.6,18,13.2,55.2,21,No data,15,20,13,11,18,12,15,No data,No data,No data,No data,15,11,16,8,No data,No data,10,No data,11,13,13,10
12/06/2012,14,-2.3,-9.5,9.8,8.1,10.6,13.9,18,No data,12,13,13,9,13,11,11,No data,No data,19,No data,12,8,13,6,No data,No data,7,No data,7,14,16,10
13/06/2012,16.8,-0.4,-3,3,-4.6,3.8,7.7,8,No data,15,22,12,9,14,13,17,No data,No data,21,No data,13,10,17,16,No data,No data,7,No data,9,12,16,10
14/06/2012,14.8,-16.5,16.4,23.2,2.2,23.3,134.7,13,No data,12,21,15,11,16,12,16,No data,No data,23,No data,17,11,18,19,No data,No data,8,No data,7,15,13,10
15/06/2012,11.8,-12.8,14.2,19.1,53.6,32.9,138.1,20,No data,8,16,10,8,14,9,11,No data,No data,20,No data,14,7,14,21,No data,No data,8,No data,9,11,12,9
16/06/2012,11.9,3,-2.8,4.1,50.7,25.7,313.8,20,No data,4,11,8,6,14,8,9,No data,No data,25,No data,12,6,11,14,No data,No data,9,No data,10,12,12,8
17/06/2012,15.2,6.8,-3.7,7.7,-1.1,7.7,298.3,17,No data,4,10,7,5,13,7,9,No data,No data,11,No data,11,6,9,14,No data,No data,9,No data,5,13,9,7
18/06/2012,15.7,2,3.3,3.9,0.1,3.9,211.5,-1,No data,8,15,9,7,15,9,10,No data,No data,13,No data,11,5,11,15,No data,No data,11,No data,5,11,9,9
19/06/2012,16.1,2.1,1.2,2.4,-7,4.2,239.9,0,No data,9,13,12,7,14,9,11,No data,No data,No data,No data,15,7,13,21,No data,No data,14,No data,7,12,9,11
20/06/2012,15.1,-4.2,6.5,7.8,-14.9,10.8,147.2,3,No data,13,16,19,9,16,11,12,No data,No data,No data,No data,18,10,15,No data,No data,No data,14,No data,10,16,14,10
21/06/2012,12.4,-9.6,4.4,10.5,37.9,21.7,114.7,20,No data,11,19,16,13,19,15,14,No data,No data,No data,No data,19,9,19,No data,No data,No data,15,No data,20,18,13,15
22/06/2012,14.5,9.4,-6.7,11.5,56.3,30.4,305.5,20,No data,5,14,6,8,13,9,8,No data,No data,No data,No data,10,5,10,21,No data,No data,10,No data,7,13,10,7
23/06/2012,15,13.1,0,13.1,25.8,18.4,270,26,No data,5,11,6,6,13,8,9,No data,No data,No data,No data,11,6,10,16,No data,No data,9,No data,7,12,10,7
24/06/2012,13.4,7.3,-13.2,15.1,21.9,18.6,330.9,27,No data,3,11,3,5,13,7,6,No data,No data,No data,No data,8,3,10,8,No data,No data,7,No data,7,9,9,7
25/06/2012,15.4,1.4,-2.7,3,-16.6,8.9,332.6,0,No data,10,13,11,8,16,11,11,No data,No data,No data,No data,13,7,12,14,No data,No data,12,No data,7,12,10,8
26/06/2012,17.2,2.6,8.4,8.7,-2.2,8.8,197.3,14,No data,9,20,12,13,13,8,15,No data,No data,No data,No data,15,6,20,24,No data,No data,11,No data,18,14,9,13
27/06/2012,13.8,1,7.4,7.4,-3.4,7.6,188.1,14,No data,7,17,12,8,16,8,10,No data,No data,35,No data,15,5,16,24,No data,No data,12,No data,8,12,10,9
28/06/2012,7.3,-5.4,11.7,12.9,48.4,27.4,155,20,No data,11,19,13,12,16,14,15,No data,No data,28,No data,17,10,22,24,No data,No data,15,No data,14,16,16,13
29/06/2012,4,12.2,10.4,16.1,67.6,37.4,229.7,20,No data,5,14,9,8,14,8,9,No data,No data,19,No data,13,5,12,20,No data,No data,9,No data,8,12,11,8
30/06/2012,8.7,11.4,-0.2,11.5,39,22.6,271.1,20,No data,4,12,7,6,13,6,7,No data,No data,15,No data,11,4,11,14,No data,No data,8,No data,No data,11,7,19
01/07/2012,10.9,9.6,-2.1,9.8,14.9,12.3,282.3,26,No data,3,12,7,4,11,8,8,No data,No data,12,No data,10,4,10,12,11,No data,9,No data,5,10,8,19
02/07/2012,12.6,0.6,8.9,8.9,13.7,11.3,184.2,24,No data,3,16,8,6,12,7,8,No data,No data,No data,No data,12,4,15,18,11,No data,7,No data,9,10,7,No data
03/07/2012,13.6,-1.4,13.3,13.3,31.7,20.7,173.8,20,No data,5,16,8,10,13,8,No data,No data,No data,No data,No data,12,3,15,19,14,No data,7,No data,10,10,8,No data
04/07/2012,14,-5.7,6.9,8.9,45.4,24.4,140.3,20,No data,No data,16,10,8,15,8,12,No data,No data,No data,No data,11,2,20,22,10,No data,9,No data,10,11,8,No data
05/07/2012,15.1,-7.9,-1.3,8,18.3,12.2,80.6,20,No data,10,21,12,20,14,10,17,No data,No data,No data,No data,14,6,No data,21,15,No data,11,No data,35,14,13,24
06/07/2012,17.3,-11.5,-8.6,14.4,33.9,22.2,53.2,20,No data,22,19,14,16,16,11,16,No data,No data,No data,No data,19,11,No data,30,17,No data,11,No data,24,14,11,17
07/07/2012,16.2,-10.3,-7.4,12.7,32.3,20.5,54.3,20,No data,8,18,11,7,12,4,12,No data,No data,No data,No data,13,7,24,18,13,No data,10,No data,29,11,7,16
08/07/2012,14.9,-4.3,-13.1,13.8,28.8,19.9,18.4,20,No data,14,16,14,5,13,12,16,No data,No data,No data,No data,14,10,21,14,14,No data,8,No data,9,12,10,14
09/07/2012,14.8,2.5,-9.9,10.2,16,13,346.1,28,No data,10,15,13,8,17,10,10,No data,No data,No data,No data,15,5,16,27,13,No data,12,No data,9,12,9,11
10/07/2012,14.8,4.5,-8.7,9.8,20.9,14.3,332.3,20,No data,No data,14,10,8,13,9,11,No data,No data,No data,No data,13,4,16,24,12,No data,9,No data,17,11,8,9
11/07/2012,14.1,5,-10.3,11.4,19.6,15.1,334,27,No data,No data,13,7,6,11,7,9,No data,No data,No data,No data,10,3,11,17,10,No data,7,No data,5,9,6,8
12/07/2012,11.5,1.6,-0.7,1.8,7.7,4.3,294.1,20,No data,6,15,7,8,11,6,10,No data,No data,No data,No data,9,3,12,19,10,No data,6,No data,8,8,7,9
13/07/2012,7.1,-2.5,-5.5,6,18,10.9,23.9,20,No data,10,20,8,9,13,8,16,No data,No data,No data,No data,12,4,21,24,11,No data,8,No data,10,10,7,12
14/07/2012,8.3,7.1,-8.9,11.4,0.9,11.4,321.3,17,No data,10,11,11,7,12,9,8,No data,No data,No data,No data,14,8,12,13,13,No data,9,No data,7,11,11,9
15/07/2012,11,14.6,-3.4,15,-8.1,15.5,283.1,16,No data,4,10,7,4,13,6,8,No data,No data,No data,No data,11,5,10,11,11,No data,10,No data,5,11,8,6
16/07/2012,15.7,13.6,0.2,13.7,8.9,14.4,269.1,16,No data,6,15,7,6,11,8,7,No data,No data,No data,No data,11,4,11,19,11,No data,8,No data,8,11,9,10
17/07/2012,17.9,11.3,1.6,11.4,-6,11.8,262.1,16,No data,9,15,9,6,15,11,9,No data,No data,No data,No data,12,4,13,22,12,No data,10,No data,8,12,11,8
18/07/2012,13.6,5,-6.4,8.1,32.2,18,321.8,20,No data,11,12,8,7,12,8,6,No data,No data,No data,No data,11,3,10,22,11,No data,8,No data,10,10,7,7
19/07/2012,13.1,3.3,-10.4,10.9,-1.5,10.9,342.1,18,No data,No data,13,7,9,12,8,8,No data,No data,No data,No data,11,4,12,15,11,No data,10,No data,10,10,8,8
20/07/2012,15.6,3.2,-4.1,5.3,-25.1,13.6,321.8,0,No data,11,14,12,8,14,6,11,No data,No data,No data,No data,14,6,17,9,12,No data,12,No data,8,12,7,9
21/07/2012,16.8,8.3,3.2,8.9,-39,21.5,248.8,0,No data,18,17,11,7,10,11,15,No data,No data,No data,No data,14,9,16,10,12,No data,12,No data,9,14,11,12
22/07/2012,12.5,22.8,14.1,26.8,-20.3,28.7,238.3,15,No data,15,14,10,5,14,12,10,No data,No data,No data,No data,16,9,14,17,16,No data,11,No data,8,13,11,10
23/07/2012,11.1,17.3,9.7,19.9,-19.1,22,240.6,15,No data,12,13,18,4,17,13,8,No data,No data,No data,No data,17,8,11,27,15,No data,13,No data,8,18,9,8
24/07/2012,12.8,5.9,3.9,7.1,-17.3,11.2,236.9,0,No data,No data,No data,23,10,19,11,9,No data,No data,11,No data,24,7,12,29,No data,No data,22,No data,8,20,9,9
25/07/2012,16.9,-0.6,-3.6,3.7,-24.7,12.9,8.7,0,No data,18,No data,27,18,24,16,19,No data,No data,14,No data,28,13,21,23,21,No data,35,No data,15,No data,12,12
26/07/2012,17.5,1.8,2.6,3.2,-12.6,7,215.8,0,No data,24,30,31,15,31,22,19,No data,No data,16,No data,No data,20,25,31,24,No data,30,No data,19,26,24,16
27/07/2012,15.5,10,-8,12.8,20.4,16.4,308.7,27,No data,No data,14,33,7,31,12,14,No data,No data,9,No data,No data,No data,15,27,24,No data,32,No data,12,36,8,14
28/07/2012,12.2,8.8,-8,11.9,22.7,16.4,312.6,27,No data,7,12,10,5,15,8,9,No data,No data,6,No data,No data,No data,11,10,10,No data,11,No data,7,12,8,8
29/07/2012,12.4,9.7,-6.8,11.8,19,15.2,305,27,No data,4,10,7,4,10,7,7,No data,No data,4,No data,No data,No data,8,14,8,No data,9,No data,5,9,7,6
30/07/2012,13.4,8.3,-1.9,8.6,6.3,9.1,282.6,16,No data,8,13,8,5,11,8,8,No data,No data,7,No data,No data,No data,10,17,10,No data,9,No data,No data,10,6,6
31/07/2012,10.6,2.1,11,11.2,2.7,11.3,190.8,14,No data,8,17,14,No data,15,9,13,No data,No data,14,No data,No data,No data,18,23,10,No data,11,No data,No data,12,No data,11
01/08/2012,7.1,0.6,19.7,19.8,40.7,28.4,181.7,20,No data,11,19,17,No data,14,11,12,No data,No data,13,No data,No data,No data,20,27,14,No data,13,No data,No data,14,No data,14
02/08/2012,10.1,3.3,7.8,8.5,28.4,16.5,202.9,20,No data,8,15,10,No data,12,8,9,No data,No data,15,No data,No data,No data,14,22,10,No data,11,No data,9,11,No data,11
03/08/2012,13.2,-1.2,9.4,9.5,37.7,21.1,172.7,20,No data,7,17,10,14,11,9,10,No data,No data,24,No data,No data,No data,17,20,10,No data,9,No data,10,11,9,11
04/08/2012,12.9,-3.6,0.1,3.6,27.3,14.1,91.4,20,No data,7,15,10,11,12,7,11,No data,No data,25,No data,No data,No data,19,16,11,No data,9,No data,14,10,8,10
05/08/2012,11.1,-1,-4.1,4.3,21.5,11.6,14.3,20,No data,6,17,10,10,11,7,11,No data,No data,26,No data,No data,No data,15,17,11,No data,10,No data,13,10,8,11
06/08/2012,11,4.5,-5.7,7.3,12,9.4,321.4,27,No data,No data,15,10,9,13,10,11,No data,No data,15,No data,No data,No data,13,18,13,No data,10,No data,9,11,8,9
07/08/2012,16.6,3.3,-0.4,3.3,-10.4,6.2,277.5,0,No data,No data,14,No data,9,11,8,8,No data,No data,7,No data,No data,No data,11,22,13,No data,8,No data,8,10,6,8
08/08/2012,20.2,2.2,-1,2.5,-26.7,13.6,294,0,No data,No data,15,No data,10,15,10,9,No data,No data,8,No data,No data,No data,11,13,No data,No data,12,No data,13,13,8,9
09/08/2012,22,1.5,0.3,1.6,-33.6,16.9,258.9,0,No data,No data,18,16,8,22,14,11,No data,No data,8,No data,No data,16,14,21,No data,No data,24,No data,16,17,14,10
10/08/2012,21.8,-2.8,4.8,5.6,-31.4,16.7,150.3,0,No data,No data,22,20,12,22,15,12,No data,No data,22,No data,No data,15,17,28,No data,No data,26,No data,22,21,16,18
11/08/2012,17.9,-8.2,12.9,15.3,-10.8,16.2,147.5,13,No data,No data,21,17,No data,22,21,18,No data,No data,23,No data,No data,21,21,21,No data,No data,21,No data,12,21,18,12
12/08/2012,13.4,-5.5,13.1,14.2,10.8,15.2,157,13,No data,No data,26,15,No data,25,19,20,No data,No data,23,No data,No data,16,22,25,No data,No data,22,No data,14,20,16,14
13/08/2012,11,-3.6,18.9,19.3,31.8,25,169.1,24,No data,No data,21,10,No data,14,8,15,No data,No data,24,No data,No data,6,19,20,No data,No data,14,No data,17,12,8,15
14/08/2012,10,-3.1,12.4,12.8,8,13.4,165.7,14,No data,No data,17,9,No data,14,9,12,No data,No data,15,No data,No data,8,16,18,No data,No data,12,No data,18,13,9,13
15/08/2012,7.6,-20.5,24.3,31.8,43.7,38.6,139.8,23,No data,No data,20,17,No data,22,10,18,No data,No data,22,No data,No data,12,23,22,No data,No data,24,No data,20,15,13,20
16/08/2012,8.9,2.1,18.9,19,2.8,19,186.3,14,No data,No data,16,9,No data,15,8,11,No data,No data,12,No data,No data,9,14,20,No data,No data,11,No data,13,13,12,10
17/08/2012,10.3,-1.1,13.6,13.7,17.1,16.1,175.2,24,No data,No data,15,10,No data,14,8,10,No data,No data,16,No data,No data,4,14,19,No data,No data,12,No data,12,13,12,10
18/08/2012,10.6,7,6,9.2,7.5,10,229.4,15,No data,No data,No data,10,No data,16,8,11,No data,No data,14,No data,No data,6,14,17,No data,No data,No data,No data,9,16,11,9
19/08/2012,13.3,-1.2,7.7,7.8,-10.5,9.4,171.2,4,No data,No data,14,10,6,19,11,13,No data,No data,14,No data,No data,8,13,16,17,No data,18,No data,17,14,11,8
20/08/2012,15,8.4,6.8,10.9,-8.6,11.7,231.1,15,No data,No data,20,8,5,14,10,9,No data,No data,11,No data,No data,5,17,21,14,No data,12,No data,9,13,11,No data
21/08/2012,13.8,7.3,6.6,9.8,9,10.8,227.8,15,No data,No data,16,11,4,17,9,10,No data,No data,13,No data,No data,11,14,23,13,No data,15,No data,12,13,11,12
22/08/2012,12,16.8,-1.7,16.9,3.4,17,275.6,16,No data,No data,14,6,4,13,8,9,No data,No data,7,No data,No data,2,11,18,12,No data,10,No data,7,13,9,8
23/08/2012,8.7,7.9,5.3,9.5,-8.1,10.4,236.5,15,No data,No data,18,8,5,14,8,10,No data,No data,10,No data,No data,No data,15,21,14,No data,12,No data,No data,10,9,15
24/08/2012,5.9,-4.2,7.1,8.3,25.9,15.4,149.1,20,No data,No data,18,11,10,15,10,14,No data,No data,23,No data,15,No data,21,22,14,No data,12,No data,No data,14,11,18
25/08/2012,9.1,-0.1,-14.3,14.3,25.1,19,0.6,28,No data,No data,No data,5,12,11,9,12,No data,No data,23,No data,11,No data,25,15,10,No data,8,No data,21,10,10,19
26/08/2012,11.3,3,4.6,5.4,-26.9,14.5,212.9,0,No data,No data,No data,6,5,13,7,10,No data,No data,11,No data,10,No data,16,11,12,No data,12,No data,9,11,10,9
27/08/2012,7.8,8.8,27.1,28.5,34.6,33.3,198,24,No data,8,No data,8,5,12,6,9,No data,No data,11,No data,13,No data,15,14,12,No data,11,No data,13,11,12,10
28/08/2012,4.5,21.6,14.7,26.1,-5.2,26.3,235.9,15,No data,7,No data,7,5,14,8,9,No data,No data,10,No data,13,No data,12,18,12,No data,10,No data,9,13,9,9
29/08/2012,11.5,2.6,8.7,9.1,45.4,24.4,196.6,20,No data,6,No data,8,7,12,8,9,No data,No data,16,No data,14,No data,14,19,12,No data,9,No data,9,10,11,9
