Date,PM-1000,W,S,F,Z,G,Dir,LWT,Birmingham A4540 Roadside,Birmingham Tyburn Roadside,Bury Roadside,Camden Kerbside,Carlisle Roadside,Chatham Roadside,Chepstow A48,Chesterfield Roadside,Christchurch Barrack Road,Glasgow High Street,Glasgow Kerbside,Greenock A8 Roadside,Haringey Roadside,Leamington Spa Rugby Road,Leeds Headingley Kerbside,London Marylebone Road,Sandy Roadside,Sheffield Barnsley Road,Stanford-le-Hope Roadside,Stockton-on-Tees A1305 Roadside,Stockton-on-Tees Eaglescliffe,Storrington Roadside,Swansea Roadside,York Fishergate
26/02/2011,13.8,11.4,-11.7,16.4,1.5,16.4,315.9,17,No data,7,9,10,5,6,13,6,No data,No data,17,No data,8,No data,9,10,No data,No data,8,No data,8,7,No data,No data
27/02/2011,21.7,6.6,-14.3,15.8,-9.7,16.5,335.1,17,No data,7,8,12,6,12,13,7,No data,No data,17,No data,10,No data,9,9,No data,No data,10,No data,6,No data,No data,No data
28/02/2011,28.3,1.9,0.1,2,-29.4,14.8,266.2,0,No data,17,15,28,17,30,17,15,No data,No data,33,No data,26,No data,22,20,No data,No data,34,No data,17,22,No data,No data
01/12/2011,2.3,16.5,-4.7,17.2,6.5,17.5,285.7,16,No data,No data,15,9,11,12,10,11,No data,No data,14,No data,11,No data,13,14,12,No data,No data,No data,3,11,16,11
02/12/2011,2.8,30.2,10.1,31.8,-2.1,31.9,251.5,16,No data,No data,17,14,12,15,13,11,No data,No data,17,No data,14,No data,14,30,12,No data,No data,No data,No data,13,13,12
03/12/2011,-4.5,31.6,-13,34.2,6.9,34.4,292.3,16,No data,No data,8,7,5,11,11,8,No data,No data,11,No data,10,No data,9,17,8,No data,No data,No data,2,9,10,7
04/12/2011,-3.3,19.8,-10.4,22.3,16.4,23.8,297.6,17,No data,No data,8,5,3,10,7,7,No data,No data,9,No data,9,No data,7,14,7,No data,No data,No data,No data,8,4,5
05/12/2011,2,22.6,-9.7,24.6,7.9,24.9,293.3,17,No data,No data,9,6,No data,10,11,7,No data,No data,13,No data,8,No data,8,21,8,No data,No data,No data,No data,8,6,5
06/12/2011,2.4,24.7,-5.7,25.4,11.5,26,283.1,16,No data,No data,13,8,No data,11,10,7,No data,No data,17,No data,10,No data,11,26,8,No data,No data,No data,No data,7,7,9
07/12/2011,4.3,25,-17.5,30.6,16.7,31.7,305,17,No data,No data,9,5,No data,10,No data,8,No data,No data,12,No data,8,No data,8,12,8,No data,No data,No data,2,9,8,5
08/12/2011,2.7,41.3,1.2,41.3,86,59.6,268.3,20,No data,No data,10,6,No data,9,7,7,No data,No data,11,No data,9,No data,10,16,7,No data,No data,No data,4,8,9,7
09/12/2011,4.8,20.1,-17.9,26.9,-5.4,27.1,311.6,17,No data,No data,11,8,No data,11,10,9,No data,No data,17,No data,9,No data,11,21,8,No data,No data,No data,3,10,12,8
10/12/2011,5.8,18.7,-0.7,18.7,-17.3,20.6,272.1,16,No data,No data,16,13,No data,15,12,11,No data,No data,22,No data,16,No data,15,28,9,No data,No data,No data,4,13,14,14
11/12/2011,0.7,20.6,8.8,22.5,24.9,25.7,246.8,25,No data,No data,12,8,No data,10,7,9,No data,No data,15,No data,13,No data,10,17,9,No data,No data,No data,7,8,7,12
12/12/2011,-7.1,22.5,15.8,27.5,2.9,27.6,234.9,15,No data,No data,13,7,No data,10,16,7,No data,No data,14,No data,10,No data,10,18,8,No data,No data,No data,4,9,10,8
13/12/2011,18.2,40,12.8,42,64.6,53,252.3,26,No data,No data,11,5,No data,7,7,7,No data,No data,9,No data,6,No data,7,15,5,No data,No data,No data,4,8,7,5
14/12/2011,12.7,30.2,-1.9,30.3,36.2,35.3,273.6,26,No data,No data,14,7,No data,9,6,8,No data,No data,12,No data,9,No data,9,22,7,No data,No data,No data,5,6,7,8
15/12/2011,-4.1,16.2,-3.6,16.6,12.7,17.8,282.4,16,No data,No data,18,7,No data,10,10,12,No data,No data,24,No data,9,No data,16,24,9,No data,No data,No data,13,8,11,18
16/12/2011,-5.9,5.5,-16.4,17.3,25.6,21.5,341.4,28,No data,No data,20,8,No data,10,8,13,No data,No data,29,No data,8,No data,16,12,11,No data,No data,No data,9,9,7,14
17/12/2011,10.3,11.6,-19.8,23,-2.5,23,329.7,17,No data,No data,20,11,No data,15,10,10,No data,No data,18,No data,13,No data,11,20,12,No data,No data,No data,4,16,7,7
18/12/2011,13.5,11.6,-12,16.7,-19.6,19.4,316.2,7,No data,No data,21,9,No data,12,9,11,No data,No data,15,No data,13,No data,9,15,13,No data,No data,No data,4,17,8,10
19/12/2011,10.3,16.3,1.2,16.3,18,18.7,265.7,26,No data,No data,20,16,No data,17,9,12,No data,No data,26,No data,18,No data,16,32,14,No data,No data,No data,8,12,10,18
20/12/2011,10.5,16.2,-6.6,17.5,-18.4,19.8,292,6,No data,No data,12,10,No data,12,10,10,No data,No data,20,No data,9,No data,11,20,10,No data,No data,No data,4,12,10,10
21/12/2011,12.3,20.4,0.9,20.4,-10.8,21.1,267.6,16,No data,No data,14,10,No data,13,11,10,No data,No data,24,No data,11,No data,18,22,12,No data,No data,No data,10,13,9,16
22/12/2011,10.5,26,9.6,27.7,-32.9,32.2,249.8,6,No data,No data,16,10,No data,13,11,11,No data,No data,13,No data,14,No data,11,27,11,No data,No data,No data,6,12,10,9
23/12/2011,11.6,21.6,-11.5,24.5,-1.4,24.5,298,17,No data,No data,9,7,No data,9,6,No data,No data,No data,15,No data,7,No data,8,15,7,No data,No data,No data,4,8,7,5
24/12/2011,11.8,37.4,11,39,-22.8,40.6,253.7,16,No data,No data,10,7,No data,10,7,No data,No data,No data,11,No data,9,No data,8,14,7,No data,No data,No data,3,9,9,10
25/12/2011,8.6,48.3,10.1,49.3,-4.6,49.4,258.2,16,No data,No data,8,5,No data,8,4,No data,No data,No data,8,No data,7,No data,7,8,5,No data,No data,No data,3,9,7,6
26/12/2011,14.4,37.6,12.8,39.8,-9.9,40.1,251.2,16,No data,No data,12,5,No data,9,4,No data,No data,No data,12,No data,8,No data,11,12,6,No data,No data,No data,9,8,8,9
27/12/2011,21.1,9.8,15.2,18,-31.2,23.9,212.7,5,No data,No data,10,8,No data,12,7,No data,No data,No data,18,No data,10,No data,9,17,9,No data,No data,No data,5,12,8,9
28/12/2011,14.1,43.1,-10.6,44.4,55,52.3,283.8,26,No data,No data,10,8,No data,13,8,No data,No data,No data,11,No data,10,No data,9,15,9,No data,No data,No data,5,12,9,6
29/12/2011,14,31.7,-16.3,35.6,15.8,36.5,297.2,17,No data,No data,10,6,No data,11,8,No data,No data,No data,12,No data,8,No data,7,13,7,No data,No data,No data,2,10,9,8
30/12/2011,10.7,18.5,10.8,21.4,-4.4,21.5,239.8,15,No data,No data,13,8,No data,12,10,10,No data,No data,26,No data,12,No data,11,18,10,No data,No data,No data,6,11,8,11
31/12/2011,1.1,27.9,9.9,29.6,10.6,30.1,250.5,16,No data,No data,9,3,No data,8,5,7,No data,No data,13,No data,7,No data,8,13,6,No data,No data,No data,No data,7,5,5
01/01/2012,-5.6,25.9,10.9,28.2,15.4,29.2,247.2,15,No data,No data,10,5,No data,6,5,8,No data,No data,9,No data,8,No data,9,14,6,No data,No data,No data,5,6,9,8
02/01/2012,-3,34,8.8,35.2,9.3,35.5,255.5,16,No data,No data,10,5,No data,9,5,8,No data,No data,7,No data,6,No data,7,12,6,No data,No data,No data,4,8,8,6
03/01/2012,-3.7,34.8,-21.4,40.9,78.1,56.5,301.5,27,No data,No data,9,4,No data,9,7,8,No data,No data,9,No data,7,No data,8,No data,6,No data,No data,No data,3,9,9,5
04/01/2012,4.5,40,0,40,1.2,40,270.1,16,No data,No data,10,5,No data,11,7,8,No data,No data,11,No data,8,No data,7,17,8,No data,No data,No data,No data,10,11,3
05/01/2012,4.5,17.8,-33.5,37.9,-2.1,37.9,332,17,No data,No data,10,5,No data,9,9,9,No data,No data,12,No data,7,No data,8,8,8,No data,No data,No data,2,10,13,No data
06/01/2012,15.8,25.1,4.8,25.6,-14.8,26.7,259.1,16,No data,No data,15,8,6,15,No data,11,No data,No data,15,No data,10,No data,10,19,10,No data,No data,No data,3,13,11,8
07/01/2012,14.6,26.2,-16.2,30.9,-18,32.1,301.7,17,No data,No data,10,6,6,12,9,12,No data,No data,12,No data,8,No data,9,11,9,No data,No data,No data,4,11,11,7
08/01/2012,18,19.6,2.8,19.9,-29.1,24.6,261.8,6,No data,4,11,7,6,14,12,12,No data,No data,12,No data,11,No data,9,16,9,No data,No data,No data,3,12,13,7
09/01/2012,20,17,-4.7,17.7,-33.2,24.3,285.5,6,No data,11,14,10,8,14,14,12,No data,No data,12,No data,12,No data,12,24,11,No data,No data,No data,4,10,8,8
10/01/2012,21.5,22.4,2.9,22.6,-21.9,25.1,262.7,16,No data,6,17,8,7,14,10,11,No data,No data,13,No data,10,No data,12,24,13,No data,No data,No data,4,12,5,10
11/01/2012,20.4,23.5,4.7,24,-34.2,29.5,258.8,6,No data,3,13,8,7,15,13,8,No data,No data,12,No data,11,No data,9,24,9,No data,No data,No data,2,11,9,5
12/01/2012,20.9,14.1,-15,20.6,-34.9,27,316.7,7,No data,4,11,9,8,14,9,8,No data,No data,13,No data,10,No data,9,16,9,No data,No data,No data,3,16,10,7
13/01/2012,24.6,4.4,1.8,4.8,-52.5,26.7,248.2,0,No data,21,29,18,19,19,20,15,No data,No data,36,No data,20,No data,26,18,22,No data,No data,No data,11,23,20,22
14/01/2012,18.7,0,14.8,14.8,-41.8,25.6,180,0,No data,35,33,23,21,24,20,38,No data,No data,32,No data,35,No data,41,29,36,No data,No data,No data,28,31,18,44
15/01/2012,17.4,-3,15,15.3,-26.6,20.3,168.5,4,No data,20,23,20,19,22,18,46,No data,No data,30,No data,26,No data,No data,22,28,No data,No data,No data,45,23,14,29
16/01/2012,16.3,3.9,14.1,14.6,-34,22.4,195.5,0,No data,34,39,30,26,32,25,44,No data,No data,40,No data,32,No data,No data,35,28,No data,No data,No data,33,31,24,27
17/01/2012,16.4,10.6,17.6,20.5,-21.2,23.1,211.1,5,No data,44,51,33,27,33,37,42,No data,No data,No data,No data,44,No data,74,47,46,No data,No data,No data,28,37,31,43
18/01/2012,12.1,25.8,-3.4,26,-24,28.6,277.5,16,No data,17,25,19,10,28,14,18,No data,No data,No data,No data,24,No data,26,38,21,No data,No data,No data,11,23,9,23
19/01/2012,10.7,28.6,-6.2,29.3,-3.1,29.4,282.2,16,No data,5,13,3,7,10,8,9,No data,No data,No data,No data,6,No data,8,15,8,No data,No data,No data,3,9,8,7
20/01/2012,13.8,23.5,-6.3,24.3,-7.5,24.6,284.9,16,No data,6,11,6,6,10,11,8,No data,No data,No data,No data,10,No data,10,19,9,No data,No data,No data,3,12,12,8
21/01/2012,6.4,34.3,-22.4,41,12.1,41.4,303.2,17,No data,4,12,5,8,8,11,9,No data,No data,No data,No data,8,No data,10,12,7,No data,No data,No data,4,9,12,6
22/01/2012,11.2,19.4,-20.4,28.2,8.9,28.5,316.4,17,No data,6,14,6,7,10,12,11,No data,No data,No data,No data,9,No data,11,11,8,No data,No data,No data,5,12,12,9
23/01/2012,15.7,13,-11.8,17.6,-4.6,17.7,312.3,17,No data,11,13,8,7,14,12,10,No data,No data,No data,No data,10,No data,10,17,11,No data,No data,No data,4,16,12,9
24/01/2012,15.6,12.6,5.7,13.8,5.8,14.1,245.6,15,No data,13,24,19,11,15,14,20,No data,No data,No data,No data,19,No data,22,35,15,No data,No data,No data,5,14,10,16
25/01/2012,6.1,17.4,27.1,32.2,35.7,36.8,212.7,25,No data,5,14,11,4,14,7,10,No data,No data,No data,No data,14,No data,17,26,12,No data,No data,No data,9,9,7,14
26/01/2012,9.8,15.3,4.7,16,63.4,35.5,252.9,20,No data,No data,12,7,6,9,8,6,No data,No data,No data,No data,9,No data,9,22,7,No data,No data,No data,3,7,8,9
27/01/2012,21.4,10.9,-9.6,14.5,26.8,19.8,311.3,27,No data,7,15,8,9,13,No data,11,No data,No data,24,No data,11,No data,12,24,9,No data,No data,No data,6,10,11,15
28/01/2012,27.8,4.4,3.7,5.8,-9.5,7.5,229.6,5,No data,20,29,18,23,20,10,17,No data,No data,41,No data,20,No data,18,16,19,No data,No data,No data,10,20,13,20
29/01/2012,27.1,-0.1,15.6,15.6,-17.6,17.9,179.4,4,No data,40,31,21,17,26,26,29,No data,No data,26,No data,26,No data,29,25,24,No data,No data,No data,18,31,14,30
30/01/2012,25,-4.8,17.8,18.5,5.8,18.7,164.9,14,No data,32,32,28,28,32,28,30,No data,No data,33,No data,31,No data,32,28,27,No data,No data,No data,20,36,18,27
31/01/2012,25.7,-9.6,13.3,16.4,-18.7,18.9,144,3,No data,No data,47,46,38,52,38,48,No data,No data,44,No data,54,No data,44,51,54,No data,No data,No data,No data,51,34,41
01/02/2012,30.4,-4.3,10.1,11,-36.1,21.1,156.9,0,No data,No data,23,21,19,21,23,22,No data,No data,35,No data,24,No data,20,25,23,No data,No data,No data,8,31,21,16
02/02/2012,29.6,1.4,6.3,6.5,-40.1,21.1,192.9,0,No data,15,23,10,23,11,14,19,No data,No data,33,No data,14,No data,20,12,21,No data,No data,No data,15,14,16,19
03/02/2012,32,8.3,8.7,12,-23.5,16.8,224,5,No data,32,41,23,26,17,18,30,No data,No data,37,No data,23,No data,35,20,No data,No data,No data,No data,21,29,20,35
04/02/2012,26.8,20.5,16.7,26.5,9.8,26.9,231,15,No data,29,32,32,23,30,26,31,No data,No data,25,No data,35,No data,34,38,41,No data,No data,No data,27,32,21,37
05/02/2012,25.9,13.2,-4.2,13.9,3.4,14,287.7,16,No data,19,35,20,No data,29,10,26,No data,No data,19,No data,23,No data,20,23,No data,No data,No data,No data,22,26,13,32
06/02/2012,31.1,3.9,-1,4,-13.3,7.8,283.8,0,No data,22,32,39,No data,34,14,37,No data,No data,37,No data,42,No data,24,43,No data,No data,No data,No data,18,39,No data,38
07/02/2012,31.8,5.4,16.6,17.4,-35.7,25,198.2,0,No data,28,30,31,No data,30,23,30,No data,No data,36,No data,34,No data,27,41,31,No data,No data,No data,20,39,No data,29
08/02/2012,31.2,8.8,18.2,20.3,-23.5,23.4,205.9,5,No data,16,27,15,No data,17,17,21,No data,No data,38,No data,18,No data,25,17,18,No data,No data,No data,18,No data,23,27
09/02/2012,32.1,6.2,3.9,7.3,-15.5,10.7,237.7,0,No data,31,41,28,No data,28,31,38,No data,No data,46,No data,29,No data,45,33,25,No data,No data,No data,30,No data,34,37
10/02/2012,32.2,7.8,14.3,16.3,-3.9,16.4,208.7,15,No data,30,40,33,No data,34,33,37,No data,No data,33,No data,38,No data,43,40,No data,No data,No data,No data,26,No data,20,39
11/02/2012,31.5,3.1,1.8,3.6,-9,5.8,240.5,0,No data,33,46,45,52,49,37,47,No data,No data,43,No data,53,No data,52,51,No data,No data,No data,No data,45,No data,29,53
12/02/2012,30.7,5.8,-5.4,8,-30.4,17.2,312.9,0,No data,39,69,46,42,45,28,17,No data,No data,23,No data,46,No data,24,53,No data,No data,No data,No data,17,No data,26,27
13/02/2012,28.1,7.4,-22.8,24,-2.8,24.1,341.9,18,No data,15,19,19,12,24,11,14,No data,No data,19,No data,20,No data,14,23,No data,No data,No data,No data,No data,No data,9,10
14/02/2012,24.5,11.9,-24.1,26.9,-19.8,28.6,333.6,17,No data,10,15,14,12,15,10,10,No data,No data,19,No data,13,No data,12,12,No data,No data,11,No data,5,No data,9,10
15/02/2012,23,12.1,-21.2,24.4,-37.1,30.7,330.3,7,No data,6,13,12,10,11,6,10,No data,No data,14,No data,10,No data,9,11,No data,No data,9,No data,4,No data,4,7
16/02/2012,19.9,20.1,-9.1,22.1,-18.2,23.9,294.3,17,No data,7,13,10,10,16,13,11,No data,No data,16,No data,12,No data,11,20,12,No data,18,No data,6,14,7,8
17/02/2012,13.5,24.4,2.8,24.6,-18.2,26.2,263.5,16,No data,5,14,13,8,20,17,10,No data,No data,14,No data,16,No data,11,35,12,No data,19,No data,5,15,8,8
18/02/2012,8.9,22.1,-16.8,27.8,31.8,32,307.2,27,No data,2,11,5,5,9,8,6,No data,No data,12,No data,6,No data,9,16,7,No data,9,No data,3,8,5,5
19/02/2012,18.7,13,-7.1,14.8,-45.3,27.1,298.8,0,No data,5,10,9,6,12,9,7,No data,No data,11,No data,14,No data,9,9,9,No data,12,No data,4,14,8,6
20/02/2012,15.9,31.4,2.3,31.5,-17.4,32.7,265.8,16,No data,5,16,16,7,15,11,9,No data,No data,12,No data,25,No data,12,28,11,No data,20,No data,5,15,6,11
21/02/2012,15.7,23.9,12.7,27.1,-11.2,27.7,242,15,No data,5,13,8,6,12,11,8,No data,No data,12,No data,11,No data,11,25,10,No data,11,No data,2,9,6,8
22/02/2012,9.2,29.4,4.7,29.8,9.8,30.2,260.9,16,No data,4,11,10,6,15,9,7,No data,No data,10,No data,12,No data,8,25,No data,No data,15,No data,2,14,4,10
23/02/2012,11.9,29.8,4,30.1,-11.4,30.7,262.3,16,No data,4,12,10,6,14,13,10,No data,No data,12,No data,14,No data,9,29,No data,No data,16,No data,3,12,5,5
24/02/2012,17.3,21.1,-11.9,24.2,-35.4,30,299.5,7,No data,5,12,10,No data,13,14,8,No data,No data,14,No data,13,No data,9,27,No data,No data,15,No data,4,12,6,6
25/02/2012,19.9,14.8,-4.4,15.5,-25.1,19.9,286.5,6,No data,8,11,14,No data,17,11,10,No data,No data,14,No data,22,No data,11,14,No data,No data,18,No data,4,18,8,7
26/02/2012,18.5,16,9.4,18.6,-32,24.5,239.6,5,No data,11,18,18,No data,21,12,14,No data,No data,13,No data,20,No data,15,27,No data,No data,22,No data,5,22,12,13
27/02/2012,11.9,23.7,3.3,23.9,-26.2,27.3,262.1,6,No data,6,15,12,No data,19,14,11,No data,No data,11,No data,16,No data,13,31,No data,No data,20,No data,4,15,4,11
28/02/2012,13.4,15.9,2.7,16.1,-38.7,25.2,260.4,0,No data,10,14,21,No data,26,21,17,No data,No data,19,No data,23,No data,10,38,No data,No data,30,No data,5,20,8,6
01/12/2012,16.2,5.8,-16.7,17.6,0.1,17.6,341,18,No data,18,No data,18,17,18,11,14,No data,No data,20,No data,28,21,13,27,24,No data,No data,No data,5,26,10,13
02/12/2012,14.5,7.2,4.3,8.4,9,9.5,239.4,25,No data,13,No data,13,18,15,11,25,No data,No data,20,No data,24,17,24,23,27,No data,No data,No data,11,18,13,20
03/12/2012,9.7,12.1,-4.3,12.8,45.6,26.1,289.4,20,No data,9,No data,7,11,6,11,15,No data,No data,15,No data,12,8,14,18,13,No data,No data,No data,10,10,7,15
04/12/2012,10.4,4.2,-9.7,10.6,44.7,24.7,336.7,20,No data,10,No data,9,11,8,14,13,No data,No data,29,No data,12,8,10,16,12,No data,No data,No data,4,19,8,9
05/12/2012,11.2,0.5,-16,16,-8.6,16.6,358.2,18,No data,10,No data,15,14,9,8,10,No data,No data,22,No data,18,10,11,12,14,No data,No data,No data,4,19,6,8
06/12/2012,8.7,23,9.2,24.8,38.2,31.3,248.3,26,No data,12,No data,13,9,11,10,14,No data,No data,11,No data,18,11,12,24,17,No data,17,No data,6,14,8,12
07/12/2012,13.8,-3.8,-25.8,26.1,24.6,28.8,8.5,18,No data,6,No data,7,10,4,6,8,No data,No data,18,No data,9,4,17,7,9,No data,9,No data,5,9,4,8
08/12/2012,18.7,18.8,-7.5,20.2,-14.5,21.5,291.7,16,No data,12,No data,15,12,15,11,14,No data,No data,15,No data,22,14,10,21,17,No data,26,No data,4,No data,11,9
09/12/2012,18.1,8.9,-23.6,25.2,4.6,25.3,339.3,18,No data,5,No data,6,7,6,7,10,No data,No data,10,No data,11,7,8,10,10,No data,12,No data,3,No data,5,5
10/12/2012,22.4,-5.9,-5.8,8.3,-34.6,19.2,45.3,0,No data,11,No data,13,14,6,8,12,No data,No data,23,No data,12,11,11,8,12,No data,11,No data,5,No data,9,9
11/12/2012,23,-2,5.5,5.8,-34.9,18.4,160,0,No data,30,No data,19,24,21,24,25,No data,No data,51,No data,26,20,19,23,19,No data,21,No data,9,36,17,17
12/12/2012,13.1,-0.3,9.4,9.4,-5,9.8,177.9,14,No data,30,No data,28,31,26,25,47,No data,No data,47,No data,48,22,30,39,29,No data,No data,No data,17,39,16,32
13/12/2012,1.9,-5.1,13.2,14.2,-3.9,14.3,158.9,14,No data,35,No data,28,24,33,32,61,No data,No data,37,No data,40,31,43,37,36,No data,36,No data,30,43,22,44
14/12/2012,-8.9,-10.4,18.3,21.1,73.9,42.5,150.3,20,No data,17,No data,16,20,12,15,27,No data,No data,31,No data,21,17,25,No data,20,No data,18,No data,19,14,9,25
15/12/2012,-9,15.3,6.3,16.5,58.5,33.6,247.7,20,No data,6,No data,9,8,4,7,10,No data,No data,14,No data,13,9,11,No data,11,No data,9,No data,8,9,6,11
16/12/2012,-1.9,8.3,15.2,17.3,38.1,25.8,208.6,20,No data,8,No data,8,9,4,9,19,No data,No data,19,No data,13,7,17,No data,11,No data,10,No data,15,8,6,17
17/12/2012,6.8,5.3,-0.4,5.3,48.1,24.6,274.7,20,No data,7,No data,9,15,6,10,14,No data,No data,27,No data,12,6,17,No data,12,No data,7,No data,15,10,9,18
18/12/2012,13.2,-1.6,7.3,7.5,-20.7,12.8,167.7,0,No data,27,No data,18,23,15,13,19,No data,No data,25,No data,21,24,17,18,21,No data,14,No data,13,20,15,18
19/12/2012,10.9,-3.4,28.1,28.3,-10.3,28.8,173.1,14,No data,21,No data,18,11,12,16,27,No data,No data,17,No data,27,17,23,19,17,No data,19,No data,10,16,8,15
20/12/2012,8.9,-11.6,13.3,17.7,37.1,25.6,138.7,20,No data,6,No data,9,6,2,12,14,No data,No data,22,No data,13,5,13,14,6,No data,No data,No data,8,8,5,10
21/12/2012,10.8,-1.2,11.2,11.3,10.2,12.4,173.9,14,No data,12,No data,10,14,10,14,14,No data,No data,26,No data,16,12,16,22,10,No data,No data,No data,10,12,9,12
22/12/2012,5.4,-1.3,26.5,26.6,55.3,38.3,177.2,20,No data,6,No data,8,7,5,7,17,No data,No data,No data,No data,13,4,19,13,7,No data,No data,No data,10,8,3,14
23/12/2012,0.6,20.9,-0.7,20.9,42.6,29.8,272,20,No data,6,No data,9,6,6,9,9,No data,No data,No data,No data,11,6,8,12,7,No data,No data,No data,7,11,9,7
24/12/2012,-3.7,8.1,9.8,12.7,36.6,22.2,219.4,20,No data,10,No data,7,9,4,8,14,No data,No data,No data,No data,12,7,16,9,6,No data,No data,No data,12,9,7,15
25/12/2012,-3.5,14.7,-5.3,15.6,46.8,28.1,289.9,20,No data,4,No data,4,6,2,6,11,No data,No data,No data,No data,9,5,11,6,4,No data,No data,No data,No data,8,3,11
26/12/2012,1.7,11.5,7.1,13.5,32,21,238.2,20,No data,5,No data,6,8,4,7,9,No data,No data,No data,No data,10,6,9,8,6,No data,No data,No data,No data,9,7,8
27/12/2012,5.2,5.8,-6.7,8.8,-1,8.8,319.2,17,No data,9,No data,7,8,5,8,13,No data,No data,No data,No data,11,9,12,7,6,No data,No data,No data,No data,11,8,12
28/12/2012,1.2,27,27.5,38.6,16.2,39.4,224.5,15,No data,5,No data,7,6,3,6,10,No data,No data,No data,No data,12,7,10,10,6,No data,No data,No data,No data,9,5,10
29/12/2012,-8,25.7,11.6,28.2,22.4,30.3,245.8,15,No data,4,No data,7,5,4,6,8,No data,No data,No data,No data,11,4,7,9,5,No data,No data,No data,No data,11,3,7
30/12/2012,-2.2,39.5,6.3,40,9.5,40.3,260.9,16,No data,5,No data,6,6,5,7,9,No data,No data,No data,No data,9,8,7,8,5,No data,No data,No data,No data,11,7,5
31/12/2012,-5.1,27.5,-3.3,27.7,38.6,33.8,276.8,26,No data,5,No data,7,6,3,6,8,No data,No data,No data,No data,11,6,7,9,5,No data,No data,No data,No data,9,5,6
01/01/2013,4.7,19.9,-15.9,25.5,0.3,25.5,308.5,17,No data,6,No data,7,5,5,7,10,No data,No data,6,No data,11,6,7,9,5,No data,5,No data,No data,11,6,7
02/01/2013,13.2,24.2,2.9,24.4,-17.7,26,263.1,16,No data,10,No data,10,7,7,10,13,No data,No data,7,No data,15,9,10,19,9,No data,8,No data,No data,13,4,9
03/01/2013,19.1,19.4,2,19.6,-50.1,31.8,264,0,No data,12,No data,9,7,10,10,11,No data,No data,11,No data,15,10,13,17,10,No data,7,No data,No data,12,4,10
04/01/2013,22.7,16,5.3,16.9,-49.4,29.9,251.6,0,No data,8,No data,9,11,12,11,11,No data,No data,13,No data,14,10,11,16,9,No data,13,No data,7,13,6,8
05/01/2013,23.3,14.5,14.4,20.4,-16.2,22,225.1,15,No data,9,No data,9,9,11,13,14,No data,No data,13,No data,18,12,18,18,14,No data,12,No data,8,12,10,17
06/01/2013,20.4,10.2,17.7,20.4,-26.2,24.2,209.8,5,No data,14,No data,13,14,14,14,20,No data,No data,14,No data,21,15,18,23,15,No data,15,No data,15,14,8,21
07/01/2013,15.8,9.5,13.6,16.6,-9.9,17.3,214.8,15,No data,11,No data,9,14,9,10,No data,No data,No data,18,No data,17,9,17,18,11,No data,7,No data,19,12,7,21
08/01/2013,18.5,17.7,3.9,18.1,0.5,18.1,257.6,16,No data,16,No data,12,10,10,15,No data,No data,No data,12,No data,17,14,17,22,11,No data,11,No data,No data,13,9,16
09/01/2013,14.5,8.2,-2.2,8.5,-32,18.1,284.9,0,No data,20,No data,14,16,12,13,No data,No data,No data,12,No data,20,18,24,13,16,No data,13,No data,No data,23,11,12
10/01/2013,15.3,1.8,3.7,4.1,13.6,7.9,205.3,20,No data,31,No data,21,19,26,24,No data,No data,No data,28,No data,25,25,16,26,19,No data,24,No data,12,28,17,15
11/01/2013,15.1,1.7,13.3,13.4,3.9,13.5,187.1,14,No data,25,No data,25,16,23,12,No data,No data,No data,28,No data,34,25,23,31,24,No data,25,No data,17,26,13,19
12/01/2013,16.9,-11,10.5,15.2,20.2,18.3,133.7,23,No data,20,No data,16,18,15,12,No data,No data,No data,28,No data,23,20,19,21,18,No data,15,No data,11,20,8,14
13/01/2013,19,9.5,2.6,9.8,1.3,9.8,254.8,16,No data,27,No data,17,17,14,22,No data,No data,No data,15,No data,25,26,22,19,22,No data,16,No data,16,25,19,22
14/01/2013,16.7,6.3,-11.6,13.2,30.4,20.1,331.4,20,No data,16,No data,12,13,14,16,No data,No data,No data,No data,No data,22,17,20,22,19,No data,12,No data,19,18,12,23
15/01/2013,10.2,1.9,2.7,3.3,-9.6,5.8,215.2,0,No data,24,No data,19,18,14,13,No data,No data,No data,22,No data,20,12,21,12,18,No data,14,No data,14,24,9,18
16/01/2013,9.1,2.6,12.2,12.5,-8.3,13.1,192,14,No data,26,No data,30,18,27,28,No data,No data,No data,24,No data,33,14,41,27,19,No data,21,No data,30,39,16,34
17/01/2013,9,0.1,25.3,25.3,-20.2,27.3,180.2,14,No data,26,No data,37,22,31,25,No data,No data,No data,29,No data,39,16,No data,33,26,No data,27,No data,28,43,15,31
18/01/2013,4,-7.4,24.9,26,30.4,30.1,163.6,24,No data,31,No data,36,24,33,20,No data,No data,No data,23,No data,38,16,34,32,30,No data,29,No data,20,25,9,28
19/01/2013,3.5,-14.1,6.4,15.5,8.3,16,114.5,13,No data,34,No data,26,16,25,27,No data,No data,No data,23,No data,30,15,21,24,23,No data,23,No data,7,30,21,15
20/01/2013,-0.2,-13.8,9.4,16.8,2,16.8,124.3,13,No data,18,No data,21,8,19,16,No data,No data,No data,15,No data,26,9,13,17,16,No data,18,No data,4,29,13,9
21/01/2013,3,-13.3,6,14.7,30.5,21.1,114.4,20,No data,No data,No data,26,12,24,27,No data,No data,No data,16,No data,31,12,22,No data,24,No data,24,No data,9,29,19,18
