Date,PM-1000,W,S,F,Z,G,Dir,LWT,Birmingham A4540 Roadside,Birmingham Tyburn Roadside,Bury Roadside,Camden Kerbside,Carlisle Roadside,Chatham Roadside,Chepstow A48,Chesterfield Roadside,Glasgow High Street,Glasgow Kerbside,Haringey Roadside,Leamington Spa Rugby Road,Leeds Headingley Kerbside,London Marylebone Road,Sandy Roadside,Stanford-le-Hope Roadside,Stockton-on-Tees A1305 Roadside,Stockton-on-Tees Eaglescliffe,Storrington Roadside,Swansea Roadside,York Fishergate
16/10/2010,20,-1.4,-3.3,3.6,-30.4,15.6,23,0,No data,48,65,86,41,20,26,16,No data,106,36,No data,59,46,24,22,No data,26,32,37,43
17/10/2010,17.5,17,1.7,17.1,-20.6,20,264.3,6,No data,49,72,86,18,37,33,13,No data,88,42,No data,43,71,47,36,No data,9,29,46,49
18/10/2010,14.9,22.8,-11.5,25.5,11.7,26.2,296.7,17,No data,54,67,62,23,59,59,18,No data,52,52,No data,39,143,49,65,No data,4,30,32,51
19/10/2010,14.9,2.8,-19.9,20.1,9.5,20.6,352.1,18,No data,59,64,57,37,51,47,17,No data,94,26,No data,49,77,45,42,No data,18,29,22,48
20/10/2010,16.9,8.8,-10.6,13.7,-27.5,19.4,320.4,0,No data,66,67,81,31,49,34,18,No data,73,No data,No data,48,72,56,50,No data,12,43,38,44
21/10/2010,15.1,17.8,-9.3,20.1,-11.2,20.8,297.6,17,No data,64,93,73,21,58,56,21,No data,61,47,No data,42,192,53,58,No data,7,28,55,56
22/10/2010,11.9,12.4,2.3,12.7,15.6,14.9,259.5,26,No data,49,86,76,17,55,54,14,No data,76,49,No data,42,177,51,50,No data,6,24,37,62
23/10/2010,9.8,-1,-14.6,14.6,32.8,22,4.1,20,No data,46,56,46,29,31,47,12,No data,110,32,No data,50,93,35,27,No data,12,19,34,44
24/10/2010,14.6,-0.3,-11.3,11.3,-40.1,23,1.5,0,No data,41,63,81,32,30,21,12,No data,93,28,No data,45,51,33,27,No data,16,31,36,31
25/10/2010,18.2,8.2,9.6,12.6,-37,22.4,220.6,0,No data,75,124,105,36,53,42,37,No data,105,50,No data,66,106,69,66,No data,20,37,49,61
26/10/2010,13.4,18,13.3,22.4,16.9,23.9,233.5,15,No data,38,93,No data,23,37,42,17,No data,67,50,No data,58,153,42,32,No data,18,11,15,56
27/10/2010,6.3,25.4,5.1,25.9,0.2,25.9,258.6,16,No data,44,73,No data,20,31,46,15,No data,51,39,No data,30,136,38,17,No data,6,6,19,56
28/10/2010,3.9,17.1,17.3,24.3,-2.8,24.4,224.6,15,No data,38,84,No data,21,27,36,18,No data,60,36,No data,42,159,35,16,No data,9,8,19,56
29/10/2010,-6.1,18.6,19,26.6,56.6,38.8,224.4,20,No data,39,63,No data,13,22,36,10,No data,74,43,No data,41,135,30,14,No data,13,15,21,44
30/10/2010,11,16.2,15,22.1,5.2,22.3,227.3,15,No data,36,74,69,21,29,37,24,No data,63,No data,No data,46,126,30,18,No data,10,12,35,53
31/10/2010,2.3,-3.5,-7.1,7.9,-9.5,9.2,26.1,1,No data,40,56,70,43,34,23,23,No data,93,45,No data,58,No data,30,37,No data,32,25,30,42
01/11/2010,6.5,15.2,20.4,25.4,-1.4,25.4,216.7,15,No data,52,77,74,30,49,37,28,No data,84,44,No data,58,119,48,38,No data,19,30,34,50
02/11/2010,-1.7,34.8,8.5,35.8,16.5,36.8,256.2,16,No data,32,77,42,26,25,42,11,No data,61,34,No data,26,136,28,19,No data,3,8,12,48
03/11/2010,3.3,23.5,-0.6,23.6,-11.6,24.3,271.4,16,No data,44,81,43,24,30,48,26,No data,61,30,No data,54,149,39,27,No data,10,10,22,56
04/11/2010,9.8,21.3,3.3,21.6,9.8,22.1,261.2,16,No data,32,66,35,No data,21,36,9,No data,89,24,No data,31,142,26,10,No data,15,5,9,46
05/11/2010,17.5,10.6,-3.1,11,10.8,12.3,286.3,16,No data,62,81,44,No data,26,53,31,No data,74,35,No data,49,140,50,25,No data,8,7,31,55
06/11/2010,18.4,3.3,-4.9,5.9,9.9,7.7,325.9,27,No data,60,71,78,No data,55,41,24,No data,112,45,No data,60,81,51,47,No data,31,24,43,51
07/11/2010,2.6,12.2,5.7,13.5,-20.9,17.1,245.1,5,No data,48,60,79,No data,46,30,32,No data,72,62,No data,58,68,41,41,No data,24,27,25,47
08/11/2010,15.2,-14.2,15.7,21.2,101.5,55,138,20,No data,49,64,81,No data,25,38,21,No data,86,50,No data,50,No data,16,20,No data,15,28,47,19
09/11/2010,-6.5,-19.8,-12.7,23.5,13.6,24.5,57.3,11,No data,37,48,52,45,27,24,26,No data,111,36,No data,48,No data,14,30,No data,18,23,18,35
10/11/2010,-4.1,10.1,-1.2,10.2,-16.8,13.2,276.9,6,No data,70,75,84,44,51,36,27,No data,96,48,No data,72,89,56,48,No data,26,47,60,55
