Date,PM-1000,W,S,F,Z,G,Dir,LWT,Birmingham A4540 Roadside,Birmingham Tyburn Roadside,Bury Roadside,Camden Kerbside,Carlisle Roadside,Chatham Roadside,Chepstow A48,Chesterfield Roadside,Glasgow High Street,Glasgow Kerbside,Haringey Roadside,Leamington Spa Rugby Road,Leeds Headingley Kerbside,London Marylebone Road,Sandy Roadside,Stanford-le-Hope Roadside,Stockton-on-Tees A1305 Roadside,Stockton-on-Tees Eaglescliffe,Storrington Roadside,Swansea Roadside,York Fishergate
01/05/2011,14.7,-15.7,6.3,16.9,-4.1,17,111.8,12,No data,16,35,40,15,16,14,No data,No data,85,17,No data,38,48,8,20,No data,18,19,19,20
02/05/2011,14.5,-15.2,8.8,17.6,-14.5,19.1,120.1,13,No data,17,42,29,12,7,12,No data,No data,79,14,No data,37,43,6,17,No data,21,16,19,20
03/05/2011,15.9,-8.3,7.6,11.3,-20.9,15.4,132.4,3,No data,37,77,79,27,12,32,No data,No data,90,28,No data,57,86,10,38,No data,30,26,36,27
04/05/2011,17.1,-5.1,14.2,15.1,-11.8,16.2,160.2,14,No data,50,99,119,21,26,50,No data,No data,98,36,No data,62,109,21,32,No data,22,33,49,31
05/05/2011,14.7,-2.8,19.6,19.8,3.1,19.8,171.9,14,No data,48,100,163,29,25,43,No data,No data,129,48,No data,64,132,40,37,No data,23,46,50,32
06/05/2011,11,0.8,18.5,18.5,7.5,18.9,182.5,14,No data,48,97,147,25,29,47,No data,No data,85,50,No data,74,170,39,46,No data,27,43,44,35
07/05/2011,10.2,-9.6,19.3,21.6,11.6,22.3,153.4,13,No data,24,56,106,13,19,37,28,No data,108,41,No data,No data,121,21,46,No data,41,28,43,31
08/05/2011,11.2,-1.6,25.4,25.5,31.5,29.9,176.4,24,No data,13,41,44,15,15,13,8,No data,76,22,No data,No data,102,27,17,No data,15,12,14,18
09/05/2011,15.6,2.6,25.2,25.3,9.5,25.8,186,14,No data,35,70,70,12,29,32,No data,No data,57,29,No data,No data,132,37,16,No data,19,19,29,No data
10/05/2011,19,12.6,16.6,20.8,7.7,21.2,217.4,15,No data,33,67,71,14,34,36,No data,No data,53,29,No data,87,163,44,36,No data,11,18,14,No data
11/05/2011,18.4,13.9,8.3,16.2,6.1,16.5,239.2,15,No data,46,71,51,18,38,43,No data,No data,58,27,No data,54,138,48,52,No data,8,16,15,32
12/05/2011,16.6,17.3,-5.5,18.1,6.4,18.4,287.6,16,No data,46,71,34,20,38,55,No data,No data,43,17,No data,35,121,44,56,No data,6,21,13,22
13/05/2011,17,14.5,0.4,14.5,10.6,15.4,268.3,16,No data,47,89,58,21,37,47,No data,No data,52,23,No data,46,160,45,37,No data,7,18,29,35
14/05/2011,18.2,15.5,-14.3,21.1,-0.5,21.1,312.6,17,No data,34,51,31,17,26,34,No data,No data,41,7,No data,24,54,27,20,No data,5,19,12,20
15/05/2011,19.5,17.6,-3.8,18,-14.1,19.4,282.3,16,No data,23,48,26,9,17,32,No data,No data,31,8,No data,19,66,26,23,No data,3,17,10,16
16/05/2011,17.7,20.1,-5.5,20.9,5.3,21.1,285.3,16,No data,39,58,31,13,25,42,No data,No data,37,14,No data,20,115,36,35,No data,4,15,14,16
17/05/2011,13.1,16.8,3.5,17.2,-10.4,17.9,258.3,16,No data,36,69,52,20,30,43,No data,No data,53,23,No data,28,132,39,31,No data,4,12,19,20
18/05/2011,8.9,25.5,2.4,25.7,17.9,27.2,264.7,16,No data,47,70,53,14,29,48,No data,No data,35,No data,No data,21,130,37,20,No data,4,10,18,19
19/05/2011,10.6,14.9,4,15.4,-28,20.8,255,6,No data,59,66,99,18,24,37,23,No data,50,46,No data,39,99,53,38,No data,5,18,19,23
20/05/2011,11.3,21.5,5.7,22.3,-1.7,22.3,255,16,No data,44,90,48,17,42,50,22,No data,61,31,No data,42,131,49,43,No data,5,23,19,32
21/05/2011,10.2,13.3,20.7,24.7,10.5,25.2,212.8,15,No data,17,52,58,7,20,23,13,No data,58,39,No data,19,103,26,22,No data,9,16,19,26
22/05/2011,10.3,27.2,-4.6,27.6,18.7,29.2,279.5,16,No data,14,40,21,5,17,23,9,No data,32,15,No data,11,89,18,11,No data,3,6,7,14
23/05/2011,9.7,33.2,12.3,35.4,52,43.9,249.7,26,No data,21,55,No data,8,23,31,12,No data,33,22,No data,13,110,22,10,No data,5,5,10,18
24/05/2011,15.4,27.1,-5.1,27.6,-26,30.5,280.7,16,No data,40,62,No data,18,27,46,14,No data,31,18,No data,20,95,35,43,No data,2,12,12,14
25/05/2011,18.6,3.4,20.7,21,42.2,29.8,189.4,20,No data,34,81,No data,25,20,31,18,No data,73,49,No data,44,146,40,33,No data,14,24,21,30
26/05/2011,17.2,4.5,-25.4,25.8,40.8,32.9,349.8,28,No data,28,58,37,23,24,35,15,No data,73,18,No data,30,104,32,21,No data,16,11,9,27
27/05/2011,12.9,18.2,1.1,18.2,-9,18.8,266.4,16,No data,40,57,46,45,38,41,16,No data,47,19,No data,29,78,43,34,No data,9,25,14,24
28/05/2011,6.5,26,0.8,26.1,11.6,26.7,268.2,16,No data,19,47,45,13,17,30,12,No data,38,21,No data,20,107,21,11,No data,2,7,10,18
29/05/2011,4.2,24,-1.1,24,11.7,24.7,272.7,16,No data,14,41,37,8,10,18,10,No data,31,17,No data,23,81,16,7,No data,4,6,8,16
30/05/2011,10.1,9.3,-0.2,9.3,11.5,10.9,271.1,26,No data,38,55,42,11,16,31,15,No data,45,24,No data,28,66,30,13,No data,6,13,16,27
31/05/2011,15.1,12.1,-1,12.2,-28.2,18.6,274.7,0,No data,51,70,67,19,25,41,16,No data,52,24,No data,30,61,45,36,No data,5,27,14,20
01/03/2012,19.9,6.4,1.6,6.6,-19.8,11.9,256.3,0,No data,77,106,101,26,58,55,31,No data,75,57,No data,69,106,69,69,No data,30,34,64,61
02/03/2012,18.7,-2,17,17.1,-31.2,23.1,173.3,4,No data,77,97,91,38,49,42,37,No data,108,56,No data,78,91,35,53,No data,40,46,67,45
03/03/2012,15.8,13.2,17.4,21.8,43.6,30.8,217.4,25,No data,32,54,61,22,31,45,16,No data,80,47,No data,45,90,36,23,No data,19,22,36,33
04/03/2012,19,8.7,-9.7,13.1,15.4,15.2,318.2,27,No data,24,27,58,18,17,25,10,No data,56,33,No data,43,63,25,15,No data,23,16,15,26
05/03/2012,24,4.3,-10.9,11.7,-15.6,14.1,338.4,8,No data,38,40,61,59,18,34,11,No data,84,14,No data,46,33,24,18,No data,30,28,23,32
06/03/2012,13.8,17.8,21.6,28,-19.7,29.7,219.5,15,No data,59,84,98,32,39,51,27,No data,77,48,No data,50,83,49,41,No data,22,41,42,43
07/03/2012,9.4,27.1,-7.3,28.1,12,28.7,285,16,No data,38,37,60,32,No data,45,11,No data,47,35,No data,28,89,36,28,No data,8,22,16,21
08/03/2012,17.4,27.5,9.3,29.1,-38,34.7,251.4,6,No data,60,55,65,21,No data,71,18,No data,49,No data,No data,40,104,57,58,No data,7,30,33,35
09/03/2012,22.1,23.6,-0.1,23.6,-22.2,26.1,270.2,16,No data,42,75,68,17,45,63,14,No data,41,No data,No data,39,142,49,49,No data,8,23,20,32
10/03/2012,27.1,17.8,-5.7,18.7,-37.2,26.3,287.6,6,No data,42,27,47,19,41,49,14,No data,38,No data,No data,28,69,31,42,No data,9,29,21,23
11/03/2012,27.7,11.8,-3.4,12.3,-47.8,26.9,286,0,No data,25,30,74,14,37,40,14,No data,29,No data,No data,18,68,51,42,No data,4,30,26,23
12/03/2012,26.1,6.3,1.3,6.5,-47.9,24.8,258,0,No data,45,33,81,28,44,27,22,No data,48,No data,No data,30,61,46,54,No data,29,45,53,36
13/03/2012,26.8,5.9,3,6.6,-36.3,19.3,242.7,0,No data,63,43,83,33,36,37,28,No data,63,No data,No data,48,57,39,38,No data,18,47,54,38
14/03/2012,20.9,9.8,11.8,15.4,-34.4,23.1,219.9,0,No data,73,84,86,30,40,48,36,No data,62,No data,No data,63,96,33,40,No data,32,42,55,50
15/03/2012,15.7,13.6,8.1,15.9,-17.8,18.2,239.2,5,No data,56,No data,82,27,48,56,28,No data,64,No data,No data,53,112,47,46,No data,30,37,57,40
16/03/2012,11.7,16.6,7.3,18.1,15.5,19.7,246.2,15,No data,38,No data,59,19,32,50,15,No data,80,No data,No data,37,123,44,22,No data,15,16,36,33
17/03/2012,11.3,7,-1.3,7.1,10.4,8.8,280.6,26,No data,42,60,62,31,29,48,16,No data,67,54,No data,56,104,44,20,No data,27,15,36,38
18/03/2012,16.1,9.3,-9.8,13.5,-23,17.7,316.3,7,No data,52,33,77,25,26,30,13,No data,59,42,No data,38,71,41,33,No data,24,40,32,31
19/03/2012,20.1,25.1,8.1,26.4,-31.1,30.6,252.1,6,No data,67,66,71,17,57,67,22,No data,42,51,No data,40,117,62,75,No data,5,37,34,25
20/03/2012,21.3,21.9,5.4,22.6,-43.8,31.5,256.1,6,No data,66,56,86,19,52,69,19,No data,43,60,No data,33,124,63,78,No data,7,44,33,26
21/03/2012,23.1,10.3,9.8,14.2,-51.1,29.2,226.3,0,No data,80,89,94,29,51,37,28,No data,54,60,No data,64,94,43,56,No data,20,47,46,57
22/03/2012,23.9,-6.4,10.7,12.5,-41,24,149,0,No data,58,70,91,44,66,47,42,No data,101,62,No data,55,110,32,61,No data,No data,57,48,40
23/03/2012,21.7,-5,13.1,14.1,-31.1,21,159.2,0,No data,65,70,98,48,57,55,32,No data,109,72,No data,57,101,36,50,No data,58,45,71,38
24/03/2012,21.3,-3.9,15.4,15.9,-34.5,23.4,165.6,0,No data,50,66,91,37,41,36,37,No data,110,57,No data,56,81,27,44,No data,38,45,82,38
25/03/2012,26.1,1.8,9.7,9.9,-41.9,23.2,190.8,0,No data,42,60,64,38,17,27,29,No data,87,45,No data,66,62,25,27,No data,25,30,55,38
26/03/2012,28.6,0,7.1,7.1,-43.3,22.8,180.4,0,No data,65,94,84,60,40,44,35,No data,105,54,No data,78,84,30,49,No data,29,39,63,56
27/03/2012,29.2,0.5,3.5,3.5,-43.9,22.2,188.2,0,No data,83,83,103,63,45,45,39,No data,94,73,No data,92,106,44,69,No data,35,42,75,73
28/03/2012,26.7,4.5,-7,8.4,-41.3,22.3,327.4,0,No data,94,70,140,43,68,44,35,No data,74,81,No data,59,119,62,90,No data,25,52,69,56
29/03/2012,23.9,6.5,-13.4,14.9,-38.9,24.5,333.9,0,No data,51,73,122,25,60,49,20,No data,46,65,No data,39,111,61,69,No data,30,60,35,38
30/03/2012,21.3,7.2,-14.1,15.9,-27.3,20.9,332.9,7,No data,38,34,82,25,34,39,16,No data,42,45,No data,31,87,57,56,No data,13,46,16,27
31/03/2012,19.4,-2.2,-8.6,8.9,-30.5,17.6,14.3,0,No data,39,42,67,35,16,30,15,No data,96,29,No data,36,39,18,24,No data,18,31,25,31
01/04/2012,16.6,5.3,-9.7,11.1,-21,15.3,331.5,7,No data,42,39,73,22,24,28,9,No data,46,40,No data,21,66,46,32,No data,7,28,25,26
02/04/2012,12.2,0.2,-5.8,5.8,2.6,6,358,-1,No data,61,56,98,31,44,45,21,No data,70,54,No data,54,101,55,67,No data,24,42,34,41
03/04/2012,13.6,-13,-16.6,21.1,21.5,23.7,38,21,No data,59,56,84,27,50,61,16,No data,96,50,No data,35,131,52,59,No data,12,29,20,36
04/04/2012,19,-8.9,-13.2,15.9,-12.9,17.2,34.2,11,No data,32,29,81,37,30,30,16,No data,105,43,No data,30,104,23,34,No data,14,37,11,23
05/04/2012,19.3,1.8,-7,7.3,-16.6,11,345.7,0,No data,58,56,58,40,17,37,29,No data,76,37,No data,61,50,12,36,No data,24,35,36,38
06/04/2012,15.4,6,-10.7,12.3,1.5,12.4,330.6,17,No data,54,50,70,23,31,42,9,No data,56,35,No data,32,65,39,32,No data,20,37,34,36
07/04/2012,15.1,3.2,-9.5,10,-5.3,10.3,341.4,18,No data,40,27,71,32,29,35,19,No data,62,35,No data,42,44,18,28,No data,14,28,10,37
08/04/2012,8.9,20.2,-3.5,20.6,11.4,21.3,279.9,16,No data,22,21,40,10,26,39,8,No data,32,38,No data,21,82,22,29,No data,2,13,10,22
09/04/2012,-6.3,14.9,7.6,16.7,45.6,28.3,243.1,20,No data,17,53,34,13,10,32,14,No data,49,24,No data,29,77,16,11,No data,7,5,8,27
10/04/2012,-7,11.5,-8.4,14.2,51.4,29.4,306,20,No data,37,58,49,22,27,55,13,No data,49,29,No data,21,109,37,22,No data,4,10,22,21
11/04/2012,2.4,3.9,-11.7,12.3,32.2,20.3,341.5,20,No data,70,65,68,35,35,54,16,No data,81,36,No data,46,85,50,47,No data,19,34,36,40
12/04/2012,8.3,-0.3,-9.6,9.6,17.8,13.1,1.8,28,No data,60,65,85,46,49,53,24,No data,103,57,No data,58,100,49,60,No data,32,37,29,41
13/04/2012,9.8,-4.9,-7.5,9,15.1,11.7,33.3,21,No data,67,70,89,47,49,42,29,No data,110,53,No data,56,85,34,48,No data,25,35,40,38
14/04/2012,13.3,-7.6,-12.7,14.8,-6.3,15.1,30.9,11,No data,32,29,68,39,21,30,18,No data,102,27,No data,44,36,15,25,No data,17,30,27,31
15/04/2012,19.6,-0.1,-11,11,-42.2,23.8,0.8,0,No data,28,33,66,23,14,16,12,No data,62,22,No data,40,36,19,13,No data,16,24,17,27
16/04/2012,17.6,6,12.4,13.7,-16.3,16,205.9,5,No data,53,76,82,30,31,46,18,No data,65,42,No data,54,90,58,32,No data,16,31,37,47
17/04/2012,2.8,9.2,10.7,14.1,84.2,44.4,221,20,No data,35,53,49,19,23,49,12,No data,69,33,No data,35,124,28,20,No data,13,10,9,31
18/04/2012,-3.2,-7.6,-7.8,10.9,66.9,35.2,44.5,20,No data,50,48,68,39,12,40,31,No data,108,47,No data,59,124,15,14,No data,26,11,20,31
19/04/2012,-1.7,-3.8,-9.6,10.3,50.8,27.4,21.7,20,No data,49,40,63,41,40,52,15,No data,113,42,No data,50,141,49,43,No data,29,19,17,38
20/04/2012,1,0.7,-2.9,3,52.8,26.6,346.3,20,No data,72,83,70,34,40,74,14,No data,114,46,No data,41,144,48,41,No data,27,22,32,32
21/04/2012,5.2,3,-9.6,10.1,51.8,27.8,342.4,20,No data,51,49,52,24,36,51,8,No data,83,27,No data,35,107,36,33,No data,14,18,31,40
22/04/2012,7.4,4.5,-4.5,6.4,35.2,18.7,314.6,20,No data,36,41,47,27,17,45,12,No data,96,27,No data,38,109,33,18,No data,19,16,22,28
23/04/2012,4.8,-10.9,-8.2,13.7,51.5,29.2,53.1,20,No data,38,67,65,44,22,33,26,No data,107,40,No data,60,99,20,17,No data,28,30,26,38
24/04/2012,3.9,-5.6,-4.2,7,21.9,13,53.3,20,No data,64,61,82,37,28,46,19,No data,93,33,No data,No data,82,38,29,No data,36,33,33,32
25/04/2012,0.9,-23.6,-0.2,23.7,62.8,39.3,89.5,20,No data,46,60,73,37,10,38,31,No data,112,46,No data,No data,111,18,11,No data,25,18,41,26
26/04/2012,6.9,-6.6,-16.9,18.2,52.8,32.1,21.5,20,No data,33,73,47,36,21,47,20,No data,111,29,No data,No data,116,26,9,No data,No data,9,17,41
27/04/2012,14.6,-2.8,-9.5,9.9,-4.8,10.2,16.1,18,No data,50,53,66,45,26,44,18,No data,91,45,No data,No data,129,25,13,No data,25,16,31,33
28/04/2012,19.4,-11.3,-4,12,-34.8,21.1,70.5,0,No data,24,26,48,42,15,22,19,No data,99,32,No data,No data,35,6,18,No data,12,26,18,23
29/04/2012,14.4,-15.2,-8.6,17.5,-2.2,17.5,60.5,11,No data,22,18,45,25,9,13,17,No data,73,27,No data,No data,No data,7,12,No data,11,15,11,15
30/04/2012,19.5,-18.9,6.2,19.9,10.8,20.6,108.1,12,No data,36,52,73,29,23,30,26,No data,85,36,No data,No data,No data,9,25,No data,26,24,25,24
01/05/2012,21.4,-14.5,2.9,14.8,-8.4,15.4,101.2,12,No data,46,50,73,39,36,40,21,No data,83,40,No data,No data,96,20,40,No data,20,29,50,24
02/05/2012,21,-7,-2.6,7.5,-19.3,12.2,69.6,0,No data,50,37,100,39,28,41,17,No data,89,25,No data,40,51,23,27,No data,16,43,46,25
03/05/2012,14.8,-3.7,-4.7,6,2,6.1,38.2,-1,No data,65,46,109,39,34,48,21,No data,103,37,No data,54,63,22,38,No data,20,50,52,31
04/05/2012,10.6,-8.8,-11.8,14.7,-2.9,14.8,36.9,11,No data,59,38,111,47,28,44,15,No data,111,40,No data,48,61,32,37,No data,22,43,43,30
05/05/2012,10.2,-2.6,-7.9,8.3,-21.4,13.6,18.2,0,No data,28,37,56,46,10,25,16,No data,78,26,No data,46,34,8,16,No data,27,22,25,29
06/05/2012,13.2,-2,-1.8,2.7,-9.5,5.4,47.6,0,No data,35,38,60,26,21,24,14,No data,71,34,No data,86,44,14,20,No data,14,32,25,24
07/05/2012,14.1,-4.5,11.5,12.4,21,16.2,158.5,24,No data,36,50,68,19,19,35,16,No data,83,48,No data,65,97,23,15,No data,14,20,27,15
08/05/2012,10.2,1.8,-6.7,7,29.6,16.4,344.7,20,No data,40,63,71,27,31,54,18,No data,65,55,No data,50,136,45,19,No data,7,29,18,23
09/05/2012,9.6,-2.2,1.6,2.8,10.5,6,125.6,20,No data,54,74,70,35,27,44,30,No data,85,51,No data,79,115,32,17,No data,18,14,41,24
10/05/2012,13.6,-4.4,-2.1,4.9,44.9,23,64.6,20,No data,18,No data,42,39,15,31,11,No data,112,24,No data,54,93,21,9,No data,28,7,13,25
11/05/2012,23.1,7.9,-18.5,20.1,-13.8,21.3,336.7,17,No data,35,No data,46,36,26,49,15,No data,79,17,No data,59,83,28,23,No data,22,23,15,22
12/05/2012,30.7,12.4,-3.2,12.8,-46.5,26.6,284.3,0,No data,36,No data,85,20,20,36,9,No data,47,33,No data,41,53,31,23,No data,5,24,17,24
13/05/2012,15.1,36.1,11.7,37.9,-11.3,38.4,252.1,16,No data,32,No data,57,8,22,31,10,No data,20,40,No data,20,119,32,24,No data,2,14,16,17
14/05/2012,12.1,18.4,-7.7,20,14.6,21.3,292.7,17,No data,41,No data,57,17,31,55,13,No data,39,35,No data,40,141,42,22,No data,No data,15,13,15
15/05/2012,18.5,6.5,-19.7,20.8,-11.1,21.5,341.6,18,No data,51,No data,72,40,38,41,9,No data,61,29,No data,56,69,34,37,No data,16,25,11,25
16/05/2012,20.8,6.3,-3.7,7.3,-25.4,14.7,300.7,0,No data,60,No data,64,24,46,54,13,No data,50,24,No data,51,95,51,40,No data,4,27,29,28
17/05/2012,16,-7.2,3.8,8.2,-0.4,8.2,117.6,13,No data,56,74,93,42,20,45,18,No data,81,49,No data,110,149,29,27,No data,22,36,45,39
18/05/2012,14.5,-13.8,-4.7,14.5,16.9,16.8,71,22,No data,45,54,76,47,34,40,21,No data,108,49,No data,87,114,21,31,No data,24,28,40,24
19/05/2012,12.4,-6.2,-1.3,6.3,-10.8,8.3,78.1,2,No data,37,29,64,32,24,32,13,No data,107,28,No data,74,70,20,18,No data,13,17,32,32
20/05/2012,10.4,-0.6,3.9,4,-9.2,6.1,171.3,0,No data,36,33,63,26,10,23,15,No data,82,24,No data,57,28,12,12,No data,15,18,25,22
21/05/2012,9.7,-1.9,3.6,4.1,-10.8,6.8,151.6,0,No data,56,44,94,40,20,43,18,No data,111,25,No data,42,48,33,21,No data,20,33,23,28
22/05/2012,13.7,-1.5,5.9,6.1,-17.8,10.8,165.8,0,No data,58,44,102,40,25,54,14,No data,102,28,No data,50,67,35,22,No data,28,41,17,26
23/05/2012,21.7,-2.9,6.2,6.8,-14.1,9.8,154.9,0,No data,57,48,102,38,34,54,28,No data,93,34,No data,50,70,37,35,No data,40,40,18,33
24/05/2012,25.4,-5.4,0.2,5.4,-20.8,11.7,91.8,0,No data,54,49,89,38,34,45,26,No data,100,43,No data,46,83,27,44,No data,40,37,46,33
25/05/2012,24.8,-13.1,7.4,15.1,-16.2,17.1,119.2,3,No data,34,54,68,39,28,36,No data,No data,101,35,No data,42,73,13,39,No data,30,34,44,28
26/05/2012,21.1,-13.4,8,15.7,-10.2,16.5,120.9,13,No data,25,38,62,37,27,19,No data,No data,108,34,No data,42,69,8,31,No data,22,34,23,27
27/05/2012,19.5,-7.1,4.6,8.5,-11.1,10.1,122.6,3,No data,22,34,75,22,33,35,18,No data,90,42,No data,23,83,14,32,No data,31,28,22,16
28/05/2012,17.1,-5.4,3,6.2,-5.2,6.7,118.8,13,No data,51,57,78,40,39,53,16,No data,93,50,No data,44,112,45,55,No data,24,22,23,38
29/05/2012,14.9,-2.8,1.9,3.4,-21,11,124.4,0,No data,57,35,91,27,27,44,19,No data,70,38,No data,26,76,23,38,No data,22,26,21,18
30/05/2012,17.2,0.8,1.5,1.7,-5.7,3.3,208.4,0,No data,57,39,58,30,37,48,14,No data,97,46,No data,34,141,46,24,No data,27,18,25,18
31/05/2012,17.9,1.5,-4,4.3,0.1,4.3,339.5,-1,No data,53,56,37,26,41,62,12,No data,68,23,No data,33,98,39,40,No data,13,21,21,18
01/03/2013,26.7,-2.9,-3,4.2,-36.8,18.9,43.6,0,No data,63,No data,81,57,21,36,30,No data,114,42,No data,61,46,16,31,No data,26,33,53,35
02/03/2013,21.9,3.9,-6.2,7.3,-29.6,16.5,328.2,0,No data,61,No data,102,47,29,31,31,No data,67,47,37,53,54,49,43,No data,23,35,58,43
03/03/2013,16.4,0.6,5.1,5.2,-36.8,19.1,186.7,0,No data,56,No data,97,45,35,28,25,No data,40,60,32,59,94,30,36,No data,19,32,40,41
04/03/2013,8.7,-1,10.1,10.2,-19.6,14.1,174.6,4,No data,60,No data,96,44,44,43,44,No data,95,59,37,67,98,26,51,No data,26,44,50,31
05/03/2013,2.8,-5,6.1,7.9,-5,8.3,140.6,13,No data,83,No data,126,49,49,53,52,No data,104,86,59,71,116,61,69,No data,38,48,64,44
06/03/2013,2.3,-14.7,13.2,19.8,-2.3,19.8,132,13,No data,58,No data,114,41,62,48,44,No data,No data,74,47,57,96,No data,70,No data,46,51,No data,37
07/03/2013,1.9,-20.9,17,26.9,22,29.1,129.2,13,No data,66,No data,117,36,69,56,42,No data,82,75,56,53,101,No data,77,No data,42,49,No data,28
08/03/2013,4.7,-18.7,17.6,25.7,33.6,30.7,133.2,23,No data,60,No data,105,29,48,43,34,No data,90,56,49,61,75,37,55,No data,25,54,74,26
09/03/2013,8.2,-19.7,9.5,21.8,12.6,22.7,115.9,13,No data,46,No data,84,34,23,28,20,No data,87,30,30,47,40,23,25,No data,21,38,51,29
10/03/2013,12.4,-26.9,4,27.2,-7.8,27.5,98.5,12,No data,26,No data,38,21,No data,12,11,No data,83,26,19,28,25,6,14,No data,9,15,18,12
11/03/2013,15.8,-19.2,-10.5,21.9,-18.5,23.8,61.3,11,No data,36,No data,36,43,No data,16,19,No data,122,25,15,45,27,4,15,No data,15,18,18,20
12/03/2013,14.5,-4.4,-18,18.5,-4.6,18.6,13.6,18,No data,55,No data,71,48,No data,25,17,No data,96,31,26,60,39,14,21,No data,25,20,20,33
13/03/2013,15.6,0.6,-13.7,13.8,4.3,13.9,357.5,18,No data,74,No data,116,48,No data,29,16,No data,109,43,35,60,65,50,32,No data,23,54,31,32
14/03/2013,12.8,14.6,1.2,14.6,0.6,14.6,265.4,16,No data,79,No data,98,45,No data,53,28,No data,93,60,No data,54,98,71,50,No data,10,42,39,42
15/03/2013,6.8,14.7,10.7,18.1,61.9,35.9,234,20,No data,41,No data,59,34,No data,38,22,No data,84,54,19,63,122,33,25,No data,18,9,26,39
16/03/2013,5.3,-5.8,-1.9,6.1,78.7,39.8,71.7,20,No data,41,No data,49,46,No data,36,21,No data,103,40,13,61,93,17,11,No data,35,8,39,26
17/03/2013,4.2,-9.8,-2.6,10.1,87.6,45,75.3,20,No data,59,No data,72,26,No data,35,23,No data,98,49,33,48,93,42,21,No data,29,20,54,32
18/03/2013,5.6,-18.4,-1.6,18.5,61.9,36.1,85,20,No data,87,No data,136,43,No data,35,29,No data,104,76,43,69,113,45,61,No data,25,39,55,43
19/03/2013,6.2,-12.8,-2.1,13,23.8,17.6,80.6,22,No data,74,No data,114,44,No data,42,43,No data,108,67,31,66,109,37,52,No data,29,35,63,29
20/03/2013,10.5,-8.2,6.4,10.4,-1.9,10.4,127.8,13,No data,71,No data,104,44,No data,32,44,No data,110,48,34,67,59,22,42,No data,35,38,53,35
21/03/2013,13.4,-19,24.1,30.7,-4.4,30.8,141.7,13,No data,57,No data,103,34,No data,24,43,No data,87,51,27,64,130,26,40,No data,34,31,26,23
22/03/2013,10.6,-26.7,33.9,43.2,15.1,43.8,141.8,13,No data,45,No data,72,22,No data,32,32,No data,72,41,30,43,108,21,34,No data,11,34,32,10
23/03/2013,16.3,-27.2,19.4,33.4,3.3,33.4,125.6,13,No data,33,No data,56,19,No data,23,22,No data,64,32,22,28,73,15,28,No data,9,28,40,12
24/03/2013,19.2,-23.7,10.5,25.9,-7.5,26.1,113.9,13,No data,23,No data,47,14,No data,14,18,No data,57,30,17,21,47,10,20,No data,5,20,23,6
25/03/2013,20.3,-20.7,4.1,21.1,-16.7,22.7,101.3,12,No data,42,No data,53,26,No data,20,26,No data,87,37,16,41,46,11,30,No data,9,30,29,14
26/03/2013,18,-14.7,0.6,14.7,-21.6,18.3,92.4,2,No data,51,No data,60,43,No data,26,31,No data,111,42,19,49,61,10,33,No data,14,37,38,19
27/03/2013,15.3,-12.2,-1.3,12.3,-20.2,15.9,83.7,2,No data,62,No data,77,55,No data,32,33,No data,119,51,25,52,64,13,47,No data,19,49,40,25
28/03/2013,12,-11,4.9,12,-34.8,21.2,113.9,0,No data,65,No data,84,50,No data,31,37,No data,113,48,29,64,56,29,36,No data,20,54,49,31
29/03/2013,8.5,-12.5,8.1,14.9,-30.9,21.5,122.9,0,No data,52,No data,71,42,21,19,38,No data,124,42,25,61,64,28,22,No data,32,32,27,35
30/03/2013,9.1,-5.6,3,6.3,-35.4,18.8,117.8,0,No data,53,No data,77,46,23,26,34,No data,121,43,30,53,44,19,27,No data,32,33,39,33
31/03/2013,8.7,-7.5,14.9,16.7,-30.3,22.5,153.2,3,No data,35,No data,62,25,33,16,25,No data,76,39,27,51,73,17,20,No data,20,30,28,22
01/04/2013,8.4,-13.2,11.4,17.5,-37.3,25.6,130.8,0,No data,26,No data,49,31,13,16,No data,No data,89,26,14,33,57,8,14,No data,13,20,23,20
02/04/2013,14.4,-11.7,4,12.3,-34,21,109.1,0,No data,54,No data,49,51,12,27,34,No data,145,35,23,51,52,17,21,No data,28,35,35,35
03/04/2013,20,-12.7,-1.2,12.8,-28.9,19.3,84.5,0,No data,58,No data,49,49,12,24,29,No data,No data,34,21,46,43,13,19,No data,28,38,31,28
04/04/2013,21.2,-14.1,-8.4,16.4,-18.2,18.7,59.1,1,No data,52,No data,63,47,12,26,23,No data,110,43,19,41,42,10,23,No data,14,32,21,27
05/04/2013,20,-7.5,-10.1,12.6,-22.3,16.8,36.6,1,No data,55,No data,82,48,15,30,23,No data,100,36,21,51,43,14,21,No data,15,32,29,33
06/04/2013,21.4,2.4,-2.5,3.5,-24.2,12.6,316.4,0,No data,67,No data,100,33,24,32,27,No data,67,46,33,52,75,21,30,No data,11,31,55,30
07/04/2013,16.8,-11.2,10.9,15.6,-2,15.6,134.4,13,No data,64,No data,91,22,25,32,35,No data,77,65,35,52,115,29,39,No data,14,29,43,28
08/04/2013,7.2,-15.9,11.1,19.4,-0.4,19.4,125,13,No data,56,No data,80,27,34,42,38,No data,89,47,26,40,100,20,45,No data,11,39,41,24
09/04/2013,5.8,-15.5,0.7,15.5,17.1,17.7,92.7,22,No data,54,No data,86,36,46,36,34,No data,94,52,29,45,92,21,47,No data,19,42,45,20
