Date,PM-1000,W,S,F,Z,G,Dir,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool Marton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London N. Kensington,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
15/10/2010,18.9,4.4,-13.7,14.4,-6.7,14.8,342,18,NaN,NaN,23,NaN,NaN,30,39,NaN,NaN,NaN,NaN,NaN,45,NaN,24,41,38,NaN,35,64,23,36,48,33,25,11,52,33,39,22,48,31,19,32,NaN,35,16,50,19,28,NaN,NaN
16/10/2010,20,-1.4,-3.3,3.6,-30.4,15.6,23,0,NaN,NaN,49,NaN,NaN,29,31,NaN,NaN,NaN,NaN,NaN,38,NaN,26,29,30,NaN,19,57,10,32,46,39,21,8,41,26,36,13,45,23,10,32,NaN,25,9,47,25,25,NaN,NaN
17/10/2010,17.5,17,1.7,17.1,-20.6,20,264.3,6,NaN,NaN,19,NaN,NaN,44,41,NaN,NaN,NaN,NaN,NaN,18,NaN,51,33,35,NaN,30,62,23,40,45,34,25,13,47,30,38,17,31,38,16,28,NaN,43,19,38,19,30,NaN,NaN
18/10/2010,14.9,22.8,-11.5,25.5,11.7,26.2,296.7,17,NaN,NaN,18,NaN,NaN,43,35,NaN,NaN,NaN,NaN,NaN,31,NaN,42,26,38,NaN,42,60,NaN,45,41,26,22,13,38,21,29,19,21,37,37,25,NaN,49,36,22,8,10,NaN,NaN
19/10/2010,14.9,2.8,-19.9,20.1,9.5,20.6,352.1,18,NaN,NaN,22,NaN,NaN,26,32,NaN,NaN,NaN,NaN,NaN,37,NaN,24,34,36,NaN,31,59,29,32,45,27,16,11,46,18,21,17,46,30,21,43,NaN,31,16,34,15,20,NaN,NaN
20/10/2010,16.9,8.8,-10.6,13.7,-27.5,19.4,320.4,0,NaN,NaN,31,NaN,NaN,43,40,NaN,NaN,NaN,NaN,NaN,42,NaN,27,44,37,NaN,41,67,33,46,46,30,41,15,49,28,40,25,52,37,28,38,NaN,41,24,50,13,29,NaN,NaN
21/10/2010,15.1,17.8,-9.3,20.1,-11.2,20.8,297.6,17,NaN,NaN,32,NaN,NaN,54,55,NaN,NaN,NaN,NaN,NaN,35,NaN,47,37,45,NaN,46,64,40,52,50,27,43,15,46,28,49,27,23,35,32,30,NaN,61,33,37,9,13,NaN,NaN
22/10/2010,11.9,12.4,2.3,12.7,15.6,14.9,259.5,26,NaN,NaN,38,NaN,NaN,46,48,NaN,NaN,NaN,NaN,NaN,28,NaN,45,29,38,NaN,37,59,30,50,51,38,36,15,39,18,45,21,27,33,24,30,NaN,52,29,31,13,22,NaN,NaN
23/10/2010,9.8,-1,-14.6,14.6,32.8,22,4.1,20,NaN,NaN,30,NaN,NaN,32,35,NaN,NaN,NaN,NaN,NaN,28,NaN,21,26,25,NaN,22,50,18,27,44,25,19,10,44,11,23,10,43,25,18,31,NaN,30,13,39,11,18,NaN,NaN
24/10/2010,14.6,-0.3,-11.3,11.3,-40.1,23,1.5,0,NaN,NaN,37,NaN,NaN,31,35,NaN,NaN,NaN,NaN,NaN,38,NaN,10,29,18,NaN,25,56,17,37,42,22,20,5,42,22,37,16,49,26,17,31,NaN,31,9,NaN,11,20,NaN,NaN
25/10/2010,18.2,8.2,9.6,12.6,-37,22.4,220.6,0,NaN,NaN,44,NaN,NaN,55,50,NaN,NaN,NaN,NaN,NaN,38,NaN,55,44,53,NaN,47,64,47,60,55,41,37,17,58,38,41,28,56,46,27,41,NaN,55,30,NaN,24,47,NaN,NaN
26/10/2010,13.4,18,13.3,22.4,16.9,23.9,233.5,15,NaN,NaN,30,NaN,NaN,37,35,NaN,NaN,NaN,NaN,NaN,23,NaN,46,23,47,NaN,34,56,15,41,46,38,13,17,39,23,17,21,33,25,34,30,NaN,31,23,37,16,33,NaN,NaN
27/10/2010,6.3,25.4,5.1,25.9,0.2,25.9,258.6,16,NaN,NaN,34,NaN,NaN,26,22,NaN,NaN,NaN,NaN,NaN,22,NaN,42,21,33,NaN,26,45,16,30,43,27,15,16,36,14,28,23,23,20,17,28,NaN,33,13,27,8,23,NaN,NaN
28/10/2010,3.9,17.1,17.3,24.3,-2.8,24.4,224.6,15,NaN,NaN,35,NaN,NaN,25,28,NaN,NaN,NaN,NaN,NaN,24,NaN,41,21,40,NaN,19,45,12,29,48,39,15,11,34,9,23,18,33,17,15,30,NaN,27,13,35,13,35,NaN,NaN
29/10/2010,-6.1,18.6,19,26.6,56.6,38.8,224.4,20,NaN,NaN,38,NaN,NaN,25,25,NaN,NaN,NaN,NaN,NaN,27,NaN,29,15,42,NaN,18,41,10,27,38,30,15,10,33,12,23,12,21,15,14,24,NaN,34,11,22,11,18,NaN,NaN
30/10/2010,11,16.2,15,22.1,5.2,22.3,227.3,15,NaN,NaN,44,NaN,NaN,30,26,NaN,NaN,NaN,NaN,NaN,22,NaN,36,16,45,NaN,27,50,17,40,52,42,16,33,40,13,26,13,38,22,16,28,NaN,40,11,39,13,32,NaN,NaN
31/10/2010,2.3,-3.5,-7.1,7.9,-9.5,9.2,26.1,1,NaN,NaN,40,NaN,NaN,24,30,NaN,NaN,NaN,NaN,NaN,34,NaN,27,27,34,NaN,31,59,NaN,47,44,39,16,16,34,20,23,18,39,26,21,37,NaN,28,20,31,26,31,NaN,NaN
01/11/2010,6.5,15.2,20.4,25.4,-1.4,25.4,216.7,15,NaN,NaN,43,NaN,NaN,37,34,NaN,NaN,NaN,NaN,NaN,36,NaN,31,32,37,NaN,38,53,31,43,43,40,25,18,39,23,31,26,43,31,24,33,NaN,34,20,39,24,29,NaN,NaN
02/11/2010,-1.7,34.8,8.5,35.8,16.5,36.8,256.2,16,NaN,NaN,26,NaN,NaN,16,15,NaN,NaN,NaN,NaN,NaN,27,NaN,35,20,32,NaN,17,37,14,23,43,28,7,12,23,8,20,9,19,14,14,28,NaN,31,11,21,9,18,NaN,NaN
03/11/2010,3.3,23.5,-0.6,23.6,-11.6,24.3,271.4,16,NaN,NaN,46,NaN,NaN,23,25,NaN,NaN,NaN,NaN,NaN,29,NaN,48,22,54,NaN,18,42,17,24,53,29,19,13,41,11,22,9,32,14,13,30,NaN,35,14,31,11,27,NaN,NaN
04/11/2010,9.8,21.3,3.3,21.6,9.8,22.1,261.2,16,NaN,NaN,34,NaN,NaN,17,16,NaN,NaN,NaN,NaN,NaN,36,NaN,32,13,29,NaN,12,31,15,20,33,39,10,10,21,5,23,5,17,11,9,26,NaN,25,8,13,16,17,NaN,NaN
05/11/2010,17.5,10.6,-3.1,11,10.8,12.3,286.3,16,NaN,NaN,35,NaN,NaN,28,37,NaN,NaN,NaN,NaN,NaN,32,NaN,53,30,45,NaN,21,41,16,30,55,31,29,18,40,13,24,7,32,17,12,34,NaN,30,16,36,14,19,NaN,NaN
06/11/2010,18.4,3.3,-4.9,5.9,9.9,7.7,325.9,27,NaN,NaN,28,NaN,NaN,32,44,NaN,NaN,NaN,NaN,NaN,43,NaN,30,34,41,NaN,41,62,30,49,50,49,33,19,53,19,22,27,55,35,23,40,NaN,41,27,54,33,23,NaN,NaN
07/11/2010,2.6,12.2,5.7,13.5,-20.9,17.1,245.1,5,NaN,NaN,17,NaN,NaN,26,29,NaN,NaN,NaN,NaN,NaN,29,NaN,19,31,37,NaN,42,62,32,55,40,29,18,20,40,24,18,29,33,30,22,30,NaN,31,30,32,17,21,NaN,NaN
08/11/2010,15.2,-14.2,15.7,21.2,101.5,55,138,20,NaN,NaN,38,NaN,NaN,36,33,NaN,NaN,NaN,NaN,NaN,31,NaN,24,19,30,NaN,33,61,20,43,42,24,28,15,33,23,42,22,27,32,19,28,NaN,52,12,24,9,28,NaN,NaN
09/11/2010,-6.5,-19.8,-12.7,23.5,13.6,24.5,57.3,11,NaN,NaN,24,NaN,NaN,24,23,NaN,NaN,NaN,NaN,NaN,34,NaN,16,17,21,NaN,28,55,21,32,38,26,14,11,26,9,22,18,31,21,17,30,NaN,24,17,21,8,14,NaN,NaN
10/11/2010,-4.1,10.1,-1.2,10.2,-16.8,13.2,276.9,6,NaN,NaN,44,NaN,NaN,42,44,NaN,NaN,NaN,NaN,NaN,55,NaN,36,49,52,NaN,46,80,33,48,52,41,34,26,60,32,37,40,68,39,28,40,NaN,46,30,59,21,45,NaN,NaN
11/11/2010,13.2,30,14.5,33.3,125.9,71.2,244.2,20,NaN,NaN,20,NaN,NaN,23,16,NaN,NaN,NaN,NaN,NaN,38,NaN,36,13,41,NaN,21,45,10,25,36,33,7,14,30,10,11,9,18,14,13,23,NaN,29,12,20,13,16,NaN,NaN
12/11/2010,10.1,21,-5.9,21.8,36.3,28.4,285.7,26,34,NaN,NaN,NaN,NaN,33,35,NaN,NaN,NaN,NaN,NaN,41,NaN,34,23,40,NaN,27,50,25,40,43,15,28,10,32,14,23,10,21,27,14,20,NaN,43,23,24,4,14,NaN,NaN
13/11/2010,-8.6,10.4,-0.3,10.5,27.3,17.2,271.7,20,31,NaN,35,NaN,NaN,38,45,NaN,NaN,NaN,NaN,NaN,36,NaN,44,29,46,NaN,37,56,37,53,56,41,28,14,41,20,39,28,43,34,24,33,NaN,59,29,41,20,34,NaN,NaN
14/11/2010,-1.4,-0.3,-5.7,5.7,30.9,16.4,3,20,24,NaN,32,NaN,NaN,46,60,NaN,NaN,NaN,NaN,NaN,40,NaN,44,32,42,NaN,48,66,54,56,53,32,46,20,45,24,50,32,50,38,30,35,NaN,48,31,38,13,32,NaN,NaN
15/11/2010,10.5,6.3,3.4,7.2,-12.6,9.6,241.6,5,51,NaN,61,NaN,NaN,59,69,NaN,NaN,NaN,NaN,NaN,47,NaN,54,44,71,NaN,74,112,91,102,61,48,58,25,65,44,66,67,69,65,49,50,NaN,91,60,64,35,55,NaN,NaN
16/11/2010,10.8,4.8,23.7,24.2,-16.1,25.5,191.6,14,51,NaN,35,NaN,NaN,50,52,NaN,NaN,NaN,NaN,NaN,45,NaN,63,45,66,NaN,71,120,118,104,58,62,50,34,68,52,41,34,58,68,53,44,NaN,62,48,60,41,51,NaN,NaN
17/11/2010,7.1,-7.1,34.9,35.6,48.4,43,168.5,24,21,NaN,19,NaN,NaN,23,23,NaN,NaN,NaN,NaN,NaN,41,NaN,36,26,42,NaN,35,53,27,43,43,31,22,20,34,19,27,7,30,31,27,30,NaN,NaN,19,30,19,28,NaN,NaN
18/11/2010,8.4,-0.9,22.8,22.8,55,35.7,177.6,20,13,NaN,34,NaN,NaN,44,45,NaN,NaN,NaN,NaN,NaN,39,NaN,46,32,41,NaN,41,58,43,54,45,40,42,20,45,30,41,32,45,38,25,29,NaN,NaN,18,41,22,34,NaN,NaN
19/11/2010,12,-4.4,14.7,15.4,12.7,16.7,163.2,14,11,NaN,91,NaN,NaN,59,67,NaN,NaN,NaN,NaN,NaN,49,NaN,43,34,61,NaN,62,80,66,77,61,53,61,22,48,39,57,48,58,56,44,49,NaN,NaN,44,46,38,52,NaN,NaN
20/11/2010,17.3,-10.7,0.6,10.7,1.8,10.8,93.3,12,9,NaN,35,NaN,NaN,38,39,NaN,NaN,NaN,NaN,NaN,29,NaN,27,37,34,NaN,33,56,49,49,51,42,30,18,40,29,27,19,39,43,19,34,NaN,27,22,47,24,35,NaN,NaN
21/11/2010,19.2,-11.6,-9.2,14.8,7.5,15.3,51.5,11,10,NaN,25,NaN,NaN,24,23,NaN,NaN,NaN,NaN,NaN,29,NaN,16,27,22,NaN,17,39,18,21,30,34,17,19,27,17,23,10,42,15,13,26,NaN,18,10,24,14,16,NaN,NaN
22/11/2010,16.2,-9.6,-7.5,12.2,2.5,12.2,52.1,11,15,NaN,32,NaN,NaN,31,31,NaN,NaN,NaN,NaN,NaN,34,NaN,27,35,27,NaN,29,50,31,34,36,35,23,15,35,27,37,16,46,24,17,33,NaN,29,16,37,13,26,NaN,NaN
23/11/2010,15.4,-3.2,-13.6,13.9,-3.4,14,13.3,18,18,NaN,32,NaN,NaN,42,43,NaN,NaN,NaN,NaN,NaN,49,NaN,16,44,39,NaN,47,62,38,40,43,30,47,13,51,32,39,25,68,33,23,45,NaN,34,20,48,20,35,NaN,NaN
24/11/2010,16.9,-4.4,-15.4,16.1,18.4,18.5,16.1,28,18,NaN,36,NaN,NaN,52,51,NaN,NaN,NaN,NaN,NaN,51,NaN,21,59,40,NaN,60,96,58,58,60,33,51,17,64,40,46,39,81,50,45,71,NaN,47,33,71,22,49,NaN,NaN
25/11/2010,16.3,-2.5,-19.2,19.4,9,19.9,7.6,18,26,NaN,41,NaN,NaN,35,48,NaN,NaN,NaN,NaN,NaN,55,NaN,18,46,39,NaN,37,92,29,48,53,31,44,18,58,43,52,32,57,44,15,48,NaN,36,17,56,18,29,NaN,NaN
26/11/2010,16.7,-2.1,-15.7,15.8,37.6,24.6,7.8,20,24,NaN,28,NaN,NaN,66,62,NaN,NaN,NaN,NaN,NaN,60,NaN,30,70,45,NaN,68,99,72,68,76,45,70,22,86,43,NaN,47,94,55,52,68,NaN,67,44,79,36,66,NaN,NaN
27/11/2010,15.6,-11.9,-14,18.4,28.9,23.4,40.6,21,20,NaN,38,NaN,NaN,48,42,NaN,NaN,NaN,NaN,NaN,47,NaN,16,45,30,NaN,31,87,87,62,47,27,25,26,53,45,26,41,59,43,42,41,NaN,46,41,57,14,32,NaN,NaN
28/11/2010,16,-17,-2.3,17.2,39.1,26,82.1,20,1,NaN,32,NaN,NaN,52,53,NaN,NaN,NaN,NaN,NaN,40,NaN,52,55,45,NaN,22,81,31,53,65,57,37,38,66,48,39,34,77,43,25,52,NaN,46,27,61,30,61,NaN,NaN
29/11/2010,19.4,-18.3,-1.8,18.4,11.6,19.3,84.3,12,9,NaN,35,NaN,NaN,55,50,NaN,NaN,NaN,NaN,NaN,33,NaN,36,53,35,NaN,14,83,24,42,57,37,44,29,56,44,41,32,71,33,17,40,NaN,50,18,50,19,57,NaN,NaN
30/11/2010,20.4,-18,-3.1,18.3,-15.2,19.8,80.3,12,15,NaN,20,NaN,NaN,37,34,NaN,NaN,NaN,NaN,NaN,34,NaN,16,39,15,NaN,15,66,23,36,42,29,31,9,23,22,36,28,33,22,21,27,NaN,38,19,22,8,13,NaN,NaN
01/09/2011,8.6,0.9,10.1,10.2,-24.3,15.9,185.4,0,35,NaN,24,32,NaN,NaN,36,NaN,NaN,NaN,NaN,14,22,NaN,23,15,30,NaN,27,53,35,48,52,33,58,12,53,25,NaN,24,30,35,17,NaN,NaN,38,20,28,14,31,NaN,NaN
02/09/2011,5,13.7,8,15.9,-0.6,15.9,239.7,15,24,NaN,25,27,NaN,NaN,31,NaN,NaN,NaN,NaN,16,17,NaN,38,24,43,NaN,35,53,42,45,44,34,33,11,58,27,NaN,33,25,32,27,NaN,NaN,39,31,30,12,23,NaN,NaN
03/09/2011,4.1,10.6,6.8,12.6,7.2,13.1,237.4,15,24,NaN,21,18,NaN,24,21,NaN,NaN,NaN,NaN,4,17,NaN,33,10,32,NaN,18,29,22,24,43,34,16,7,50,21,22,16,24,15,15,28,NaN,25,15,27,8,20,NaN,NaN
04/09/2011,5.8,3.8,9.6,10.3,23.2,15.5,201.7,20,22,NaN,18,12,NaN,13,16,NaN,NaN,NaN,NaN,5,24,NaN,25,7,25,NaN,10,28,15,19,26,22,12,3,43,8,11,11,17,12,10,24,NaN,19,10,19,11,10,NaN,NaN
05/09/2011,6.9,16.2,-1.4,16.3,14,17.7,275,16,24,NaN,21,13,NaN,18,15,NaN,NaN,NaN,NaN,3,20,NaN,24,9,NaN,NaN,11,25,9,17,30,27,11,5,29,8,15,5,18,NaN,NaN,24,NaN,27,8,16,7,11,NaN,NaN
06/09/2011,2.3,27.5,1.1,27.5,66,43,267.6,20,14,NaN,12,9,NaN,13,11,NaN,NaN,NaN,NaN,3,7,NaN,21,6,NaN,NaN,9,26,9,17,26,16,10,5,18,7,11,10,14,NaN,10,21,NaN,26,8,12,4,9,NaN,NaN
07/09/2011,3.2,24.6,-3.6,24.9,-6.8,25.1,278.3,16,20,NaN,16,10,NaN,14,17,NaN,NaN,NaN,NaN,3,15,NaN,20,8,NaN,NaN,11,26,14,19,29,18,9,4,21,8,10,6,14,11,8,21,NaN,28,13,14,6,8,NaN,NaN
08/09/2011,3.1,14.5,-2.3,14.7,-4.6,14.9,279.2,16,23,NaN,29,18,NaN,27,18,NaN,NaN,NaN,NaN,3,22,NaN,30,14,47,NaN,17,34,22,27,40,27,14,5,24,10,21,7,29,15,NaN,38,NaN,28,16,19,13,14,NaN,NaN
09/09/2011,3.5,4.9,10.6,11.7,-5.1,12,204.8,15,26,NaN,27,15,NaN,23,17,NaN,NaN,NaN,NaN,10,19,NaN,33,12,48,NaN,18,30,23,26,36,36,15,5,30,15,24,11,28,13,NaN,33,NaN,21,15,21,14,22,NaN,NaN
10/09/2011,-1.4,5.9,23.1,23.8,36.9,30.1,194.4,24,22,NaN,12,8,NaN,19,12,NaN,NaN,NaN,NaN,8,7,NaN,21,10,39,NaN,12,26,18,18,29,27,8,5,20,8,16,14,13,9,NaN,20,NaN,16,12,17,8,13,NaN,NaN
11/09/2011,-2.1,18.8,15.5,24.4,29.2,28.4,230.5,25,10,NaN,9,8,NaN,14,8,NaN,NaN,NaN,NaN,3,3,NaN,19,5,30,NaN,5,21,5,10,22,14,5,2,12,4,13,10,12,5,6,14,NaN,12,6,9,4,11,NaN,NaN
12/09/2011,-1.5,28.8,2.5,29,64.3,43.3,265.1,20,14,NaN,13,7,NaN,13,NaN,NaN,NaN,NaN,NaN,2,5,NaN,18,6,29,NaN,9,20,8,10,22,13,5,3,NaN,4,14,7,11,6,10,19,NaN,25,8,10,5,9,NaN,NaN
13/09/2011,5.4,26.1,-7,27,19.7,28.8,285.1,16,18,NaN,13,10,NaN,15,NaN,NaN,NaN,NaN,NaN,3,8,NaN,17,10,34,NaN,13,28,14,20,26,12,12,6,NaN,8,12,7,13,10,10,17,NaN,27,13,14,6,6,NaN,NaN
14/09/2011,13.5,14,-11,17.8,-11.5,18.7,308.3,17,11,NaN,25,16,NaN,23,NaN,NaN,NaN,NaN,NaN,4,24,NaN,19,19,39,NaN,29,46,32,31,37,18,23,6,NaN,12,19,17,21,21,15,22,NaN,NaN,28,19,5,9,NaN,NaN
15/09/2011,15.2,-0.3,6.7,6.8,-32.9,17.8,177,0,26,NaN,40,42,NaN,40,27,NaN,NaN,NaN,NaN,16,23,NaN,24,NaN,31,NaN,44,57,46,52,43,27,38,11,36,32,32,28,41,31,33,43,NaN,NaN,29,34,17,30,NaN,NaN
16/09/2011,12.6,-0.6,15,15,21.2,18.4,177.5,24,13,NaN,27,30,NaN,NaN,26,NaN,NaN,NaN,NaN,13,16,NaN,24,21,40,NaN,32,49,33,40,52,28,26,17,32,NaN,29,14,34,25,23,37,NaN,NaN,30,29,9,33,NaN,NaN
17/09/2011,10.5,6.8,-1.8,7,61.4,31.5,284.8,20,27,NaN,18,15,NaN,15,17,NaN,NaN,NaN,NaN,3,16,NaN,NaN,10,31,NaN,15,27,17,21,33,31,12,4,23,6,11,8,24,10,10,20,NaN,34,13,24,7,14,NaN,NaN
18/09/2011,10.7,1.6,-16.5,16.6,16.5,18.5,354.5,18,6,NaN,6,19,NaN,13,18,NaN,NaN,NaN,NaN,7,29,NaN,NaN,9,31,NaN,22,41,26,31,23,26,18,6,28,10,7,16,23,18,17,22,NaN,25,20,23,11,10,NaN,NaN
19/09/2011,7.3,18.2,3.5,18.6,2.8,18.6,259.1,16,22,NaN,30,19,NaN,21,24,NaN,NaN,NaN,NaN,5,18,NaN,NaN,13,33,NaN,25,40,25,30,39,26,20,6,26,9,22,12,22,14,17,24,NaN,31,19,23,8,17,NaN,NaN
20/09/2011,9.1,20,8.8,21.9,-8.8,22.3,246.2,15,17,NaN,NaN,16,NaN,23,32,NaN,NaN,NaN,NaN,4,12,NaN,34,12,40,NaN,16,34,11,21,43,27,25,8,30,7,22,18,26,10,11,32,NaN,25,11,31,8,20,NaN,NaN
21/09/2011,7.2,28.6,8,29.8,17.5,31,254.3,16,15,NaN,NaN,13,NaN,16,21,NaN,NaN,NaN,NaN,3,7,NaN,27,NaN,35,NaN,25,40,25,28,33,26,12,9,28,12,18,12,21,15,14,20,NaN,30,18,17,9,20,NaN,NaN
22/09/2011,10.2,19.4,-1.3,19.5,-24.8,23.1,274,6,24,NaN,27,19,NaN,22,24,NaN,NaN,NaN,NaN,5,15,NaN,28,NaN,44,NaN,28,47,31,33,42,26,20,9,36,13,23,13,19,21,18,28,NaN,38,25,22,6,14,NaN,NaN
23/09/2011,7.1,12.9,15.3,20,-12.7,21,220.3,15,19,NaN,22,21,NaN,21,23,NaN,NaN,NaN,NaN,16,8,NaN,35,19,NaN,NaN,35,42,26,35,48,39,18,15,38,20,30,28,33,19,20,26,NaN,44,27,32,11,29,NaN,NaN
24/09/2011,5.3,13.8,12.5,18.6,-9.6,19.2,228,15,18,NaN,29,19,NaN,26,16,NaN,NaN,NaN,NaN,23,11,NaN,31,14,NaN,NaN,33,53,25,44,52,43,8,9,37,24,32,29,30,22,19,24,NaN,45,25,32,14,25,NaN,NaN
25/09/2011,7.2,11.4,19.2,22.4,11.2,23,210.7,15,14,NaN,13,11,NaN,19,11,NaN,NaN,NaN,NaN,11,8,NaN,18,6,NaN,NaN,17,38,12,27,35,27,10,9,26,8,18,13,16,11,14,14,NaN,26,15,19,10,15,NaN,NaN
26/09/2011,13,12.4,6.8,14.2,-26.8,19.5,241.3,5,14,NaN,28,NaN,NaN,25,33,NaN,NaN,NaN,NaN,3,13,NaN,33,26,NaN,NaN,30,46,22,35,48,35,38,12,39,18,29,16,36,17,13,45,NaN,31,17,32,15,29,NaN,NaN
27/09/2011,17.1,14.2,17,22.1,-22.1,24.7,219.9,15,22,NaN,23,NaN,NaN,38,29,NaN,NaN,NaN,NaN,21,9,NaN,36,25,NaN,NaN,43,51,30,44,48,45,NaN,13,43,21,29,20,43,24,30,34,NaN,39,38,34,20,34,NaN,NaN
28/09/2011,13.9,10.5,23.8,26,-19,27.7,203.8,15,28,NaN,20,NaN,NaN,36,33,NaN,NaN,NaN,NaN,NaN,24,NaN,32,NaN,67,NaN,55,73,43,66,63,50,NaN,27,48,28,34,29,30,40,40,44,NaN,50,52,34,NaN,26,NaN,NaN
29/09/2011,15.5,5.2,12.1,13.2,-22.4,17.3,203,5,34,NaN,22,39,NaN,46,44,NaN,NaN,NaN,NaN,27,22,NaN,46,37,88,NaN,NaN,82,46,72,86,60,NaN,25,70,37,45,34,48,41,33,67,NaN,65,42,48,NaN,42,NaN,NaN
30/09/2011,16.1,7.4,13.5,15.4,-6.7,15.7,208.8,15,NaN,NaN,41,34,NaN,38,40,NaN,NaN,NaN,NaN,38,32,NaN,53,37,96,NaN,NaN,92,41,82,96,76,NaN,19,71,42,45,39,54,49,32,80,NaN,74,50,52,34,40,NaN,NaN
01/10/2011,21.5,0,2.3,2.3,-12.9,6.9,178.8,0,NaN,NaN,38,36,NaN,39,39,NaN,NaN,NaN,NaN,38,33,NaN,49,35,86,NaN,NaN,100,41,90,84,70,NaN,14,70,43,47,40,46,46,30,61,NaN,76,45,47,29,32,NaN,NaN
02/10/2011,16.7,8.5,4.8,9.8,-19.2,13.7,240.6,5,NaN,NaN,32,22,NaN,35,36,NaN,NaN,NaN,NaN,28,24,NaN,39,19,61,NaN,NaN,75,26,63,68,41,NaN,12,43,23,52,45,47,27,21,48,NaN,50,28,40,15,45,NaN,NaN
03/10/2011,7.2,31.5,10.2,33.2,7.5,33.4,252,16,NaN,NaN,22,15,NaN,31,28,NaN,NaN,NaN,NaN,16,11,NaN,38,16,34,NaN,NaN,47,21,34,41,24,NaN,12,29,15,37,32,23,22,20,21,NaN,41,18,29,6,23,NaN,NaN
04/10/2011,8.2,24.6,1,24.6,-27.4,28.2,267.8,6,20,NaN,32,11,NaN,17,24,NaN,NaN,NaN,NaN,3,10,NaN,28,12,37,NaN,NaN,37,18,23,44,22,10,6,26,9,25,7,24,17,12,23,NaN,36,16,22,11,16,NaN,NaN
05/10/2011,5.5,29,6.7,29.8,17.3,31,256.9,16,15,NaN,21,10,NaN,17,19,NaN,NaN,NaN,NaN,3,11,NaN,29,10,24,NaN,NaN,29,NaN,17,29,NaN,9,9,19,6,17,11,11,10,9,NaN,NaN,21,9,15,5,7,NaN,NaN
06/10/2011,5.6,29.6,-11.3,31.7,20.5,33.3,290.9,16,15,NaN,15,8,NaN,11,23,NaN,NaN,NaN,NaN,6,22,NaN,17,10,36,NaN,NaN,41,NaN,16,29,NaN,5,9,16,5,11,9,14,19,12,NaN,NaN,28,14,15,5,3,NaN,NaN
07/10/2011,16.6,12.3,-17.2,21.2,-25.7,24.8,324.3,7,13,NaN,19,16,NaN,17,21,NaN,NaN,NaN,NaN,5,34,NaN,19,18,27,NaN,NaN,62,NaN,26,29,28,24,10,35,10,14,18,19,26,18,NaN,NaN,20,17,27,9,4,NaN,NaN
08/10/2011,16.7,15.1,-0.1,15.1,-19.1,17.9,270.3,6,16,NaN,16,14,10,13,20,NaN,NaN,NaN,NaN,6,33,NaN,18,16,42,NaN,NaN,55,NaN,24,39,35,18,9,31,7,11,15,20,25,18,NaN,NaN,24,18,27,14,5,NaN,NaN
09/10/2011,9.7,24.4,-4.1,24.8,1.7,24.8,279.6,16,13,NaN,12,8,8,4,9,NaN,NaN,NaN,NaN,4,9,NaN,21,9,32,NaN,NaN,30,NaN,17,24,18,14,4,14,3,16,8,10,10,10,NaN,NaN,15,16,9,6,5,NaN,NaN
10/10/2011,7.9,24.5,-4.8,25,-11.5,25.6,281.1,16,21,NaN,29,9,12,11,22,NaN,NaN,NaN,NaN,1,25,NaN,25,10,33,NaN,NaN,28,NaN,13,31,28,10,5,17,3,13,6,16,11,8,NaN,NaN,30,12,9,12,9,NaN,NaN
11/10/2011,12.5,15.8,-7.7,17.5,-16.4,19.4,296.1,17,20,NaN,32,11,11,12,32,NaN,NaN,NaN,NaN,2,30,NaN,26,10,34,NaN,NaN,38,NaN,21,39,31,23,7,23,8,18,8,24,17,9,NaN,NaN,31,16,18,12,10,NaN,NaN
12/10/2011,19.7,3,-0.1,3,-8.5,5.2,271.7,0,27,NaN,32,25,14,22,26,NaN,NaN,NaN,NaN,8,18,NaN,29,25,39,NaN,NaN,51,NaN,28,47,40,38,9,36,13,19,14,30,26,24,NaN,NaN,34,25,30,20,23,NaN,NaN
13/10/2011,22.1,3.4,11.6,12.1,-35.6,21.5,196.5,0,38,NaN,29,36,27,29,32,NaN,NaN,NaN,NaN,19,24,NaN,30,26,NaN,NaN,NaN,54,NaN,43,46,42,48,13,39,28,25,23,38,36,18,NaN,NaN,34,20,34,23,35,NaN,NaN
14/10/2011,22.1,6.4,16.7,17.9,-15.5,19.5,201,14,23,NaN,20,43,38,35,24,NaN,NaN,NaN,NaN,18,21,NaN,31,32,NaN,NaN,NaN,59,NaN,52,54,36,32,19,41,35,35,29,41,46,30,NaN,NaN,38,23,45,21,41,NaN,NaN
15/10/2011,17.8,9.3,11.4,14.7,-12.9,16.1,219.2,15,20,NaN,25,51,34,42,40,NaN,NaN,NaN,NaN,23,17,NaN,30,35,NaN,NaN,NaN,60,NaN,52,56,41,32,20,49,33,41,29,42,42,34,NaN,NaN,46,33,43,22,36,NaN,NaN
