Date,PM-1000,W,S,F,Z,G,Dir,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool Marton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London N. Kensington,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
21/05/2010,26.8,-0.3,4.1,4.1,-33,17,175.2,0,27,NaN,31,NaN,NaN,28,27,NaN,NaN,NaN,NaN,NaN,36,NaN,22,20,37,NaN,40,72,33,53,47,26,30,11,41,21,56,27,24,28,NaN,50,NaN,NaN,NaN,35,9,15,NaN,NaN
22/05/2010,25.1,-0.4,1.4,1.4,-24.4,12.3,164,0,19,NaN,35,NaN,NaN,20,18,NaN,NaN,NaN,NaN,NaN,27,NaN,23,12,45,NaN,24,52,16,39,42,25,21,8,27,17,41,21,25,24,NaN,41,NaN,NaN,NaN,20,10,20,NaN,NaN
23/05/2010,20.7,1.8,-2.4,3,-14.2,7.7,322.3,0,15,NaN,31,NaN,NaN,25,23,NaN,NaN,NaN,NaN,NaN,20,NaN,16,16,29,NaN,30,46,17,32,30,13,18,7,30,13,47,12,19,17,NaN,NaN,NaN,NaN,NaN,26,7,16,NaN,NaN
24/05/2010,15.4,-3,-10.1,10.6,-13.8,12.6,16.2,8,8,NaN,12,NaN,NaN,28,NaN,NaN,NaN,NaN,NaN,NaN,15,NaN,11,25,30,NaN,32,69,18,33,38,21,21,9,31,13,50,35,18,25,NaN,NaN,NaN,NaN,NaN,38,7,8,NaN,NaN
25/05/2010,13.8,-5.8,-6.8,9,-15.5,11.9,40.6,1,15,NaN,20,NaN,NaN,16,NaN,NaN,NaN,NaN,NaN,NaN,15,NaN,13,11,28,NaN,13,44,9,22,40,27,16,6,22,5,58,17,21,26,NaN,41,NaN,NaN,NaN,17,11,27,NaN,NaN
26/05/2010,13,-1.2,-9,9.1,0.8,9.1,7.9,18,15,NaN,16,NaN,NaN,16,18,NaN,NaN,NaN,NaN,NaN,16,NaN,15,13,42,NaN,19,54,12,28,48,39,17,7,30,9,51,13,28,21,NaN,47,NaN,NaN,NaN,29,19,25,NaN,NaN
27/05/2010,11.9,4,-8,8.9,18.4,12.8,333.4,20,21,NaN,26,NaN,NaN,15,15,NaN,NaN,NaN,NaN,NaN,22,NaN,25,22,37,NaN,33,56,18,24,36,20,14,10,31,14,25,23,16,20,NaN,32,NaN,NaN,NaN,27,9,10,NaN,NaN
28/05/2010,11.8,7.9,-0.3,8,-1.5,8,272.2,16,20,NaN,30,NaN,NaN,14,14,NaN,NaN,NaN,NaN,NaN,25,NaN,20,20,41,NaN,21,49,13,20,31,22,12,11,26,9,43,11,17,15,NaN,32,NaN,NaN,NaN,27,6,11,NaN,NaN
29/05/2010,13.2,0.1,4.6,4.6,31.1,16.2,181.9,20,27,NaN,34,NaN,NaN,18,14,NaN,NaN,NaN,NaN,NaN,22,NaN,23,17,42,NaN,17,37,6,18,54,30,8,9,43,13,24,12,26,13,NaN,41,NaN,30,NaN,35,10,33,NaN,NaN
30/05/2010,14.6,-1.4,-12.8,12.9,1.7,12.9,6.2,18,5,NaN,17,NaN,NaN,9,8,NaN,NaN,NaN,NaN,NaN,17,NaN,4,8,13,NaN,9,48,4,NaN,19,11,10,3,17,5,13,7,14,9,NaN,18,NaN,22,NaN,18,5,7,NaN,NaN
31/05/2010,17.1,-0.8,7,7.1,-20.7,12.5,173.5,0,10,NaN,32,NaN,NaN,15,11,NaN,NaN,NaN,NaN,NaN,15,NaN,4,11,16,NaN,18,50,9,NaN,31,14,22,5,22,11,28,13,17,16,NaN,21,NaN,21,NaN,21,5,14,NaN,NaN
01/03/2011,31,4.2,3.7,5.6,-49.5,25.4,228.3,0,46,NaN,45,NaN,37,31,32,NaN,NaN,NaN,NaN,NaN,56,NaN,27,25,43,NaN,22,54,16,31,62,56,30,12,40,18,23,20,57,NaN,12,70,NaN,25,NaN,43,36,44,NaN,NaN
02/03/2011,29.8,5.3,2,5.7,-36.6,19.2,249.3,0,40,NaN,59,NaN,NaN,30,31,NaN,NaN,NaN,NaN,11,44,NaN,24,14,60,NaN,24,56,16,33,52,47,26,12,39,15,30,24,54,NaN,15,53,NaN,25,NaN,38,20,32,NaN,NaN
03/03/2011,32.2,-2.3,-0.7,2.4,-33.4,16.9,73.2,0,34,NaN,64,NaN,NaN,26,38,NaN,NaN,NaN,NaN,9,49,NaN,19,14,44,NaN,21,53,13,28,62,55,33,8,41,17,44,20,44,26,12,65,NaN,26,NaN,50,34,41,NaN,NaN
04/03/2011,28.4,2.2,-3.6,4.3,-24.6,13,328.1,0,25,NaN,56,NaN,31,32,36,NaN,NaN,NaN,NaN,19,44,NaN,44,29,56,NaN,34,58,32,43,57,48,29,10,49,27,45,38,49,36,14,63,NaN,47,NaN,46,26,43,NaN,NaN
05/03/2011,28.1,-3.9,-0.4,3.9,-29.8,15.4,83.6,0,9,NaN,39,NaN,17,44,40,NaN,NaN,NaN,NaN,11,23,NaN,22,40,27,NaN,22,46,16,33,59,37,32,13,52,26,41,31,32,21,13,49,NaN,37,NaN,40,24,39,NaN,NaN
06/03/2011,24.4,6.4,6.5,9.1,-34.4,19.5,224.9,0,14,NaN,15,NaN,25,27,22,NaN,NaN,NaN,NaN,8,20,NaN,10,11,38,NaN,14,38,11,23,41,34,19,9,37,17,33,12,33,24,5,17,NaN,18,NaN,21,12,25,NaN,NaN
07/03/2011,21.3,10.3,5.6,11.8,-29.8,19,241.5,0,NaN,NaN,34,NaN,42,59,46,NaN,NaN,NaN,NaN,28,27,NaN,34,24,70,NaN,49,67,45,60,64,54,48,NaN,46,36,36,26,52,56,27,55,NaN,46,NaN,47,22,47,NaN,NaN
08/03/2011,9.2,26.8,2.6,27,-9.8,27.4,264.5,16,NaN,NaN,37,NaN,39,50,44,NaN,NaN,NaN,NaN,26,15,NaN,49,31,62,NaN,52,69,43,61,64,47,36,NaN,54,38,38,31,42,46,33,62,NaN,58,NaN,48,18,45,NaN,NaN
09/03/2011,7.4,28.4,-7.5,29.4,-5.2,29.5,284.8,16,19,NaN,14,NaN,10,24,25,NaN,NaN,NaN,NaN,8,25,NaN,35,20,37,NaN,27,55,24,31,38,24,14,8,30,17,20,12,15,24,17,20,NaN,35,NaN,15,6,10,NaN,NaN
10/03/2011,3.9,29.6,-10.7,31.5,16.9,32.7,289.9,16,15,NaN,13,NaN,10,21,18,NaN,NaN,NaN,NaN,5,22,NaN,28,13,37,NaN,18,39,16,NaN,37,18,13,5,24,11,20,5,17,13,14,25,NaN,39,NaN,18,4,8,NaN,NaN
11/03/2011,5.7,19,3.4,19.4,-1.9,19.4,259.8,16,27,NaN,40,NaN,11,34,42,NaN,NaN,NaN,NaN,8,23,NaN,44,22,37,NaN,27,45,19,NaN,54,32,27,9,32,16,37,18,24,23,15,26,NaN,44,NaN,26,12,18,NaN,NaN
12/03/2011,5.1,-5.2,4.3,6.7,32.3,17.5,129.3,20,21,NaN,46,NaN,27,30,32,NaN,NaN,NaN,NaN,22,30,NaN,36,18,56,NaN,27,48,18,39,59,49,19,10,49,17,36,19,36,22,18,31,NaN,39,NaN,42,20,30,NaN,NaN
13/03/2011,9.6,-8.2,-12.7,15.1,39.4,24.8,33.1,20,12,NaN,19,NaN,18,26,28,NaN,NaN,NaN,NaN,14,29,NaN,30,19,35,NaN,32,55,27,41,39,43,22,8,34,20,23,21,33,34,17,32,NaN,27,NaN,27,18,20,NaN,NaN
14/03/2011,15.3,-6.4,1.9,6.7,-19.5,11.9,106.2,0,19,NaN,43,NaN,38,50,45,NaN,NaN,NaN,NaN,20,18,NaN,49,24,58,NaN,38,62,33,52,64,50,36,10,55,32,42,23,41,43,16,51,NaN,38,NaN,33,35,39,NaN,NaN
15/03/2011,13.3,-2.2,4,4.6,-19.9,11,150.4,0,40,NaN,57,NaN,33,37,35,NaN,NaN,NaN,NaN,36,44,NaN,30,14,41,NaN,46,54,39,46,46,44,32,15,38,27,NaN,31,43,50,35,46,NaN,42,NaN,40,19,30,NaN,NaN
16/03/2011,8.5,3.7,8.1,8.9,-37.6,20.8,204.6,0,30,NaN,48,NaN,33,36,40,NaN,NaN,NaN,NaN,24,49,NaN,29,12,36,NaN,27,51,22,NaN,51,37,34,11,33,21,NaN,25,47,26,20,46,NaN,30,NaN,46,21,32,NaN,NaN
17/03/2011,13.4,7.1,-6.1,9.4,-14.2,11.7,310.6,7,32,NaN,34,NaN,25,34,38,NaN,NaN,NaN,NaN,23,52,NaN,30,24,51,NaN,46,66,33,51,54,38,26,19,46,27,19,33,45,39,25,53,NaN,38,NaN,44,17,33,NaN,NaN
18/03/2011,17.7,11,2,11.2,-16.1,13.8,259.7,6,34,NaN,54,NaN,38,45,36,NaN,NaN,NaN,NaN,23,36,NaN,31,34,43,NaN,48,79,36,58,61,38,44,18,70,34,32,41,61,43,29,68,NaN,42,NaN,69,18,35,NaN,NaN
19/03/2011,23,12.3,10.4,16.1,-40.8,26,229.7,0,26,NaN,35,NaN,33,40,36,NaN,NaN,NaN,NaN,26,29,NaN,51,30,59,NaN,52,85,48,74,67,43,24,17,60,39,40,36,52,42,27,59,NaN,56,NaN,55,15,45,NaN,NaN
20/03/2011,21.1,18.8,7,20.1,-27.4,24.3,249.5,6,12,NaN,18,NaN,13,31,19,NaN,NaN,NaN,NaN,NaN,18,NaN,34,16,36,NaN,40,50,30,42,49,27,14,10,29,21,25,31,25,31,27,27,NaN,44,NaN,20,5,25,NaN,NaN
21/03/2011,21.5,21.4,3.7,21.7,-41.5,30,260.2,6,20,NaN,37,NaN,19,43,39,NaN,NaN,NaN,NaN,NaN,20,NaN,33,29,47,NaN,59,75,37,55,51,37,29,19,43,32,34,41,36,37,40,45,NaN,53,NaN,39,7,29,NaN,NaN
22/03/2011,30.6,5.8,-1.8,6.1,-43.2,22.5,287.5,0,27,NaN,NaN,NaN,26,49,48,NaN,NaN,NaN,NaN,NaN,29,NaN,38,38,45,NaN,58,89,44,66,53,40,43,26,64,38,39,42,53,53,39,56,NaN,60,NaN,57,15,32,NaN,NaN
23/03/2011,31.3,7.7,1.1,7.8,-40.1,21.5,261.6,0,30,NaN,NaN,NaN,39,52,47,NaN,NaN,NaN,NaN,NaN,38,NaN,49,31,54,NaN,49,77,42,62,63,34,47,17,69,39,39,28,58,55,35,69,NaN,59,NaN,62,26,34,NaN,NaN
24/03/2011,29.4,0.2,0.3,0.4,-27.5,13.8,209.9,0,NaN,NaN,NaN,NaN,39,52,NaN,NaN,NaN,NaN,NaN,NaN,46,NaN,53,23,60,NaN,56,76,50,61,67,38,41,37,66,36,40,28,53,61,43,70,NaN,59,NaN,42,37,38,NaN,NaN
25/03/2011,20.4,-3,-3.7,4.7,-8.9,6.5,39.4,1,NaN,NaN,39,NaN,33,72,NaN,NaN,NaN,NaN,NaN,NaN,35,NaN,37,28,44,NaN,58,88,52,78,66,45,44,32,65,NaN,63,43,42,60,43,70,NaN,68,NaN,56,32,33,NaN,NaN
26/03/2011,16.2,-4.8,1.9,5.1,-10.2,7.2,111.5,2,27,NaN,51,NaN,18,42,52,NaN,NaN,NaN,NaN,NaN,24,NaN,16,26,23,NaN,45,76,41,67,53,35,26,8,32,NaN,59,48,29,59,32,33,NaN,65,NaN,30,20,22,NaN,NaN
27/03/2011,13.3,1.2,-6.9,7,-10.6,8.7,350.1,8,NaN,NaN,35,NaN,14,29,31,NaN,NaN,NaN,NaN,NaN,30,NaN,29,13,39,NaN,35,54,32,44,35,26,19,7,35,NaN,47,25,29,38,25,24,NaN,40,NaN,32,14,13,NaN,NaN
28/03/2011,12.4,3.4,2.6,4.3,-18.8,10.3,232.5,0,37,NaN,43,NaN,43,39,45,NaN,NaN,NaN,NaN,NaN,35,NaN,35,26,55,NaN,51,74,43,61,67,43,35,18,57,NaN,43,28,50,39,22,53,NaN,53,NaN,52,24,40,NaN,NaN
29/03/2011,11,-0.6,5.4,5.5,-0.6,5.5,173.2,-1,32,NaN,43,NaN,43,43,61,NaN,NaN,NaN,NaN,NaN,33,NaN,47,30,65,NaN,62,87,44,77,73,47,53,13,60,NaN,44,32,55,51,42,51,NaN,53,NaN,56,24,44,NaN,NaN
30/03/2011,7.5,9.5,12.4,15.7,18.3,18.1,217.4,25,39,NaN,36,31,21,30,39,NaN,NaN,NaN,NaN,NaN,27,NaN,50,23,50,NaN,39,48,22,36,59,46,16,17,46,16,34,28,40,23,20,31,NaN,40,NaN,37,17,37,NaN,NaN
31/03/2011,3.8,22.8,-2.1,22.9,20.5,25.1,275.2,16,31,NaN,19,15,9,17,20,NaN,NaN,NaN,NaN,NaN,20,NaN,35,9,45,NaN,19,36,14,23,39,27,9,7,26,10,28,7,17,15,12,17,NaN,22,NaN,21,5,12,NaN,NaN
01/04/2011,3,21.1,25.9,33.4,2.6,33.4,219.3,15,20,NaN,19,16,8,21,31,NaN,NaN,NaN,NaN,NaN,12,NaN,34,12,24,NaN,20,35,11,27,43,26,14,6,28,12,33,14,20,13,9,13,NaN,31,NaN,21,6,20,NaN,NaN
02/04/2011,4,14.4,4.9,15.3,10.9,16.2,251.2,16,16,NaN,24,19,12,20,27,NaN,NaN,NaN,NaN,NaN,17,NaN,30,14,34,NaN,23,47,17,24,39,31,12,12,32,12,24,11,19,23,14,15,NaN,35,NaN,28,8,15,NaN,NaN
03/04/2011,6.6,20.1,6.6,21.2,-9.9,21.8,251.9,16,13,NaN,13,23,9,28,18,NaN,NaN,NaN,NaN,NaN,15,NaN,28,15,27,NaN,24,41,19,33,37,23,7,10,29,11,21,13,23,22,12,19,NaN,32,NaN,25,9,19,NaN,NaN
04/04/2011,7.1,25.6,16.8,30.6,-8.8,30.9,236.7,15,24,NaN,23,23,11,24,25,NaN,NaN,NaN,NaN,NaN,18,NaN,44,18,30,NaN,21,39,15,29,50,31,13,7,32,10,31,10,23,15,6,28,NaN,NaN,NaN,31,8,28,NaN,NaN
05/04/2011,5.7,26.7,11,28.9,-11.8,29.5,247.5,16,12,NaN,21,15,10,23,26,NaN,NaN,NaN,NaN,NaN,14,NaN,42,12,27,NaN,19,39,13,30,36,20,13,7,24,9,26,12,16,13,9,17,NaN,41,NaN,18,6,17,NaN,NaN
06/04/2011,13.3,19.1,8.5,20.9,-13.9,22,245.9,15,12,NaN,25,20,9,31,35,NaN,NaN,NaN,NaN,NaN,12,NaN,38,18,34,NaN,27,41,22,31,48,21,20,19,30,14,48,31,14,23,16,22,NaN,51,NaN,24,8,23,NaN,NaN
07/04/2011,19,15.1,-4.3,15.7,-45.8,27.8,285.8,0,21,NaN,28,30,13,32,44,NaN,NaN,NaN,NaN,NaN,28,NaN,15,26,34,NaN,40,70,34,43,44,18,34,13,38,23,36,36,27,36,25,36,NaN,34,NaN,44,8,17,NaN,NaN
08/04/2011,18,6.1,-2.4,6.6,-51.1,26.4,291.8,0,18,NaN,55,59,22,45,53,NaN,NaN,NaN,NaN,NaN,30,NaN,NaN,39,33,NaN,45,62,38,48,60,24,39,15,48,34,44,28,40,33,NaN,49,NaN,43,NaN,51,14,22,NaN,NaN
09/04/2011,18.5,-0.8,14.7,14.7,-30.3,21.1,177.1,0,18,NaN,46,38,20,31,35,NaN,NaN,NaN,NaN,NaN,32,NaN,27,14,31,NaN,38,59,29,50,53,29,23,15,31,19,30,17,22,40,NaN,30,NaN,51,NaN,25,17,27,NaN,NaN
10/04/2011,19.7,7,4.4,8.3,-18.5,12.4,238.1,0,21,NaN,24,42,24,31,30,NaN,NaN,NaN,NaN,NaN,27,NaN,25,13,45,NaN,38,55,36,50,51,27,31,17,32,23,29,24,35,43,NaN,34,NaN,36,NaN,27,14,26,NaN,NaN
11/04/2011,18.8,16.2,-11.5,19.9,-9.3,20.4,305.3,17,19,NaN,18,30,9,17,26,NaN,NaN,NaN,NaN,NaN,24,NaN,36,20,37,NaN,42,79,34,49,47,35,23,22,43,19,10,22,26,31,NaN,43,NaN,28,NaN,39,8,22,NaN,NaN
12/04/2011,19.3,16.4,-1.7,16.5,-53.6,31.5,276.1,0,16,NaN,26,20,7,16,27,NaN,NaN,NaN,NaN,NaN,29,NaN,12,20,29,NaN,33,60,24,30,36,22,16,14,40,15,19,14,19,29,NaN,32,NaN,18,NaN,33,8,10,NaN,NaN
13/04/2011,14,9.6,14.4,17.3,-0.9,17.3,213.6,15,22,NaN,28,25,12,28,34,NaN,NaN,NaN,NaN,NaN,18,NaN,44,25,33,NaN,38,51,29,41,54,36,17,17,38,19,33,12,27,23,NaN,21,NaN,39,NaN,34,8,23,NaN,NaN
14/04/2011,11.6,9.8,3.2,10.3,-26.5,16.8,251.8,0,21,NaN,38,35,19,34,32,NaN,NaN,NaN,NaN,NaN,28,NaN,50,21,40,NaN,35,42,26,35,53,29,14,15,43,28,34,13,39,25,NaN,44,NaN,44,NaN,50,9,24,NaN,NaN
15/04/2011,15.1,9.4,2.5,9.7,-14.2,12.1,255,6,32,NaN,28,34,22,38,28,NaN,NaN,NaN,NaN,NaN,31,NaN,51,26,45,NaN,42,49,29,41,54,40,15,13,56,28,36,29,42,28,NaN,63,NaN,51,NaN,56,24,29,NaN,NaN
16/04/2011,15.8,11.1,0.3,11.1,-35.1,20.7,268.4,0,26,NaN,25,29,12,26,29,NaN,NaN,NaN,NaN,NaN,26,NaN,33,21,27,NaN,42,60,34,48,42,22,25,18,50,14,19,42,35,32,NaN,39,NaN,64,NaN,51,11,19,NaN,NaN
17/04/2011,18.9,4.4,2.9,5.3,-34.8,18.2,236.8,0,21,NaN,25,43,15,30,29,NaN,NaN,NaN,NaN,NaN,25,NaN,23,12,24,NaN,41,65,34,56,41,27,18,28,35,14,35,NaN,40,26,NaN,37,NaN,47,NaN,33,9,18,NaN,NaN
18/04/2011,14.9,-2.1,10.4,10.6,-17,13.6,168.3,4,29,NaN,53,41,23,42,47,NaN,NaN,NaN,NaN,NaN,46,NaN,30,12,37,NaN,50,70,44,64,60,44,47,19,39,21,41,NaN,31,42,NaN,42,NaN,61,NaN,31,20,33,NaN,NaN
19/04/2011,14.4,-3.8,-1.8,4.2,-7.8,5.7,64.3,1,33,NaN,75,49,22,42,52,NaN,NaN,NaN,NaN,NaN,40,NaN,19,24,37,NaN,54,70,47,61,62,64,39,25,38,25,54,NaN,35,38,NaN,56,NaN,68,NaN,33,29,33,NaN,NaN
20/04/2011,12.2,0.6,4.3,4.3,-21,11.4,188,0,35,NaN,63,61,25,43,45,NaN,NaN,NaN,NaN,NaN,33,NaN,16,28,36,NaN,66,86,61,79,66,55,38,33,43,36,56,NaN,31,46,NaN,63,NaN,76,NaN,46,24,41,NaN,NaN
21/04/2011,11.8,-5.5,6.1,8.3,-19.2,12.7,137.9,0,24,NaN,73,48,33,51,47,NaN,NaN,NaN,NaN,NaN,34,NaN,23,23,47,NaN,76,99,75,97,85,50,53,32,44,42,53,NaN,36,63,NaN,63,NaN,95,NaN,47,16,45,NaN,NaN
22/04/2011,8.9,-4.5,14.8,15.5,16.3,17.5,162.9,24,15,NaN,43,58,19,45,50,NaN,NaN,NaN,NaN,NaN,24,NaN,30,20,25,NaN,55,71,47,72,51,39,44,34,46,45,44,NaN,23,37,NaN,34,NaN,82,NaN,33,16,28,NaN,NaN
23/04/2011,11.2,5.2,-2.2,5.7,-20.5,11.7,292.9,0,37,NaN,19,53,11,38,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39,17,26,NaN,56,86,48,79,42,41,13,21,54,30,19,NaN,28,31,NaN,32,NaN,53,NaN,54,27,16,NaN,NaN
24/04/2011,17.3,4.2,-2.4,4.8,-21.9,12,300,0,11,NaN,14,29,10,15,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,12,20,NaN,32,56,24,36,29,25,8,11,22,14,11,NaN,27,13,NaN,26,NaN,19,NaN,25,10,8,NaN,NaN
25/04/2011,22.7,0.8,-4.8,4.9,-31.1,16.3,350,0,15,NaN,12,30,12,15,10,NaN,NaN,NaN,NaN,NaN,23,NaN,8,13,18,NaN,14,42,9,20,36,33,6,4,24,16,23,NaN,24,12,NaN,31,NaN,15,NaN,30,13,10,NaN,NaN
26/04/2011,24.7,-5.7,-0.6,5.7,-38.2,19.9,83.9,0,21,NaN,17,22,6,20,18,NaN,NaN,NaN,NaN,NaN,20,NaN,11,10,13,NaN,16,49,11,22,34,29,14,6,18,15,32,NaN,19,15,NaN,27,NaN,22,NaN,22,16,10,NaN,NaN
27/04/2011,23.8,-0.2,5.4,5.4,-23.5,13,177.4,0,25,NaN,26,23,8,21,20,NaN,NaN,NaN,NaN,NaN,26,NaN,12,11,15,NaN,15,52,9,17,36,33,19,4,24,11,25,11,18,16,NaN,30,NaN,23,NaN,26,24,11,NaN,NaN
28/04/2011,18.3,-4.4,3,5.3,-29.4,15.6,123.9,0,36,NaN,57,25,14,22,22,NaN,NaN,NaN,NaN,NaN,28,NaN,12,17,16,NaN,14,53,10,19,40,40,25,9,23,12,29,10,21,12,NaN,39,NaN,20,NaN,30,23,14,NaN,NaN
29/04/2011,17.6,-14.1,3.2,14.5,-10,15.3,102.6,12,12,NaN,29,18,6,18,17,NaN,NaN,NaN,NaN,NaN,19,NaN,8,9,8,NaN,19,42,13,21,25,24,11,10,18,10,16,8,11,13,NaN,19,NaN,21,NaN,16,22,7,NaN,NaN
30/04/2011,15.3,-16,5.4,16.9,-8.5,17.4,108.6,12,14,NaN,21,12,3,12,13,NaN,NaN,NaN,NaN,NaN,17,NaN,9,5,8,NaN,17,38,12,25,28,20,6,5,16,10,27,9,9,15,NaN,18,NaN,26,NaN,12,16,4,NaN,NaN
01/05/2011,14.7,-15.7,6.3,16.9,-4.1,17,111.8,12,19,NaN,13,11,6,11,13,NaN,NaN,NaN,NaN,NaN,18,NaN,8,4,8,NaN,13,31,12,22,21,29,6,5,14,10,20,11,12,14,NaN,14,NaN,17,NaN,8,10,8,NaN,NaN
02/05/2011,14.5,-15.2,8.8,17.6,-14.5,19.1,120.1,13,17,NaN,10,12,4,12,10,NaN,NaN,NaN,NaN,NaN,15,NaN,7,4,10,NaN,10,25,5,14,19,20,6,3,12,7,15,6,14,12,NaN,15,NaN,13,NaN,10,9,8,NaN,NaN
03/05/2011,15.9,-8.3,7.6,11.3,-20.9,15.4,132.4,3,29,NaN,23,26,12,18,19,NaN,NaN,NaN,NaN,NaN,22,NaN,21,11,24,NaN,17,46,12,28,39,26,22,8,25,12,23,14,21,24,NaN,26,NaN,25,NaN,17,12,16,NaN,NaN
04/05/2011,17.1,-5.1,14.2,15.1,-11.8,16.2,160.2,14,31,NaN,29,35,19,28,29,NaN,NaN,NaN,NaN,NaN,29,NaN,27,16,39,NaN,30,63,28,49,52,44,26,17,32,24,30,13,29,26,NaN,29,NaN,42,NaN,25,16,19,NaN,NaN
05/05/2011,14.7,-2.8,19.6,19.8,3.1,19.8,171.9,14,46,NaN,24,33,24,24,26,NaN,NaN,NaN,NaN,NaN,36,NaN,28,20,50,NaN,46,77,30,52,58,44,29,20,49,19,40,16,29,25,NaN,38,NaN,43,NaN,34,17,26,NaN,NaN
06/05/2011,11,0.8,18.5,18.5,7.5,18.9,182.5,14,40,NaN,20,27,23,28,22,NaN,NaN,NaN,NaN,NaN,23,NaN,45,19,53,NaN,50,83,31,52,60,48,25,23,48,24,28,18,28,27,NaN,34,NaN,46,NaN,36,18,23,NaN,NaN
07/05/2011,10.2,-9.6,19.3,21.6,11.6,22.3,153.4,13,28,NaN,28,21,14,19,21,NaN,NaN,NaN,NaN,NaN,24,NaN,35,11,42,NaN,31,63,22,41,59,50,25,30,45,12,28,17,20,18,NaN,28,NaN,38,NaN,26,27,20,NaN,NaN
08/05/2011,11.2,-1.6,25.4,25.5,31.5,29.9,176.4,24,28,NaN,5,12,9,16,13,NaN,NaN,NaN,NaN,NaN,16,NaN,16,6,26,NaN,16,25,9,14,35,29,4,12,22,9,18,9,13,10,NaN,14,NaN,23,NaN,13,10,10,NaN,NaN
09/05/2011,15.6,2.6,25.2,25.3,9.5,25.8,186,14,36,NaN,15,19,13,23,19,NaN,NaN,NaN,NaN,NaN,20,NaN,24,14,38,NaN,23,36,10,19,43,40,8,9,33,16,22,15,21,14,NaN,23,NaN,34,NaN,23,12,18,NaN,NaN
10/05/2011,19,12.6,16.6,20.8,7.7,21.2,217.4,15,28,NaN,30,16,12,18,23,NaN,NaN,NaN,NaN,NaN,17,NaN,33,14,31,NaN,28,36,15,22,42,29,8,16,28,15,22,12,13,17,NaN,22,NaN,33,NaN,24,9,22,NaN,NaN
11/05/2011,18.4,13.9,8.3,16.2,6.1,16.5,239.2,15,25,NaN,27,17,6,14,17,NaN,NaN,NaN,NaN,NaN,16,NaN,30,19,33,NaN,29,47,20,27,39,29,8,14,32,15,18,12,18,18,NaN,21,NaN,33,NaN,19,9,17,NaN,NaN
12/05/2011,16.6,17.3,-5.5,18.1,6.4,18.4,287.6,16,19,NaN,18,14,6,15,20,NaN,NaN,NaN,NaN,NaN,20,NaN,23,17,37,NaN,25,56,18,21,38,26,6,15,31,10,11,11,19,20,16,18,NaN,26,NaN,21,7,7,NaN,NaN
13/05/2011,17,14.5,0.4,14.5,10.6,15.4,268.3,16,22,NaN,25,19,7,26,27,NaN,NaN,NaN,NaN,NaN,19,NaN,26,14,38,NaN,24,41,14,24,53,28,16,13,31,12,33,12,23,20,11,33,NaN,31,NaN,25,8,20,NaN,NaN
14/05/2011,18.2,15.5,-14.3,21.1,-0.5,21.1,312.6,17,7,NaN,14,11,5,11,17,NaN,NaN,NaN,NaN,NaN,22,NaN,12,9,23,NaN,13,58,12,19,33,20,7,8,28,8,16,7,15,18,8,19,NaN,15,NaN,23,6,7,NaN,NaN
15/05/2011,19.5,17.6,-3.8,18,-14.1,19.4,282.3,16,10,NaN,17,10,3,8,12,NaN,NaN,NaN,NaN,NaN,18,NaN,12,4,25,NaN,12,50,9,13,23,12,5,6,18,5,10,9,13,11,8,12,NaN,14,NaN,15,7,6,NaN,NaN
16/05/2011,17.7,20.1,-5.5,20.9,5.3,21.1,285.3,16,15,NaN,14,12,8,10,16,NaN,NaN,NaN,NaN,NaN,20,NaN,21,10,39,NaN,18,41,12,17,37,16,9,7,22,7,13,10,18,12,12,20,NaN,23,NaN,14,7,7,NaN,NaN
17/05/2011,13.1,16.8,3.5,17.2,-10.4,17.9,258.3,16,15,NaN,25,NaN,10,14,19,NaN,NaN,NaN,NaN,NaN,20,NaN,23,12,36,NaN,18,38,13,22,44,23,12,8,26,9,22,10,21,15,10,NaN,NaN,34,NaN,18,12,13,NaN,NaN
18/05/2011,8.9,25.5,2.4,25.7,17.9,27.2,264.7,16,17,NaN,16,NaN,8,17,20,NaN,NaN,NaN,NaN,NaN,14,NaN,25,18,36,NaN,20,44,14,26,34,19,13,9,28,11,20,11,19,19,12,NaN,NaN,27,NaN,27,11,12,NaN,NaN
19/05/2011,10.6,14.9,4,15.4,-28,20.8,255,6,18,NaN,26,21,5,22,24,NaN,NaN,NaN,NaN,NaN,17,NaN,24,22,36,NaN,30,68,22,46,37,20,24,NaN,36,16,20,10,22,28,14,NaN,NaN,32,NaN,30,13,10,NaN,NaN
