Date,PM-1000,W,S,F,Z,G,Dir,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Birmingham Acocks Green,Blackpool Marton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Coventry Allesley,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,Leicester University,London Bexley,London Bloomsbury,London Eltham,London N. Kensington,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Sunderland Silksworth,Wigan Centre,Wirral Tranmere,York Bootham
14/08/2010,21.3,-1.4,-3.7,4,-3.7,4.4,20.5,-1,NaN,NaN,26,NaN,NaN,22,21,NaN,NaN,NaN,NaN,NaN,17,NaN,10,12,10,NaN,19,46,16,32,33,24,10,7,21,15,18,10,NaN,18,NaN,NaN,NaN,23,29,21,8,7,NaN,NaN
15/08/2010,21.5,-2.8,-3.6,4.5,-22.1,12,37.3,0,NaN,NaN,53,NaN,NaN,15,13,NaN,NaN,NaN,NaN,NaN,22,NaN,5,10,11,NaN,10,47,8,14,22,21,10,3,21,13,19,8,NaN,12,NaN,NaN,NaN,16,19,22,5,5,NaN,NaN
16/08/2010,16.9,4,-2.2,4.6,2.4,4.7,298.5,-1,NaN,NaN,36,NaN,NaN,22,23,NaN,NaN,NaN,NaN,NaN,32,NaN,10,19,21,NaN,21,NaN,12,19,27,27,21,6,32,17,13,11,NaN,21,NaN,NaN,NaN,16,23,34,12,11,NaN,NaN
17/08/2010,10.7,9.2,-7.8,12.1,7.1,12.6,310.4,17,NaN,NaN,22,NaN,NaN,19,20,NaN,NaN,NaN,NaN,NaN,29,NaN,22,16,30,NaN,25,NaN,18,26,36,30,9,10,26,10,20,8,NaN,14,NaN,NaN,NaN,27,16,29,12,16,NaN,NaN
18/08/2010,7.1,11.3,-1.8,11.4,22.1,15.9,279.2,26,NaN,NaN,32,NaN,NaN,20,24,NaN,NaN,NaN,NaN,NaN,27,NaN,23,22,31,NaN,19,32,16,20,41,21,12,5,32,13,17,10,NaN,20,NaN,NaN,NaN,28,10,22,6,17,NaN,NaN
19/08/2010,7.6,5.2,10,11.2,8.9,12.1,207.3,15,NaN,NaN,28,NaN,NaN,21,26,NaN,NaN,NaN,NaN,NaN,20,NaN,32,15,32,NaN,21,30,8,22,37,30,9,8,31,10,26,11,NaN,13,NaN,NaN,NaN,28,9,26,7,23,NaN,NaN
20/08/2010,10.8,12.8,13.7,18.8,39.5,27.3,223,20,NaN,NaN,26,NaN,NaN,17,22,NaN,NaN,NaN,NaN,NaN,18,NaN,25,10,23,NaN,17,33,7,20,28,24,10,9,19,9,15,16,NaN,12,NaN,NaN,NaN,21,8,16,5,13,NaN,NaN
21/08/2010,12.8,18.5,5.4,19.3,12.7,20.3,253.7,16,NaN,NaN,23,NaN,NaN,19,20,NaN,NaN,NaN,NaN,NaN,16,NaN,23,9,27,NaN,11,20,4,13,36,23,9,6,24,6,12,8,NaN,8,NaN,NaN,NaN,18,5,18,3,15,NaN,NaN
22/08/2010,10.2,6.8,1.3,6.9,1.4,6.9,258.7,16,NaN,NaN,15,NaN,NaN,13,19,NaN,NaN,NaN,NaN,NaN,18,NaN,22,10,22,NaN,12,24,9,17,27,19,10,4,21,6,20,10,NaN,11,NaN,NaN,NaN,24,8,15,7,12,NaN,NaN
23/08/2010,4.8,4.2,-6.6,7.8,40.7,21.8,327.7,20,NaN,NaN,28,NaN,NaN,14,24,NaN,NaN,NaN,NaN,NaN,28,NaN,27,15,34,NaN,15,30,8,NaN,38,32,10,8,26,8,11,9,NaN,13,NaN,NaN,NaN,NaN,10,22,21,13,NaN,NaN
24/08/2010,6.7,15.1,-13.8,20.5,10.8,21.2,312.3,17,NaN,NaN,20,NaN,NaN,15,22,NaN,NaN,NaN,NaN,NaN,29,NaN,24,11,28,NaN,15,26,8,17,34,20,7,4,20,8,13,6,NaN,13,NaN,16,NaN,NaN,10,18,8,8,NaN,NaN
25/08/2010,10.3,0.6,2.1,2.2,-7.7,4.5,194.5,0,NaN,NaN,32,NaN,NaN,29,33,NaN,NaN,NaN,NaN,NaN,32,NaN,31,16,34,NaN,24,41,16,37,40,24,29,10,33,15,32,10,NaN,26,NaN,34,NaN,41,12,32,10,27,NaN,NaN
26/08/2010,9.6,-3.9,-1.1,4.1,-4.4,4.6,73.8,2,NaN,NaN,33,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN,NaN,26,NaN,NaN,8,16,NaN,20,41,11,32,35,29,21,11,16,13,23,9,NaN,19,NaN,26,NaN,25,8,18,10,14,NaN,NaN
27/08/2010,12.9,3.5,-11.3,11.8,-8.4,12.6,342.8,18,NaN,NaN,26,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,NaN,37,NaN,21,20,22,NaN,23,58,16,31,31,33,20,12,35,15,19,19,NaN,22,NaN,28,NaN,25,13,31,16,14,NaN,NaN
28/08/2010,17.9,13.3,-11.7,17.7,-5.1,17.9,311.2,17,NaN,NaN,16,NaN,NaN,19,19,NaN,NaN,NaN,NaN,NaN,28,NaN,11,12,17,NaN,22,45,20,25,28,15,16,5,23,6,20,10,NaN,21,NaN,15,NaN,17,11,18,5,6,NaN,NaN
29/08/2010,18.6,3.4,-23.1,23.3,4.4,23.4,351.6,18,NaN,NaN,8,NaN,NaN,10,11,NaN,NaN,NaN,NaN,NaN,26,NaN,5,10,15,NaN,12,39,7,16,18,8,5,3,18,4,10,3,NaN,14,NaN,11,NaN,16,6,18,3,7,NaN,NaN
30/08/2010,20.7,1.4,-3.5,3.8,-41.1,20.9,338.1,0,NaN,NaN,40,NaN,NaN,25,21,NaN,NaN,NaN,NaN,NaN,31,NaN,8,16,18,NaN,12,40,7,22,27,20,26,3,26,12,20,6,NaN,19,NaN,28,NaN,20,5,26,9,17,NaN,NaN
31/08/2010,18.5,1.4,3.8,4.1,-35.6,18.3,201,0,NaN,NaN,NaN,NaN,NaN,41,36,NaN,NaN,NaN,NaN,NaN,31,NaN,44,18,37,NaN,27,45,20,42,46,37,30,9,46,26,34,11,NaN,33,NaN,40,NaN,43,13,34,20,28,NaN,NaN
01/06/2011,19.5,23,6,23.8,-17.8,25.4,255.3,16,14,NaN,26,14,8,23,22,NaN,NaN,NaN,NaN,NaN,14,NaN,37,17,31,NaN,34,59,24,NaN,38,21,15,16,27,13,NaN,11,24,21,22,20,NaN,25,NaN,20,9,19,NaN,NaN
02/06/2011,26.6,8.5,1,8.6,-43.4,23.3,263,0,18,NaN,26,21,NaN,26,21,NaN,NaN,NaN,NaN,NaN,18,NaN,26,16,34,NaN,28,52,22,NaN,35,24,29,20,32,17,NaN,18,30,25,20,27,NaN,27,NaN,35,18,16,NaN,NaN
03/06/2011,29,0.4,2,2,-26,13.2,191.3,0,23,NaN,33,16,18,12,17,NaN,NaN,NaN,NaN,NaN,31,NaN,15,12,24,NaN,15,34,9,NaN,41,31,18,9,21,10,NaN,11,31,17,5,27,NaN,23,NaN,18,25,19,NaN,NaN
04/06/2011,26,-10.4,-6.7,12.4,-20.6,16.1,57.2,1,4,NaN,16,10,14,9,11,NaN,NaN,NaN,NaN,NaN,14,NaN,10,6,17,NaN,10,31,6,NaN,32,23,8,7,16,8,NaN,9,19,10,5,17,NaN,17,NaN,13,18,12,NaN,NaN
05/06/2011,15.2,-5.9,-3.9,7.1,-12.6,9.5,56.4,1,6,NaN,15,10,5,17,13,NaN,NaN,NaN,NaN,NaN,13,NaN,5,4,7,NaN,11,36,8,NaN,29,19,12,5,11,3,NaN,11,14,9,3,15,NaN,16,NaN,12,16,9,NaN,NaN
06/06/2011,7.6,5.5,0,5.6,22.8,12.7,270.4,20,31,NaN,23,22,8,19,17,NaN,NaN,NaN,NaN,NaN,25,NaN,23,20,28,NaN,36,55,25,NaN,29,25,14,15,34,16,NaN,19,27,22,13,23,NaN,28,NaN,34,16,6,NaN,NaN
07/06/2011,9.3,-0.4,1.9,2,54.3,27.2,168.2,20,15,NaN,33,16,16,23,16,NaN,NaN,NaN,NaN,NaN,24,NaN,26,14,38,NaN,21,34,10,20,52,34,8,16,29,14,NaN,10,27,14,12,22,NaN,26,NaN,25,22,21,NaN,NaN
08/06/2011,10.8,6,-4.8,7.7,46.6,24.6,308.6,20,16,NaN,21,12,10,11,20,NaN,NaN,NaN,NaN,NaN,20,NaN,NaN,12,32,NaN,18,37,9,21,44,30,6,11,25,9,NaN,9,24,14,8,22,NaN,28,NaN,20,10,12,NaN,NaN
09/06/2011,12,13.7,-0.3,13.7,12,15,271.5,16,24,NaN,20,14,6,13,20,NaN,NaN,NaN,NaN,NaN,20,NaN,NaN,18,32,NaN,18,36,12,21,32,23,9,14,27,11,NaN,9,24,13,11,16,NaN,33,NaN,30,9,6,NaN,NaN
10/06/2011,15.4,3.2,3.3,4.6,12.4,7.7,224.9,20,15,NaN,20,20,13,21,25,NaN,NaN,NaN,NaN,NaN,25,NaN,NaN,17,32,NaN,26,52,16,35,45,34,17,14,46,11,NaN,16,35,20,17,32,NaN,36,NaN,43,21,21,NaN,NaN
11/06/2011,15.9,1.9,-3.7,4.2,2.9,4.4,333.1,-1,10,NaN,18,19,8,13,20,NaN,NaN,NaN,NaN,NaN,36,NaN,NaN,18,27,NaN,19,46,15,22,33,26,13,12,32,11,NaN,10,52,18,11,22,NaN,27,NaN,40,14,12,NaN,NaN
12/06/2011,12.8,-5,12.4,13.3,19.7,16.6,158,24,6,NaN,27,17,16,14,16,NaN,NaN,NaN,NaN,NaN,21,NaN,NaN,9,26,NaN,12,39,6,19,43,15,11,9,27,10,NaN,9,27,14,7,20,NaN,23,NaN,26,8,20,NaN,NaN
13/06/2011,12.6,7.6,-7.7,10.8,23.8,16.1,315.5,20,9,NaN,17,11,10,10,18,NaN,NaN,NaN,NaN,NaN,27,NaN,NaN,13,33,NaN,16,42,13,19,28,23,12,12,22,10,NaN,8,23,17,12,19,NaN,20,NaN,24,9,11,NaN,NaN
14/06/2011,11.8,6.2,4.4,7.6,-27.1,15.6,234.4,0,15,NaN,21,21,14,20,23,NaN,NaN,NaN,NaN,NaN,22,NaN,24,19,44,NaN,27,44,21,32,51,32,16,14,37,17,NaN,13,33,19,16,26,NaN,30,NaN,38,18,24,NaN,NaN
15/06/2011,9.9,7.6,8.6,11.5,-1.8,11.5,221.8,15,29,NaN,23,12,14,23,19,NaN,NaN,NaN,NaN,NaN,17,NaN,27,15,37,NaN,20,33,13,19,39,33,10,15,25,10,NaN,15,33,16,17,26,NaN,28,NaN,23,14,19,NaN,NaN
16/06/2011,8.2,8.8,3.9,9.7,15.6,12.4,246.4,25,14,NaN,26,13,6,15,19,NaN,NaN,NaN,NaN,NaN,21,NaN,25,18,34,NaN,20,41,14,25,34,25,9,12,23,9,NaN,10,25,18,11,19,NaN,29,NaN,23,13,12,NaN,NaN
17/06/2011,5.4,0.6,14.4,14.5,33.4,22.1,182.4,20,18,NaN,27,17,18,25,20,NaN,NaN,NaN,NaN,NaN,22,NaN,25,15,40,NaN,23,56,13,39,43,28,11,15,34,13,NaN,NaN,25,21,10,24,NaN,34,NaN,29,14,17,NaN,NaN
18/06/2011,7.4,3.6,-7.1,8,43.9,23.4,332.8,20,7,NaN,17,9,9,13,14,NaN,NaN,NaN,NaN,NaN,22,NaN,12,11,28,NaN,9,28,8,19,28,30,6,8,25,5,NaN,NaN,21,9,3,15,NaN,40,NaN,25,15,9,NaN,NaN
19/06/2011,10.4,6.5,-3.4,7.4,2.3,7.5,297.7,17,10,NaN,11,10,6,11,14,NaN,NaN,NaN,NaN,NaN,21,NaN,10,9,25,NaN,10,27,9,18,17,17,10,12,17,4,NaN,NaN,16,12,5,13,NaN,24,NaN,16,13,5,NaN,NaN
20/06/2011,11.2,-0.8,1.9,2,8.2,4.6,158.2,20,15,NaN,24,21,12,21,19,NaN,NaN,NaN,NaN,NaN,25,NaN,23,12,34,NaN,25,47,16,38,43,21,18,11,33,17,NaN,NaN,29,16,12,27,NaN,24,NaN,31,12,22,NaN,NaN
21/06/2011,11.2,0.6,4.3,4.4,36.5,18.8,188.6,20,7,NaN,39,9,9,14,16,NaN,NaN,NaN,NaN,NaN,19,NaN,25,10,30,NaN,11,24,7,14,29,26,8,13,17,6,NaN,8,21,8,6,17,NaN,21,7,16,16,17,NaN,NaN
22/06/2011,12.9,3.8,-8.7,9.5,40.1,22.2,336.8,20,8,NaN,19,9,8,9,14,NaN,NaN,NaN,NaN,NaN,18,NaN,24,11,31,NaN,14,32,9,19,25,29,9,10,24,6,NaN,6,24,10,7,17,NaN,25,8,21,17,9,NaN,NaN
23/06/2011,16.4,7.9,-9.4,12.3,5.9,12.7,319.9,17,15,NaN,24,13,9,15,18,NaN,NaN,NaN,NaN,NaN,25,NaN,20,14,30,NaN,18,42,13,16,31,28,9,8,25,8,NaN,7,21,17,15,19,NaN,28,15,20,20,5,NaN,NaN
24/06/2011,16.2,3.8,6.2,7.3,-18,11.6,211.1,0,19,NaN,24,14,9,14,23,NaN,NaN,NaN,NaN,NaN,24,NaN,21,14,38,NaN,19,38,15,22,39,24,12,9,26,11,NaN,8,26,16,16,24,NaN,32,17,22,10,11,NaN,NaN
25/06/2011,16.2,10.6,8.4,13.5,9,14.2,231.8,15,22,NaN,22,6,8,4,12,NaN,NaN,NaN,NaN,NaN,24,NaN,15,8,29,NaN,11,28,10,13,28,20,4,7,19,3,NaN,5,20,10,9,20,NaN,30,12,13,10,11,NaN,NaN
26/06/2011,15.2,7.8,13.4,15.6,4.6,15.7,210.3,15,15,NaN,8,8,15,9,13,NaN,NaN,NaN,NaN,NaN,9,NaN,14,6,29,NaN,14,29,12,17,26,15,7,10,19,5,NaN,7,24,10,16,11,NaN,31,18,14,9,13,NaN,NaN
27/06/2011,14.2,5.9,-1.5,6.1,8.6,7.5,284.1,26,12,NaN,12,19,18,31,25,NaN,NaN,NaN,NaN,NaN,37,NaN,35,20,37,NaN,34,53,23,41,33,27,21,NaN,30,19,NaN,25,28,24,25,26,NaN,47,24,29,17,15,NaN,NaN
28/06/2011,17.1,4.7,-3.2,5.6,1.5,5.7,304.3,-1,10,NaN,21,25,8,13,17,NaN,NaN,NaN,NaN,NaN,23,NaN,12,21,21,NaN,30,50,29,31,20,23,19,11,36,24,NaN,20,23,27,24,25,NaN,23,19,28,26,6,NaN,NaN
29/06/2011,20.2,10.1,-2.3,10.4,-8.6,11.2,282.6,16,16,NaN,16,20,6,15,17,NaN,NaN,NaN,NaN,NaN,24,NaN,13,23,27,NaN,22,49,17,21,31,19,21,6,33,12,NaN,10,26,22,14,26,NaN,20,14,28,11,11,NaN,NaN
30/06/2011,22.7,7.4,-6.2,9.6,-20.6,14.1,309.9,0,17,NaN,17,16,7,19,20,NaN,NaN,NaN,NaN,NaN,22,NaN,13,19,25,NaN,29,62,20,26,29,27,27,10,31,15,NaN,14,29,20,19,27,NaN,20,16,26,15,12,NaN,NaN
01/07/2011,20.8,4.2,-0.1,4.2,-39,19.9,271.2,0,13,NaN,21,20,9,23,24,NaN,NaN,NaN,NaN,NaN,26,NaN,10,21,25,NaN,21,56,18,28,27,23,27,14,31,21,NaN,11,31,20,13,31,NaN,24,14,32,15,11,NaN,NaN
02/07/2011,15.3,2.4,3.6,4.3,-27.3,14.3,213.9,0,9,NaN,27,30,15,30,23,NaN,NaN,NaN,NaN,NaN,21,NaN,16,21,31,NaN,26,49,17,39,37,23,19,13,26,27,NaN,16,30,21,17,25,NaN,41,21,28,19,19,NaN,NaN
03/07/2011,13.8,3.3,2.7,4.3,-23.3,12.4,230.7,0,9,NaN,13,21,14,30,22,NaN,NaN,NaN,NaN,NaN,16,NaN,17,19,23,NaN,21,54,14,29,31,19,18,19,27,27,NaN,20,32,27,17,23,NaN,46,19,22,17,12,NaN,NaN
04/07/2011,13.2,-2.5,10.6,10.9,-16.6,13.7,167,4,16,NaN,17,22,21,29,28,NaN,NaN,NaN,NaN,NaN,21,NaN,30,18,34,NaN,34,57,19,39,57,31,23,17,42,28,NaN,23,31,24,17,30,NaN,45,15,32,22,28,NaN,NaN
05/07/2011,10.6,-0.4,16.3,16.3,22.3,19.7,178.6,24,15,NaN,18,15,21,26,24,NaN,NaN,NaN,NaN,NaN,21,NaN,24,15,44,NaN,30,45,18,31,55,32,26,24,34,28,23,20,25,22,15,22,NaN,42,17,26,19,21,NaN,NaN
06/07/2011,8.9,-3.8,7,7.9,57.3,29.7,151.8,20,14,NaN,16,11,12,15,18,NaN,NaN,NaN,NaN,NaN,23,NaN,22,11,28,NaN,13,24,8,14,34,28,9,17,24,13,12,7,21,9,8,18,NaN,21,7,24,10,16,NaN,NaN
07/07/2011,7.1,-1.2,10.7,10.8,57.7,30.8,173.4,20,15,NaN,24,10,12,18,17,NaN,NaN,NaN,NaN,NaN,16,NaN,18,12,33,NaN,13,32,8,15,33,28,12,13,25,10,17,8,21,11,5,18,NaN,22,7,19,11,14,NaN,NaN
08/07/2011,8.8,0.1,2.8,2.8,42.3,21.3,183,20,15,NaN,19,12,16,25,17,NaN,NaN,NaN,NaN,NaN,24,NaN,19,13,42,NaN,15,31,8,17,41,37,10,14,34,15,22,12,22,12,5,18,NaN,22,7,21,18,21,NaN,NaN
09/07/2011,14.3,6.6,-6.5,9.3,29.2,17.3,314.3,20,10,NaN,16,12,10,17,16,NaN,NaN,NaN,NaN,NaN,27,NaN,21,15,30,NaN,11,23,10,15,26,26,7,15,25,7,20,8,19,10,8,14,NaN,29,7,27,10,9,NaN,NaN
10/07/2011,18.9,4.9,-5.9,7.7,12.4,9.9,319.9,27,11,NaN,9,23,8,12,17,NaN,NaN,NaN,NaN,NaN,19,NaN,18,17,25,NaN,13,26,13,20,30,14,18,16,25,10,14,5,19,13,10,21,NaN,24,10,26,6,16,NaN,NaN
11/07/2011,21.3,-2.4,-5,5.5,-6.6,6.4,25.8,1,22,NaN,53,24,8,22,28,NaN,NaN,NaN,NaN,NaN,30,NaN,15,19,22,NaN,56,45,15,25,31,24,22,17,28,20,20,14,25,20,7,25,NaN,27,14,30,17,20,NaN,NaN
12/07/2011,19.5,-7.3,-4.3,8.5,-23,14.3,59.7,0,7,NaN,16,14,7,22,19,NaN,NaN,NaN,NaN,NaN,10,NaN,10,8,15,NaN,15,44,11,20,32,22,30,15,16,14,23,16,16,18,10,20,NaN,27,12,15,22,7,NaN,NaN
13/07/2011,18,-0.6,-0.3,0.7,-23.2,11.6,64.9,0,12,NaN,18,22,8,25,23,NaN,NaN,NaN,NaN,NaN,12,NaN,6,18,16,NaN,15,47,11,21,26,20,35,12,27,15,26,16,25,16,6,20,NaN,26,NaN,21,13,9,NaN,NaN
14/07/2011,17,5.9,-1.8,6.2,-15.6,10,286.7,0,15,NaN,20,28,15,26,30,NaN,NaN,NaN,NaN,NaN,27,NaN,11,24,25,NaN,28,63,21,31,28,24,26,14,40,22,18,13,28,27,16,23,NaN,27,NaN,35,18,14,NaN,NaN
15/07/2011,12,7.9,10.6,13.2,2.3,13.3,216.9,15,13,NaN,20,18,14,20,27,NaN,NaN,NaN,NaN,NaN,14,NaN,31,22,32,NaN,26,43,20,32,41,28,22,15,25,18,28,17,33,18,18,23,NaN,28,30,27,16,28,NaN,NaN
16/07/2011,5.6,7.3,-0.7,7.4,77.1,39.2,275.1,20,16,NaN,15,10,9,12,14,NaN,NaN,NaN,NaN,NaN,18,NaN,22,10,32,NaN,11,26,10,18,25,26,5,12,19,5,13,7,14,10,10,12,NaN,28,8,15,8,7,NaN,NaN
17/07/2011,4.1,8.2,-20.2,21.8,69.5,41,337.9,20,4,NaN,6,8,6,11,12,NaN,NaN,NaN,NaN,NaN,14,NaN,18,6,25,NaN,8,19,7,12,18,19,4,7,12,5,6,3,14,8,7,9,NaN,17,8,10,7,5,NaN,NaN
18/07/2011,4,6.4,-15.4,16.7,60.8,34.7,337.3,20,6,NaN,15,11,8,17,20,NaN,NaN,NaN,NaN,NaN,34,NaN,22,12,34,NaN,NaN,26,10,18,33,NaN,9,12,21,6,12,7,22,11,8,15,NaN,31,10,18,10,7,NaN,NaN
19/07/2011,8.8,5.2,-16.6,17.4,18.3,19.7,342.6,28,8,NaN,10,18,9,14,19,NaN,NaN,NaN,NaN,NaN,26,NaN,30,18,27,NaN,NaN,48,22,32,33,NaN,14,12,24,9,11,15,25,15,16,19,NaN,24,20,22,15,6,NaN,NaN
20/07/2011,12.6,-1.3,-7.5,7.6,10.7,9.3,9.9,28,6,NaN,14,28,9,26,27,NaN,NaN,NaN,NaN,NaN,14,NaN,23,21,25,NaN,25,52,25,37,29,29,23,13,32,16,22,12,30,20,17,23,NaN,36,20,26,19,12,NaN,NaN
21/07/2011,16.4,-3.1,-8.9,9.4,-11.7,11.1,19.3,8,5,NaN,16,NaN,10,21,26,NaN,NaN,NaN,NaN,NaN,12,NaN,9,14,14,NaN,22,54,20,34,33,20,37,15,20,18,12,18,22,26,NaN,23,NaN,27,19,24,10,10,NaN,NaN
22/07/2011,16.1,0.3,-9.5,9.5,-29.4,17.5,357.9,0,6,NaN,18,NaN,16,29,27,NaN,NaN,NaN,NaN,NaN,15,NaN,6,22,24,NaN,13,49,13,20,35,19,39,11,33,19,19,13,33,18,NaN,NaN,NaN,25,11,33,15,17,NaN,NaN
23/07/2011,13.2,2.2,-13,13.1,-8.4,13.8,350.4,18,3,NaN,13,NaN,12,17,18,NaN,NaN,NaN,NaN,NaN,20,NaN,7,14,22,NaN,12,45,15,19,25,13,12,13,30,12,13,10,22,16,9,NaN,NaN,19,14,30,11,12,NaN,NaN
24/07/2011,11,5.6,-12.7,13.9,3,14,336.2,17,4,NaN,5,NaN,6,10,18,NaN,NaN,NaN,NaN,NaN,14,NaN,6,9,17,NaN,11,54,15,19,12,14,8,12,16,6,15,7,15,14,10,NaN,NaN,16,10,18,14,4,NaN,NaN
25/07/2011,12.2,2.2,-9,9.3,13.4,11.5,346,28,7,NaN,15,NaN,8,25,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,19,20,NaN,22,55,24,32,30,23,24,15,34,19,10,13,28,24,14,NaN,NaN,23,15,34,16,12,NaN,NaN
26/07/2011,15.9,-0.2,-4.1,4.1,-14.2,8.2,3.5,0,6,NaN,22,24,15,30,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,22,18,NaN,18,NaN,21,29,31,21,26,11,27,16,19,23,26,24,12,NaN,NaN,34,15,26,10,14,NaN,NaN
27/07/2011,20.2,2.3,3.2,4,-5.8,4.9,215.5,5,21,NaN,37,27,16,29,28,NaN,NaN,NaN,NaN,NaN,20,NaN,10,19,26,NaN,11,NaN,13,25,34,23,33,14,28,NaN,17,18,23,21,8,NaN,NaN,33,9,24,14,14,NaN,NaN
28/07/2011,22.9,0.3,-8.8,8.8,-18.3,12.7,358,0,8,NaN,9,32,13,27,29,NaN,NaN,NaN,NaN,NaN,18,NaN,18,19,31,NaN,19,52,20,26,32,27,32,21,38,22,19,20,25,28,12,NaN,NaN,40,16,36,16,16,NaN,NaN
29/07/2011,21.3,-0.8,-3.2,3.3,-29.9,15.3,15,0,7,NaN,22,21,10,27,23,NaN,NaN,NaN,NaN,NaN,12,NaN,5,11,15,NaN,18,52,24,32,30,22,27,8,25,19,22,29,13,26,10,34,NaN,48,16,22,14,10,NaN,NaN
30/07/2011,17.4,0.8,5.9,6,-21.6,12.3,187.7,0,10,NaN,28,26,18,18,21,NaN,NaN,NaN,NaN,NaN,14,NaN,7,11,25,NaN,12,41,15,21,37,24,14,5,33,13,35,12,32,15,10,28,NaN,30,12,24,17,18,NaN,NaN
31/07/2011,12.8,6.9,13.6,15.3,13.7,16.8,207,15,20,NaN,12,15,16,22,17,NaN,NaN,NaN,NaN,NaN,10,NaN,22,11,34,NaN,11,34,14,19,33,30,6,9,25,18,21,11,26,14,13,19,NaN,31,15,17,20,18,NaN,NaN
01/08/2011,12.5,-0.4,4.5,4.5,-0.5,4.5,174.3,-1,41,NaN,23,15,11,22,18,NaN,NaN,NaN,NaN,NaN,18,NaN,23,18,41,NaN,34,49,22,35,41,40,10,17,35,15,22,25,33,19,24,31,NaN,37,27,30,27,19,NaN,NaN
02/08/2011,13.8,0.3,1.6,1.6,-4.4,2.7,192.3,0,29,NaN,21,15,14,25,23,NaN,NaN,NaN,NaN,NaN,22,NaN,33,18,40,NaN,46,53,33,33,31,40,13,25,31,18,15,24,31,24,29,32,NaN,38,35,24,NaN,15,NaN,NaN
03/08/2011,14.6,-2,5.6,5.9,12.7,8.7,160.2,20,23,NaN,26,25,12,24,27,NaN,NaN,NaN,NaN,NaN,19,NaN,28,27,36,NaN,29,55,27,40,37,27,18,18,38,18,16,32,34,22,22,35,NaN,33,29,34,NaN,20,NaN,NaN
04/08/2011,12.8,1.6,0.3,1.6,30.1,15.1,257.7,20,24,NaN,20,13,17,16,15,NaN,NaN,NaN,NaN,NaN,24,NaN,24,13,34,NaN,14,35,16,23,36,39,5,9,34,11,14,6,25,13,14,33,NaN,26,16,27,18,20,NaN,NaN
05/08/2011,10,9.6,-3.5,10.2,1.4,10.2,290.3,16,12,NaN,22,14,12,14,17,NaN,NaN,NaN,NaN,NaN,20,NaN,23,16,27,NaN,16,33,19,19,25,21,15,7,28,12,14,8,25,15,16,21,NaN,27,20,25,12,NaN,NaN,NaN
06/08/2011,5.7,0.8,-0.7,1.1,21.4,10.7,307.5,20,10,NaN,26,18,13,15,17,NaN,NaN,NaN,NaN,NaN,24,NaN,20,16,26,NaN,11,28,16,20,32,30,9,12,27,10,17,10,27,15,12,26,NaN,32,13,29,20,NaN,NaN,NaN
07/08/2011,4.4,6.6,-3.9,7.7,48.8,25.6,300.7,20,6,NaN,8,11,7,17,17,NaN,NaN,NaN,NaN,NaN,24,NaN,24,6,24,NaN,6,23,12,16,22,14,9,6,14,8,12,6,16,14,8,18,NaN,25,7,16,5,NaN,NaN,NaN
08/08/2011,11.9,10.2,-23,25.1,25.1,28.1,336.1,17,4,NaN,11,13,7,13,17,NaN,NaN,NaN,NaN,NaN,21,NaN,14,11,22,NaN,12,34,15,17,25,19,12,4,22,9,10,8,16,18,13,20,NaN,17,15,15,9,NaN,NaN,NaN
09/08/2011,18.6,8.3,-10.6,13.5,-39.3,23.8,322,0,NaN,NaN,17,18,6,18,16,NaN,NaN,NaN,NaN,NaN,26,NaN,12,14,24,NaN,14,43,15,21,21,23,19,6,26,19,13,12,22,20,13,24,NaN,15,14,22,13,NaN,NaN,NaN
10/08/2011,15.9,11,4.7,12,15.9,14.4,246.9,25,NaN,NaN,18,18,7,12,17,NaN,NaN,NaN,NaN,NaN,24,NaN,35,18,27,NaN,18,32,20,25,34,27,9,13,25,19,24,8,16,16,16,22,NaN,23,14,16,6,NaN,NaN,NaN
11/08/2011,12.6,0.8,-1.7,1.8,22.8,11.5,334.2,20,7,NaN,28,12,10,11,14,NaN,NaN,NaN,NaN,NaN,7,NaN,16,11,23,NaN,10,28,14,18,26,31,8,NaN,20,6,19,6,20,9,11,NaN,NaN,20,11,18,20,10,NaN,NaN
12/08/2011,9,2.8,13.9,14.2,10.6,15.1,191.6,14,28,NaN,23,18,19,18,19,NaN,NaN,NaN,NaN,NaN,17,NaN,23,16,33,NaN,15,30,19,20,35,30,7,NaN,30,11,19,9,28,12,13,NaN,NaN,24,21,26,13,24,NaN,NaN
