Date,PM-1000,W,S,F,Z,G,Dir,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Blackpool Marton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,London Bexley,London Bloomsbury,London Eltham,London N. Kensington,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Wigan Centre,Wirral Tranmere,York Bootham
09/03/2014,12.4,14,7.2,15.8,-27.8,21,242.7,5,9,5,7,No data,34,45,No data,No data,No data,51,7,7,38,34,39,No data,42,No data,50,No data,21,43,36,44,No data,35,No data,No data,43,41,41,47,55,No data,43,No data,No data,35
10/03/2014,22.9,2.3,-0.5,2.4,-51.8,26,282.8,0,8,5,15,No data,25,25,No data,No data,No data,31,13,11,14,18,15,No data,28,No data,34,No data,9,23,18,22,No data,27,No data,No data,No data,26,14,21,36,No data,17,No data,No data,14
11/03/2014,26.6,2,6,6.3,-50.7,26.1,199,0,15,10,29,No data,20,19,No data,No data,No data,34,23,24,12,16,20,No data,30,No data,32,No data,20,17,11,18,No data,21,No data,No data,No data,26,24,32,33,No data,22,No data,No data,12
12/03/2014,24.8,6,4.7,7.6,-42,22.3,232.4,0,23,15,42,No data,33,38,No data,No data,No data,63,28,31,19,30,45,No data,50,No data,56,No data,27,33,28,38,No data,63,No data,No data,43,42,44,54,50,No data,40,No data,No data,24
13/03/2014,24.5,4.1,-3.7,5.6,-34.4,18.1,312.4,0,24,14,29,No data,55,55,No data,No data,No data,72,17,23,50,51,56,No data,76,No data,78,No data,29,51,43,69,No data,74,No data,No data,56,58,44,71,62,No data,53,No data,No data,37
14/03/2014,18.9,28.4,-9.6,30,-7.2,30.2,288.6,16,14,15,22,No data,48,53,No data,No data,No data,76,16,14,37,44,49,No data,75,No data,84,No data,27,52,41,62,No data,49,No data,No data,55,49,40,47,58,No data,54,No data,No data,33
15/03/2014,20.1,22,-13.1,25.6,-20.2,27.5,300.8,17,6,7,15,No data,21,22,No data,No data,No data,26,10,10,13,15,17,No data,20,No data,24,No data,9,21,15,23,No data,16,No data,No data,16,20,18,20,26,No data,18,No data,No data,11
16/03/2014,14.3,24.1,-13.4,27.6,-34.9,32.6,299.2,7,3,4,8,No data,16,15,No data,No data,No data,14,5,5,9,11,8,No data,14,No data,19,No data,5,15,14,16,No data,8,No data,No data,12,16,12,12,14,No data,14,No data,No data,6
17/03/2014,11.7,19.6,-2,19.7,-29.2,24.5,275.8,6,4,7,14,No data,13,13,No data,No data,No data,16,10,11,10,10,14,No data,21,No data,26,No data,10,13,12,15,No data,12,No data,No data,16,20,14,17,20,No data,13,No data,No data,8
18/03/2014,10.2,23.4,-6,24.1,11.4,24.8,284.5,16,9,6,15,No data,16,17,No data,No data,No data,18,10,13,11,10,11,No data,17,No data,22,No data,6,14,11,13,No data,16,No data,No data,14,17,13,11,17,No data,10,No data,No data,10
19/03/2014,5.1,33.1,8.9,34.3,-29,37.3,254.9,16,12,11,18,No data,22,22,No data,No data,No data,28,15,18,14,20,18,No data,22,No data,26,No data,13,22,12,19,No data,22,No data,No data,18,23,17,17,28,No data,16,No data,No data,10
20/03/2014,-5.5,28.7,12.7,31.4,11.9,31.9,246,15,12,4,9,No data,18,17,No data,No data,No data,29,6,8,14,18,13,No data,26,No data,31,No data,9,20,16,20,No data,19,No data,No data,20,25,19,18,30,No data,16,No data,No data,10
21/03/2014,-5.8,28.6,14.4,32,-0.5,32,243.2,15,6,5,11,No data,11,12,No data,No data,No data,13,7,9,8,11,11,No data,14,No data,17,No data,8,12,8,12,No data,14,No data,No data,9,12,11,13,17,No data,14,No data,No data,6
22/03/2014,-2.1,21.7,0,21.7,44.5,31.1,270,20,4,3,8,No data,7,10,No data,No data,No data,10,6,7,7,7,6,No data,10,No data,11,No data,5,8,7,9,No data,10,No data,No data,4,9,7,10,12,No data,8,No data,No data,5
23/03/2014,6.5,12.6,-17.7,21.7,-10.5,22.3,324.7,17,11,4,12,No data,12,10,No data,No data,No data,11,7,11,8,8,7,No data,9,No data,13,No data,7,9,9,10,No data,13,No data,No data,7,10,13,14,11,No data,12,No data,No data,7
24/03/2014,5.1,-1.2,31.8,31.8,10.7,32.3,177.9,14,17,8,16,No data,14,14,No data,No data,No data,17,16,11,15,14,21,No data,15,No data,20,No data,14,13,12,21,No data,16,No data,No data,12,18,20,19,17,No data,17,No data,No data,15
25/03/2014,13.9,-0.8,-1.5,1.7,15.3,7.8,29.2,20,30,13,18,No data,17,20,No data,No data,No data,17,19,12,21,15,27,No data,23,No data,26,No data,24,15,15,27,No data,19,No data,No data,12,23,18,32,17,No data,17,No data,No data,20
26/03/2014,20.9,-4,-8.8,9.7,-18.1,13.3,24.1,1,18,10,24,No data,27,32,No data,No data,No data,19,20,19,8,25,17,No data,21,No data,26,No data,9,26,10,24,No data,25,No data,No data,18,16,24,29,28,No data,24,No data,No data,13
27/03/2014,19,-14.8,7.5,16.6,9.8,17.3,117,13,39,11,16,No data,21,22,No data,No data,No data,34,17,14,17,20,20,No data,29,No data,35,No data,14,18,23,28,No data,13,No data,No data,25,29,20,30,29,No data,23,No data,No data,15
28/03/2014,22,-14.9,1.7,15,-0.4,15,96.7,12,No data,13,17,No data,30,47,No data,No data,No data,52,18,14,33,38,36,No data,54,No data,62,No data,22,29,30,37,No data,15,No data,No data,44,50,35,45,37,No data,36,No data,No data,28
29/03/2014,17.8,-14.1,11.8,18.4,9.7,19,130,13,No data,28,40,No data,37,45,No data,No data,No data,57,38,30,52,49,68,No data,57,No data,63,No data,51,35,47,63,No data,20,No data,No data,42,58,67,85,42,No data,57,No data,No data,52
30/03/2014,13.1,-9.7,12.4,15.8,-9,16.4,142.1,13,No data,31,54,No data,27,27,No data,No data,No data,37,44,39,54,45,73,No data,44,No data,50,No data,51,26,39,70,No data,20,No data,No data,35,45,64,89,29,No data,60,No data,No data,54
31/03/2014,12.3,-9.3,12.7,15.8,-4.9,16,143.7,13,No data,21,54,No data,28,29,No data,No data,No data,29,32,32,67,30,76,No data,27,No data,33,No data,43,29,38,78,No data,25,No data,No data,21,37,65,101,28,No data,62,No data,No data,57
01/04/2014,10,-9,7.4,11.6,-5.8,12,129.7,13,18,7,24,No data,23,24,No data,No data,No data,35,16,17,44,24,33,No data,40,No data,47,No data,22,20,39,30,No data,18,No data,No data,25,46,18,46,32,No data,21,No data,No data,32
02/04/2014,4.1,-13.1,14.9,19.8,-1.8,19.8,138.6,13,23,17,32,No data,35,38,No data,No data,No data,57,27,22,28,61,29,No data,76,No data,85,No data,28,36,39,42,No data,31,No data,No data,54,75,No data,63,51,No data,47,No data,No data,23
03/04/2014,3.4,-7.1,12,13.9,6.5,14.3,149.4,13,36,26,59,No data,63,54,No data,No data,No data,40,40,30,55,71,63,No data,69,No data,82,No data,58,66,39,71,No data,22,No data,No data,No data,56,No data,80,50,No data,57,No data,No data,No data
04/04/2014,5.8,-0.1,9.3,9.3,2.3,9.4,179.4,14,35,16,29,No data,13,17,No data,No data,No data,17,31,20,40,23,24,No data,29,No data,36,No data,31,14,35,41,No data,14,No data,No data,No data,30,28,35,17,No data,28,No data,No data,28
05/04/2014,5.4,9.1,12.8,15.7,-2.5,15.8,215.2,15,13,3,7,No data,9,11,No data,No data,No data,14,3,4,14,9,13,No data,12,No data,18,No data,12,10,15,18,No data,9,No data,No data,No data,14,11,18,15,No data,14,No data,No data,14
06/04/2014,3.5,20.1,20.1,28.4,27.6,31.6,224.9,15,7,3,9,No data,6,6,No data,No data,No data,11,3,5,9,5,1,No data,7,No data,11,No data,7,5,11,11,No data,12,No data,No data,No data,9,6,7,11,No data,8,No data,No data,8
07/04/2014,5.4,8.6,5.4,10.1,18.4,13.7,237.5,25,11,6,13,No data,8,7,No data,No data,No data,8,10,10,7,4,5,No data,9,No data,13,No data,9,7,11,9,No data,10,No data,No data,No data,15,9,9,13,No data,8,No data,No data,6
08/04/2014,12.1,21.4,-5.9,22.2,-14.5,23.4,285.5,16,5,10,11,No data,15,15,No data,No data,No data,14,7,9,8,9,5,No data,12,No data,17,No data,6,13,9,13,No data,12,No data,No data,11,12,12,13,14,No data,12,No data,No data,5
09/04/2014,16.4,18.4,3.4,18.8,-22.3,21.8,259.4,6,6,8,18,No data,18,22,No data,No data,No data,17,10,14,12,15,12,No data,20,No data,26,No data,8,25,12,18,No data,16,No data,No data,17,19,16,19,18,No data,16,No data,No data,8
10/04/2014,16.6,13.1,-2.3,13.3,-17.9,16,280,6,7,6,14,No data,18,16,No data,No data,No data,19,10,9,13,12,11,No data,17,No data,22,No data,7,14,14,18,No data,10,No data,No data,14,22,18,18,18,No data,20,No data,No data,10
11/04/2014,14.5,14.1,1.8,14.2,-36.9,23.3,262.6,0,5,5,10,No data,14,16,No data,No data,No data,26,6,9,8,16,5,No data,20,No data,25,No data,7,14,15,20,No data,10,No data,No data,15,20,14,15,19,No data,19,No data,No data,7
12/04/2014,8.1,28.9,-2.6,29,-12,29.6,275.1,16,7,7,12,No data,12,16,No data,No data,No data,21,11,12,13,13,9,No data,22,No data,27,No data,8,16,16,18,No data,7,No data,No data,16,23,14,16,17,No data,14,No data,No data,10
13/04/2014,13.8,22.9,-5.7,23.6,-20,25.6,284.1,16,5,7,17,No data,15,16,No data,No data,No data,16,11,12,9,13,8,No data,16,No data,20,No data,9,15,11,16,No data,12,No data,No data,13,17,15,15,15,No data,14,No data,No data,7
14/04/2014,19.6,3.7,-7,8,-44.9,23.8,332.3,0,7,6,19,No data,15,19,No data,No data,No data,17,8,8,8,17,8,No data,19,No data,21,No data,8,15,9,17,No data,16,No data,No data,16,14,20,16,22,No data,22,No data,No data,6
15/04/2014,20.6,3.2,12,12.5,-47.2,26.7,195.1,0,17,11,25,No data,14,16,No data,No data,No data,17,14,18,10,11,18,No data,20,No data,21,No data,15,15,9,19,No data,18,No data,No data,15,15,20,23,21,No data,17,No data,No data,10
16/04/2014,18.6,10.5,9.6,14.2,-17.2,16.6,227.7,5,24,21,27,No data,26,27,No data,No data,No data,30,23,25,13,25,26,No data,26,No data,32,No data,17,27,15,26,No data,28,No data,No data,20,26,25,28,33,No data,28,No data,No data,13
17/04/2014,15.9,15,-16.5,22.3,-1.6,22.3,317.8,17,9,7,16,No data,26,25,No data,No data,No data,30,12,11,15,22,19,No data,30,No data,35,No data,11,23,20,26,No data,21,No data,No data,24,29,24,23,35,No data,26,No data,No data,11
18/04/2014,15.1,5.2,2.6,5.8,-43,22.3,243.3,0,15,8,23,No data,18,18,No data,No data,No data,13,18,15,8,19,9,No data,17,No data,20,No data,11,16,8,20,No data,18,No data,No data,15,13,18,22,17,No data,21,No data,No data,8
19/04/2014,17.6,-5.5,6.3,8.3,-11.7,10.2,138.7,3,17,10,28,No data,14,15,No data,No data,No data,15,18,18,10,15,13,No data,19,No data,20,No data,15,16,11,19,No data,17,No data,No data,13,15,19,25,17,No data,17,No data,No data,9
20/04/2014,13.9,-13.2,-2.7,13.4,-2.5,13.5,78.2,12,10,10,27,No data,26,25,No data,No data,No data,46,14,14,20,30,20,No data,50,No data,60,No data,16,28,28,39,No data,18,No data,No data,41,55,27,36,38,No data,34,No data,No data,19
21/04/2014,11.8,-17.9,6.5,19.1,5.6,19.3,109.9,12,20,24,30,No data,28,24,No data,No data,No data,30,29,25,25,39,32,No data,35,No data,45,No data,26,24,33,47,No data,19,No data,No data,No data,45,41,51,23,No data,42,No data,No data,25
22/04/2014,12.4,-10.6,5.4,11.9,12.9,13.5,117.3,23,28,18,27,No data,24,15,No data,No data,No data,22,28,22,22,25,22,No data,20,No data,27,No data,31,23,23,25,No data,19,No data,No data,No data,21,23,29,21,No data,23,No data,No data,21
23/04/2014,15.9,-0.2,16.9,16.9,16.4,18.8,179.3,14,28,15,18,No data,16,15,No data,No data,No data,19,27,17,19,15,18,No data,17,No data,25,No data,28,16,24,21,No data,20,No data,No data,No data,20,19,20,19,No data,No data,No data,No data,19
24/04/2014,18.3,-3.7,9,9.7,-4.2,9.9,157.6,14,16,7,14,No data,16,16,No data,No data,No data,11,9,10,17,18,15,No data,14,No data,21,No data,8,16,28,22,No data,15,No data,No data,No data,17,20,22,17,No data,No data,No data,No data,16
25/04/2014,14.8,-14,9,16.6,6,16.9,122.8,13,21,6,17,No data,22,22,No data,No data,No data,26,9,9,18,21,8,No data,24,No data,29,No data,9,22,31,25,No data,13,No data,No data,No data,32,21,25,21,No data,No data,No data,No data,13
26/04/2014,11.6,-13.2,15.4,20.3,64.8,38.2,139.2,20,39,12,18,No data,12,14,No data,No data,No data,14,16,15,15,12,13,No data,12,No data,19,No data,22,13,14,18,No data,23,No data,No data,No data,13,12,19,17,No data,15,No data,No data,16
27/04/2014,13.2,-8.5,-5.9,10.4,20.5,14.6,55.2,21,30,18,21,No data,10,8,No data,No data,No data,12,23,21,17,14,11,No data,13,No data,20,No data,15,9,17,22,No data,8,No data,No data,No data,15,17,23,12,No data,17,No data,No data,14
28/04/2014,14,-4.2,-1.2,4.4,2.9,4.6,74.6,-1,26,28,23,No data,23,21,No data,No data,No data,21,35,29,20,24,13,No data,28,No data,34,No data,30,23,17,26,No data,17,No data,No data,No data,28,18,23,25,No data,24,No data,No data,19
29/04/2014,13.8,-5.1,2.5,5.7,0.8,5.7,116.3,-1,26,10,28,No data,25,24,No data,No data,No data,28,20,15,24,32,39,No data,35,No data,42,No data,35,18,17,36,No data,21,No data,No data,26,26,38,37,25,No data,36,No data,No data,26
30/04/2014,13,-5.3,9,10.5,8.2,11.3,149.6,13,15,6,21,No data,26,29,No data,No data,No data,21,14,16,20,27,36,No data,31,No data,33,No data,22,25,20,32,No data,17,No data,No data,16,28,36,42,22,No data,35,No data,No data,21
01/05/2014,17.4,-9.1,-0.8,9.1,16,12.1,84.8,22,15,6,12,No data,11,11,No data,No data,No data,16,11,8,16,19,19,No data,19,No data,27,No data,9,12,28,29,No data,8,No data,No data,12,26,25,36,14,No data,31,No data,No data,10
02/05/2014,22.8,-4.3,2.8,5.1,-28.3,15,122.9,0,11,8,17,No data,19,24,No data,No data,No data,20,12,10,8,18,11,No data,20,No data,22,No data,8,21,9,17,No data,18,No data,No data,13,19,15,20,18,No data,18,No data,No data,6
03/05/2014,21.5,3.4,9.9,10.5,-28.5,17.7,198.9,0,15,14,24,No data,14,18,No data,No data,No data,14,16,18,9,13,19,No data,14,No data,18,No data,15,17,9,19,No data,20,No data,No data,9,12,20,22,17,No data,20,No data,No data,11
04/05/2014,15.3,7,10.5,12.6,-15.8,14.9,213.9,5,13,4,12,No data,20,20,No data,No data,No data,18,9,13,18,19,25,No data,17,No data,22,No data,10,21,15,22,No data,20,No data,No data,17,16,23,27,24,No data,26,No data,No data,20
05/05/2014,5.5,4.4,23.3,23.7,12.4,24.5,190.6,14,23,17,24,No data,19,21,No data,No data,No data,28,18,16,20,21,22,No data,24,No data,28,No data,21,20,26,26,No data,22,No data,No data,20,27,21,25,29,No data,23,No data,No data,19
06/05/2014,2.1,11,10.3,15,18,17.5,226.7,25,18,7,12,No data,11,12,No data,No data,No data,17,8,10,13,10,12,No data,12,No data,18,No data,10,11,20,13,No data,15,No data,No data,7,15,13,11,15,No data,13,No data,No data,10
07/05/2014,6.5,16.1,1.5,16.2,24.3,20.2,264.8,26,9,3,8,No data,13,13,No data,No data,No data,22,5,7,8,10,9,No data,11,No data,14,No data,6,13,8,12,No data,14,No data,No data,8,11,10,11,15,No data,13,No data,No data,5
08/05/2014,7.4,9.3,2.7,9.7,24.9,15.8,254.2,20,6,3,8,No data,10,9,No data,No data,No data,13,5,6,10,10,10,No data,9,No data,12,No data,7,12,10,12,No data,11,No data,No data,4,8,12,12,12,No data,12,No data,No data,10
09/05/2014,8,12.8,-3.3,13.3,14.3,15.1,284.2,26,11,4,9,No data,20,20,No data,No data,No data,27,7,8,10,13,8,No data,14,No data,17,No data,6,18,10,14,No data,20,No data,No data,11,13,11,11,19,No data,15,No data,No data,5
10/05/2014,5.6,8.8,2,9,65.6,34,256.8,20,10,3,8,No data,16,20,No data,No data,No data,21,4,7,9,10,9,No data,11,No data,13,No data,8,17,8,12,No data,18,No data,No data,9,11,9,10,16,No data,11,No data,No data,6
11/05/2014,6.9,10.2,-11.9,15.6,37.1,24.3,319.5,20,10,5,6,No data,14,14,No data,No data,No data,16,6,6,5,6,5,No data,12,No data,13,No data,6,14,6,6,No data,10,No data,No data,9,10,8,6,13,No data,5,No data,No data,4
12/05/2014,12.8,5.5,-4.8,7.3,19.2,12.1,311.5,20,14,6,7,No data,15,12,No data,No data,No data,11,13,10,8,6,8,No data,10,No data,12,No data,10,12,8,9,No data,10,No data,No data,7,10,10,9,13,No data,7,No data,No data,5
13/05/2014,19.8,4.9,-9.3,10.5,-18.5,14,332.4,7,9,6,9,No data,8,10,No data,No data,No data,9,12,11,11,9,13,No data,11,No data,15,No data,10,7,11,15,No data,9,No data,No data,6,13,13,13,10,No data,15,No data,No data,7
14/05/2014,26.4,8.8,3.9,9.7,-32.3,18.8,246.4,0,9,6,12,No data,13,13,No data,No data,No data,11,11,10,11,11,8,No data,14,No data,15,No data,9,11,11,16,No data,10,No data,No data,9,15,11,11,12,No data,17,No data,No data,10
15/05/2014,27.3,11.5,1.9,11.7,-41.5,23.8,260.6,0,8,8,14,No data,17,14,No data,No data,No data,16,10,12,16,15,12,No data,21,No data,21,No data,11,15,14,19,No data,12,No data,No data,13,16,14,17,23,No data,21,No data,No data,12
16/05/2014,23.2,15.4,6.7,16.8,-26.4,21.4,246.5,5,11,11,14,No data,22,20,No data,No data,No data,23,12,16,18,20,15,No data,27,No data,28,No data,11,22,20,26,No data,16,No data,No data,19,14,21,17,29,No data,23,No data,No data,11
17/05/2014,15.7,12.2,11,16.4,-17.1,18.5,227.8,5,15,10,13,No data,19,15,No data,No data,No data,27,11,11,14,14,14,No data,30,No data,32,No data,10,16,20,21,No data,15,No data,No data,21,29,16,16,32,No data,18,No data,No data,13
18/05/2014,9.4,4,9,9.9,8.5,10.8,204.2,15,28,12,9,No data,23,24,No data,No data,No data,44,13,13,28,22,22,No data,26,No data,29,No data,18,28,32,25,No data,26,No data,No data,22,36,22,22,37,No data,23,No data,No data,25
19/05/2014,9.4,-9.8,1.4,9.9,18.9,13.7,98.4,22,36,25,19,No data,25,24,No data,No data,No data,27,29,23,35,26,35,No data,38,No data,37,No data,29,27,27,33,No data,30,No data,No data,24,39,24,33,27,No data,28,No data,No data,34
20/05/2014,12.8,-8,2.8,8.5,32.6,18.4,109.2,20,18,16,31,No data,13,15,No data,No data,No data,11,24,No data,23,24,29,No data,17,No data,19,No data,25,15,19,28,No data,17,No data,No data,11,18,26,33,18,No data,No data,No data,No data,25
21/05/2014,11.9,-2.8,-4.7,5.5,20.2,11.5,30.1,20,23,5,10,No data,11,11,No data,No data,No data,14,11,No data,17,11,20,No data,15,No data,18,No data,11,11,11,17,No data,11,No data,No data,15,16,17,17,20,No data,No data,No data,No data,15
22/05/2014,11.5,-9.4,-11.9,15.2,41.9,25.9,38.3,20,8,4,10,No data,11,10,No data,No data,No data,12,7,No data,10,10,9,No data,10,No data,12,No data,7,13,7,14,No data,8,No data,No data,8,9,12,14,14,No data,No data,No data,No data,10
23/05/2014,14.9,-6.3,-12.4,13.9,18.2,16.6,27,21,6,3,9,No data,10,9,No data,No data,No data,14,5,No data,17,11,6,No data,14,No data,17,No data,6,10,12,18,No data,9,No data,No data,8,14,9,16,17,No data,11,No data,No data,8
24/05/2014,17.5,-7,-6.2,9.4,19.5,13.5,48.6,20,7,4,11,No data,11,11,No data,No data,No data,9,7,7,15,11,12,No data,9,No data,12,No data,12,12,11,No data,No data,8,No data,No data,7,12,15,17,14,No data,14,No data,No data,13
25/05/2014,19.8,-3.5,0.3,3.5,12.1,7,95,20,18,6,11,No data,11,8,No data,No data,No data,14,13,7,8,10,12,No data,11,No data,14,No data,11,No data,11,No data,No data,10,No data,No data,8,11,10,14,16,No data,13,No data,No data,11
26/05/2014,20.2,-5.4,2.1,5.8,2.1,5.9,111.7,-1,25,7,17,No data,13,11,No data,No data,No data,13,13,10,11,11,15,No data,12,No data,15,No data,14,No data,16,14,No data,9,No data,No data,9,15,10,15,14,No data,15,No data,No data,12
27/05/2014,18.9,-7.5,1.3,7.6,4.6,7.9,99.9,12,22,13,18,No data,14,14,No data,No data,No data,12,17,14,12,15,11,No data,12,No data,14,No data,14,No data,12,15,No data,8,No data,No data,10,11,13,15,14,No data,14,No data,No data,10
28/05/2014,19.7,-8.8,-4,9.7,6.9,10.3,65.9,11,36,10,21,No data,11,12,No data,No data,No data,9,21,17,10,9,6,No data,9,No data,13,No data,14,No data,11,10,No data,12,No data,No data,6,10,11,11,12,No data,15,No data,No data,7
29/05/2014,21.2,-7.9,-2.3,8.2,-5,8.6,73.4,12,28,14,18,No data,No data,10,No data,No data,No data,15,22,19,17,11,14,No data,19,No data,22,No data,12,No data,11,12,No data,13,No data,No data,13,17,11,16,18,No data,10,No data,No data,16
30/05/2014,23.1,-2,-1.5,2.5,-22.3,11.4,53.5,0,21,14,25,No data,18,16,No data,No data,No data,20,18,19,17,19,16,No data,19,No data,21,No data,13,No data,12,22,No data,22,No data,No data,14,17,21,23,22,No data,22,No data,No data,14
31/05/2014,20.9,5.8,1.2,5.9,-23.4,13.1,258.1,0,17,13,23,No data,24,23,No data,No data,No data,18,19,17,30,19,22,No data,16,No data,19,No data,19,No data,17,28,No data,20,No data,No data,14,15,23,24,22,No data,27,No data,No data,20
01/06/2014,18.1,7.2,10.3,12.5,-4.8,12.8,214.7,15,19,12,11,No data,18,16,No data,No data,No data,20,11,14,29,17,16,No data,21,No data,23,No data,18,No data,15,23,No data,11,No data,No data,14,25,21,22,24,No data,No data,No data,No data,18
02/06/2014,17.2,7.8,3.8,8.7,2.2,8.8,243.9,15,19,No data,8,No data,9,7,No data,No data,No data,13,4,6,27,9,13,No data,12,No data,15,No data,11,No data,17,15,No data,7,No data,No data,8,21,12,17,15,No data,No data,No data,No data,16
03/06/2014,12.8,5,3.4,6.1,16.1,10.1,235.8,20,18,5,8,No data,9,8,No data,No data,No data,9,8,7,14,11,9,No data,10,No data,14,No data,10,No data,10,14,No data,7,No data,No data,7,11,11,12,12,No data,No data,No data,No data,7
04/06/2014,9.7,0.6,-8.6,8.6,18.4,12.6,356.3,20,14,7,8,No data,9,8,No data,No data,No data,7,11,10,12,9,8,No data,8,No data,10,No data,10,No data,9,15,No data,7,No data,No data,3,8,11,13,9,No data,No data,No data,No data,8
05/06/2014,10.4,-0.7,-4.2,4.3,7.8,5.8,8.8,28,23,5,10,No data,10,9,No data,No data,No data,12,8,8,12,10,7,No data,11,No data,13,No data,7,No data,12,12,No data,13,No data,No data,8,10,11,11,15,No data,No data,No data,No data,13
06/06/2014,10.1,-9.5,10.8,14.4,-4.8,14.6,138.9,13,16,7,17,No data,13,13,No data,No data,No data,17,8,10,15,14,16,No data,23,No data,23,No data,11,No data,12,20,No data,22,No data,No data,12,17,17,No data,19,No data,No data,No data,No data,14
07/06/2014,10.9,-7.2,11.3,13.3,0.3,13.3,147.6,13,15,11,23,No data,17,15,No data,No data,No data,16,14,16,23,15,18,No data,24,No data,22,No data,13,No data,20,20,No data,20,No data,No data,16,21,18,No data,22,No data,No data,No data,No data,16
08/06/2014,12.8,3.6,14.7,15.2,-4,15.3,193.9,14,14,12,24,No data,11,10,No data,No data,No data,11,11,13,13,8,12,No data,13,No data,15,No data,11,No data,12,13,No data,14,No data,No data,9,14,9,No data,14,No data,No data,No data,No data,11
09/06/2014,14.6,-4.5,10.7,11.6,-1.8,11.6,156.9,13,18,12,16,No data,13,11,No data,No data,No data,16,19,17,18,12,17,No data,21,No data,20,No data,14,No data,23,18,No data,14,No data,No data,11,22,12,No data,17,No data,No data,No data,No data,13
10/06/2014,16,4.9,8.1,9.5,22.1,14.5,211.2,20,17,8,13,No data,13,10,No data,No data,No data,13,11,15,14,10,16,No data,15,No data,16,No data,13,No data,16,13,No data,20,No data,No data,9,14,12,No data,18,No data,No data,No data,No data,13
11/06/2014,19.3,11.2,2.1,11.4,-23.1,16.2,259.2,0,10,8,12,No data,14,11,No data,No data,No data,19,9,14,11,13,10,No data,18,No data,18,No data,8,No data,13,15,No data,16,No data,No data,11,15,12,No data,21,No data,No data,No data,No data,9
12/06/2014,22.2,6.1,3.3,6.9,-25.5,14.5,241.5,0,13,12,15,No data,16,12,No data,No data,No data,16,12,16,10,13,13,No data,21,No data,22,No data,10,No data,13,19,No data,13,No data,No data,12,19,16,No data,20,No data,No data,No data,No data,11
13/06/2014,23.5,2.2,-1.4,2.7,-17.9,9.3,302.5,0,15,13,16,No data,16,12,No data,No data,No data,18,14,16,12,16,11,No data,25,No data,23,No data,12,No data,17,21,No data,12,No data,No data,14,22,15,No data,18,No data,No data,No data,No data,9
14/06/2014,24.8,-0.2,-6.3,6.3,-28.7,15.7,1.8,0,11,6,7,No data,15,13,No data,No data,No data,16,10,9,10,17,11,No data,16,No data,17,No data,11,No data,10,20,No data,15,No data,No data,11,14,17,No data,14,No data,No data,No data,No data,10
15/06/2014,26.1,-0.8,-5.7,5.8,-31.3,16.7,8.5,0,7,7,7,No data,12,12,No data,No data,No data,9,6,8,6,11,7,No data,9,No data,10,No data,6,No data,7,12,No data,13,No data,No data,5,8,14,No data,9,No data,No data,No data,No data,8
16/06/2014,25.9,-2,-5.2,5.6,-34,17.9,21.6,0,10,7,11,No data,11,11,No data,No data,No data,7,9,9,9,13,8,No data,14,No data,13,No data,8,No data,8,12,No data,11,No data,No data,9,10,9,No data,13,No data,No data,No data,No data,11
17/06/2014,25.5,-1.7,-6.1,6.4,-36.6,19.4,15.1,0,7,8,14,No data,15,13,No data,No data,No data,17,11,12,8,13,8,No data,17,No data,16,No data,6,No data,14,13,No data,16,No data,No data,9,15,10,No data,17,No data,No data,No data,No data,9
18/06/2014,23.2,1.9,-6.7,7,-34.3,18.5,343.9,0,12,11,9,No data,16,14,No data,No data,No data,8,13,15,8,14,11,No data,12,No data,12,No data,10,No data,4,15,No data,13,No data,No data,6,7,12,No data,12,No data,No data,No data,No data,10
19/06/2014,21.7,0.1,-9.7,9.7,-30.6,18.1,359.1,0,9,6,10,No data,15,15,No data,No data,No data,13,7,7,12,16,11,No data,20,No data,21,No data,7,No data,10,16,No data,13,No data,No data,14,15,13,No data,19,No data,No data,No data,No data,10
20/06/2014,19.3,3.6,-6.3,7.2,-27.7,15.6,330.1,0,7,7,8,No data,17,14,No data,No data,No data,11,7,8,12,15,14,No data,16,No data,16,No data,9,No data,8,17,No data,14,No data,No data,9,10,14,No data,17,No data,No data,No data,No data,12
21/06/2014,18.5,2.8,-7.8,8.3,-18.9,12.6,340.3,0,7,6,12,No data,12,10,No data,No data,No data,12,8,9,11,14,10,No data,16,No data,16,No data,8,No data,14,17,No data,14,No data,No data,10,16,No data,No data,18,No data,No data,No data,No data,10
22/06/2014,19.9,1.8,-2,2.7,-23.6,12.1,318,0,9,9,9,No data,18,12,No data,No data,No data,17,8,9,7,17,19,No data,18,No data,18,No data,9,No data,10,20,No data,18,No data,No data,15,No data,No data,No data,22,No data,No data,No data,No data,12
23/06/2014,21.9,2.1,-5.7,6.1,-13.7,9.2,339.9,0,11,7,10,No data,21,22,No data,No data,No data,12,9,9,14,19,14,No data,19,No data,17,No data,12,No data,14,21,No data,18,No data,No data,12,No data,No data,No data,18,No data,No data,No data,No data,12
